Region,Export Country,Year,WEX,WEM,ECA,ANZ,USC,LAC,AME,APA
ECA,GEO,2004,337,75,292,52,11,na,na,na
ECA,GEO,2005,917,763,659,76,37,na,45,na
ECA,GEO,2006,982,135,5933,4,na,na,na,na
ECA,GEO,2007,554,1441,1078,316,na,na,95,na
ECA,GEO,2008,1018,483,2089,87,3,na,1,na
ECA,GEO,2009,645,283,5908,na,107,na,na,na
ECA,HUN,1990,5752,682,3067,na,70,na,na,na
ECA,HUN,1991,1829,271,1787,na,na,na,na,na
ECA,HUN,1992,2077,125,1182,na,na,na,53,na
ECA,HUN,1993,2642,235,392,na,na,na,na,na
ECA,HUN,1994,1646,543,2474,na,132,na,na,na
ECA,HUN,1995,2358,490,529,na,22,na,na,na
ECA,HUN,1996,2512,458,1386,3,27,na,na,na
ECA,HUN,1997,3290,585,617,na,23,na,5,na
ECA,HUN,1998,3437,711,707,4,27,na,13,na
ECA,HUN,1999,2149,652,576,na,na,na,1,na
ECA,HUN,2000,2655,525,300,na,na,21,20,0
ECA,HUN,2001,3415,386,108,3,na,na,7,na
ECA,HUN,2002,4834,469,96,na,6,16,13,na
ECA,HUN,2003,7170,1310,89,na,na,na,4,na
ECA,HUN,2004,8297,1083,35,na,20,139,196,na
ECA,HUN,2005,10789,2720,198,na,37,214,143,na
ECA,HUN,2006,21122,4345,1094,6,na,158,82,na
ECA,HUN,2007,30003,7676,4162,na,74,572,148,2
ECA,HUN,2008,24295,8485,1275,30,82,429,84,0
ECA,HUN,2009,13392,6559,691,18,11,297,54,na
ECA,MOLD,1990,na,na,na,na,na,na,na,na
ECA,MOLD,1991,na,na,na,na,na,na,na,na
ECA,MOLD,1992,na,na,na,na,na,na,na,na
ECA,MOLD,1993,104,na,1684,na,na,na,na,na
ECA,MOLD,1994,na,62,1482,na,na,na,na,na
ECA,MOLD,1995,177,95,10974,na,na,na,na,na
ECA,MOLD,1996,21,651,44020,na,na,na,36,na
ECA,MOLD,1997,29,979,30623,na,na,na,na,na
ECA,MOLD,1998,1764,105,12913,na,na,na,na,na
ECA,MOLD,1999,27,122,330,na,na,na,na,na
ECA,MOLD,2000,11,43,229,na,na,na,0,na
ECA,MOLD,2001,6,75,1532,na,na,na,na,na
ECA,MOLD,2002,230,115,6795,na,na,na,19,na
ECA,MOLD,2003,15,84,5485,na,na,na,na,na
ECA,MOLD,2004,633,23,5036,na,na,na,15,na
ECA,MOLD,2005,4978,184,3524,na,na,12,na,na
ECA,MOLD,2006,1085,58,9661,5,na,na,na,na
ECA,MOLD,2007,901,218,990,4,na,na,na,na
ECA,MOLD,2008,755,453,651,na,na,na,na,na
ECA,MOLD,2009,685,406,1012,na,na,na,na,na
ECA,ROM,1990,8571,52,8612,na,na,1762,na,na
ECA,ROM,1991,17365,54,16260,na,na,na,na,na
ECA,ROM,1992,34641,175,1144,na,na,na,na,na
ECA,ROM,1993,15871,na,8219,na,na,na,489,na
ECA,ROM,1994,365,398,874,na,na,na,na,na
ECA,ROM,1995,1345,174,14607,na,na,na,na,na
ECA,ROM,1996,358,436,934,na,na,na,3,na
ECA,ROM,1997,223,333,158,na,32,19,na,na
ECA,ROM,1998,539,323,1016,na,na,na,na,na
ECA,ROM,1999,379,340,1243,na,93,na,151,na
ECA,ROM,2000,383,533,123,na,33,na,1,na
ECA,ROM,2001,633,453,86,na,3,3,na,na
ECA,ROM,2002,959,668,125,na,na,na,na,na
ECA,ROM,2003,1404,620,128,na,na,14,na,2
ECA,ROM,2004,2439,832,410,10,5,12,1,11
ECA,ROM,2005,4591,1318,2204,4,88,33,3,1
ECA,ROM,2006,9214,1476,19847,9,na,77,31,1
ECA,ROM,2007,26974,2118,5831,41,19,750,144,2
ECA,ROM,2008,40831,3886,5597,85,na,1377,710,1
ECA,ROM,2009,11114,2012,6353,73,48,528,155,20
ECA,RUS,1990,1553,362,99273,na,na,na,13092,na
ECA,RUS,1991,4195,1263,23773,na,na,na,12610,na
ECA,RUS,1992,17994,5129,98592,na,380,na,1941,1564
ECA,RUS,1993,89384,25526,183184,740,736,56,237,1283
ECA,RUS,1994,117062,57532,157362,364,1698,na,na,140
ECA,RUS,1995,78555,26193,271183,318,670,114,59,na
ECA,RUS,1996,37129,20721,185496,121,389,1416,233,na
ECA,RUS,1997,42835,16073,300695,581,278,681,884,15
ECA,RUS,1998,37619,11969,212781,226,270,122,396,14
ECA,RUS,1999,24961,4128,71928,121,387,386,197,1
ECA,RUS,2000,34240,5202,104318,194,140,1429,823,1
ECA,RUS,2001,40803,8102,147013,439,92,3888,554,na
ECA,RUS,2002,57627,10990,158878,548,1166,5891,744,5
ECA,RUS,2003,83080,13300,214013,865,993,12758,1032,41
ECA,RUS,2004,105830,14097,263703,1356,1681,16137,2140,8
ECA,RUS,2005,134306,21992,349347,1330,2110,26393,2634,9
ECA,RUS,2006,174605,41254,201447,1902,2672,51408,5553,1
ECA,RUS,2007,228671,61150,237323,2710,5690,65739,8462,106
ECA,RUS,2008,221423,85472,301434,1419,7205,80099,15107,105
ECA,RUS,2009,194941,56258,224479,691,7449,47845,6748,18
ECA,UKR,1990,na,na,na,na,na,na,na,na
ECA,UKR,1991,na,na,na,na,na,na,na,na
ECA,UKR,1992,522,74,5123,na,na,na,na,na
ECA,UKR,1993,1583,1884,13566,na,na,na,na,na
ECA,UKR,1994,2927,1055,17952,na,80,na,na,na
