AR Predictions,Actual,EWMA Predictions,Player
0.900144186547,0.0,1.03725069707,Daniel Ochefu
26.8493712054,18.25,27.379120256,Danilo Gallinari
18.4985307956,20.5,17.9295854072,Danny Green
11.9081030724,14.0,12.1146529811,Dante Cunningham
7.09282483666,10.75,7.09094387267,Dante Exum
0.0,0.0,3.27005669111e-24,Danuel House
25.6401923496,21.5,26.3131857061,Dario Saric
8.26242949348,10.25,8.03274542455,Darrell Arthur
26.4369575174,38.0,26.4792355026,Darren Collison
1.03995841272,0.0,1.19037629397,Darrun Hilliard
17.4944173317,9.5,17.3059715726,David Lee
19.480963299,11.75,19.6444063977,David West
6.81139996853,7.0,6.56128210628,Davis Bertans
49.1915210408,39.25,48.6038117076,DeAndre Jordan
3.93549411041,1.25,3.87797955752,DeAndre Liggins
4.7483782139,0.75,4.60834002469,DeAndre' Bembry
42.7010176379,42.5,42.6113026561,DeMar DeRozan
19.527835757,22.75,19.5725454482,Delon Wright
0.0665227541478,0.0,0.0646535554599,Demetrius Jackson
31.5981915244,43.25,32.1546133576,Dennis Schroder
17.9343445481,9.75,17.9551102163,Denzel Valentine
11.5405872356,4.0,11.6656038768,Deron Williams
7.3152847506,5.5,7.54756915142,"Derrick Jones, Jr."
28.2038376575,43.0,28.4381638928,Derrick Rose
4.78770912897,4.5,4.70380764185,Derrick Williams
45.3338085199,36.5,46.7204956086,Devin Booker
17.1453580503,26.0,17.1203684817,Devin Harris
15.9737416865,25.75,16.0963087289,Dewayne Dedmon
0.386654092874,0.0,0.376818410417,Deyonta Davis
25.4568580554,22.0,25.1142989962,Dirk Nowitzki
11.4470620815,0.0,11.2256792037,Domantas Sabonis
2.63607358249,0.0,3.20502477195,Donatas Motiejunas
9.06329495202,2.75,9.03517801901,Dorian Finney-Smith
12.3670974474,10.0,12.1178225055,Doug McDermott
34.951022412,28.75,35.317806326,Draymond Green
41.3353712949,42.0,41.1974237687,Dwight Howard
10.1321010534,0.0,9.87169123222,Dwight Powell
16.8219836838,5.75,16.8717277996,E'Twaun Moore
25.8567557031,40.25,26.4155918503,Elfrid Payton
1.78037316353,5.75,1.75112515747,Emmanuel Mudiay
33.8264394281,7.0,33.7587282506,Enes Kanter
23.431430215,29.0,23.5106420607,Eric Gordon
24.9112827407,32.0,24.9539743909,Ersan Ilyasova
22.0466061571,27.75,22.043916779,Evan Fournier
17.1536068946,6.75,17.0365619372,Evan Turner
25.2959386885,22.25,25.0086012671,Frank Kaminsky
2.81499073224,2.25,2.75418721313,Fred VanVleet
18.8854704023,19.5,18.9082690741,Garrett Temple
22.930046422,14.5,22.7902077038,Gary Harris
20.6632658222,29.0,20.4479857497,George Hill
0.288875092494,0.0,0.282605513802,Georges Niang
25.6169611417,27.0,25.273374698,Georgios Papagiannis
9.32656601366,-0.5,9.56764358579,Gerald Green
50.3531249985,36.5,50.8866998309,Giannis Antetokounmpo
32.9486878969,22.25,33.092525706,Goran Dragic
32.5439183304,36.75,32.5326954067,Gorgui Dieng
29.5466332203,23.5,29.6711442028,Greg Monroe
25.1611511452,14.5,25.562437506,Harrison Barnes
40.1439342105,45.75,40.1294041524,Hassan Whiteside
0.236917188472,-0.5,0.229711823147,Henry Ellenson
4.8666817265,0.0,4.75002460396,Hollis Thompson
14.0175825055,13.5,14.0382879163,Ian Clark
0.510689300861,2.75,1.45468046727,Ian Mahinmi
-0.0646648033724,0.0,-0.0802678290449,Isaiah Canaan
41.4864529227,35.0,41.7336981328,Isaiah Thomas
16.1015213395,23.5,16.07075478,Isaiah Whitehead
25.4675670977,32.5,24.9598220615,Ish Smith
22.6610697118,21.25,22.4202741846,Ivica Zubac
12.6892869038,25.75,12.7436015549,J.J. Barea
11.344890982,12.5,11.4226601665,JR Smith
16.4219918884,18.5,16.6335543148,JaMychal Green
11.1895958884,4.25,11.5396886948,JaVale McGee
27.9077105893,42.0,27.9931057907,Jae Crowder
0.10126284506,0.0,0.108377688424,Jake Layman
10.2766371293,16.0,10.3008189697,Jakob Poeltl
24.0752165466,13.75,24.4727836902,Jamal Crawford
21.724624274,19.75,21.4587292018,Jamal Murray
18.0434761613,17.25,18.1341375811,Jameer Nelson
16.4834841195,5.25,16.6706770873,James Ennis III
58.4744372672,46.25,59.2955214587,James Harden
41.6896275654,39.25,41.3734713261,James Johnson
6.48445081325,10.75,6.27847144635,James Jones
6.91906320592,0.0,6.76797729276,James Michael McAdoo
1.0968554136,0.0,1.0684912415,James Young
17.2620462478,21.5,17.5255961779,Jared Dudley
1.26728585781,0.0,1.25718996655,Jared Sullinger
0.154812927181,0.0,0.156126219617,Jarell Martin
15.4480221875,18.0,15.4899128195,Jason Smith
14.3488765119,12.0,14.4926966635,Jason Terry
17.7910750156,17.5,18.0541183447,Jaylen Brown
35.8991020551,29.0,36.050481045,Jeff Teague
3.58088428162,10.75,3.69501313565,Jeff Withey
16.0145618095,9.25,15.9415814909,Jerami Grant
9.72402441606,4.5,9.54634989766,Jeremy Lamb
28.9770501367,40.5,28.7270364388,Jeremy Lin
4.83466009163,2.75,4.66053903205,Jerian Grant
43.2389209495,53.5,44.0098123173,Jimmy Butler
12.6819947994,11.5,12.8656204882,Jodie Meeks
22.7602585389,33.0,22.4366892787,Joe Ingles
23.3890502438,32.25,23.5152831224,Joe Johnson
0.695990029682,0.0,0.675123748289,Joe Young
1.97009513885,0.0,1.95142427547,Joel Anthony
0.755293872867,0.0,0.737250656842,Joel Bolomboy
11.8700121075,9.75,11.8865260645,Joffrey Lauvergne
0.459947942372,0.0,0.448124187583,John Jenkins
0.0,0.0,1.15245330593e-25,John Lucas III
53.7334032225,65.5,53.3453519175,John Wall
24.4216767087,15.75,24.5406223403,Jon Leuer
26.4347182341,30.25,26.1280575396,Jonas Valanciunas
7.29567717668,5.75,7.41308399897,Jonathon Simmons
23.8508414793,26.75,24.5879398167,Jordan Clarkson
0.286376212856,0.0,0.278543235185,Jordan Hill
5.19007508248,0.0,5.0358709658,Jordan McRae
0.327273788008,0.0,0.32980246219,Jordan Mickey
1.43003857675,9.25,1.38845479023,Jose Calderon
0.363636363636,0.0,0.353223838573,Josh Huestis
17.2545330533,25.25,17.3032840269,Josh Richardson
32.486918352,36.0,32.7213604285,Jrue Holiday
9.72795816871,5.5,9.44787462976,Juan Hernangomez
36.6496390418,21.25,36.9469458674,Julius Randle
18.8964123838,8.75,18.5054811333,Justin Anderson
13.22361157,0.0,13.8193798965,Justin Hamilton
15.102229754,13.0,14.7519321439,Justin Holiday
34.7721040108,34.25,34.745374837,Jusuf Nurkic
21.3424328099,19.0,21.2438160392,KJ McDaniels
46.718297787,23.25,47.0054710439,Karl-Anthony Towns
58.7370673727,48.5,58.6005321687,Kawhi Leonard
1.23296105398,8.25,1.2032207936,Kay Felder
15.9797975597,12.0,16.1362381585,Kelly Olynyk
16.4704928061,26.75,16.43849927,Kelly Oubre Jr.
42.2639859921,53.0,42.2908697373,Kemba Walker
16.6669568181,14.75,16.580977933,Kenneth Faried
28.5260373239,17.5,28.0296492141,Kentavious Caldwell-Pope
25.2050600165,27.25,25.3795182116,Kevin Love
3.5421455525,0.0,3.43857052588,Kevin Seraphin
3.50642695793,2.25,3.4525684571,Kevon Looney
41.5240398386,38.0,40.7407091914,Klay Thompson
24.2116695531,28.75,23.4671550178,Kosta Koufos
16.7137075565,28.0,17.1841614308,Kris Dunn
6.00164715514,5.25,6.06339109595,Kris Humphries
28.8105736607,49.5,28.7133854324,Kristaps Porzingis
5.73537512908,14.0,5.98222614948,Kyle Anderson
17.5470225729,8.5,17.7367918613,Kyle O'Quinn
1.42480254893,0.0,1.38491611558,Kyle Singler
-0.38577014036,0.0,-0.367120850249,Kyle Wiltjer
30.8288167903,13.25,31.2437107731,Kyrie Irving
32.7817288861,31.75,32.9593812654,LaMarcus Aldridge
5.02696486224,1.25,5.25153529812,Langston Galloway
14.7547545358,19.25,15.2617108125,Larry Nance Jr.
14.1842030417,9.75,14.5253400618,Lavoy Allen
46.0975723629,38.0,46.5224535835,LeBron James
30.1806499477,44.75,29.5364797516,Lou Williams
13.3922979996,8.25,13.3851147901,Luc Mbah a Moute
-0.133637211812,0.75,-0.133656889498,Lucas Nogueira
7.5781227092,0.0,7.35710729103,Luis Scola
10.6945742922,13.0,10.3314587631,Luke Babbitt
22.8444149236,28.5,22.9714784367,Malcolm Brogdon
5.30168730235,2.25,5.21594935465,Malcolm Delaney
0.443751952611,0.0,0.428528611719,Malik Beasley
16.091474211,20.25,16.1425501653,Manu Ginobili
2.08581954939,3.5,2.08650651746,Marcelo Huertas
17.9789847405,16.75,17.9082626786,Marcin Gortat
21.1436233156,10.5,21.413446884,Marco Belinelli
19.560328704,24.75,19.3249269331,Marcus Morris
24.9292886266,25.75,24.9698045038,Marcus Smart
-0.119222038299,0.0,-0.145766073242,Marcus Thornton
14.0266603484,7.5,14.201532326,Mario Hezonja
14.0989836201,23.0,13.9848090775,Markieff Morris
29.2018947918,17.75,28.7365202087,Marquese Chriss
13.0933019274,14.5,13.671785888,Marreese Speights
0.682264635959,0.0,0.651974685493,Marshall Plumlee
27.93380649,36.75,28.0640679822,Marvin Williams
26.4501706254,25.5,26.1692109897,Mason Plumlee
20.7177441247,18.5,20.4391426279,Matt Barnes
15.2517923621,10.0,15.1226227913,Matthew Dellavedova
18.0826437483,18.0,17.7668665211,Maurice Harkless
0.945997999471,1.25,1.24682012542,Maurice Ndour
0.0,0.0,0.0,Maurice Williams
-0.108023042144,0.0,-0.104998335641,Metta World Peace
10.0805602423,17.0,9.95201721359,Meyers Leonard
14.6539589383,10.25,14.7897483236,Michael Carter-Williams
0.106912016863,0.0,0.104207246551,Michael Gbinije
26.323724297,28.75,25.8590019512,Michael Kidd-Gilchrist
39.5665163632,38.75,39.5944740491,Mike Conley
9.10467786917,4.75,9.23429115583,Mike Dunleavy
0.907122077904,3.75,0.879044070725,Mike Miller
6.51668429424,6.5,6.36013030578,Mike Muscala
4.67988825307,3.0,4.52193872189,Mike Scott
1.2513123762,0.0,1.22170735592,Miles Plumlee
9.45778750231,13.0,9.9088119087,Mindaugas Kuzminskas
3.0936397554,15.0,3.21475520246,Mirza Teletovic
19.6540864578,24.0,19.8629790094,Monta Ellis
7.52200349031,0.0,7.33460029145,Montrezl Harrell
30.3261913028,45.5,30.4999016822,Myles Turner
18.9933128218,32.0,19.3901663869,Nene
24.75589879,38.0,24.4515716972,Nerlens Noel
2.73764445715,3.25,2.67122250027,Nick Collison
38.5202496632,44.0,38.2430495656,Nicolas Batum
5.66348637552,0.0,5.49477303556,Nicolas Brussino
0.853982407923,0.0,0.787707351373,Nicolas Laprovittola
18.5859193528,13.0,18.2957508327,Nik Stauskas
33.4857286208,26.75,34.1832396779,Nikola Jokic
26.683861518,42.0,26.611864851,Nikola Mirotic
31.9106980445,37.75,32.2793474037,Nikola Vucevic
15.9311344742,25.0,15.7606033104,Noah Vonleh
13.3307200274,23.25,13.2132881201,Norman Powell
0.405125581746,0.0,0.443575058439,Okaro White
7.50282991474,2.75,7.55609966291,Omri Casspi
28.1637262674,29.5,27.7031874627,Otto Porter Jr.
27.3224467349,23.25,27.4738864102,PJ Tucker
7.41223961661,4.5,7.19135996039,Pascal Siakam
1.53117320922,0.75,1.56272656112,Pat Connaughton
20.9658285431,9.5,21.2773448394,Patrick Beverley
11.1029658475,4.75,11.0859013991,Patrick McCaw
19.0453263087,12.0,19.2166988382,Patrick Patterson
21.9523286145,24.5,21.8798139784,Patty Mills
28.0840305389,21.0,28.5182464704,Pau Gasol
44.5929448827,34.5,44.7647848492,Paul George
7.21167261737,9.0,7.2473929059,Paul Pierce
14.6689715142,21.25,14.4040464642,Paul Zipser
11.1935764631,18.75,10.9735995121,Quincy Acy
0.15625,0.0,0.152739225601,RJ Hunter
23.0465991989,43.75,22.9557529924,Rajon Rondo
3.05012339581,3.25,2.95812449848,Rakeem Christmas
9.97035438113,4.75,10.3655589539,Randy Foye
1.96608114918,1.25,1.89788151837,Rashad Vaughn
9.20185608985,14.25,9.46897209514,Raul Neto
10.0382606602,9.0,9.84476879093,Raymond Felton
10.5325042815,11.75,10.7107957689,Richard Jefferson
23.3756723131,34.0,23.0757027026,Richaun Holmes
39.6573213245,28.0,40.0528108704,Ricky Rubio
27.9771069327,28.25,27.7095034318,Robert Covington
27.2622153609,29.25,26.5708746352,Robin Lopez
14.0723427274,33.5,14.1006050512,Rodney Hood
17.3892787642,10.25,17.6016319131,Rodney McGruder
10.3432129632,10.25,10.3393299532,Ron Baker
22.9546262107,34.25,23.190189479,Rondae Hollis-Jefferson
0.215858470426,0.0,0.214292815317,Roy Hibbert
38.6825160523,58.25,38.9857138279,Rudy Gobert
67.5497011998,74.75,67.6011902925,Russell Westbrook
0.90348927944,0.0,0.874554697331,Ryan Kelly
12.102113225,15.75,12.0230301833,Salah Mejri
11.0958240204,16.25,10.8637543822,Sam Dekker
1.71628359009,0.0,1.64678383281,Sasha Vujacic
6.79775583699,6.75,6.77781602429,Semaj Christon
28.2458987955,28.75,28.2921923888,Serge Ibaka
17.3527474152,15.0,16.8595054605,Shabazz Muhammad
-0.131439903228,1.5,0.0847043499364,Shabazz Napier
9.32420530179,8.75,9.40337887037,Shaun Livingston
0.693233418593,0.0,0.681632362586,Sheldon McClellan
0.185343167918,1.25,0.177259987743,Shelvin Mack
7.97654533343,4.5,8.03550009318,Skal Labissiere
9.89804854767,24.0,9.98741010228,Solomon Hill
18.4321934947,24.5,18.0159619865,Spencer Dinwiddie
12.5789132321,2.25,12.4688992933,Spencer Hawes
7.15018870785,7.0,7.13172704094,Stanley Johnson
41.4909011107,48.25,42.2307116759,Stephen Curry
0.822424079203,0.0,1.08145853922,Stephen Zimmerman
0.193792708503,0.0,0.18821054822,Steve Novak
21.2822176555,23.5,21.2685399428,Steven Adams
17.6095914474,23.75,18.0798956765,T.J. McConnell
17.7694132721,46.0,17.2658243753,TJ Warren
19.8217529803,23.5,19.8617206487,Taj Gibson
2.26974749133,6.25,2.15335705071,Tarik Black
24.9077384434,34.5,24.4973287719,Taurean Prince
3.81373445892,2.5,3.74551078157,Terrence Jones
25.6750710025,27.0,25.9462348071,Terrence Ross
11.2504520381,1.25,11.3513153839,Terry Rozier
17.3791835494,10.0,17.1962970447,Thaddeus Young
5.28895987331,0.0,5.18004328231,Thomas Robinson
6.32512974416,4.25,6.27253454473,Thon Maker
20.3550082511,18.5,20.5666665393,Tim Frazier
29.8430041077,28.0,30.0588027602,Tim Hardaway Jr.
0.444375289858,0.0,0.412115165173,Tim Quarterman
13.9820907701,13.5,13.9029645584,Timothe Luwawu-Cabarrot
26.2529204131,20.5,25.8797073047,Tobias Harris
4.02905360041,4.0,4.01582888649,Tomas Satoransky
-3.48984876549,0.0,-3.32013576071,Toney Douglas
21.6305081681,16.25,21.7411451409,Tony Allen
21.9826197866,4.75,21.8983592111,Tony Parker
17.0660812645,12.25,17.2692902401,Tony Snell
0.110631165733,0.0,0.104073652617,Treveon Graham
31.1090299115,50.5,30.733012472,Trevor Ariza
15.0260505858,20.25,14.6475851674,Trevor Booker
1.70429245802,0.0,1.69098583716,Trey Burke
0.841427398268,1.5,0.846056665122,Trey Lyles
24.6881434444,21.25,24.6520041659,Tristan Thompson
11.7335411699,14.25,11.7517896742,Troy Daniels
1.51813307232,0.0,1.49834374512,Troy Williams
23.3349639894,10.25,22.6363846338,Ty Lawson
16.2571419461,33.25,15.984595172,Tyler Ennis
25.6665069168,37.0,25.3610691401,Tyler Johnson
32.1630753906,36.5,31.6394178067,Tyler Ulis
3.96720243295,0.0,3.93156432668,Tyler Zeller
1.97002437959,0.0,2.29345741619,Tyreke Evans
11.5570120447,11.75,11.7185166477,Tyus Jones
0.753391439741,0.0,0.735484901757,Udonis Haslem
32.2392847847,33.75,32.2184763631,Victor Oladipo
12.8063670155,14.5,12.8872478231,Vince Carter
0.764139624145,0.0,0.727842842873,Wade Baldwin IV
8.27865979228,4.75,8.12946037722,Wayne Ellington
3.06808145569,0.0,3.01768407563,Wesley Johnson
23.2240993298,28.0,23.3642660646,Wesley Matthews
19.6357567472,17.25,19.5766011798,Will Barton
25.9692280985,29.25,26.1788045406,Willie Cauley-Stein
16.127795798,14.5,16.0928695155,Willie Reed
26.0411407534,26.25,26.7205288177,Willy Hernangomez
31.4733904696,9.5,31.6052385269,Wilson Chandler
22.8204832645,31.5,22.8152686821,Yogi Ferrell
26.3249349177,41.75,26.4276529073,Zach Randolph
16.8624668392,7.25,17.0335628319,Zaza Pachulia
