AR Predictions,Actual,EWMA Predictions,Player
0.0997623584425,0.0,0.0961195494589,AJ Hammons
7.47552221273,14.0,7.65602765912,Aaron Brooks
16.9678698004,21.25,17.1362728569,Aaron Gordon
0.592032210967,0.0,0.653905195722,Aaron Harrison
0.40177665061,6.75,0.388083484281,Adreian Payne
30.9452973805,35.0,31.2394579692,Al Horford
15.7329578035,29.5,15.7916034651,Al-Farouq Aminu
1.56216177814,0.0,1.50443722418,Alan Anderson
26.5093074064,32.75,26.5201118727,Alan Williams
7.371297077,2.0,7.73194805186,Alex Abrines
13.0413054321,13.75,13.3831945225,Alex Len
5.25752594479,7.5,5.67256700979,Alexis Ajinca
22.1685181595,35.0,22.1025917675,Allen Crabbe
0.0224573301215,0.0,0.0213591585105,Alonzo Gee
24.427817089,34.25,24.6183096967,Amir Johnson
-0.489901767332,2.5,-0.340674124327,Anderson Varejao
38.9460875058,34.25,38.6424698511,Andre Drummond
28.3843063041,41.75,27.9978430461,Andre Iguodala
18.7273188835,16.75,18.9962798719,Andre Roberson
2.99196867682,0.0,2.92303995286,Andrew Bogut
10.3821901225,15.0,10.3005378422,Andrew Harrison
3.81583174411,0.0,3.98845842271,Andrew Nicholson
40.134277231,24.5,40.4530496742,Andrew Wiggins
3.8865114825,0.0,3.74986555739,Anthony Bennett
52.7394737185,75.25,52.8973185968,Anthony Davis
7.97331435485,0.0,8.01326428453,Anthony Morrow
12.5991943864,20.25,12.8620093456,Anthony Tolliver
-0.351240665276,0.0,-0.349421099232,Arinze Onuaku
15.9877420445,20.0,15.9633010863,Aron Baynes
20.3595415485,27.25,20.1483582549,Austin Rivers
18.2756059317,11.25,17.7648747321,Avery Bradley
5.51925106648,6.25,5.76163348632,Ben McLemore
2.12272454244,13.75,2.18790447377,Beno Udrih
19.3415581176,13.25,19.0953947937,Bismack Biyombo
32.078491576,32.0,32.0476558812,Blake Griffin
7.15191202987,0.0,7.53307738762,Boban Marjanovic
3.22821753053,0.0,3.13121873288,Bobby Brown
19.3440137449,6.5,19.913087018,Bobby Portis
24.1403228117,0.0,24.2774740076,Bojan Bogdanovic
11.9876240152,13.25,12.2500190528,Boris Diaw
36.2231776025,41.0,35.9975700345,Bradley Beal
15.4905293489,17.0,15.3801394145,Brandan Wright
5.40607458264,9.75,5.27823490883,Brandon Bass
21.7481282539,13.75,22.2337805757,Brandon Jennings
9.79508627358,2.5,9.74958131031,Brandon Rush
3.20048373293,0.0,3.10473063415,Brian Roberts
-0.00700729927008,0.0,-0.00680204917537,Brice Johnson
35.3143809392,34.75,34.7449603114,Brook Lopez
0.170534839787,0.0,0.165569658327,Bruno Caboclo
2.04852445319,4.25,2.02771658936,Bryn Forbes
19.5142159178,19.5,19.8504151247,Buddy Hield
5.14805539637,4.5,5.25984488889,C.J. Watson
33.1139690249,19.25,33.4464307357,CJ McCollum
14.2083229701,17.5,14.0939045437,CJ Miles
0.616490203779,3.5,0.640111505498,CJ Wilcox
6.27507403344,2.5,6.11510236674,Cameron Payne
23.5936539496,14.75,23.2079959264,Caris LeVert
27.8761151746,37.75,27.025511144,Carmelo Anthony
9.62338936123,15.25,9.60998410639,Channing Frye
2.58358409004,-0.5,2.64231545791,Chasson Randle
2.2876067859,0.0,2.27545729529,Cheick Diallo
0.281914893617,0.0,0.273817812431,Chinanu Onuaku
-0.17146126401,0.0,-0.160881271339,Chris Andersen
0.469664773928,0.0,0.44855556271,Chris McCullough
33.1222639927,40.5,32.8868062573,Chris Paul
0.880001706559,0.0,0.867458893966,Christian Wood
28.8809448953,27.75,29.0811378111,Clint Capela
33.8054356062,35.25,33.9401862065,Cody Zeller
4.99005658427,2.0,4.8351848394,Cole Aldrich
8.15418356285,13.5,8.42314708279,Corey Brewer
22.7757802594,43.5,22.6976152947,Cory Joseph
22.8350090235,25.75,23.1328577219,Courtney Lee
20.1910831902,25.75,20.5544376013,D'Angelo Russell
11.8842137703,12.25,11.7926645334,D.J. Augustin
0.595521326748,0.0,0.567520577996,Damian Jones
43.6101171985,45.75,43.6997781162,Damian Lillard
5.30293823896,1.25,5.38296904347,Damjan Rudez
