PLAYER,Kurtosis,Skewness
AJ Hammons,0.896992354836,1.25489066692
Aaron Brooks,2.61734701982,1.26709570371
Aaron Brooks 2015,-0.193938349222,0.127397217055
Aaron Brooks 2016,1.02102813261,0.700429931806
Aaron Gordon,-0.620524922537,0.30210963224
Aaron Gordon 2015,0.58908137238,0.916452498511
Aaron Gordon 2016,-0.60095218186,0.143779711812
Adreian Payne,-0.522741045837,0.721940625068
Adreian Payne 2015,0.972349275764,0.980852132149
Adreian Payne 2016,-0.374083296986,0.684950955819
Al Horford,-0.533761406293,0.173267195049
Al Horford 2015,-0.726272981299,0.0267093736051
Al Horford 2016,2.15738025477,0.630724828892
Al Jefferson,-0.117430809796,0.0892387971059
Al Jefferson 2015,-0.480089988926,-0.121460686044
Al Jefferson 2016,0.672224905946,0.479239209881
Al-Farouq Aminu,-0.580120004431,-0.233572027432
Al-Farouq Aminu 2015,-0.972562656279,0.354567146045
Al-Farouq Aminu 2016,0.485600080786,0.573048580141
Alan Anderson,0.59724490691,0.81354148177
Alan Anderson 2015,-0.818332095751,0.223403623341
Alan Anderson 2016,-0.0501335169485,0.660021270629
Alan Williams,-1.41086623682,0.341196382202
Alan Williams 2016,1.81496184812,1.65084707681
Alec Burks,0.0171075682555,0.214646067093
Alec Burks 2015,2.94276166232,1.3057340734
Alec Burks 2016,-1.2069289585,0.294347028718
Alex Abrines,-0.139482509498,0.615982656278
Alex Len,-0.0269869825628,0.524963838215
Alex Len 2015,-0.817508890098,0.368200660531
Alex Len 2016,-0.41573348792,0.495367315249
Alexis Ajinca,0.0847518785609,0.772701969093
Alexis Ajinca 2015,-0.817370880306,0.520927967159
Alexis Ajinca 2016,2.46693027364,1.31266435653
Allen Crabbe,-0.480649229781,0.330579738457
Allen Crabbe 2015,-0.458277474995,0.688020316859
Allen Crabbe 2016,-0.770274559691,0.224920303005
Alonzo Gee,5.49070465866,2.52254140074
Alonzo Gee 2015,0.167219343111,0.75564221931
Alonzo Gee 2016,-0.28333763117,0.637535997371
Amir Johnson,0.761414698849,0.831503555249
Amir Johnson 2015,-0.0113944630836,0.546657651275
Amir Johnson 2016,-0.034909641744,0.437855188762
Anderson Varejao,-0.39874401131,0.602667099219
