Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date
6|5|3|14|Jenny From The Block|JENNIFER LOPEZ feat JADAKISS & STYLES|2002-10-12|67|3|20|20030111
7|6|6|8|Beautiful|CHRISTINA AGUILERA|2002-11-23|62|2|27|20030111
8|8|8|23|Don't Mess With My Man|NIVEA feat BRIAN & BRANDON CASEY|2002-08-10|99|8|36|20030111
9|14|5|15|The Game Of Love|SANTANA featuring MICHELLE BRANCH|2002-10-05|66|5|37|20030111
10|16|10|17|Landslide|DIXIE CHICKS|2002-09-21|76|9|28|20030111
11|11|11|7|Miss You|AALIYAH|2002-11-30|55|3|30|20030111
12|12|12|6|I'm With You|AVRIL LAVIGNE|2002-12-07|63|4|27|20030111
13|13|13|14|She Hates Me|PUDDLE OF MUDD|2002-10-12|71|13|23|20030111
14|10|3|20|Underneath It All|NO DOUBT featuring LADY SAW|2002-08-31|64|3|30|20030111
15|15|15|3|All I Have|JENNIFER LOPEZ feat LL COOL J|2002-12-28|25|1|21|20030111
16|9|9|19|Love Of My Life (An Ode To Hip Hop)|ERYKAH BADU feat COMMON|2002-09-07|94|9|27|20030111
17|17|17|4|Cry Me A River|JUSTIN TIMBERLAKE|2002-12-21|44|3|20|20030111
18|21|18|11|Your Body Is A Wonderland|JOHN MAYER|2002-11-02|63|18|29|20030111
19|19|19|6|Thugz Mansion|2PAC|2002-12-07|50|19|20|20030111
20|20|20|9|Family Portrait|PINK|2002-11-16|58|20|20|20030111
21|25|21|3|Mesmerize|JA RULE feat ASHANTI|2002-12-28|67|2|20|20030111
22|22|19|18|When The Last Time|CLIPSE|2002-09-14|85|19|21|20030111
23|18|7|37|Gimme The Light|SEAN PAUL|2002-05-04|97|7|39|20030111
24|24|24|7|Picture|KID ROCK featuring SHERYL CROW|2002-11-30|91|4|34|20030111
25|26|25|6|I Should Be ...|DRU HILL|2002-12-07|72|25|17|20030111
26|27|6|32|One Last Breath|CREED|2002-06-08|72|6|34|20030111
27|29|27|7|Satisfaction|EVE|2002-11-30|62|27|16|20030111
28|28|28|8|19 Somethin'|MARK WILLS|2002-11-23|69|23|20|20030111
29|30|29|9|Fabulous|JAHEIM featuring THA RAYNE|2002-11-16|69|28|20|20030111
30|37|1|27|Dilemma|NELLY featuring KELLY ROWLAND|2002-07-13|54|1|29|20030111
31|33|23|15|She'll Leave You With A Smile|GEORGE STRAIT|2002-10-05|71|23|20|20030111
32|42|32|7|Wanksta|50 CENT|2002-11-30|68|13|20|20030111
33|40|33|9|Do That ...|BABY feat P. DIDDY|2002-11-16|88|33|20|20030111
34|31|3|20|Hey Ma|CAM'RON feat JULEZ SANTANA
35|35|4|21|Luv U Better|LL COOL J|2002-08-24|93|4|22|20030111
36|36|36|8|When I'm Gone|3 DOORS DOWN|2002-11-23|67|4|45|20030111
37|23|17|19|Dontchange|MUSIQ|2002-09-07|75|17|26|20030111
38|39|38|4|Made You Look|NAS|2002-12-21|58|32|13|20030111
39|34|22|15|Who's Your Daddy?|TOBY KEITH|2002-10-05|74|22|20|20030111
40|38|23|15|These Days|RASCAL FLATTS|2002-10-05|67|23|20|20030111
41|41|41|5|Lifestyles Of The Rich And Famous|GOOD CHARLOTTE|2002-12-14|61|20|20|20030111
42|43|42|5|Paradise|LL COOL J feat AMERIE|2002-12-14|85|36|15|20030111
43|32|32|10|Ignition|R KELLY|2002-11-09|92|2|42|20030111
44|44|29|13|Disease|MATCHBOX TWENTY|2002-10-19|71|29|20|20030111
45|45|45|11|Something|LASGO|2002-11-02|95|35|20|20030111
46|50|46|10|Make It Clap|BUSTA RHYMES featuring SPLIFF STAR|2002-11-09|93|46|20|20030111
47|49|44|9|Fall Into Me|EMERSON DRIVE|2002-11-16|73|34|20|20030111
48|52|48|3|Gossip Folks|MISSY  ELLIOTT feat LUDACRIS|2002-12-28|75|8|20|20030111
49|47|11|19|Like I Love You|JUSTIN TIMBERLAKE|2002-09-07|67|11|20|20030111
50|48|43|11|All My Life|FOO FIGHTERS|2002-11-02|71|43|20|20030111
51|54|51|6|The Baby|BLAKE SHELTON|2002-12-07|76|28|20|20030111
52|55|52|10|I Just Wanna Be Mad|TERRI CLARK|2002-11-09|79|27|20|20030111
53|53|53|5|Always|SALIVA|2002-12-14|70|51|20|20030111
54|58|36|13|React|ERICK SERMON  featuring REDMAN|2002-10-19|79|36|16|20030111
55|86|33|20|Cry|FAITH HILL|2002-08-31|70|33|26|20030111
56|51|51|6|Talkin' To Me|AMERIE|2002-12-07|70|51|15|20030111
57|46|8|13|Die Another Day|MADONNA|2002-10-19|41|8|17|20030111
58|57|45|13|You Know You're Right|NIRVANA|2002-10-19|55|45|20|20030111
59|65|52|16|Don't Know Why|NORAH JONES|2002-09-28|78|30|31|20030111
60|56|56|7|The Red|CHEVELLE|2002-11-30|77|56|20|20030111
61|61|27|16|Stole|KELLY ROWLAND|2002-09-28|76|27|20|20030111
62|60|55|7|A Lot Of Things Different|KENNY CHESNEY|2002-11-30|74|55|15|20030111
63|63|10|18|Sk8er Boi|AVRIL LAVIGNE|2002-09-14|72|10|20|20030111
64|67|64|3|You Can't Hide Beautiful|AARON LINES|2002-12-28|68|38|17|20030111
65|70|65|5|Sick Of Being Lonely|FIELD MOB|2002-12-14|96|18|20|20030111
66|66|66|2|Tell Me (What's Goin' On)|SMILEZ & SOUTHSTAR|2003-01-04|66|28|16|20030111
67|NEW|67|1|In Da Club|50 CENT|2003-01-11|67|1|30|20030111
68|68|56|11|Bother|STONE SOUR|2002-11-02|76|56|20|20030111
69|73|69|2|How You Gonna Act Like That|TYRESE|2003-01-04|73|7|25|20030111
70|74|48|17|Dirrty|CHRISTINA AGUILERA feat REDMAN|2002-09-21|67|48|20|20030111
71|64|64|3|Fine Again|SEETHER|2002-12-28|72|61|20|20030111
72|62|40|14|Red Rag Top|TIM McGRAW|2002-10-12|70|40|20|20030111
73|75|69|8|Cochise|AUDIOSLAVE|2002-11-23|77|69|15|20030111
74|69|69|3|No One Knows|QUEENS OF THE STONE AGE|2002-12-28|78|51|20|20030111
75|NEW|75|1|No Letting Go|WAYNE WONDER|2003-01-11|75|11|31|20030111
76|78|76|2|Man To Man|GARY ALLAN|2003-01-04|78|25|20|20030111
77|79|1|17|A Moment Like This|KELLY CLARKSON|2002-09-21|60|1|20|20030111
78|81|59|11|In A Little While|UNCLE KRACKER|2002-11-02|70|59|20|20030111
79|72|58|16|Prayer|DISTURBED|2002-09-28|74|58|20|20030111
80|71|71|9|Spin|LIFEHOUSE|2002-11-16|85|71|14|20030111
81|76|42|8|Thug Lovin'|JA RULE featuring BOBBY BROWN|2002-11-23|72|42|10|20030111
82|77|49|10|The Zephyr Song|RED HOT CHILI PEPPERS|2002-11-09|70|49|14|20030111
83|83|83|3|Through The Rain|MARIAH CAREY|2002-12-28|84|81|6|20030111
84|85|84|2|All The Things She Said|T.A.T.U.|2003-01-04|85|20|20|20030111
85|80|80|9|One Of Those Days|WHITNEY HOUSTON|2002-11-16|96|72|19|20030111
86|89|82|14|Rock The Party|BENZINO|2002-10-12|99|82|18|20030111
87|92|34|13|I'm Gonna Getcha Good!|SHANIA TWAIN|2002-10-19|65|34|20|20030111
88|88|28|12|Girl Talk|TLC|2002-10-26|71|28|14|20030111
89|82|82|4|Come Close To Me|COMMON featuring MARY J. BLIGE|2002-12-21|99|65|15|20030111
90|87|87|4|Thug Holiday|TRICK DADDY featuring LaTOCHA SCOTT|2002-12-21|96|87|9|20030111
91|94|91|2|Blowin' Me Up (With Her Love)|JC CHASEZ|2003-01-04|94|35|17|20030111
92|91|91|5|Come Into My World|KYLIE MINOGUE|2002-12-14|98|91|8|20030111
93|97|21|20|Goodbye To You|MICHELLE BRANCH|2002-08-31|69|21|20|20030111
94|90|77|10|From Tha Chuuuch To Da Palace|SNOOP DOGG|2002-11-09|90|77|10|20030111
95|93|86|10|Hit The Freeway|TONI BRAXTON featuring LOON|2002-11-09|86|86|14|20030111
96|100|40|16|My Town|MONTGOMERY GENTRY|2002-09-28|69|40|20|20030111
97|NEW|97|1|He Is|HEATHER HEADLEY|2003-01-11|97|90|8|20030111
98|NEW|98|1|B R Right|TRINA featuring LUDACRIS|2003-01-11|98|83|14|20030111
99|96|96|3|Breathe|TELEPOPMUSIC|2002-12-28|98|78|10|20030111
100|95|71|12|Single For The Rest Of My Life|ISYSS|2002-10-26|97|71|12|20030111
1|1|1|14|Lose Yourself|EMINEM|2002-10-05|43|1|23|20030104
2|2|2|17|Work It|MISSY  ELLIOTT|2002-09-14|75|2|25|20030104
3|5|3|9|Air Force Ones|NELLY feat KYJUAN
4|4|4|11|'03 Bonnie & Clyde|JAY-Z feat BEYONCE KNOWLES|2002-10-26|56|4|24|20030104
5|3|3|13|Jenny From The Block|JENNIFER LOPEZ feat JADAKISS & STYLES|2002-10-12|67|3|20|20030104
6|6|6|7|Beautiful|CHRISTINA AGUILERA|2002-11-23|62|2|27|20030104
8|8|8|22|Don't Mess With My Man|NIVEA feat BRIAN & BRANDON CASEY|2002-08-10|99|8|36|20030104
9|11|9|18|Love Of My Life (An Ode To Hip Hop)|ERYKAH BADU feat COMMON|2002-09-07|94|9|27|20030104
10|9|3|19|Underneath It All|NO DOUBT featuring LADY SAW|2002-08-31|64|3|30|20030104
11|15|11|6|Miss You|AALIYAH|2002-11-30|55|3|30|20030104
12|16|12|5|I'm With You|AVRIL LAVIGNE|2002-12-07|63|4|27|20030104
13|13|13|13|She Hates Me|PUDDLE OF MUDD|2002-10-12|71|13|23|20030104
14|10|5|14|The Game Of Love|SANTANA featuring MICHELLE BRANCH|2002-10-05|66|5|37|20030104
15|25|15|2|All I Have|JENNIFER LOPEZ feat LL COOL J|2002-12-28|25|1|21|20030104
16|14|13|16|Landslide|DIXIE CHICKS|2002-09-21|76|9|28|20030104
17|29|17|3|Cry Me A River|JUSTIN TIMBERLAKE|2002-12-21|44|3|20|20030104
18|12|7|36|Gimme The Light|SEAN PAUL|2002-05-04|97|7|39|20030104
19|19|19|5|Thugz Mansion|2PAC|2002-12-07|50|19|20|20030104
20|21|20|8|Family Portrait|PINK|2002-11-16|58|20|20|20030104
21|22|21|10|Your Body Is A Wonderland|JOHN MAYER|2002-11-02|63|18|29|20030104
22|27|19|17|When The Last Time|CLIPSE|2002-09-14|85|19|21|20030104
23|18|17|18|Dontchange|MUSIQ|2002-09-07|75|17|26|20030104
24|34|24|6|Picture|KID ROCK featuring SHERYL CROW|2002-11-30|91|4|34|20030104
25|67|25|2|Mesmerize|JA RULE featuring ASHANTI|2002-12-28|67|2|20|20030104
26|36|26|5|I Should Be ...|DRU HILL|2002-12-07|72|25|17|20030104
27|24|6|31|One Last Breath|CREED|2002-06-08|72|6|34|20030104
28|31|28|7|19 Somethin'|MARK WILLS|2002-11-23|69|23|20|20030104
29|45|29|6|Satisfaction|EVE|2002-11-30|62|27|16|20030104
30|37|30|8|Fabulous|JAHEIM featuring THA RAYNE|2002-11-16|69|28|20|20030104
31|20|3|19|Hey Ma|CAM'RON feat JULEZ SANTANA
32|32|32|9|Ignition|R KELLY|2002-11-09|92|2|42|20030104
33|23|23|14|She'll Leave You With A Smile|GEORGE STRAIT|2002-10-05|71|23|20|20030104
34|28|22|14|Who's Your Daddy?|TOBY KEITH|2002-10-05|74|22|20|20030104
35|17|4|20|Luv U Better|LL COOL J|2002-08-24|93|4|22|20030104
36|38|36|7|When I'm Gone|3 DOORS DOWN|2002-11-23|67|4|45|20030104
37|26|1|26|Dilemma|NELLY featuring KELLY ROWLAND|2002-07-13|54|1|29|20030104
38|30|23|14|These Days|RASCAL FLATTS|2002-10-05|67|23|20|20030104
39|39|39|3|Made You Look|NAS|2002-12-21|58|32|13|20030104
40|43|40|8|Do That ...|BABY feat P. DIDDY|2002-11-16|88|33|20|20030104
41|47|41|4|Lifestyles Of The Rich And Famous|GOOD CHARLOTTE|2002-12-14|61|20|20|20030104
42|49|42|6|Wanksta|50 CENT|2002-11-30|68|13|20|20030104
43|53|43|4|Paradise|LL COOL J featuring AMERIE|2002-12-14|85|36|15|20030104
44|33|29|12|Disease|MATCHBOX TWENTY|2002-10-19|71|29|20|20030104
45|61|45|10|Something|LASGO|2002-11-02|95|35|20|20030104
46|35|8|12|Die Another Day|MADONNA|2002-10-19|41|8|17|20030104
47|42|11|18|Like I Love You|JUSTIN TIMBERLAKE|2002-09-07|67|11|20|20030104
48|50|43|10|All My Life|FOO FIGHTERS|2002-11-02|71|43|20|20030104
49|44|44|8|Fall Into Me|EMERSON DRIVE|2002-11-16|73|34|20|20030104
50|62|50|9|Make It Clap|BUSTA RHYMES featuring SPLIFF STAR|2002-11-09|93|46|20|20030104
51|51|51|5|Talkin' To Me|AMERIE|2002-12-07|70|51|15|20030104
52|75|52|2|Gossip Folks|MISSY  ELLIOTT feat LUDACRIS|2002-12-28|75|8|20|20030104
53|63|53|4|Always|SALIVA|2002-12-14|70|51|20|20030104
54|57|54|5|The Baby|BLAKE SHELTON|2002-12-07|76|28|20|20030104
55|59|55|9|I Just Wanna Be Mad|TERRI CLARK|2002-11-09|79|27|20|20030104
56|64|56|6|The Red|CHEVELLE|2002-11-30|77|56|20|20030104
57|58|45|12|You Know You're Right|NIRVANA|2002-10-19|55|45|20|20030104
58|48|36|12|React|ERICK SERMON  featuring REDMAN|2002-10-19|79|36|16|20030104
59|54|16|20|I Care 4 U|AALIYAH|2002-08-24|67|16|20|20030104
60|60|55|6|A Lot Of Things Different|KENNY CHESNEY|2002-11-30|74|55|15|20030104
61|40|27|15|Stole|KELLY ROWLAND|2002-09-28|76|27|20|20030104
62|52|40|13|Red Rag Top|TIM McGRAW|2002-10-12|70|40|20|20030104
63|56|10|17|Sk8er Boi|AVRIL LAVIGNE|2002-09-14|72|10|20|20030104
64|72|64|2|Fine Again|SEETHER|2002-12-28|72|61|20|20030104
65|65|52|15|Don't Know Why|NORAH JONES|2002-09-28|78|30|31|20030104
66|NEW|66|1|Tell Me (What's Goin' On)|SMILEZ & SOUTHSTAR|2003-01-04|66|28|16|20030104
67|68|67|2|You Can't Hide Beautiful|AARON LINES|2002-12-28|68|38|17|20030104
68|73|56|10|Bother|STONE SOUR|2002-11-02|76|56|20|20030104
69|78|69|2|No One Knows|QUEENS OF THE STONE AGE|2002-12-28|78|51|20|20030104
70|79|70|4|Sick Of Being Lonely|FIELD MOB|2002-12-14|96|18|20|20030104
71|71|71|8|Spin|LIFEHOUSE|2002-11-16|85|71|14|20030104
72|74|58|15|Prayer|DISTURBED|2002-09-28|74|58|20|20030104
73|NEW|73|1|How You Gonna Act Like That|TYRESE|2003-01-04|73|7|25|20030104
74|66|48|16|Dirrty|CHRISTINA AGUILERA feat REDMAN|2002-09-21|67|48|20|20030104
75|69|69|7|Cochise|AUDIOSLAVE|2002-11-23|77|69|15|20030104
76|55|42|7|Thug Lovin'|JA RULE featuring BOBBY BROWN|2002-11-23|72|42|10|20030104
77|80|49|9|The Zephyr Song|RED HOT CHILI PEPPERS|2002-11-09|70|49|14|20030104
78|NEW|78|1|Man To Man|GARY ALLAN|2003-01-04|78|25|20|20030104
79|77|1|16|A Moment Like This|KELLY CLARKSON|2002-09-21|60|1|20|20030104
80|85|80|8|One Of Those Days|WHITNEY HOUSTON|2002-11-16|96|72|19|20030104
81|81|59|10|In A Little While|UNCLE KRACKER|2002-11-02|70|59|20|20030104
82|89|82|3|Come Close To Me|COMMON featuring MARY J. BLIGE|2002-12-21|99|65|15|20030104
83|84|83|2|Through The Rain|MARIAH CAREY|2002-12-28|84|81|6|20030104
84|88|44|20|Somewhere Out There|OUR LADY PEACE|2002-08-24|75|44|20|20030104
85|NEW|85|1|All The Things She Said|T.A.T.U.|2003-01-04|85|20|20|20030104
86|83|33|19|Cry|FAITH HILL|2002-08-31|70|33|26|20030104
87|94|87|3|Thug Holiday|TRICK DADDY featuring LaTOCHA SCOTT|2002-12-21|96|87|9|20030104
88|82|28|11|Girl Talk|TLC|2002-10-26|71|28|14|20030104
89|93|82|13|Rock The Party|BENZINO|2002-10-12|99|82|18|20030104
90|86|77|9|From Tha Chuuuch To Da Palace|SNOOP DOGG|2002-11-09|90|77|10|20030104
91|92|91|4|Come Into My World|KYLIE MINOGUE|2002-12-14|98|91|8|20030104
92|76|34|12|I'm Gonna Getcha Good!|SHANIA TWAIN|2002-10-19|65|34|20|20030104
93|95|86|9|Hit The Freeway|TONI BRAXTON featuring LOON|2002-11-09|86|86|14|20030104
94|NEW|94|1|Blowin' Me Up (With Her Love)|JC CHASEZ|2003-01-04|94|35|17|20030104
95|91|71|11|Single For The Rest Of My Life|ISYSS|2002-10-26|97|71|12|20030104
96|98|96|2|Breathe|TELEPOPMUSIC|2002-12-28|98|78|10|20030104
97|99|21|19|Goodbye To You|MICHELLE BRANCH|2002-08-31|69|21|20|20030104
98|70|64|5|These Are The Days|O-TOWN|2002-12-07|64|64|5|20030104
99|87|75|5|Every River|BROOKS & DUNN|2002-12-07|75|75|5|20030104
100|96|40|15|My Town|MONTGOMERY GENTRY|2002-09-28|69|40|20|20030104
1|1|1|13|Lose Yourself|EMINEM|2002-10-05|43|1|23|20021228
2|2|2|16|Work It|MISSY  ELLIOTT|2002-09-14|75|2|25|20021228
3|3|3|12|Jenny From The Block|JENNIFER LOPEZ feat JADAKISS & STYLES|2002-10-12|67|3|20|20021228
4|5|4|10|'03 Bonnie & Clyde|JAY-Z feat BEYONCE KNOWLES|2002-10-26|56|4|24|20021228
5|4|4|8|Air Force Ones|NELLY feat KYJUAN
6|10|6|6|Beautiful|CHRISTINA AGUILERA|2002-11-23|62|2|27|20021228
8|8|8|21|Don't Mess With My Man|NIVEA feat BRIAN & BRANDON CASEY|2002-08-10|99|8|36|20021228
9|6|3|18|Underneath It All|NO DOUBT featuring LADY SAW|2002-08-31|64|3|30|20021228
10|7|5|13|The Game Of Love|SANTANA featuring MICHELLE BRANCH|2002-10-05|66|5|37|20021228
11|11|11|17|Love Of My Life (An Ode To Hip Hop)|ERYKAH BADU feat COMMON|2002-09-07|94|9|27|20021228
12|9|7|35|Gimme The Light|SEAN PAUL|2002-05-04|97|7|39|20021228
13|14|13|12|She Hates Me|PUDDLE OF MUDD|2002-10-12|71|13|23|20021228
14|15|13|15|Landslide|DIXIE CHICKS|2002-09-21|76|9|28|20021228
15|24|15|5|Miss You|AALIYAH|2002-11-30|55|3|30|20021228
16|26|16|4|I'm With You|AVRIL LAVIGNE|2002-12-07|63|4|27|20021228
17|13|4|19|Luv U Better|LL COOL J|2002-08-24|93|4|22|20021228
18|17|17|17|Dontchange|MUSIQ|2002-09-07|75|17|26|20021228
19|30|19|4|Thugz Mansion|2PAC|2002-12-07|50|19|20|20021228
20|16|3|18|Hey Ma|CAM'RON feat JULEZ SANTANA
21|25|21|7|Family Portrait|PINK|2002-11-16|58|20|20|20021228
22|23|22|9|Your Body Is A Wonderland|JOHN MAYER|2002-11-02|63|18|29|20021228
23|27|23|13|She'll Leave You With A Smile|GEORGE STRAIT|2002-10-05|71|23|20|20021228
24|20|6|30|One Last Breath|CREED|2002-06-08|72|6|34|20021228
25|NEW|25|1|All I Have|JENNIFER LOPEZ feat LL COOL J|2002-12-28|25|1|21|20021228
26|18|1|25|Dilemma|NELLY featuring KELLY ROWLAND|2002-07-13|54|1|29|20021228
27|19|19|16|When The Last Time|CLIPSE|2002-09-14|85|19|21|20021228
28|22|22|13|Who's Your Daddy?|TOBY KEITH|2002-10-05|74|22|20|20021228
29|44|29|2|Cry Me A River|JUSTIN TIMBERLAKE|2002-12-21|44|3|20|20021228
30|28|23|13|These Days|RASCAL FLATTS|2002-10-05|67|23|20|20021228
31|34|31|6|19 Somethin'|MARK WILLS|2002-11-23|69|23|20|20021228
32|35|32|8|Ignition|R KELLY|2002-11-09|92|2|42|20021228
33|29|29|11|Disease|MATCHBOX TWENTY|2002-10-19|71|29|20|20021228
34|46|34|5|Picture|KID ROCK featuring SHERYL CROW|2002-11-30|91|4|34|20021228
35|21|8|11|Die Another Day|MADONNA|2002-10-19|41|8|17|20021228
36|38|36|4|I Should Be ...|DRU HILL|2002-12-07|72|25|17|20021228
37|33|33|7|Fabulous|JAHEIM featuring THA RAYNE|2002-11-16|69|28|20|20021228
38|49|38|6|When I'm Gone|3 DOORS DOWN|2002-11-23|67|4|45|20021228
39|58|39|2|Made You Look|NAS|2002-12-21|58|32|13|20021228
40|31|27|14|Stole|KELLY ROWLAND|2002-09-28|76|27|20|20021228
41|36|2|31|Complicated|AVRIL LAVIGNE|2002-06-01|68|2|31|20021228
42|32|11|17|Like I Love You|JUSTIN TIMBERLAKE|2002-09-07|67|11|20|20021228
43|54|43|7|Do That ...|BABY featuring P. DIDDY|2002-11-16|88|33|20|20021228
44|45|44|7|Fall Into Me|EMERSON DRIVE|2002-11-16|73|34|20|20021228
45|57|45|5|Satisfaction|EVE|2002-11-30|62|27|16|20021228
46|37|23|20|Somebody Like You|KEITH URBAN|2002-08-17|73|23|20|20021228
47|53|47|3|Lifestyles Of The Rich And Famous|GOOD CHARLOTTE|2002-12-14|61|20|20|20021228
48|41|36|11|React|ERICK SERMON  featuring REDMAN|2002-10-19|79|36|16|20021228
49|50|49|5|Wanksta|50 CENT|2002-11-30|68|13|20|20021228
50|43|43|9|All My Life|FOO FIGHTERS|2002-11-02|71|43|20|20021228
51|56|51|4|Talkin' To Me|AMERIE|2002-12-07|70|51|15|20021228
52|40|40|12|Red Rag Top|TIM McGRAW|2002-10-12|70|40|20|20021228
53|69|53|3|Paradise|LL COOL J featuring AMERIE|2002-12-14|85|36|15|20021228
54|51|16|19|I Care 4 U|AALIYAH|2002-08-24|67|16|20|20021228
55|42|42|6|Thug Lovin'|JA RULE featuring BOBBY BROWN|2002-11-23|72|42|10|20021228
56|39|10|16|Sk8er Boi|AVRIL LAVIGNE|2002-09-14|72|10|20|20021228
57|60|57|4|The Baby|BLAKE SHELTON|2002-12-07|76|28|20|20021228
58|52|45|11|You Know You're Right|NIRVANA|2002-10-19|55|45|20|20021228
59|59|59|8|I Just Wanna Be Mad|TERRI CLARK|2002-11-09|79|27|20|20021228
60|55|55|5|A Lot Of Things Different|KENNY CHESNEY|2002-11-30|74|55|15|20021228
61|67|61|9|Something|LASGO|2002-11-02|95|35|20|20021228
62|68|62|8|Make It Clap|BUSTA RHYMES featuring SPLIFF STAR|2002-11-09|93|46|20|20021228
63|66|63|3|Always|SALIVA|2002-12-14|70|51|20|20021228
64|75|64|5|The Red|CHEVELLE|2002-11-30|77|56|20|20021228
65|62|52|14|Don't Know Why|NORAH JONES|2002-09-28|78|30|31|20021228
66|83|48|15|Dirrty|CHRISTINA AGUILERA feat REDMAN|2002-09-21|67|48|20|20021228
67|NEW|67|1|Mesmerize|JA RULE featuring ASHANTI|2002-12-28|67|2|20|20021228
68|NEW|68|1|You Can't Hide Beautiful|AARON LINES|2002-12-28|68|38|17|20021228
69|73|69|6|Cochise|AUDIOSLAVE|2002-11-23|77|69|15|20021228
70|64|64|4|These Are The Days|O-TOWN|2002-12-07|64|64|5|20021228
71|82|71|7|Spin|LIFEHOUSE|2002-11-16|85|71|14|20021228
72|NEW|72|1|Fine Again|SEETHER|2002-12-28|72|61|20|20021228
73|72|56|9|Bother|STONE SOUR|2002-11-02|76|56|20|20021228
74|74|58|14|Prayer|DISTURBED|2002-09-28|74|58|20|20021228
75|NEW|75|1|Gossip Folks|MISSY  ELLIOTT feat LUDACRIS|2002-12-28|75|8|20|20021228
76|63|34|11|I'm Gonna Getcha Good!|SHANIA TWAIN|2002-10-19|65|34|20|20021228
77|65|1|15|A Moment Like This|KELLY CLARKSON|2002-09-21|60|1|20|20021228
78|NEW|78|1|No One Knows|QUEENS OF THE STONE AGE|2002-12-28|78|51|20|20021228
79|85|79|3|Sick Of Being Lonely|FIELD MOB|2002-12-14|96|18|20|20021228
80|70|49|8|The Zephyr Song|RED HOT CHILI PEPPERS|2002-11-09|70|49|14|20021228
81|79|59|9|In A Little While|UNCLE KRACKER|2002-11-02|70|59|20|20021228
82|76|28|10|Girl Talk|TLC|2002-10-26|71|28|14|20021228
83|78|33|18|Cry|FAITH HILL|2002-08-31|70|33|26|20021228
84|NEW|84|1|Through The Rain|MARIAH CAREY|2002-12-28|84|81|6|20021228
85|81|81|7|One Of Those Days|WHITNEY HOUSTON|2002-11-16|96|72|19|20021228
86|77|77|8|From Tha Chuuuch To Da Palace|SNOOP DOGG|2002-11-09|90|77|10|20021228
87|80|75|4|Every River|BROOKS & DUNN|2002-12-07|75|75|5|20021228
88|71|44|19|Somewhere Out There|OUR LADY PEACE|2002-08-24|75|44|20|20021228
89|99|89|2|Come Close To Me|COMMON featuring MARY J. BLIGE|2002-12-21|99|65|15|20021228
90|89|55|20|Aerials|SYSTEM OF A DOWN|2002-08-17|67|55|20|20021228
91|84|71|10|Single For The Rest Of My Life|ISYSS|2002-10-26|97|71|12|20021228
92|95|92|3|Come Into My World|KYLIE MINOGUE|2002-12-14|98|91|8|20021228
93|90|82|12|Rock The Party|BENZINO|2002-10-12|99|82|18|20021228
94|96|94|2|Thug Holiday|TRICK DADDY featuring LaTOCHA SCOTT|2002-12-21|96|87|9|20021228
95|86|86|8|Hit The Freeway|TONI BRAXTON featuring LOON|2002-11-09|86|86|14|20021228
96|87|40|14|My Town|MONTGOMERY GENTRY|2002-09-28|69|40|20|20021228
97|94|35|19|Work In Progress|ALAN JACKSON|2002-08-24|76|35|19|20021228
98|NEW|98|1|Breathe|TELEPOPMUSIC|2002-12-28|98|78|10|20021228
99|88|21|18|Goodbye To You|MICHELLE BRANCH|2002-08-31|69|21|20|20021228
100|93|46|18|Oh Yeah!|BIG TYMERS feat TATEEZE
1|1|1|12|Lose Yourself|EMINEM|2002-10-05|43|1|23|20021221
2|2|2|15|Work It|MISSY  ELLIOTT|2002-09-14|75|2|25|20021221
3|3|3|11|Jenny From The Block|JENNIFER LOPEZ feat JADAKISS & STYLES|2002-10-12|67|3|20|20021221
4|7|4|7|Air Force Ones|NELLY feat KYJUAN
5|6|5|9|'03 Bonnie & Clyde|JAY-Z feat BEYONCE KNOWLES|2002-10-26|56|4|24|20021221
6|4|3|17|Underneath It All|NO DOUBT featuring LADY SAW|2002-08-31|64|3|30|20021221
7|5|5|12|The Game Of Love|SANTANA featuring MICHELLE BRANCH|2002-10-05|66|5|37|20021221
8|9|8|20|Don't Mess With My Man|NIVEA feat BRIAN & BRANDON CASEY|2002-08-10|99|8|36|20021221
9|8|7|34|Gimme The Light|SEAN PAUL|2002-05-04|97|7|39|20021221
10|11|10|5|Beautiful|CHRISTINA AGUILERA|2002-11-23|62|2|27|20021221
11|12|11|16|Love Of My Life (An Ode To Hip Hop)|ERYKAH BADU feat COMMON|2002-09-07|94|9|27|20021221
13|10|4|18|Luv U Better|LL COOL J|2002-08-24|93|4|22|20021221
14|14|14|11|She Hates Me|PUDDLE OF MUDD|2002-10-12|71|13|23|20021221
15|13|13|14|Landslide|DIXIE CHICKS|2002-09-21|76|9|28|20021221
16|15|3|17|Hey Ma|CAM'RON feat JULEZ SANTANA
17|19|17|16|Dontchange|MUSIQ|2002-09-07|75|17|26|20021221
18|17|1|24|Dilemma|NELLY featuring KELLY ROWLAND|2002-07-13|54|1|29|20021221
19|20|19|15|When The Last Time|CLIPSE|2002-09-14|85|19|21|20021221
20|18|6|29|One Last Breath|CREED|2002-06-08|72|6|34|20021221
21|16|8|10|Die Another Day|MADONNA|2002-10-19|41|8|17|20021221
22|24|22|12|Who's Your Daddy?|TOBY KEITH|2002-10-05|74|22|20|20021221
23|23|23|8|Your Body Is A Wonderland|JOHN MAYER|2002-11-02|63|18|29|20021221
