Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,
41|41|41|4|Do You Wanna Get Funky|C+C MUSIC FACTORY|1994-07-30|64|40|20|19940820,,
42|47|42|4|Bop Gun (One Nation)|ICE CUBE featuring GEORGE CLINTON|1994-07-30|68|23|20|19940820,,
43|56|43|5|Action|TERROR FABULOUS feat NADINE SUTHERLAND|1994-07-23|93|43|20|19940820,,
44|48|44|8|Nuttin But Love|HEAVY D AND THE BOYZ|1994-07-02|99|40|20|19940820,,
45|43|3|25|The Most Beautiful Girl In The World|THE ARTIST|1994-03-05|60|3|26|19940820,,
46|37|4|25|Return To Innocence|ENIGMA|1994-03-05|87|4|26|19940820,,
47|40|40|8|Funky Y-2-C|THE PUPPIES|1994-07-02|91|40|17|19940820,,
48|42|42|6|You Let Your Heart Go Too Fast|SPIN DOCTORS|1994-07-16|78|42|10|19940820,,
49|49|49|8|Nappy Heads|FUGEES|1994-07-02|92|49|16|19940820,,
"50|44|34|12|The Place Where You Belong (From ""Beverly Hills Cop III"")|SHAI|1994-06-04|92|34|18|19940820",,
51|68|51|2|Flava In Ya Ear|CRAIG MACK|1994-08-13|68|9|25|19940820,,
52|52|52|7|Love Is All Around|WET WET WET|1994-07-09|99|41|20|19940820,,
53|45|33|12|Fall Down|TOAD THE WET SPROCKET|1994-06-04|87|33|17|19940820,,
54|63|54|3|All I Wanna Do|SHERYL CROW|1994-08-06|84|2|33|19940820,,
55|90|55|2|Lucky One|AMY GRANT|1994-08-13|90|18|20|19940820,,
56|54|40|14|Sending My Love|ZHANE|1994-05-21|89|40|20|19940820,,
57|75|57|2|Afro Puffs|THE LADY OF RAGE|1994-08-13|75|57|11|19940820,,
58|46|18|20|Anything|SWV|1994-04-09|88|18|20|19940820,,
59|60|59|9|Girls & Boys|BLUR|1994-06-25|88|59|15|19940820,,
60|65|58|10|What's Up|DJ MIKO|1994-06-18|97|58|20|19940820,,
61|61|61|8|The Right Kinda Lover|PATTI LABELLE|1994-07-02|100|61|16|19940820,,
62|62|57|11|Closer|NINE INCH NAILS|1994-06-11|75|41|22|19940820,,
63|55|40|8|Thinkin' Problem|DAVID BALL|1994-07-02|95|40|12|19940820,,
64|53|43|12|Selling The Drama|LIVE|1994-06-04|90|43|19|19940820,,
65|51|51|5|None Of Your Business|SALT-N-PEPA|1994-07-23|73|32|22|19940820,,
66|59|41|10|I'm Not Over You|CECE PENISTON|1994-06-18|91|41|14|19940820,,
67|57|47|11|Backwater|MEAT PUPPETS|1994-06-11|89|47|20|19940820,,
68|NEW|68|1|The Lion Sleeps Tonight|TOKENS|1994-08-20|68|51|13|19940820,,
69|81|69|2|I'll Stand By You|PRETENDERS|1994-08-13|81|16|30|19940820,,
70|70|70|5|Weekend Love|QUEEN LATIFAH|1994-07-23|94|70|13|19940820,,
71|74|71|8|90's Girl|BLACKGIRL|1994-07-02|98|71|13|19940820,,
72|83|72|2|Romantic Call|PATRA featuring YO-YO|1994-08-13|83|55|16|19940820,,
73|79|73|2|December 1963 (Oh, What A Night)|FOUR SEASONS|1994-08-13|79|14|27|19940820,
74|76|74|6|Southernplayalisticadillacmuzik|OUTKAST|1994-07-16|88|74|10|19940820,,
75|66|66|7|Afternoons & Coffeespoons|CRASH TEST DUMMIES|1994-07-09|89|66|10|19940820,,
76|73|73|3|Be My Baby Tonight|JOHN MICHAEL MONTGOMERY|1994-08-06|80|73|10|19940820,,
77|82|77|3|I'm The Only Love|MELISSA ETHERIDGE|1994-08-06|96|8|40|19940820,,
78|64|22|20|I'll Take You There|GENERAL PUBLIC|1994-04-09|80|22|20|19940820,,
79|NEW|79|1|Let It Go|PRINCE|1994-08-20|79|31|14|19940820,,
80|80|80|3|Sweet Sensual Love|BIG MOUNTAIN|1994-08-06|91|80|6|19940820,,
81|67|66|10|Your Love Is So Divine|MIRANDA|1994-06-18|86|66|14|19940820,,
82|69|69|4|Take It Easy|MAD LION|1994-07-30|75|69|20|19940820,,
83|72|67|9|It's Over Now|CAUSE & EFFECT|1994-06-25|97|67|11|19940820,,
84|71|23|17|Misled|CELINE DION|1994-04-30|65|23|19|19940820,,
85|93|85|3|When I Give My Love|KEITH SWEAT|1994-08-06|98|85|4|19940820,,
86|88|85|4|On Point|HOUSE OF PAIN|1994-07-30|91|85|5|19940820,,
87|NEW|87|1|Good Times|EDIE BRICKELL|1994-08-20|87|60|8|19940820,,
88|78|55|12|I'll Remember You|ATLANTIC STARR|1994-06-04|94|55|13|19940820,,
89|NEW|89|1|Summer Bunnies|R. KELLY|1994-08-20|89|55|7|19940820,,
90|91|73|16|Possession|SARAH McLACHLAN|1994-05-07|97|73|19|19940820,,
91|87|87|4|Happiness|BILLY LAWRENCE|1994-07-30|89|87|4|19940820,,
92|NEW|92|1|Right Beside You|SOPHIE B. HAWKINS|1994-08-20|92|56|13|19940820,,
93|95|93|2|Love Is Strong|ROLLING STONES|1994-08-13|95|91|5|19940820,,
94|92|92|3|You|BONNIE RAITT|1994-08-06|94|92|7|19940820,,
95|85|82|7|Diary Of A Madman|GRAVEDIGGAZ|1994-07-09|85|82|7|19940820,,
96|NEW|96|1|Think Twice|CELINE DION|1994-08-20|96|95|5|19940820,,
97|94|94|3|No Guns, No Murder|RAYVON|1994-08-06|95|94|4|19940820,
98|89|34|16|Moving On Up|M PEOPLE|1994-05-07|93|34|16|19940820,,
99|77|50|8|Sleeping In My Car|ROXETTE|1994-07-02|86|50|8|19940820,,
100|84|57|10|Maybe Love Will Change Your Mind|STEVIE NICKS|1994-06-18|79|57|10|19940820,,
1|1|1|15|Stay (I Missed You)|LISA LOEB & NINE STORIES|1994-05-07|74|1|30|19940813,,
2|2|1|17|I Swear|ALL-4-ONE|1994-04-23|72|1|30|19940813,,
3|3|3|11|Fantastic Voyage|COOLIO|1994-06-04|75|3|25|19940813,,
4|8|4|12|Wild Night|JOHN MELLENCAMP with ME'SHELL NDEGEOCELLO|1994-05-28|88|3|42|19940813,,
5|4|4|13|Can You Feel The Love Tonight|ELTON JOHN|1994-05-21|86|4|26|19940813,,
6|9|6|11|Funkdafied|DA BRAT|1994-06-04|65|6|20|19940813,,
7|6|4|15|Don't Turn Around|ACE OF BASE|1994-05-07|61|4|31|19940813,,
8|5|2|12|Any Time, Any Place / And On And On|JANET JACKSON|1994-05-28|30|2|20|19940813,
9|7|2|17|Regulate|WARREN G & NATE DOGG|1994-04-23|57|2|20|19940813,,
10|10|5|16|Back And Forth|AALIYAH|1994-04-30|56|5|24|19940813,,
11|12|11|15|Shine|COLLECTIVE SOUL|1994-05-07|94|11|29|19940813,,
12|11|10|15|If You Go|JON SECADA|1994-05-07|54|10|31|19940813,,
13|17|13|9|When Can I See You|BABYFACE|1994-06-18|70|4|36|19940813,,
14|15|14|14|I Miss You|AARON HALL|1994-05-14|95|14|23|19940813,,
15|14|12|12|Anytime You Need A Friend|MARIAH CAREY|1994-05-28|45|12|21|19940813,,
16|13|7|20|You Mean The World To Me|TONI BRAXTON|1994-04-02|86|7|31|19940813,,
17|22|17|4|This D.J.|WARREN G|1994-07-23|51|9|20|19940813,,
18|16|2|20|I'll Remember|MADONNA|1994-04-02|35|2|26|19940813,,
19|18|17|13|Crazy|AEROSMITH|1994-05-21|97|17|23|19940813,,
20|23|20|8|Always In My Heart|TEVIN CAMPBELL|1994-06-25|79|20|20|19940813,,
21|21|21|10|Prayer For The Dying|SEAL|1994-06-11|83|21|20|19940813,,
22|20|20|16|Always|ERASURE|1994-04-30|80|20|23|19940813,,
23|30|23|3|Stroke You Up|CHANGING FACES|1994-07-30|47|3|21|19940813,,
24|19|13|14|Your Body's Calling|R. KELLY|1994-05-14|72|13|20|19940813,,
25|28|25|25|Come To My Window|MELISSA ETHERIDGE|1994-02-26|92|25|44|19940813,,
26|26|26|12|Back In The Day|AHMAD|1994-05-28|87|26|20|19940813,,
27|27|27|5|The Way She Loves Me|RICHARD MARX|1994-07-16|42|20|19|19940813,,
28|32|28|12|100% Pure Love|CRYSTAL WATERS|1994-05-28|89|11|45|19940813,,
29|29|29|5|You Better Wait|STEVE PERRY|1994-07-16|86|29|16|19940813,,
30|24|1|33|The Sign|ACE OF BASE|1994-01-01|68|1|41|19940813,,
31|NEW|31|1|I'll Make Love To You|BOYZ II MEN|1994-08-13|31|1|33|19940813,,
32|25|6|25|Baby I Love Your Way|BIG MOUNTAIN|1994-02-26|78|6|28|19940813,,
33|40|33|6|Tootsee Roll|69 BOYZ|1994-07-09|100|8|38|19940813,,
34|34|34|5|Give It Up|PUBLIC ENEMY|1994-07-16|93|33|14|19940813,,
35|33|26|14|Willing To Forgive|ARETHA FRANKLIN|1994-05-14|88|26|20|19940813,,
36|35|19|18|Beautiful In My Eyes|JOSHUA KADISON|1994-04-16|79|19|21|19940813,,
37|37|4|24|Return To Innocence|ENIGMA|1994-03-05|87|4|26|19940813,,
38|36|17|13|Don't Take The Girl|TIM McGRAW|1994-05-21|61|17|20|19940813,,
39|41|39|8|Booti Call|BLACKSTREET|1994-06-25|94|34|20|19940813,,
40|43|40|7|Funky Y-2-C|THE PUPPIES|1994-07-02|91|40|17|19940813,,
41|50|41|3|Do You Wanna Get Funky|C+C MUSIC FACTORY|1994-07-30|64|40|20|19940813,,
42|42|42|5|You Let Your Heart Go Too Fast|SPIN DOCTORS|1994-07-16|78|42|10|19940813,,
43|31|3|24|The Most Beautiful Girl In The World|THE ARTIST|1994-03-05|60|3|26|19940813,,
"44|38|34|11|The Place Where You Belong (From ""Beverly Hills Cop III"")|SHAI|1994-06-04|92|34|18|19940813",,
45|39|33|11|Fall Down|TOAD THE WET SPROCKET|1994-06-04|87|33|17|19940813,,
46|44|18|19|Anything|SWV|1994-04-09|88|18|20|19940813,,
47|55|47|3|Bop Gun (One Nation)|ICE CUBE|1994-07-30|68|23|20|19940813,,
48|51|48|7|Nuttin' But Love|HEAVY D AND THE BOYZ|1994-07-02|99|40|20|19940813,,
49|68|49|7|Nappy Heads|FUGEES (TRANZLATOR CREW)|1994-07-02|92|49|16|19940813,,
50|69|50|3|Never Lie|IMMATURE|1994-07-30|86|5|26|19940813,,
51|54|51|4|None Of Your Business|SALT-N-PEPA|1994-07-23|73|32|22|19940813,,
52|58|52|6|Love Is All Around|WET WET WET|1994-07-09|99|41|20|19940813,,
53|46|43|11|Selling The Drama|LIVE|1994-06-04|90|43|19|19940813,,
54|48|40|13|Sending My Love|ZHANE|1994-05-21|89|40|20|19940813,,
55|45|40|7|Thinkin' Problem|DAVID BALL|1994-07-02|95|40|12|19940813,,
56|59|56|4|Action|TERROR FABULOUS|1994-07-23|93|43|20|19940813,,
57|52|47|10|Backwater|MEAT PUPPETS|1994-06-11|89|47|20|19940813,,
58|81|58|2|I'd Give Anything|GERALD LEVERT|1994-08-06|81|28|20|19940813,,
59|53|41|9|I'm Not Over You|CECE PENISTON|1994-06-18|91|41|14|19940813,,
60|60|60|8|Girls & Boys|BLUR|1994-06-25|88|59|15|19940813,,
61|63|61|7|The Right Kinda Lover|PATTI LABELLE|1994-07-02|100|61|16|19940813,,
62|57|57|10|Closer|NINE INCH NAILS|1994-06-11|75|41|22|19940813,,
63|84|63|2|All I Wanna Do|SHERYL CROW|1994-08-06|84|2|33|19940813,,
64|56|22|19|I'll Take You There|GENERAL PUBLIC|1994-04-09|80|22|20|19940813,,
65|65|58|9|What's Up|DJ MIKO|1994-06-18|97|58|20|19940813,,
66|66|66|6|Afternoons & Coffeespoons|CRASH TEST DUMMIES|1994-07-09|89|66|10|19940813,,
67|72|66|9|Your Love Is So Divine|MIRANDA|1994-06-18|86|66|14|19940813,,
68|NEW|68|1|Flava In Ya Ear|CRAIG MACK|1994-08-13|68|9|25|19940813,,
69|73|69|3|Take It Easy|MAD LION|1994-07-30|75|69|20|19940813,,
70|74|70|4|Weekend Love|QUEEN LATIFAH|1994-07-23|94|70|13|19940813,,
71|64|23|16|Misled|CELINE DION|1994-04-30|65|23|19|19940813,,
72|67|67|8|It's Over Now|CAUSE & EFFECT|1994-06-25|97|67|11|19940813,,
73|80|73|2|Be My Baby Tonight|JOHN MICHAEL MONTGOMERY|1994-08-06|80|73|10|19940813,,
74|78|74|7|90's Girl|BLACKGIRL|1994-07-02|98|71|13|19940813,,
75|NEW|75|1|Afro Puffs|THE LADY OF RAGE|1994-08-13|75|57|11|19940813,,
76|77|76|5|Southernplayalisticadillacmuzik|OUTKAST|1994-07-16|88|74|10|19940813,,
77|62|50|7|Sleeping In My Car|ROXETTE|1994-07-02|86|50|8|19940813,,
78|76|55|11|I'll Remember You|ATLANTIC STARR|1994-06-04|94|55|13|19940813,,
79|NEW|79|1|December 1963 (Oh, What A Night)|FOUR SEASONS|1994-08-13|79|14|27|19940813,
80|91|80|2|Sweet Sensual Love|BIG MOUNTAIN|1994-08-06|91|80|6|19940813,,
81|NEW|81|1|I'll Stand By You|PRETENDERS|1994-08-13|81|16|30|19940813,,
82|96|82|2|I'm The Only Love|MELISSA ETHERIDGE|1994-08-06|96|8|40|19940813,,
83|NEW|83|1|Romantic Call|PATRA featuring YO-YO|1994-08-13|83|55|16|19940813,,
84|71|57|9|Maybe Love Will Change Your Mind|STEVIE NICKS|1994-06-18|79|57|10|19940813,,
85|88|82|6|Diary Of A Madman|GRAVEDIGGAZ|1994-07-09|85|82|7|19940813,,
86|79|42|20|Dreams|THE CRANBERRIES|1994-04-02|79|42|20|19940813,,
87|89|87|3|Happiness|BILLY LAWRENCE|1994-07-30|89|87|4|19940813,,
88|85|85|3|On Point|HOUSE OF PAIN|1994-07-30|91|85|5|19940813,,
89|75|34|15|Moving On Up|M PEOPLE|1994-05-07|93|34|16|19940813,,
90|NEW|90|1|Lucky One|AMY GRANT|1994-08-13|90|18|20|19940813,,
91|87|73|15|Possession|SARAH McLACHLAN|1994-05-07|97|73|19|19940813,,
92|94|92|2|You|BONNIE RAITT|1994-08-06|94|92|7|19940813,,
93|98|93|2|When I Give My Love|KEITH SWEAT|1994-08-06|98|85|4|19940813,,
94|95|94|2|No Guns, No Murder|RAYVON|1994-08-06|95|94|4|19940813,
95|NEW|95|1|Love Is Strong|ROLLING STONES|1994-08-13|95|91|5|19940813,,
96|82|27|19|Sweet Potato Pie|DOMINO|1994-04-09|92|27|19|19940813,,
97|92|88|6|Tell Me Where It Hurts|KATHY TROCCOLI|1994-07-09|97|88|6|19940813,,
98|93|53|16|Worker Man|PATRA|1994-04-30|88|53|16|19940813,,
99|86|51|10|I Need Your Love|BOSTON|1994-06-11|94|51|10|19940813,,
100|83|59|7|Old To The New|NICE & SMOOTH|1994-07-02|90|59|7|19940813,,
1|2|1|14|Stay (I Missed You)|LISA LOEB & NINE STORIES|1994-05-07|74|1|30|19940806,,
2|1|1|16|I Swear|ALL-4-ONE|1994-04-23|72|1|30|19940806,,
3|3|3|10|Fantastic Voyage|COOLIO|1994-06-04|75|3|25|19940806,,
4|5|4|12|Can You Feel The Love Tonight|ELTON JOHN|1994-05-21|86|4|26|19940806,,
5|4|2|11|Any Time, Any Place / And On And On|JANET JACKSON|1994-05-28|30|2|20|19940806,
6|7|4|14|Don't Turn Around|ACE OF BASE|1994-05-07|61|4|31|19940806,,
7|6|2|16|Regulate|WARREN G & NATE DOGG|1994-04-23|57|2|20|19940806,,
8|10|8|11|Wild Night|JOHN MELLENCAMP with ME'SHELL NDEGEOCELLO|1994-05-28|88|3|42|19940806,,
9|8|8|10|Funkdafied|DA BRAT|1994-06-04|65|6|20|19940806,,
10|9|5|15|Back And Forth|AALIYAH|1994-04-30|56|5|24|19940806,,
11|11|10|14|If You Go|JON SECADA|1994-05-07|54|10|31|19940806,,
12|12|12|14|Shine|COLLECTIVE SOUL|1994-05-07|94|11|29|19940806,,
13|13|7|19|You Mean The World To Me|TONI BRAXTON|1994-04-02|86|7|31|19940806,,
14|14|12|11|Anytime You Need A Friend|MARIAH CAREY|1994-05-28|45|12|21|19940806,,
15|16|15|13|I Miss You|AARON HALL|1994-05-14|95|14|23|19940806,,
16|15|2|19|I'll Remember|MADONNA|1994-04-02|35|2|26|19940806,,
17|19|17|8|When Can I See You|BABYFACE|1994-06-18|70|4|36|19940806,,
18|17|17|12|Crazy|AEROSMITH|1994-05-21|97|17|23|19940806,,
19|18|13|13|Your Body's Calling|R. KELLY|1994-05-14|72|13|20|19940806,,
20|21|20|15|Always|ERASURE|1994-04-30|80|20|23|19940806,,
21|24|21|9|Prayer For The Dying|SEAL|1994-06-11|83|21|20|19940806,,
22|23|22|3|This D.J.|WARREN G|1994-07-23|51|9|20|19940806,,
23|25|23|7|Always In My Heart|TEVIN CAMPBELL|1994-06-25|79|20|20|19940806,,
24|22|1|32|The Sign|ACE OF BASE|1994-01-01|68|1|41|19940806,,
25|20|6|24|Baby I Love Your Way|BIG MOUNTAIN|1994-02-26|78|6|28|19940806,,
26|28|26|11|Back In The Day|AHMAD|1994-05-28|87|26|20|19940806,,
27|33|27|4|The Way She Loves Me|RICHARD MARX|1994-07-16|42|20|19|19940806,,
28|27|27|24|Come To My Window|MELISSA ETHERIDGE|1994-02-26|92|25|44|19940806,,
29|37|29|4|You Better Wait|STEVE PERRY|1994-07-16|86|29|16|19940806,,
30|47|30|2|Stroke You Up|CHANGING FACES|1994-07-30|47|3|21|19940806,,
31|26|3|23|The Most Beautiful Girl In The World|THE ARTIST|1994-03-05|60|3|26|19940806,,
32|36|32|11|100% Pure Love|CRYSTAL WATERS|1994-05-28|89|11|45|19940806,,
33|29|26|13|Willing To Forgive|ARETHA FRANKLIN|1994-05-14|88|26|20|19940806,,
34|34|34|4|Give It Up|PUBLIC ENEMY|1994-07-16|93|33|14|19940806,,
35|31|19|17|Beautiful In My Eyes|JOSHUA KADISON|1994-04-16|79|19|21|19940806,,
36|32|17|12|Don't Take The Girl|TIM McGRAW|1994-05-21|61|17|20|19940806,,
37|30|4|23|Return To Innocence|ENIGMA|1994-03-05|87|4|26|19940806,,
"38|35|34|10|The Place Where You Belong (From ""Beverly Hills Cop III"")|SHAI|1994-06-04|92|34|18|19940806",,
39|38|33|10|Fall Down|TOAD THE WET SPROCKET|1994-06-04|87|33|17|19940806,,
40|51|40|5|Tootsee Roll|69 BOYZ|1994-07-09|100|8|38|19940806,,
41|44|41|7|Booti Call|BLACKSTREET|1994-06-25|94|34|20|19940806,,
42|49|42|4|You Let Your Heart Go Too Fast|SPIN DOCTORS|1994-07-16|78|42|10|19940806,,
43|43|43|6|Funky Y-2-C|THE PUPPIES|1994-07-02|91|40|17|19940806,,
44|39|18|18|Anything|SWV|1994-04-09|88|18|20|19940806,,
45|54|40|6|Thinkin' Problem|DAVID BALL|1994-07-02|95|40|12|19940806,,
46|45|43|10|Selling The Drama|LIVE|1994-06-04|90|43|19|19940806,,
47|46|3|29|Whatta Man|SALT-N-PEPA featuring EN VOGUE|1994-01-22|69|3|29|19940806,,
48|40|40|12|Sending My Love|ZHANE|1994-05-21|89|40|20|19940806,,
49|42|9|22|I'm Ready|TEVIN CAMPBELL|1994-03-12|66|9|22|19940806,,
50|64|50|2|Do You Wanna Get Funky|C&C MUSIC FACTORY|1994-07-30|64|40|20|19940806,,
51|55|51|6|Nuttin' But Love|HEAVY D AND THE BOYZ|1994-07-02|99|40|20|19940806,,
52|50|47|9|Backwater|MEAT PUPPETS|1994-06-11|89|47|20|19940806,,
53|41|41|8|I'm Not Over You|CECE PENISTON|1994-06-18|91|41|14|19940806,,
54|58|54|3|None Of Your Business|SALT-N-PEPA|1994-07-23|73|32|22|19940806,,
55|68|55|2|Bop Gun (One Nation)|ICE CUBE|1994-07-30|68|23|20|19940806,,
56|48|22|18|I'll Take You There|GENERAL PUBLIC|1994-04-09|80|22|20|19940806,,
57|57|57|9|Closer|NINE INCH NAILS|1994-06-11|75|41|22|19940806,,
58|71|58|5|Love Is All Around|WET WET WET|1994-07-09|99|41|20|19940806,,
59|63|59|3|Action|TERROR FABULOUS|1994-07-23|93|43|20|19940806,,
60|60|60|7|Girls & Boys|BLUR|1994-06-25|88|59|15|19940806,,
61|56|20|20|Got Me Waiting|HEAVY D|1994-03-26|89|20|20|19940806,,
62|53|50|6|Sleeping In My Car|ROXETTE|1994-07-02|86|50|8|19940806,,
63|61|61|6|The Right Kinda Lover|PATTI LABELLE|1994-07-02|100|61|16|19940806,,
64|52|23|15|Misled|CELINE DION|1994-04-30|65|23|19|19940806,,
65|59|58|8|What's Up|DJ MIKO|1994-06-18|97|58|20|19940806,,
66|70|66|5|Afternoons & Coffeespoons|CRASH TEST DUMMIES|1994-07-09|89|66|10|19940806,,
67|76|67|7|It's Over Now|CAUSE & EFFECT|1994-06-25|97|67|11|19940806,,
68|77|68|6|Nappy Heads|FUGEES (TRANZLATOR CREW)|1994-07-02|92|49|16|19940806,,
69|86|69|2|Never Lie|IMMATURE|1994-07-30|86|5|26|19940806,,
70|74|26|20|Pumps And A Bump|M.C. HAMMER|1994-03-26|75|26|20|19940806,,
71|62|57|8|Maybe Love Will Change Your Mind|STEVIE NICKS|1994-06-18|79|57|10|19940806,,
72|66|66|8|Your Love Is So Divine|MIRANDA|1994-06-18|86|66|14|19940806,,
73|75|73|2|Take It Easy|MAD LION|1994-07-30|75|69|20|19940806,,
74|80|74|3|Weekend Love|QUEEN LATIFAH|1994-07-23|94|70|13|19940806,,
75|72|34|14|Moving On Up|M PEOPLE|1994-05-07|93|34|16|19940806,,
76|73|55|10|I'll Remember You|ATLANTIC STARR|1994-06-04|94|55|13|19940806,,
77|87|77|4|Southernplayalisticadillacmuzik|OUTKAST|1994-07-16|88|74|10|19940806,,
78|81|78|6|90's Girl|BLACKGIRL|1994-07-02|98|71|13|19940806,,
79|67|42|19|Dreams|THE CRANBERRIES|1994-04-02|79|42|20|19940806,,
80|NEW|80|1|Be My Baby Tonight|JOHN MICHAEL MONTGOMERY|1994-08-06|80|73|10|19940806,,
81|NEW|81|1|I'd Give Anything|GERALD LEVERT|1994-08-06|81|28|20|19940806,,
82|65|27|18|Sweet Potato Pie|DOMINO|1994-04-09|92|27|19|19940806,,
83|69|59|6|Old To The New|NICE & SMOOTH|1994-07-02|90|59|7|19940806,,
84|NEW|84|1|All I Wanna Do|SHERYL CROW|1994-08-06|84|2|33|19940806,,
85|91|85|2|On Point|HOUSE OF PAIN|1994-07-30|91|85|5|19940806,,
86|78|51|9|I Need Your Love|BOSTON|1994-06-11|94|51|10|19940806,,
87|79|73|14|Possession|SARAH McLACHLAN|1994-05-07|97|73|19|19940806,,
88|83|82|5|Diary Of A Madman|GRAVEDIGGAZ|1994-07-09|85|82|7|19940806,,
89|89|89|2|Happiness|BILLY LAWRENCE|1994-07-30|89|87|4|19940806,,
90|84|48|20|How Do You Like It?|KEITH SWEAT|1994-03-26|78|48|20|19940806,,
91|NEW|91|1|Sweet Sensual Love|BIG MOUNTAIN|1994-08-06|91|80|6|19940806,,
92|88|88|5|Tell Me Where It Hurts|KATHY TROCCOLI|1994-07-09|97|88|6|19940806,,
93|82|53|15|Worker Man|PATRA|1994-04-30|88|53|16|19940806,,
94|NEW|94|1|You|BONNIE RAITT|1994-08-06|94|92|7|19940806,,
95|NEW|95|1|No Guns, No Murder|RAYVON|1994-08-06|95|94|4|19940806,
96|NEW|96|1|I'm The Only Love|MELISSA ETHERIDGE|1994-08-06|96|8|40|19940806,,
97|99|91|4|Wink|NEAL McCOY|1994-07-16|91|91|4|19940806,,
98|NEW|98|1|When I Give My Love|KEITH SWEAT|1994-08-06|98|85|4|19940806,,
99|85|60|12|Crooklyn|CROOKLYN DODGERS featuring SPECIAL ED|1994-05-21|98|60|12|19940806,,
100|92|92|2|Infatuation|JAMIE FOXX|1994-07-30|92|92|2|19940806,,
1|1|1|15|I Swear|ALL-4-ONE|1994-04-23|72|1|30|19940730,,
2|2|2|13|Stay (I Missed You)|LISA LOEB & NINE STORIES|1994-05-07|74|1|30|19940730,,
3|6|3|9|Fantastic Voyage|COOLIO|1994-06-04|75|3|25|19940730,,
4|4|2|10|Any Time, Any Place / And On And On|JANET JACKSON|1994-05-28|30|2|20|19940730,
5|7|5|11|Can You Feel The Love Tonight|ELTON JOHN|1994-05-21|86|4|26|19940730,,
6|3|2|15|Regulate|WARREN G & NATE DOGG|1994-04-23|57|2|20|19940730,,
7|5|4|13|Don't Turn Around|ACE OF BASE|1994-05-07|61|4|31|19940730,,
8|9|8|9|Funkdafied|DA BRAT|1994-06-04|65|6|20|19940730,,
9|8|5|14|Back And Forth|AALIYAH|1994-04-30|56|5|24|19940730,,
10|12|10|10|Wild Night|JOHN MELLENCAMP with ME'SHELL NDEGEOCELLO|1994-05-28|88|3|42|19940730,,
11|10|10|13|If You Go|JON SECADA|1994-05-07|54|10|31|19940730,,
12|15|12|13|Shine|COLLECTIVE SOUL|1994-05-07|94|11|29|19940730,,
13|11|7|18|You Mean The World To Me|TONI BRAXTON|1994-04-02|86|7|31|19940730,,
14|14|12|10|Anytime You Need A Friend|MARIAH CAREY|1994-05-28|45|12|21|19940730,,
15|13|2|18|I'll Remember|MADONNA|1994-04-02|35|2|26|19940730,,
16|16|16|12|I Miss You|AARON HALL|1994-05-14|95|14|23|19940730,,
17|19|17|11|Crazy|AEROSMITH|1994-05-21|97|17|23|19940730,,
18|17|13|12|Your Body's Calling|R. KELLY|1994-05-14|72|13|20|19940730,,
19|24|19|7|When Can I See You|BABYFACE|1994-06-18|70|4|36|19940730,,
20|18|6|23|Baby I Love Your Way|BIG MOUNTAIN|1994-02-26|78|6|28|19940730,,
21|21|21|14|Always|ERASURE|1994-04-30|80|20|23|19940730,,
22|20|1|31|The Sign|ACE OF BASE|1994-01-01|68|1|41|19940730,,
23|51|23|2|This D.J.|WARREN G|1994-07-23|51|9|20|19940730,,
24|27|24|8|Prayer For The Dying|SEAL|1994-06-11|83|21|20|19940730,,
25|26|25|6|Always In My Heart|TEVIN CAMPBELL|1994-06-25|79|20|20|19940730,,
26|22|3|22|The Most Beautiful Girl In The World|THE ARTIST|1994-03-05|60|3|26|19940730,,
27|30|27|23|Come To My Window|MELISSA ETHERIDGE|1994-02-26|92|25|44|19940730,,
28|28|28|10|Back In The Day|AHMAD|1994-05-28|87|26|20|19940730,,
29|31|26|12|Willing To Forgive|ARETHA FRANKLIN|1994-05-14|88|26|20|19940730,,
30|25|4|22|Return To Innocence|ENIGMA|1994-03-05|87|4|26|19940730,,
31|23|19|16|Beautiful In My Eyes|JOSHUA KADISON|1994-04-16|79|19|21|19940730,,
32|29|17|11|Don't Take The Girl|TIM McGRAW|1994-05-21|61|17|20|19940730,,
33|37|33|3|The Way She Loves Me|RICHARD MARX|1994-07-16|42|20|19|19940730,,
34|54|34|3|Give It Up|PUBLIC ENEMY|1994-07-16|93|33|14|19940730,,
"35|35|34|9|The Place Where You Belong (From ""Beverly Hills Cop III"")|SHAI|1994-06-04|92|34|18|19940730",,
36|36|35|10|100% Pure Love|CRYSTAL WATERS|1994-05-28|89|11|45|19940730,,
37|42|37|3|You Better Wait|STEVE PERRY|1994-07-16|86|29|16|19940730,,
38|33|33|9|Fall Down|TOAD THE WET SPROCKET|1994-06-04|87|33|17|19940730,,
39|32|18|17|Anything|SWV|1994-04-09|88|18|20|19940730,,
40|46|40|11|Sending My Love|ZHANE|1994-05-21|89|40|20|19940730,,
41|44|41|7|I'm Not Over You|CECE PENISTON|1994-06-18|91|41|14|19940730,,
42|34|9|21|I'm Ready|TEVIN CAMPBELL|1994-03-12|66|9|22|19940730,,
43|55|43|5|Funky Y-2-C|PUPPIES|1994-07-02|91|40|17|19940730,,
44|52|44|6|Booti Call|BLACKSTREET|1994-06-25|94|34|20|19940730,,
45|43|43|9|Selling The Drama|LIVE|1994-06-04|90|43|19|19940730,,
