Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,
16|11|7|15|That's What Love Is For|AMY GRANT|1991-09-28|67|7|20|19920104,,
17|25|17|7|I Love Your Smile|SHANICE|1991-11-23|93|2|26|19920104,,
18|15|6|18|O.P.P.|NAUGHTY BY NATURE|1991-09-07|85|6|21|19920104,,
19|30|19|5|Diamonds And Pearls|PRINCE & THE N.P.G.|1991-12-07|88|3|21|19920104,,
20|18|10|16|Don't Cry|GUNS N'ROSES|1991-09-21|76|10|20|19920104,,
21|26|21|7|Mysterious Ways|U2|1991-11-23|77|9|20|19920104,,
22|22|22|13|Live For Loving You|GLORIA ESTEFAN|1991-10-12|85|22|20|19920104,,
23|24|23|12|Broken Arrow|ROD STEWART|1991-10-19|90|20|20|19920104,,
24|21|2|17|Can't Stop This Thing We Started|BRYAN ADAMS|1991-09-14|50|2|20|19920104,,
25|16|13|20|Let's Talk About Sex|SALT'N'PEPA|1991-08-24|93|13|20|19920104,,
26|14|1|15|Cream|PRINCE & THE N.P.G.|1991-09-28|46|1|20|19920104,,
27|35|27|6|The Way I Feel About You|KARYN WHITE|1991-11-30|84|12|20|19920104,,
28|32|28|9|Tell Me What You Want Me To Do|TEVIN CAMPBELL|1991-11-09|93|7|24|19920104,,
29|28|25|11|Forever My Lady|JODECI|1991-10-26|71|25|20|19920104,,
30|31|30|10|Change|LISA STANSFIELD|1991-11-02|92|27|20|19920104,,
31|23|6|16|Set The Night To Music|ROBERTA FLACK & MAXI PRIEST|1991-09-21|73|6|20|19920104,,
32|34|32|11|Spending My Time|ROXETTE|1991-10-26|85|32|20|19920104,,
33|36|33|8|Love Me All Up|STACY EARL|1991-11-16|96|26|19|19920104,,
34|38|30|12|Angel Baby|ANGELICA|1991-10-19|78|29|20|19920104,,
35|39|30|14|Mind Playing Tricks On Me|GETO BOYS|1991-10-05|87|23|20|19920104,,
36|41|36|6|Keep It Comin'|KEITH SWEAT|1991-11-30|75|17|20|19920104,,
37|40|37|12|Save Up All Your Tears|CHER|1991-10-19|92|37|20|19920104,,
38|37|1|19|Emotions|MARIAH CAREY|1991-08-31|35|1|20|19920104,,
39|45|39|11|I've Got A Lot To Learn About Love|THE STORM|1991-10-26|97|26|20|19920104,,
40|44|40|9|Home Sweet Home|MOTLEY CRUE|1991-11-09|72|37|17|19920104,,
41|50|41|7|Is It Good To You|HEAVY D & THE BOYZ|1991-11-23|78|32|20|19920104,,
42|42|42|12|Tender Kisses|TRACIE SPENCER|1991-10-19|85|42|20|19920104,,
43|33|12|13|Street Of Dreams|NIA PEEPLES|1991-10-12|66|12|20|19920104,,
44|47|16|20|Enter Sandman|METALLICA|1991-08-24|47|16|20|19920104,,
45|55|45|8|In My Dreams|THE PARTY|1991-11-16|92|34|18|19920104,,
46|53|46|5|The Unforgiven|METALLICA|1991-12-07|65|35|17|19920104,,
47|51|47|8|Too Blind To See It|KYM SIMS|1991-11-16|84|38|20|19920104,,
48|56|48|7|I Can't Make You Love Me|BONNIE RAITT|1991-11-23|87|18|20|19920104,,
49|52|20|13|Ring My Bell|DJ JAZZY JEFF & THE FRESH PRINCE|1991-10-12|72|20|19|19920104,,
50|46|9|18|I Wonder Why|CURTIS STIGERS|1991-09-07|97|9|20|19920104,,
51|49|37|11|Housecall|SHABBA RANKS featuring MAXI PRIEST|1991-10-26|73|37|15|19920104,,
52|57|52|9|Send Me An Angel|SCORPIONS|1991-11-09|82|44|18|19920104,,
53|59|53|5|Hearts Don't Think (They Feel)|NATURAL SELECTION|1991-12-07|92|28|14|19920104,,
54|62|54|8|Ain't Gonna Hurt Nobody|KID'N PLAY|1991-11-16|89|51|19|19920104,,
55|58|50|12|Can't Truss It|PUBLIC ENEMY|1991-10-19|66|50|15|19920104,,
56|48|27|13|Top Of The World|VAN HALEN|1991-10-12|69|27|19|19920104,,
57|64|57|8|Kiss You Back|DIGITAL UNDERGROUND|1991-11-16|79|40|20|19920104,,
58|61|58|10|I Wanna Be Your Girl|ICY BLU|1991-11-02|89|46|20|19920104,,
59|63|59|6|On A Sunday Afternoon|A LIGHTER SHADE OF BROWN|1991-11-30|85|39|20|19920104,,
60|60|60|8|All She Wrote|FIREHOUSE|1991-11-16|88|58|14|19920104,,
61|54|45|10|Shot Of Poison|LITA FORD|1991-11-02|78|45|14|19920104,,
62|67|62|3|I'm Too Sexy|RIGHT SAID FRED|1991-12-21|67|1|21|19920104,,
63|78|63|4|Uhh Ahh|BOYZ II MEN|1991-12-14|88|16|20|19920104,,
64|95|64|3|Live And Let Die|GUNS N'ROSES|1991-12-21|95|33|16|19920104,,
65|65|50|9|Just A Touch Of Love|C&C MUSIC FACTORY|1991-11-09|87|50|14|19920104,,
66|70|66|5|The Comfort Zone|VANESSA WILLIAMS|1991-12-07|86|62|12|19920104,,
67|71|67|6|I Want You|JODY WATLEY|1991-11-30|92|61|15|19920104,,
68|74|51|15|Whispers|CORINA|1991-09-28|93|51|20|19920104,,
69|69|67|17|Ain't No Future In Yo' Fronting|M.C. BREED & D.F.C.|1991-09-14|70|66|20|19920104,,
70|87|70|3|There Will Never Be Another Tonight|BRYAN ADAMS|1991-12-21|87|31|15|19920104,,
71|73|71|6|No More Tears|OZZY OSBOURNE|1991-11-30|81|71|9|19920104,,
72|82|72|3|To Be With You|MR. BIG|1991-12-21|82|1|24|19920104,,
73|68|49|15|A Day In My Life (Without You)|LISETTE MELENDEZ|1991-09-28|91|49|20|19920104,,
74|76|74|5|In Paradise|LAISSEZ FAIRE|1991-12-07|97|64|17|19920104,,
75|85|75|3|I'll Get By|EDDIE MONEY|1991-12-21|85|21|20|19920104,,
76|72|58|10|Pop That Coochie|2 LIVE CREW|1991-11-02|70|58|13|19920104,,
77|66|41|15|Groovy Train|THE FARM|1991-09-28|88|41|16|19920104,,
78|NEW|78|1|Stay|JODECI|1992-01-04|78|41|18|19920104,,
79|88|79|4|Insatiable|PRINCE & THE N.P.G.|1991-12-14|92|77|7|19920104,,
80|77|77|6|Within My Heart|VOYCE|1991-11-30|89|77|13|19920104,,
81|86|81|3|Every Road Leads Back To You|BETTE MIDLER|1991-12-21|86|78|6|19920104,,
82|89|82|4|Move Any Mountain|THE SHAMEN|1991-12-14|100|38|17|19920104,,
83|81|65|11|Conviction Of The Heart|KENNY LOGGINS|1991-10-26|95|65|13|19920104,,
84|80|80|4|All Through The Night|TONE-LOC|1991-12-14|83|80|7|19920104,,
85|75|75|7|Love Crazy|ATLANTIC STARR|1991-11-23|95|75|8|19920104,,
86|83|32|16|Rush|BIG AUDIO DYNAMITE II|1991-09-21|90|32|17|19920104,,
87|93|87|3|Give It Away|RED HOT CHILI PEPPERS|1991-12-21|93|76|6|19920104,,
88|79|14|14|Get A Leg Up|JOHN MELLENCAMP|1991-10-05|69|14|15|19920104,,
89|84|4|20|Real Real Real|JESUS JONES|1991-08-24|84|4|20|19920104,,
90|NEW|90|1|The Rush|LUTHER VANDROSS|1992-01-04|90|73|7|19920104,,
91|91|61|9|The Fly|U2|1991-11-09|74|61|11|19920104,,
92|90|90|4|Right Down To It|DAMIEN DAME|1991-12-14|93|90|6|19920104,,
93|NEW|93|1|Martika's Kitchen|MARTIKA|1992-01-04|93|93|2|19920104,,
94|NEW|94|1|Breakin' My Heart (Pretty Brown Eyes)|MINT CONDITION|1992-01-04|94|6|24|19920104,,
95|NEW|95|1|Wasted Time|SKID ROW|1992-01-04|95|88|3|19920104,,
96|NEW|96|1|I'll Take You There|BEBE & CECE WINANS featuring MAVIS STAPLES|1992-01-04|96|90|6|19920104,,
97|NEW|97|1|Hold On (Tighter To Love)|CLUBLAND|1992-01-04|97|79|12|19920104,,
98|98|88|7|Just Another Girlfriend|HI-FIVE|1991-11-23|97|88|8|19920104,,
99|NEW|99|1|She Ain't Pretty|NORTHERN PIKES|1992-01-04|99|86|5|19920104,,
100|92|57|11|What Time Is Love?|THE KLF|1991-10-26|98|57|12|19920104,,
1|1|1|6|Black Or White|MICHAEL JACKSON|1991-11-23|35|1|20|19911228,,
2|2|2|15|It's So Hard To Say Goodbye To Yesterday|BOYZ II MEN|1991-09-21|77|2|22|19911228,,
3|3|3|8|All 4 Love|COLOR ME BADD|1991-11-09|37|1|28|19911228,,
4|4|1|11|Set Adrift On Memory Drift|P.M. DAWN|1991-10-19|50|1|20|19911228,,
5|5|1|12|When A Man Loves A Woman|MICHAEL BOLTON|1991-10-12|44|1|20|19911228,,
6|6|6|7|Can't Let Go|MARIAH CAREY|1991-11-16|42|2|20|19911228,,
7|7|6|11|Blowing Kisses In The Wind|PAULA ABDUL|1991-10-19|47|6|20|19911228,,
8|8|8|14|Finally|CE CE PENISTON|1991-09-28|94|5|33|19911228,,
9|9|9|8|2 Legit 2 Quit|HAMMER|1991-11-09|61|5|20|19911228,,
10|10|10|8|Wildside|MARKY MARK|1991-11-09|47|10|20|19911228,,
11|11|7|14|That's What Love Is For|AMY GRANT|1991-09-28|67|7|20|19911228,,
12|12|12|9|Keep Coming Back|RICHARD MARX|1991-11-02|47|12|20|19911228,,
13|13|13|9|No Son Of Mine|GENESIS|1991-11-02|53|12|20|19911228,,
14|14|1|14|Cream|PRINCE & THE N.P.G.|1991-09-28|46|1|20|19911228,,
15|15|6|17|O.P.P.|NAUGHTY BY NATURE|1991-09-07|85|6|21|19911228,,
16|16|13|19|Let's Talk About Sex|SALT'N'PEPA|1991-08-24|93|13|20|19911228,,
17|17|17|4|Smells Like Teen Spirit|NIRVANA|1991-12-07|40|6|21|19911228,,
18|18|10|15|Don't Cry|GUNS N'ROSES|1991-09-21|76|10|20|19911228,,
19|19|19|4|Don't Let The Sun Go Down On Me|GEORGE MICHAEL & ELTON JOHN|1991-12-07|72|1|20|19911228,,
20|20|20|4|Addams Groove|HAMMER|1991-12-07|84|7|20|19911228,,
21|21|2|16|Can't Stop This Thing We Started|BRYAN ADAMS|1991-09-14|50|2|20|19911228,,
22|22|22|12|Live For Loving You|GLORIA ESTEFAN|1991-10-12|85|22|20|19911228,,
23|23|6|15|Set The Night To Music|ROBERTA FLACK & MAXI PRIEST|1991-09-21|73|6|20|19911228,,
24|24|24|11|Broken Arrow|ROD STEWART|1991-10-19|90|20|20|19911228,,
25|25|25|6|I Love Your Smile|SHANICE|1991-11-23|93|2|26|19911228,,
26|26|26|6|Mysterious Ways|U2|1991-11-23|77|9|20|19911228,,
27|27|2|21|Do Anything|NATURAL SELECTION|1991-08-10|58|2|21|19911228,,
28|28|25|10|Forever My Lady|JODECI|1991-10-26|71|25|20|19911228,,
29|29|1|20|Romantic|KARYN WHITE|1991-08-17|52|1|20|19911228,,
30|30|30|4|Diamonds And Pearls|PRINCE & THE N.P.G.|1991-12-07|88|3|21|19911228,,
31|31|31|9|Change|LISA STANSFIELD|1991-11-02|92|27|20|19911228,,
32|32|32|8|Tell Me What You Want Me To Do|TEVIN CAMPBELL|1991-11-09|93|7|24|19911228,,
33|33|12|12|Street Of Dreams|NIA PEEPLES|1991-10-12|66|12|20|19911228,,
34|34|34|10|Spending My Time|ROXETTE|1991-10-26|85|32|20|19911228,,
35|35|35|5|The Way I Feel About You|KARYN WHITE|1991-11-30|84|12|20|19911228,,
36|36|36|7|Love Me All Up|STACY EARL|1991-11-16|96|26|19|19911228,,
37|37|1|18|Emotions|MARIAH CAREY|1991-08-31|35|1|20|19911228,,
38|38|30|11|Angel Baby|ANGELICA|1991-10-19|78|29|20|19911228,,
39|39|30|13|Mind Playing Tricks On Me|GETO BOYS|1991-10-05|87|23|20|19911228,,
40|40|40|11|Save Up All Your Tears|CHER|1991-10-19|92|37|20|19911228,,
41|41|41|5|Keep It Comin'|KEITH SWEAT|1991-11-30|75|17|20|19911228,,
42|42|42|11|Tender Kisses|TRACIE SPENCER|1991-10-19|85|42|20|19911228,,
43|43|18|21|Running Back To You|VANESSA WILLIAMS|1991-08-10|72|18|21|19911228,,
44|44|44|8|Home Sweet Home|MOTLEY CRUE|1991-11-09|72|37|17|19911228,,
45|45|45|10|I've Got A Lot To Learn About Love|THE STORM|1991-10-26|97|26|20|19911228,,
46|46|9|17|I Wonder Why|CURTIS STIGERS|1991-09-07|97|9|20|19911228,,
47|47|16|19|Enter Sandman|METALLICA|1991-08-24|47|16|20|19911228,,
48|48|27|12|Top Of The World|VAN HALEN|1991-10-12|69|27|19|19911228,,
49|49|37|10|Housecall|SHABBA RANKS featuring MAXI PRIEST|1991-10-26|73|37|15|19911228,,
50|50|50|6|Is It Good To You|HEAVY D & THE BOYZ|1991-11-23|78|32|20|19911228,,
51|51|51|7|Too Blind To See It|KYM SIMS|1991-11-16|84|38|20|19911228,,
52|52|20|12|Ring My Bell|DJ JAZZY JEFF & THE FRESH PRINCE|1991-10-12|72|20|19|19911228,,
53|53|53|4|The Unforgiven|METALLICA|1991-12-07|65|35|17|19911228,,
54|54|45|9|Shot Of Poison|LITA FORD|1991-11-02|78|45|14|19911228,,
55|55|55|7|In My Dreams|THE PARTY|1991-11-16|92|34|18|19911228,,
56|56|56|6|I Can't Make You Love Me|BONNIE RAITT|1991-11-23|87|18|20|19911228,,
57|57|57|8|Send Me An Angel|SCORPIONS|1991-11-09|82|44|18|19911228,,
58|58|50|11|Can't Truss It|PUBLIC ENEMY|1991-10-19|66|50|15|19911228,,
59|59|59|4|Hearts Don't Think (They Feel)|NATURAL SELECTION|1991-12-07|92|28|14|19911228,,
60|60|60|7|All She Wrote|FIREHOUSE|1991-11-16|88|58|14|19911228,,
61|61|61|9|I Wanna Be Your Girl|ICY BLU|1991-11-02|89|46|20|19911228,,
62|62|61|7|Ain't Gonna Hurt Nobody|KID'N PLAY|1991-11-16|89|51|19|19911228,,
63|63|63|5|On A Sunday Afternoon|A LIGHTER SHADE OF BROWN|1991-11-30|85|39|20|19911228,,
64|64|61|7|Kiss You Back|DIGITAL UNDERGROUND|1991-11-16|79|40|20|19911228,,
65|65|50|8|Just A Touch Of Love|C&C MUSIC FACTORY|1991-11-09|87|50|14|19911228,,
66|66|41|14|Groovy Train|THE FARM|1991-09-28|88|41|16|19911228,,
67|67|67|2|I'm Too Sexy|RIGHT SAID FRED|1991-12-21|67|1|21|19911228,,
68|68|49|14|A Day In My Life (Without You)|LISETTE MELENDEZ|1991-09-28|91|49|20|19911228,,
69|69|67|16|Ain't No Future In Yo' Fronting|M.C. BREED & D.F.C.|1991-09-14|70|66|20|19911228,,
70|70|70|4|The Comfort Zone|VANESSA WILLIAMS|1991-12-07|86|62|12|19911228,,
71|71|71|5|I Want You|JODY WATLEY|1991-11-30|92|61|15|19911228,,
72|72|58|9|Pop That Coochie|2 LIVE CREW|1991-11-02|70|58|13|19911228,,
73|73|73|5|No More Tears|OZZY OSBOURNE|1991-11-30|81|71|9|19911228,,
74|74|51|14|Whispers|CORINA|1991-09-28|93|51|20|19911228,,
75|75|75|6|Love Crazy|ATLANTIC STARR|1991-11-23|95|75|8|19911228,,
76|76|76|4|In Paradise|LAISSEZ FAIRE|1991-12-07|97|64|17|19911228,,
77|77|77|5|Within My Heart|VOYCE|1991-11-30|89|77|13|19911228,,
78|78|78|3|Uhh Ahh|BOYZ II MEN|1991-12-14|88|16|20|19911228,,
79|79|14|13|Get A Leg Up|JOHN MELLENCAMP|1991-10-05|69|14|15|19911228,,
80|80|80|3|All Through The Night|TONE-LOC|1991-12-14|83|80|7|19911228,,
81|81|65|10|Conviction Of The Heart|KENNY LOGGINS|1991-10-26|95|65|13|19911228,,
82|82|82|2|To Be With You|MR. BIG|1991-12-21|82|1|24|19911228,,
83|83|32|15|Rush|BIG AUDIO DYNAMITE II|1991-09-21|90|32|17|19911228,,
84|84|4|19|Real Real Real|JESUS JONES|1991-08-24|84|4|20|19911228,,
85|85|85|2|I'll Get By|EDDIE MONEY|1991-12-21|85|21|20|19911228,,
86|86|86|2|Every Road Leads Back To You|BETTE MIDLER|1991-12-21|86|78|6|19911228,,
87|87|87|2|There Will Never Be Another Tonight|BRYAN ADAMS|1991-12-21|87|31|15|19911228,,
88|88|88|3|Insatiable|PRINCE & THE N.P.G.|1991-12-14|92|77|7|19911228,,
89|89|89|3|Move Any Mountain|THE SHAMEN|1991-12-14|100|38|17|19911228,,
90|90|90|3|Right Down To It|DAMIEN DAME|1991-12-14|93|90|6|19911228,,
91|91|61|8|The Fly|U2|1991-11-09|74|61|11|19911228,,
92|92|57|10|What Time Is Love?|THE KLF|1991-10-26|98|57|12|19911228,,
93|93|93|2|Give It Away|RED HOT CHILI PEPPERS|1991-12-21|93|76|6|19911228,,
94|94|23|14|Something Got Me Started|SIMPLY RED|1991-09-28|82|23|14|19911228,,
95|95|95|2|Live And Let Die|GUNS N'ROSES|1991-12-21|95|33|16|19911228,,
96|96|90|3|Everybody Move|CATHY DENNIS|1991-12-14|90|90|3|19911228,,
97|97|90|6|Groovin'|UB40|1991-11-23|98|90|6|19911228,,
98|98|88|6|Just Another Girlfriend|HI-FIVE|1991-11-23|97|88|8|19911228,,
99|99|18|14|Lies|EMF|1991-09-28|80|18|14|19911228,,
100|100|46|13|All I Need Is You|BLUE TRAIN|1991-10-05|97|46|13|19911228,,
1|1|1|5|Black Or White|MICHAEL JACKSON|1991-11-23|35|1|20|19911221,,
2|2|2|14|It's So Hard To Say Goodbye To Yesterday|BOYZ II MEN|1991-09-21|77|2|22|19911221,,
3|5|3|7|All 4 Love|COLOR ME BADD|1991-11-09|37|1|28|19911221,,
4|3|1|10|Set Adrift On Memory Drift|P.M. DAWN|1991-10-19|50|1|20|19911221,,
5|4|1|11|When A Man Loves A Woman|MICHAEL BOLTON|1991-10-12|44|1|20|19911221,,
6|7|6|6|Can't Let Go|MARIAH CAREY|1991-11-16|42|2|20|19911221,,
7|6|6|10|Blowing Kisses In The Wind|PAULA ABDUL|1991-10-19|47|6|20|19911221,,
8|8|8|13|Finally|CE CE PENISTON|1991-09-28|94|5|33|19911221,,
9|11|9|7|2 Legit 2 Quit|HAMMER|1991-11-09|61|5|20|19911221,,
10|10|10|7|Wildside|MARKY MARK|1991-11-09|47|10|20|19911221,,
11|9|7|13|That's What Love Is For|AMY GRANT|1991-09-28|67|7|20|19911221,,
12|13|12|8|Keep Coming Back|RICHARD MARX|1991-11-02|47|12|20|19911221,,
13|17|13|8|No Son Of Mine|GENESIS|1991-11-02|53|12|20|19911221,,
14|12|1|13|Cream|PRINCE & THE N.P.G.|1991-09-28|46|1|20|19911221,,
15|14|6|16|O.P.P.|NAUGHTY BY NATURE|1991-09-07|85|6|21|19911221,,
16|15|13|18|Let's Talk About Sex|SALT'N'PEPA|1991-08-24|93|13|20|19911221,,
17|23|17|3|Smells Like Teen Spirit|NIRVANA|1991-12-07|40|6|21|19911221,,
18|16|10|14|Don't Cry|GUNS N'ROSES|1991-09-21|76|10|20|19911221,,
19|34|19|3|Don't Let The Sun Go Down On Me|GEORGE MICHAEL & ELTON JOHN|1991-12-07|72|1|20|19911221,,
20|36|20|3|Addams Groove|HAMMER|1991-12-07|84|7|20|19911221,,
21|18|2|15|Can't Stop This Thing We Started|BRYAN ADAMS|1991-09-14|50|2|20|19911221,,
22|22|22|11|Live For Loving You|GLORIA ESTEFAN|1991-10-12|85|22|20|19911221,,
23|20|6|14|Set The Night To Music|ROBERTA FLACK & MAXI PRIEST|1991-09-21|73|6|20|19911221,,
24|26|24|10|Broken Arrow|ROD STEWART|1991-10-19|90|20|20|19911221,,
25|29|25|5|I Love Your Smile|SHANICE|1991-11-23|93|2|26|19911221,,
26|33|26|5|Mysterious Ways|U2|1991-11-23|77|9|20|19911221,,
27|19|2|20|Do Anything|NATURAL SELECTION|1991-08-10|58|2|21|19911221,,
28|25|25|9|Forever My Lady|JODECI|1991-10-26|71|25|20|19911221,,
29|24|1|19|Romantic|KARYN WHITE|1991-08-17|52|1|20|19911221,,
30|49|30|3|Diamonds And Pearls|PRINCE & THE N.P.G.|1991-12-07|88|3|21|19911221,,
31|31|31|8|Change|LISA STANSFIELD|1991-11-02|92|27|20|19911221,,
32|37|32|7|Tell Me What You Want Me To Do|TEVIN CAMPBELL|1991-11-09|93|7|24|19911221,,
33|21|12|11|Street Of Dreams|NIA PEEPLES|1991-10-12|66|12|20|19911221,,
34|35|34|9|Spending My Time|ROXETTE|1991-10-26|85|32|20|19911221,,
35|43|35|4|The Way I Feel About You|KARYN WHITE|1991-11-30|84|12|20|19911221,,
36|42|36|6|Love Me All Up|STACY EARL|1991-11-16|96|26|19|19911221,,
37|28|1|17|Emotions|MARIAH CAREY|1991-08-31|35|1|20|19911221,,
38|30|30|10|Angel Baby|ANGELICA|1991-10-19|78|29|20|19911221,,
39|32|30|12|Mind Playing Tricks On Me|GETO BOYS|1991-10-05|87|23|20|19911221,,
40|46|40|10|Save Up All Your Tears|CHER|1991-10-19|92|37|20|19911221,,
41|53|41|4|Keep It Comin'|KEITH SWEAT|1991-11-30|75|17|20|19911221,,
42|45|42|10|Tender Kisses|TRACIE SPENCER|1991-10-19|85|42|20|19911221,,
43|39|18|20|Running Back To You|VANESSA WILLIAMS|1991-08-10|72|18|21|19911221,,
44|47|44|7|Home Sweet Home|MOTLEY CRUE|1991-11-09|72|37|17|19911221,,
45|55|45|9|I've Got A Lot To Learn About Love|THE STORM|1991-10-26|97|26|20|19911221,,
46|38|9|16|I Wonder Why|CURTIS STIGERS|1991-09-07|97|9|20|19911221,,
47|40|16|18|Enter Sandman|METALLICA|1991-08-24|47|16|20|19911221,,
48|41|27|11|Top Of The World|VAN HALEN|1991-10-12|69|27|19|19911221,,
49|44|37|9|Housecall|SHABBA RANKS featuring MAXI PRIEST|1991-10-26|73|37|15|19911221,,
50|50|50|5|Is It Good To You|HEAVY D & THE BOYZ|1991-11-23|78|32|20|19911221,,
51|52|51|6|Too Blind To See It|KYM SIMS|1991-11-16|84|38|20|19911221,,
52|48|20|11|Ring My Bell|DJ JAZZY JEFF & THE FRESH PRINCE|1991-10-12|72|20|19|19911221,,
53|56|53|3|The Unforgiven|METALLICA|1991-12-07|65|35|17|19911221,,
54|57|45|8|Shot Of Poison|LITA FORD|1991-11-02|78|45|14|19911221,,
55|62|55|6|In My Dreams|THE PARTY|1991-11-16|92|34|18|19911221,,
56|67|56|5|I Can't Make You Love Me|BONNIE RAITT|1991-11-23|87|18|20|19911221,,
57|60|57|7|Send Me An Angel|SCORPIONS|1991-11-09|82|44|18|19911221,,
58|54|50|10|Can't Truss It|PUBLIC ENEMY|1991-10-19|66|50|15|19911221,,
59|72|59|3|Hearts Don't Think (They Feel)|NATURAL SELECTION|1991-12-07|92|28|14|19911221,,
60|68|60|6|All She Wrote|FIREHOUSE|1991-11-16|88|58|14|19911221,,
61|66|61|8|I Wanna Be Your Girl|ICY BLU|1991-11-02|89|46|20|19911221,,
62|61|61|6|Ain't Gonna Hurt Nobody|KID'N PLAY|1991-11-16|89|51|19|19911221,,
63|65|63|4|On A Sunday Afternoon|A LIGHTER SHADE OF BROWN|1991-11-30|85|39|20|19911221,,
64|63|61|6|Kiss You Back|DIGITAL UNDERGROUND|1991-11-16|79|40|20|19911221,,
65|64|50|7|Just A Touch Of Love|C&C MUSIC FACTORY|1991-11-09|87|50|14|19911221,,
66|59|41|13|Groovy Train|THE FARM|1991-09-28|88|41|16|19911221,,
67|NEW|67|1|I'm Too Sexy|RIGHT SAID FRED|1991-12-21|67|1|21|19911221,,
68|70|49|13|A Day In My Life (Without You)|LISETTE MELENDEZ|1991-09-28|91|49|20|19911221,,
69|71|67|15|Ain't No Future In Yo' Fronting|M.C. BREED & D.F.C.|1991-09-14|70|66|20|19911221,,
70|77|70|3|The Comfort Zone|VANESSA WILLIAMS|1991-12-07|86|62|12|19911221,,
71|73|71|4|I Want You|JODY WATLEY|1991-11-30|92|61|15|19911221,,
72|74|58|8|Pop That Coochie|2 LIVE CREW|1991-11-02|70|58|13|19911221,,
73|76|73|4|No More Tears|OZZY OSBOURNE|1991-11-30|81|71|9|19911221,,
74|84|51|13|Whispers|CORINA|1991-09-28|93|51|20|19911221,,
75|78|75|5|Love Crazy|ATLANTIC STARR|1991-11-23|95|75|8|19911221,,
76|87|76|3|In Paradise|LAISSEZ FAIRE|1991-12-07|97|64|17|19911221,,
77|82|77|4|Within My Heart|VOYCE|1991-11-30|89|77|13|19911221,,
78|88|78|2|Uhh Ahh|BOYZ II MEN|1991-12-14|88|16|20|19911221,,
79|75|14|12|Get A Leg Up|JOHN MELLENCAMP|1991-10-05|69|14|15|19911221,,
80|83|80|2|All Through The Night|TONE-LOC|1991-12-14|83|80|7|19911221,,
81|81|65|9|Conviction Of The Heart|KENNY LOGGINS|1991-10-26|95|65|13|19911221,,
82|NEW|82|1|To Be With You|MR. BIG|1991-12-21|82|1|24|19911221,,
83|80|32|14|Rush|BIG AUDIO DYNAMITE II|1991-09-21|90|32|17|19911221,,
84|86|4|18|Real Real Real|JESUS JONES|1991-08-24|84|4|20|19911221,,
85|NEW|85|1|I'll Get By|EDDIE MONEY|1991-12-21|85|21|20|19911221,,
86|NEW|86|1|Every Road Leads Back To You|BETTE MIDLER|1991-12-21|86|78|6|19911221,,
87|NEW|87|1|There Will Never Be Another Tonight|BRYAN ADAMS|1991-12-21|87|31|15|19911221,,
88|92|88|2|Insatiable|PRINCE & THE N.P.G.|1991-12-14|92|77|7|19911221,,
89|100|89|2|Move Any Mountain|THE SHAMEN|1991-12-14|100|38|17|19911221,,
90|93|90|2|Right Down To It|DAMIEN DAME|1991-12-14|93|90|6|19911221,,
91|89|61|7|The Fly|U2|1991-11-09|74|61|11|19911221,,
92|85|57|9|What Time Is Love?|THE KLF|1991-10-26|98|57|12|19911221,,
93|NEW|93|1|Give It Away|RED HOT CHILI PEPPERS|1991-12-21|93|76|6|19911221,,
94|79|23|13|Something Got Me Started|SIMPLY RED|1991-09-28|82|23|14|19911221,,
95|NEW|95|1|Live And Let Die|GUNS N'ROSES|1991-12-21|95|33|16|19911221,,
96|90|90|2|Everybody Move|CATHY DENNIS|1991-12-14|90|90|3|19911221,,
97|95|90|5|Groovin'|UB40|1991-11-23|98|90|6|19911221,,
98|94|88|5|Just Another Girlfriend|HI-FIVE|1991-11-23|97|88|8|19911221,,
99|96|18|13|Lies|EMF|1991-09-28|80|18|14|19911221,,
100|91|46|12|All I Need Is You|BLUE TRAIN|1991-10-05|97|46|13|19911221,,
1|1|1|4|Black Or White|MICHAEL JACKSON|1991-11-23|35|1|20|19911214,,
2|4|2|13|It's So Hard To Say Goodbye To Yesterday|BOYZ II MEN|1991-09-21|77|2|22|19911214,,
3|3|1|9|Set Adrift On Memory Drift|P.M. DAWN|1991-10-19|50|1|20|19911214,,
4|2|1|10|When A Man Loves A Woman|MICHAEL BOLTON|1991-10-12|44|1|20|19911214,,
5|5|5|6|All 4 Love|COLOR ME BADD|1991-11-09|37|1|28|19911214,,
6|6|6|9|Blowing Kisses In The Wind|PAULA ABDUL|1991-10-19|47|6|20|19911214,,
7|8|7|5|Can't Let Go|MARIAH CAREY|1991-11-16|42|2|20|19911214,,
8|11|8|12|Finally|CE CE PENISTON|1991-09-28|94|5|33|19911214,,
9|9|7|12|That's What Love Is For|AMY GRANT|1991-09-28|67|7|20|19911214,,
10|15|10|6|Wildside|MARKY MARK|1991-11-09|47|10|20|19911214,,
11|17|11|6|2 Legit 2 Quit|HAMMER|1991-11-09|61|5|20|19911214,,
12|7|1|12|Cream|PRINCE & THE N.P.G.|1991-09-28|46|1|20|19911214,,
13|13|13|7|Keep Coming Back|RICHARD MARX|1991-11-02|47|12|20|19911214,,
14|10|6|15|O.P.P.|NAUGHTY BY NATURE|1991-09-07|85|6|21|19911214,,
15|14|13|17|Let's Talk About Sex|SALT'N'PEPA|1991-08-24|93|13|20|19911214,,
