BBL,Street Number,Street Name,Borough,Zip,Benchmarking Submission,Entry Number,Site EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Indoor Water Intensity (All Water Sources)(gal/ft2),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,Number of Buildings,Reported BINs
3056920040,5624,  15 AVENUE,BROOKLYN,11219,Yes,2396,72.1,128.8,,Manual,N/A,273.74,59030,Multifamily Housing,1,3140139
3057150027,6002,FT HAMILTON PARKWAY,BROOKLYN,11219,No Record as of 08/1/13,,,,,,,,,,1,
3057180016,1260,  60 STREET,BROOKLYN,11219,No Record as of 08/1/13,,,,,,,,,,1,
3057340045,1462,  62 STREET,BROOKLYN,11219,Yes,7560,5.4,18,,Manual,N/A,62.27,123390,Multifamily Housing,1,3141674
3057670028,1270,  67 STREET,BROOKLYN,11219,No Record as of 08/1/13,,,,,,,,,,2,
1007320058,444,WEST   35 STREET,MANHATTAN,10001,Yes,9965,67.9,103.5,61.41,ABS,N/A,268.16,66000,Multifamily Housing,1,1077350
1010250054,244,WEST   54 STREET,MANHATTAN,10019,Yes,1432,63.2,108.7,61.42,ABS,N/A,661.64,124728,Office,1,1024842
3057940100,6300,   8 AVENUE,BROOKLYN,11220,Yes,5481,153.4,444.3,0,Manual,90,860.95,65000,Hospital (General Medical and Surgical),1,3143889
3057940165,701,  64 STREET,BROOKLYN,11220,Yes,12482,99.9,305.6,,Manual,32,727.33,81000,Office,1,3143891
3057980001,6223,   2 AVENUE,BROOKLYN,11220,No Record as of 08/1/13,,,,,,,,,,1,
3058070001,6301,   2 AVENUE,BROOKLYN,11220,Yes,10432,9,31.1,,Manual,N/A,93.28,110821,Self-Storage,1,3328791
3058100021,536,  63 STREET,BROOKLYN,11220,Yes,2744,,,,Manual,N/A,,271200,Storage/Shipping/Non-Refrigerated Warehouse,1,
3058187501,420,28 STREET,BROOKLYN,11220,Yes,11239,66,135.1,0,Manual,N/A,261.65,57303,Multifamily Housing,1,3256787
3058250001,260,  65 STREET,BROOKLYN,11220,Yes,2891,91.1,139,,Manual,N/A,2188.59,399000,Multifamily Housing,1,3144193
3058260001,350,  65 STREET,BROOKLYN,11220,Yes,3863,87.6,142.1,,Manual,N/A,1961.58,360050,Multifamily Housing,1,3144194
4012640047,    34-21,  77 STREET,QUEENS,11372,Yes,4521,73.9,121,61.49,ABS,N/A,501.87,109498,Multifamily Housing,1,4029131
2032950033,2830,BRIGGS AVENUE,BRONX,10458,Yes,2320,97.2,124.8,61.58,ABS,N/A,395.67,51060,Multifamily Housing,1,2016875
3058480006,6701,COLONIAL ROAD,BROOKLYN,11220,Yes,10125,61.6,95.7,,Manual,N/A,289.82,73926,Multifamily Housing,1,3144376
3058530001,6735,RIDGE BOULEVARD,BROOKLYN,11220,Yes,2400,76.3,128.3,,Manual,N/A,574.17,120584,Multifamily Housing,1,3144595
3058590015,6801,SHORE ROAD,BROOKLYN,11220,Yes,1452,60.1,101.5,31.95,Manual,N/A,417.52,109710,Multifamily Housing,1,3144936
4006070018,    34-17,  30 STREET,QUEENS,11106,Yes,3273,88.5,97,61.62,ABS,N/A,440.51,62790,Multifamily Housing,1,4008133
3058710069,237,OVINGTON AVENUE,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
1019950016,41,TIEMANN PLACE,MANHATTAN,10027,Yes,5292,74.6,111.2,61.75,ABS,N/A,394.21,67652,Multifamily Housing,1,1059883
4030780050,    62-95,SAUNDERS STREET,QUEENS,11374,Yes,7780,71.6,99.9,61.75,ABS,N/A,428.64,100080,Multifamily Housing,1,4072032
3058720071,321,OVINGTON AVENUE,BROOKLYN,11209,Yes,5756,78.9,127.9,,Manual,N/A,523.49,107595,Multifamily Housing,1,
3058730005,6925,   4 AVENUE,BROOKLYN,11209,Yes,7000,76.1,99.4,,Manual,N/A,416.06,67500,Multifamily Housing,1,3145724
1021220077,3926,BROADWAY,MANHATTAN,10032,Yes,12369,79.6,92,61.77,ABS,N/A,587.05,110000,Multifamily Housing,1,1062928
3058740084,515,OVINGTON AVENUE,BROOKLYN,11209,Yes,8719,,,,Manual,N/A,,81648,Multifamily Housing,1,
3058810003,7005,SHORE ROAD,BROOKLYN,11209,Yes,7794,112.7,151.9,34.73,Manual,N/A,446.94,51840,Multifamily Housing,1,3146061
1014730038,420,EAST   79 STREET,MANHATTAN,10075,Yes,1473,76.4,131.8,61.81,ABS,N/A,558.4,114325,Multifamily Housing,1,1046034
3058830001,7100,SHORE ROAD,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
2039260031,1580,THIERIOT AVENUE,BRONX,10460,Yes,3548,70.2,106.1,61.81,ABS,N/A,265.4,62430,Multifamily Housing,1,2028717
4097530015,   153-02,  90 AVENUE,QUEENS,11432,Yes,5269,86.7,139.5,61.88,ABS,N/A,304.83,57144,Multifamily Housing,1,
4030960118,    63-95,AUSTIN STREET,QUEENS,11374,Yes,9182,94.3,120.5,61.9,ABS,N/A,545.64,71388,Multifamily Housing,1,4072484
3035120001,663,HOWARD AVENUE,BROOKLYN,11212,Yes,8911,,,61.91,ABS,N/A,,102444,Multifamily Housing,1,3080887
1015080001,903,PARK AVENUE,MANHATTAN,10075,Yes,5468,102,146.9,61.96,ABS,N/A,937.1,112528,Multifamily Housing,1,BIN#  1047460
3087090100,125,BRIGHTON   11 STREET,BROOKLYN,11235,Yes,11154,41.6,47.3,61.99,ABS,N/A,449.89,137200,Multifamily Housing,1,3245430;3245429
1000537501,120,GREENWICH STREET,MANHATTAN,10006,Yes,4624,68,117.4,62.06,ABS,N/A,356.04,65809,Multifamily Housing,1,1001050
3058890037,7102,RIDGE BOULEVARD,BROOKLYN,11209,Yes,9868,69.8,94.4,,Manual,N/A,217.1,55542,Multifamily Housing,1,3146477
3058890058,145,  72 STREET,BROOKLYN,11209,Yes,12401,41.9,61.3,,Manual,N/A,276.04,108000,Multifamily Housing,1,3146490
3050600032,66,ST PAUL'S PLACE,BROOKLYN,11226,Yes,8966,60.6,96.9,62.1,ABS,N/A,253.78,67900,Multifamily Housing,1,3116115
2030220058,2454,TIEBOUT AVENUE,BRONX,10458,Yes,11534,40.1,148.2,62.15,ABS,N/A,279.52,74327,Multifamily Housing,1,2010998
3058940001,602,OVINGTON AVENUE,BROOKLYN,11209,Yes,10750,379,614.2,,Manual,N/A,253.23,10858,Multifamily Housing,1,3146713
4022650079,    75-05, 113 STREET,QUEENS,11375,Yes,6150,83.9,134.8,62.23,ABS,N/A,311.31,60106,Multifamily Housing,1,4052769
2037880021,1041,PUGSLEY AVENUE,BRONX,10472,Yes,1760,84.6,128.9,62.29,ABS,N/A,988.22,151155,Multifamily Housing,1,2025666
3059060001,130,  72 STREET,BROOKLYN,11209,Yes,6270,84.5,120.4,40.82,Manual,N/A,665.96,136413,Multifamily Housing,1,3147278
3059060018,190,  72 STREET,BROOKLYN,11209,Yes,6667,70.5,97.5,,Manual,N/A,1635.89,405951,Multifamily Housing,1,3337151;3337152;3337149;3337148;3337150;3337147
3059090001,7201,   4 AVENUE,BROOKLYN,11209,Yes,12390,37.4,138.5,26.55,Manual,N/A,324.62,92400,Multifamily Housing,1,3147385
3059130001,901,  73 STREET,BROOKLYN,11228,No Record as of 08/1/13,,,,,,,,,,1,
3051240012,312,EAST   21 STREET,BROOKLYN,11226,Yes,9008,85,120.1,62.42,ABS,N/A,375.81,61387,Multifamily Housing,1,3117622
3050260350,231,OCEAN AVENUE,BROOKLYN,11225,Yes,3996,73.5,116.7,62.46,ABS,N/A,288.02,64165,Multifamily Housing,1,3114671;3845478;3114670
3059270024,150,  74 STREET,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
4091860049,    86-03, 102 STREET,QUEENS,11418,Yes,11530,36.7,66.1,62.47,ABS,N/A,249.34,80500,Multifamily Housing,1,4191640
3052400043,1122,OCEAN AVENUE,BROOKLYN,11230,Yes,9569,61.2,94.9,62.48,ABS,N/A,383.19,100052,Multifamily Housing,1,3121365
3059280001,7423,RIDGE BOULEVARD,BROOKLYN,11209,Yes,6161,115.1,147.1,,Manual,N/A,338.36,51000,Multifamily Housing,1,
3059280006,7401,RIDGE BOULEVARD,BROOKLYN,11209,Yes,3327,67.6,86.4,0,Manual,N/A,211.8,57340,Other,1,
3059280028,252,  74 STREET,BROOKLYN,11209,Yes,6325,77.9,113.5,,Manual,N/A,371.43,81600,Multifamily Housing,1,3148226
3059300001,7401,   4 AVENUE,BROOKLYN,11209,Yes,7814,70.3,113.5,,Manual,N/A,296.32,68427,Multifamily Housing,1,3148297
3070520034,2966,WEST   28 STREET,BROOKLYN,11224,Yes,9546,,,62.49,ABS,N/A,,438400,Multifamily Housing,2,3339183;3830806;3828530
3059380040,7502,RIDGE BOULEVARD,BROOKLYN,11209,Yes,10973,75.6,135.4,36.53,Manual,N/A,276.72,57000,Multifamily Housing,1,3148662
3059380047,7520,RIDGE BOULEVARD,BROOKLYN,11209,Yes,6162,,,,Manual,N/A,,53550,Multifamily Housing,1,
3059390006,7501,RIDGE BOULEVARD,BROOKLYN,11209,Yes,6424,,,,Manual,N/A,,78000,Multifamily Housing,1,3148670
3059390020,238,BAY RIDGE PARKWAY,BROOKLYN,11209,Yes,6251,44.3,66.7,26.59,Manual,N/A,372.2,141600,Multifamily Housing,5,3337168;3148675;3337164;3337165;3337166;3337167
3059410006,7501,   4 AVENUE,BROOKLYN,11209,Yes,12391,38.4,142,,Manual,N/A,218.93,60800,Multifamily Housing,1,3148753
3074330040,1213,AVENUE Z,BROOKLYN,11235,Yes,6585,53.9,189.7,62.5,ABS,N/A,644.73,127426,Multifamily Housing,1,3203890
1018680061,752,WEST END AVENUE,MANHATTAN,10025,Yes,3232,60.9,115.9,62.54,ABS,N/A,825.29,206178,Multifamily Housing,1,1056066
1021700520,45,FAIRVIEW AVENUE,MANHATTAN,10040,Yes,6723,32.3,118.4,62.56,ABS,N/A,905.89,298527,Multifamily Housing,1,1064114
3059700001,7825,   4 AVENUE,BROOKLYN,11209,Yes,7799,62.4,97.6,0,Manual,N/A,294.58,77749,Multifamily Housing,1,3150336
1014970034,1020,PARK AVENUE,MANHATTAN,10028,Yes,5582,141.2,185.5,62.58,ABS,N/A,1332.35,123237,Multifamily Housing,1,1046833
3059790046,7914,   4 AVENUE,BROOKLYN,11209,Yes,976,651.4,955.9,594.46,Manual,N/A,309.73,8035,Multifamily Housing,1,3150871
3059800001,7925,   4 AVENUE,BROOKLYN,11209,Yes,10284,,,0,Manual,N/A,,142190,Multifamily Housing,1,
3059830001,901,  80 STREET,BROOKLYN,11228,Yes,10109,85.1,153,,Manual,N/A,448.83,81030,Multifamily Housing,1,3151045
1019990036,3291,BROADWAY,MANHATTAN,10027,Yes,11849,67.4,107.9,62.58,ABS,N/A,259.12,62230,Multifamily Housing,1,1059940
4013400001,    63-11,QUEENS BOULEVARD,QUEENS,11377,Yes,5775,74.5,126.6,62.58,ABS,N/A,647.33,136944,Multifamily Housing,1,4031589
4021270027,   102-35,  64 ROAD,QUEENS,11375,Yes,9509,67.7,93.1,62.59,ABS,N/A,452.79,118800,Multifamily Housing,2,4432036;4432037
3059980001,8105,   4 AVENUE,BROOKLYN,11209,Yes,2406,102.4,154.3,,Manual,N/A,304.33,50371,Multifamily Housing,1,3151695
3060080001,8215,   4 AVENUE,BROOKLYN,11209,Yes,8939,66.5,73.9,61.45,Manual,N/A,271.12,53000,Multifamily Housing,1,3152094
3050580044,33,CROOKE AVENUE,BROOKLYN,11226,Yes,9542,78.4,115.4,62.69,ABS,N/A,354.32,76670,Multifamily Housing,1,3116088
3060160006,8301,RIDGE BOULEVARD,BROOKLYN,11209,Yes,9945,74.4,121.2,,Manual,N/A,240.82,51965,Multifamily Housing,1,3152378;3152377
1009447501,311,EAST   38 STREET,MANHATTAN,10016,Yes,9748,74.5,131.1,62.7,ABS,N/A,615.39,126994,Multifamily Housing,1,1021933
3060260001,8415,   4 AVENUE,BROOKLYN,11209,Yes,11971,76.9,114.5,0,Manual,N/A,558.81,93150,Multifamily Housing,1,3152792
3060270031,580,  84 STREET,BROOKLYN,11209,Yes,2397,94.4,138.4,,Manual,N/A,325.01,58990,Multifamily Housing,1,3152870
3070520034,2966,WEST   28 STREET,BROOKLYN,11224,Yes,11488,,,62.73,ABS,N/A,,438400,Multifamily Housing,2,3339183;3336547
3060340041,8502,   4 AVENUE,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3060340060,345,  86 STREET,BROOKLYN,11209,Yes,5921,70.5,96.2,0,Manual,N/A,651.51,113274,Multifamily Housing,1,3153133
3060350006,402,  85 STREET,BROOKLYN,11209,Yes,8856,,,105.62,Manual,N/A,,52008,Multifamily Housing,1,3153141
3060360001,501,  86 STREET,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3054210001,679,OCEAN PARKWAY,BROOKLYN,11230,Yes,8463,95.4,136.2,62.81,ABS,N/A,312.96,56500,Multifamily Housing,1,3127827
3060360037,8520,FT HAMILTON PARKWAY,BROOKLYN,11209,Yes,9687,,,1.32,Manual,N/A,,68088,Multifamily Housing,1,
3067820050,1909,QUENTIN ROAD,BROOKLYN,11229,Yes,6072,,,62.81,ABS,N/A,,66000,Multifamily Housing,1,building # 23
3060370077,675,  86 STREET,BROOKLYN,11228,Yes,1366,79,119.9,0,Manual,N/A,303.22,64190,Multifamily Housing,1,3153255
3060400001,8701,SHORE ROAD,BROOKLYN,11209,Yes,6671,56.7,91.4,,Manual,N/A,855.58,245065,Multifamily Housing,1,3153313
3060400001,8701,SHORE ROAD,BROOKLYN,11209,Yes,12648,51.3,65.5,,Manual,N/A,623.26,222775,Multifamily Housing,1,3153313
3060420036,8612,RIDGE BOULEVARD,BROOKLYN,11209,Yes,8676,,,,Manual,N/A,,60500,Multifamily Housing,1,3-06042-0036
3051630041,855,OCEAN AVENUE,BROOKLYN,11226,Yes,12696,,,62.82,ABS,N/A,,66392,Multifamily Housing,1,318823
3060500051,423,  88 STREET,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3060520021,8602,FT HAMILTON PARKWAY,BROOKLYN,11209,Yes,7309,74.8,126.5,62.94,Manual,N/A,328.84,68000,Multifamily Housing,1,3153817
3060530008,8615,FT HAMILTON PARKWAY,BROOKLYN,11209,Yes,10267,,,,Manual,N/A,,64000,Multifamily Housing,1,3153836
3060560033,665,  88 STREET,BROOKLYN,11228,Yes,13026,,,,Manual,N/A,,75000,Multifamily Housing,1,3153884
3060580001,8801,SHORE ROAD,BROOKLYN,11209,Yes,9281,165.1,273.9,,Manual,N/A,854.24,82400,Multifamily Housing,1,
3060580012,8901,SHORE ROAD,BROOKLYN,11209,Yes,12215,151.6,277.9,,Manual,N/A,774.39,62740,Multifamily Housing,1,3153886
3060620040,8818,   4 AVENUE,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3060620041,8820,   4 AVENUE,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3060620045,365,  89 STREET,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,0,
3060620048,,89 STREET,BROOKLYN,0,No Record as of 08/1/13,,,,,,,,,,0,
3060780010,9000,SHORE ROAD,BROOKLYN,11209,Yes,1339,92.1,155.5,59.62,Manual,N/A,2418.36,414000,Multifamily Housing,3,
3060780031,8901,NARROWS AVENUE,BROOKLYN,11209,Yes,5781,87.7,121.6,,Manual,N/A,302.57,61030,Multifamily Housing,1,3154422
3060830001,9101,SHORE ROAD,BROOKLYN,11209,Yes,6160,,,,Manual,N/A,,232900,Multifamily Housing,1,
3060830041,9108,COLONIAL ROAD,BROOKLYN,11209,Yes,7068,112.3,141.7,43.5,Manual,N/A,407.01,66800,Multifamily Housing,1,
3060860045,9106,   4 AVENUE,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3060890044,9040,FT HAMILTON PARKWAY,BROOKLYN,11209,Yes,6233,80,122.8,0,Manual,N/A,372.23,77733,Multifamily Housing,1,3154819
3060900005,9031,FT HAMILTON PARKWAY,BROOKLYN,11209,Yes,10351,78.8,104.3,56,Manual,N/A,372.36,61992,Multifamily Housing,1,3154831
2043320005,1130,PELHAM PARKWAY SOUTH,BRONX,10461,Yes,5680,96.3,136.9,62.95,ABS,N/A,412.66,53200,Multifamily Housing,1,2049697
3075780057,3210,AVENUE H,BROOKLYN,11210,Yes,7848,13.5,43.2,63.07,ABS,99,99.2,78420,Office,1,3000000;3206449
3060940005,691,  92 STREET,BROOKLYN,11228,Yes,7854,405.4,555.9,0,Manual,1,3284.91,137000,Senior Care Facility,0,3388853
3060990001,9255,SHORE ROAD,BROOKLYN,11209,Yes,7648,33.3,55.5,,Manual,N/A,474.99,230195,Multifamily Housing,2,3322544
2041620032,2860,BUHRE AVENUE,BRONX,10461,Yes,4792,81.3,113.5,63.08,ABS,N/A,646.72,98832,Multifamily Housing,1,2045914
3060990051,61,OLIVER STREET,BROOKLYN,11209,Yes,6582,38.7,143.2,,Manual,N/A,479.38,132000,Multifamily Housing,1,3154979
2030690017,2080,LA FONTAINE AVENUE,BRONX,10457,Yes,5373,85.5,149.1,63.16,ABS,N/A,374.32,69524,Multifamily Housing,1,2114260
2043190045,2157,HOLLAND AVENUE,BRONX,10462,Yes,7046,92.1,127,63.24,ABS,N/A,543.42,73842,Multifamily Housing,1,2049409
3061000028,28,MARINE AVENUE,BROOKLYN,11209,Yes,796,2.9,9.5,19,Manual,N/A,17.35,64800,Multifamily Housing,1,
3061030031,380,  92 STREET,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
2042220093,1545,RHINELANDER AVENUE,BRONX,10461,Yes,10356,78.2,117.7,63.34,ABS,N/A,797.14,123573,Multifamily Housing,1,2047113
1018290029,1864,ADAM C POWELL BLVD,MANHATTAN,10026,Yes,7368,99.3,124.9,63.41,ABS,N/A,476.28,63900,Multifamily Housing,1,1055157
2044250001,2410,BARKER AVENUE,BRONX,10467,Yes,6701,41.8,151,63.42,ABS,N/A,793.26,201960,Multifamily Housing,1,2051242
3061110001,9411,SHORE ROAD,BROOKLYN,11209,Yes,6672,34.7,128.4,,Manual,N/A,359.77,110418,Multifamily Housing,1,3155390;3826850
3061110057,9480,RIDGE BOULEVARD,BROOKLYN,11209,Yes,6760,73.8,96.5,48.18,Manual,N/A,235.76,57567,Multifamily Housing,1,
3061140001,9415,   3 AVENUE,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3076740009,1947,OCEAN AVENUE,BROOKLYN,11230,Yes,12466,18.9,63.5,63.47,ABS,N/A,130.81,73849,Multifamily Housing,1,3210661
3061150006,9425,SHORE ROAD,BROOKLYN,11209,Yes,7643,66.5,105.6,,Manual,N/A,285.74,70455,Multifamily Housing,1,3155519
3061150042,145,  95 STREET,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3061180042,443,  95 STREET,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3061200029,128,MARINE AVENUE,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3061207502,9511,SHORE ROAD,BROOKLYN,11209,Yes,10915,,,6.37,Manual,N/A,,127163,Multifamily Housing,1,3155701
3061210003,149,MARINE AVENUE,BROOKLYN,11209,Yes,7295,,,,Manual,N/A,,88530,Multifamily Housing,1,3155722
3061220001,302,  96 STREET,BROOKLYN,11209,Yes,6624,31.5,119.4,,Manual,N/A,393.47,132931,Multifamily Housing,1,3155738
3061220038,9602,   4 AVENUE,BROOKLYN,11209,Yes,5699,85.2,121.2,0,Manual,N/A,528.82,75706,Multifamily Housing,1,3155755
2057140141,311,WEST  231 STREET,BRONX,10463,Yes,12861,,,63.48,ABS,N/A,,61200,Senior Care Facility,1,
3061240005,9601,SHORE ROAD,BROOKLYN,11209,Yes,2023,88.5,132.9,,Manual,N/A,343.4,65315,Multifamily Housing,1,3155789
4064820003,   136-51,PARK DRIVE EAST,QUEENS,11367,Yes,6737,50.3,184,63.56,ABS,N/A,792.29,167717,Multifamily Housing,8,4443870;4443871;4443872;4443873;4443874;4443875;4443876;4443877
3052080025,2215,NEWKIRK AVENUE,BROOKLYN,11226,Yes,11414,69,106.1,63.58,ABS,N/A,559.82,135198,Multifamily Housing,1,3120283
3061260041,351,MARINE AVENUE,BROOKLYN,11209,Yes,6631,30.3,113.9,,Manual,N/A,358.13,125962,Multifamily Housing,1,3155853
4011110001,    55-17,  31 AVENUE,QUEENS,11377,Yes,3255,102.6,164.9,63.59,ABS,N/A,3955.52,624000,Multifamily Housing,10,4431053;4431063;4431251;4431252;4431253;4431254;4431255;4431256;4431257;4431258;4445453
4051450001,    44-35,COLDEN STREET,QUEENS,11355,Yes,10334,90.8,133,63.61,ABS,N/A,356.31,65813,Multifamily Housing,1,4116404
3021347501,446,KENT AVENUE,BROOKLYN,11249,Yes,10420,73,136.2,63.62,ABS,N/A,429.41,88097,Multifamily Housing,1,3387991
3061290012,9701,SHORE ROAD,BROOKLYN,11209,Yes,2663,81.3,120.5,,Manual,N/A,766.34,114753,Multifamily Housing,1,3155914
3072240050,2531,EAST    7 STREET,BROOKLYN,11235,Yes,12464,,,63.63,ABS,N/A,,74447,Multifamily Housing,1,3196017
1010100046,134,WEST   58 STREET,MANHATTAN,10019,Yes,9831,100.6,148.7,63.65,ABS,N/A,555.18,68147,Multifamily Housing,1,1023735
3061330025,9902,   3 AVENUE,BROOKLYN,11209,Yes,6269,86.1,119,33.42,Manual,N/A,853.73,121465,Multifamily Housing,1,3156070
3061340038,317, 100 STREET,BROOKLYN,11209,Yes,11973,92.8,141,0,Manual,N/A,343.17,61796,Multifamily Housing,1,3156086
1015000065,4,EAST   89 STREET,MANHATTAN,10128,Yes,2205,152.5,225,63.73,ABS,N/A,940.42,76114,Multifamily Housing,1,1046964
1021380155,620,WEST  170 STREET,MANHATTAN,10032,Yes,6656,97,131.1,63.74,ABS,N/A,460.04,61848,Multifamily Housing,1,1063393
3061370200,302, 101 STREET,BROOKLYN,11209,Yes,7642,36.3,129.1,,Manual,N/A,185.48,54430,Multifamily Housing,1,3337199;3337198;3337203;3337202;3337201;3337191;3337190;3337193;3337192;3337194;3337197;3337196;3337189;3337186;3337195;3337200
3061380006,10015,   4 AVENUE,BROOKLYN,11209,Yes,4512,44.1,161.2,0,Manual,N/A,299.75,72432,Multifamily Housing,1,3257057;3257056;3257057
3061430001,9216,   7 AVENUE,BROOKLYN,11228,Yes,352,,,,Manual,N/A,,13150,K-12 School,2,
3061430001,9216,   7 AVENUE,BROOKLYN,11228,Yes,353,89.2,163.4,,Manual,67,865.35,133787,K-12 School,2,3336349
3061530001,9275,FT HAMILTON PARKWAY,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,77,
3061530100,9225,FT HAMILTON PARKWAY,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3061530200,800,POLY PLACE,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,4,
3061750036,7000,BAY PARKWAY,BROOKLYN,11204,Yes,11969,69,103.9,0,Manual,N/A,509.05,124200,Multifamily Housing,1,3157507
1018480036,370,MANHATTAN AVENUE,MANHATTAN,10026,Yes,10867,77.9,111.4,63.75,ABS,N/A,410.62,69000,Multifamily Housing,1,
3062190029,7402,BAY PARKWAY,BROOKLYN,11204,Yes,6330,77.5,124.1,,Manual,N/A,358.71,75000,Multifamily Housing,1,3159836
3062400037,7602,  21 AVENUE,BROOKLYN,11214,Yes,1206,,,,Manual,N/A,,108000,Multifamily Housing,1,
3062530001,7705,BAY PARKWAY,BROOKLYN,11214,Yes,10446,71.7,110.2,60.02,Manual,N/A,356.97,82180,Multifamily Housing,1,3161665
3062530096,7701,BAY PARKWAY,BROOKLYN,11214,Yes,8465,81.1,114.7,42.41,Manual,N/A,260.41,53898,Multifamily Housing,1,3161688
4052000039,   140-15,HOLLY AVENUE,QUEENS,11355,Yes,11354,16.5,55.3,63.76,ABS,N/A,169.66,109349,Multifamily Housing,1,4117387
3062537502,105,KINGS HIGHWAY,BROOKLYN,11214,No Record as of 08/1/13,,,,,,,,,,1,
3062640029,2160,  78 STREET,BROOKLYN,11214,Yes,3106,81,141.2,,Manual,N/A,289.66,56814,Multifamily Housing,1,3331517
1021790080,867,WEST  181 STREET,MANHATTAN,10033,Yes,10733,87.6,113.9,63.77,ABS,N/A,483.94,73262,Multifamily Housing,1,1064335
3062870036,8002,  21 AVENUE,BROOKLYN,11214,No Record as of 08/1/13,,,,,,,,,,1,
1021800497,195,BENNETT AVENUE,MANHATTAN,10040,Yes,2118,93.5,130,63.77,ABS,N/A,382.58,50000,Multifamily Housing,1,1064463
1017630001,2289,   5 AVENUE,MANHATTAN,10037,Yes,8505,22.9,72.7,63.82,ABS,N/A,810.89,389355,Multifamily Housing,1,1054344
3062990043,2155,  82 STREET,BROOKLYN,11214,Yes,6089,89.5,139.2,0,Manual,N/A,451.98,84000,Multifamily Housing,1,3163921
3062990062,2121,  82 STREET,BROOKLYN,11214,Yes,12026,71.7,107.6,0,Manual,N/A,243.35,57960,Multifamily Housing,1,3163926
3063150039,1869,  83 STREET,BROOKLYN,11214,Yes,6338,68.4,111.3,,Manual,N/A,351.12,82356,Multifamily Housing,1,3164659
3063160006,8201,  19 AVENUE,BROOKLYN,11214,Yes,2407,88.5,134.3,,Manual,N/A,285.07,53990,Multifamily Housing,1,3164666
3063160059,1935,  83 STREET,BROOKLYN,11214,Yes,8453,82.3,113.7,0,Manual,N/A,245.19,50400,Multifamily Housing,1,3164688
3063280001,1901,  84 STREET,BROOKLYN,11214,No Record as of 08/1/13,,,,,,,,,,1,
3063290067,2021,  84 STREET,BROOKLYN,11214,No Record as of 08/1/13,,,,,,,,,,1,
3050990047,68,EAST   19 STREET,BROOKLYN,11226,Yes,10114,69.2,105.6,63.84,ABS,N/A,287.39,69049,Multifamily Housing,1,3117108
3074580036,3255,SHORE PARKWAY,BROOKLYN,11235,Yes,8496,76.7,125.2,63.86,ABS,N/A,341.68,64600,Multifamily Housing,1,3204905
3063310018,2250,  83 STREET,BROOKLYN,11214,Yes,1869,67.7,100.3,0,Manual,N/A,418.1,105583,Multifamily Housing,1,3165282
1021380102,600,WEST  169 STREET,MANHATTAN,10032,Yes,12134,26.8,97.8,63.95,ABS,N/A,179.87,71378,Multifamily Housing,1,1063383
4008330024,    22-11,  31 STREET,QUEENS,11105,Yes,10390,144.3,406.9,63.95,ABS,N/A,711.56,57396,Other,1,4017056
3063350001,2101,  85 STREET,BROOKLYN,11214,No Record as of 08/1/13,,,,,,,,,,1,
3063350029,2160,  84 STREET,BROOKLYN,11214,Yes,9853,76.4,115.3,,Manual,N/A,236.85,52500,Multifamily Housing,1,3165427
3063440033,1864,  85 STREET,BROOKLYN,11214,Yes,11689,83.8,112.5,72.17,Manual,N/A,385.53,72000,Multifamily Housing,1,3165771
3063700023,65,BAY   19 STREET,BROOKLYN,11214,Yes,9470,90.2,143,,Manual,N/A,368.71,66400,Multifamily Housing,1,3166652
1020530090,331,EDGECOMBE AVENUE,MANHATTAN,10031,Yes,11429,81.4,132.5,63.97,ABS,N/A,311.64,62074,Multifamily Housing,1,1061152
3063780019,8635,  21 AVENUE,BROOKLYN,11214,Yes,847,69.5,111.3,0,Manual,N/A,472.43,109630,Multifamily Housing,1,3166996
3050990025,1,TENNIS COURT,BROOKLYN,11226,Yes,3976,99,147.6,631.12,ABS,N/A,361.98,61477,Multifamily Housing,1,3117102
1014690028,1401,YORK AVENUE,MANHATTAN,10021,Yes,282,103.9,155.8,64.04,ABS,N/A,1220.22,144021,Multifamily Housing,1,1045901
