"","BaID","Licencee","Licence","FieldCentre","ActivityStartDate","Number","From","To","Length","fLat","fLong","tLat","tLong","Date","YearMonth","County.From","County.To"
"1","A28L","Athabasca Oil Sands Corp.",53815,"St. Albert","01 Jan 2012",1,"05-32-062-20W5","07-14-063-20W5",7.13,54.4591296516935,-112.340631534189,54.4813782838462,-113.31612475432,2012-01-01,"12-01-01","Smoky Lake County","Athabasca County No. 12"
"2","A28L","Athabasca Oil Sands Corp.",53815,"St. Albert","01 Jan 2012",2,"14-31-062-21W5","05-32-062-20W5",11.18,54.4641062142505,-112.459262910345,54.4591296516935,-112.340631534189,2012-01-01,"12-01-01","Smoky Lake County","Smoky Lake County"
"3","A28L","Athabasca Oil Sands Corp.",53815,"St. Albert","01 Jan 2012",3,"03-05-063-22W5","14-31-062-21W5",9.93,54.4460229239939,-113.4275348612,54.4641062142505,-112.459262910345,2012-01-01,"12-01-01","Athabasca County No. 12","Smoky Lake County"
"4","A28L","Athabasca Oil Sands Corp.",53815,"St. Albert","01 Jan 2012",4,"03-04-063-23W5","03-05-063-22W5",8.39,54.4425870622874,-113.552059318351,54.4460229239939,-113.4275348612,2012-01-01,"12-01-01","Athabasca County No. 12","Athabasca County No. 12"
"5","A28L","Athabasca Oil Sands Corp.",53815,"St. Albert","01 Jan 2012",5,"04-31-062-24W5","03-04-063-23W5",12.19,54.4459622085315,-112.968324618251,54.4425870622874,-113.552059318351,2012-01-01,"12-01-01","Thorhild County No. 7","Athabasca County No. 12"
"6","0G30","ARC Resources Ltd.",16230,"Drayton Valley","10 Jan 2012",12,"13-18-048-08W5","12-18-048-08W5",0.24,53.2364229467272,-110.819730956433,53.2363829625733,-110.825745783604,2012-01-10,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"7","0G30","ARC Resources Ltd.",16230,"Drayton Valley","10 Jan 2012",13,"13-18-048-08W5","12-18-048-08W5",0.24,53.2364229467272,-110.819730956433,53.2363829625733,-110.825745783604,2012-01-10,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"8","0144","ATCO Gas and Pipelines Ltd. (SOUTH)",2594,"St. Albert","04 Jan 2012",267,"08-21-053-25W4","08-21-053-25W4",0.04,53.6263290265418,-113.348659569706,53.6263290265418,-113.348659569706,2012-01-04,"12-01-01","Edmonton","Edmonton"
"9","0144","ATCO Gas and Pipelines Ltd. (SOUTH)",2594,"St. Albert","04 Jan 2012",268,"08-21-053-25W4","08-21-053-25W4",0.04,53.6263290265418,-113.348659569706,53.6263290265418,-113.348659569706,2012-01-04,"12-01-01","Edmonton","Edmonton"
"10","A5E0","Bellatrix Exploration Ltd.",5443,"Drayton Valley","04 Jan 2012",49,"02-25-048-09W5","10-25-048-09W5",1.01,53.2278349825167,-111.916686116577,53.2343017397399,-111.965105789635,2012-01-04,"12-01-01","Beaver County","Beaver County"
"11","0HE9","Canadian Natural Resources Limited",31471,"Grande Prairie","04 Jan 2012",10,"14-27-072-08W6","02-27-072-08W6",1.68,55.3318649850087,-111.836536616871,55.3199327756505,-111.911858437812,2012-01-04,"12-01-01","Lakeland County","Lakeland County"
"12","A5D4","Cenovus Energy Inc.",43648,"Midnapore","06 Jan 2012",27,"14-32-026-18W4","02-32-026-18W4",1.55,51.3357913664722,-111.850452308904,51.3238665508686,-111.919183749617,2012-01-06,"12-01-01","Special Area No. 2","Special Area No. 2"
"13","A5D4","Cenovus Energy Inc.",52116,"Midnapore","03 Jan 2012",20,"11-25-019-15W4","04-25-019-15W4",0.9,50.6912621677091,-112.687920311514,50.689053834634,-112.625188572588,2012-01-03,"12-01-01","Vulcan County","Vulcan County"
"14","A5D4","Cenovus Energy Inc.",52116,"Midnapore","03 Jan 2012",21,"11-25-019-15W4","04-25-019-15W4",0.9,50.6912621677091,-112.687920311514,50.689053834634,-112.625188572588,2012-01-03,"12-01-01","Vulcan County","Vulcan County"
"15","A5D4","Cenovus Energy Inc.",52116,"Midnapore","03 Jan 2012",22,"01-26-019-15W4","04-25-019-15W4",0.55,50.6848120161889,-112.653295119527,50.689053834634,-112.625188572588,2012-01-03,"12-01-01","Vulcan County","Vulcan County"
"16","A5D4","Cenovus Energy Inc.",52116,"Midnapore","03 Jan 2012",23,"01-26-019-15W4","04-25-019-15W4",0.55,50.6848120161889,-112.653295119527,50.689053834634,-112.625188572588,2012-01-03,"12-01-01","Vulcan County","Vulcan County"
"17","A5D4","Cenovus Energy Inc.",53780,"Medicine Hat","05 Jan 2012",1,"16-36-014-14W4","16-01-015-14W4",2.68,50.2883422550487,-112.804443342643,50.3053362165043,-112.019028194072,2012-01-05,"12-01-01","Vulcan County","Newell County No. 4"
"18","A5D4","Cenovus Energy Inc.",53780,"Medicine Hat","05 Jan 2012",2,"16-36-014-14W4","16-01-015-14W4",2.68,50.2883422550487,-112.804443342643,50.3053362165043,-112.019028194072,2012-01-05,"12-01-01","Vulcan County","Newell County No. 4"
"19","A5D4","Cenovus Energy Inc.",53781,"Medicine Hat","05 Jan 2012",1,"16-01-015-14W4","16-36-014-14W4",2.69,50.3053362165043,-112.019028194072,50.2883422550487,-112.804443342643,2012-01-05,"12-01-01","Newell County No. 4","Vulcan County"
"20","A162","Daylight Energy Ltd.",53617,"Grande Prairie","04 Jan 2012",4,"01-36-068-09W6","01-31-068-08W6",1.92,54.9942713901429,-112.266468100814,54.9986028068092,-110.59274021804,2012-01-04,"12-01-01","Lakeland County","Lakeland County"
"21","A162","Daylight Energy Ltd.",53827,"Drayton Valley","04 Jan 2012",1,"01-26-057-19W5","01-26-057-19W5",0.4,53.9797321898082,-113.446270167051,53.9797321898082,-113.446270167051,2012-01-04,"12-01-01","Sturgeon County","Sturgeon County"
"22","A2PJ","Deethree Exploration Ltd.",53672,"Medicine Hat","03 Jan 2012",3,"02-01-003-17W4","02-12-003-17W4",1.79,49.2388652797829,-112.297806879156,49.2625714848689,-112.540832580372,2012-01-03,"12-01-01","Warner County No. 5","Warner County No. 5"
"23","A2PJ","Deethree Exploration Ltd.",53672,"Medicine Hat","03 Jan 2012",4,"02-01-003-17W4","02-12-003-17W4",1.79,49.2388652797829,-112.297806879156,49.2625714848689,-112.540832580372,2012-01-03,"12-01-01","Warner County No. 5","Warner County No. 5"
"24","A2PJ","Deethree Exploration Ltd.",53673,"Medicine Hat","03 Jan 2012",3,"02-12-003-17W4","02-01-003-17W4",1.79,49.2625714848689,-112.540832580372,49.2388652797829,-112.297806879156,2012-01-03,"12-01-01","Warner County No. 5","Warner County No. 5"
"25","0K29","Devon Canada Corporation",15631,"Grande Prairie","04 Jan 2012",237,"01-25-064-10W6","04-30-064-09W6",0.28,54.6192994774373,-112.123913421489,54.6527924565835,-110.75639286202,2012-01-04,"12-01-01","Lakeland County","Bonnyville No. 87"
"26","0026","EnCana Corporation",26195,"Grande Prairie","04 Jan 2012",95,"16-31-078-11W6","02-05-079-11W6",0.9,55.8804709015734,-111.165770312535,55.8734987720344,-111.841005510611,2012-01-04,"12-01-01","Wood Buffalo","Lakeland County"
"27","A1WF","Exoro Energy Inc.",53825,"St. Albert","04 Jan 2012",1,"16-06-060-20W5","05-08-060-20W5",0.91,54.2224431569904,-113.069562195392,54.2152655391596,-112.915315386132,2012-01-04,"12-01-01","Thorhild County No. 7","Thorhild County No. 7"
"28","A1WF","Exoro Energy Inc.",53825,"St. Albert","04 Jan 2012",2,"16-06-060-20W5","05-08-060-20W5",0.91,54.2224431569904,-113.069562195392,54.2152655391596,-112.915315386132,2012-01-04,"12-01-01","Thorhild County No. 7","Thorhild County No. 7"
"29","A2DM","Exshaw Oil Corp.",44757,"Grande Prairie","05 Jan 2012",55,"04-28-077-07W6","16-29-077-07W6",1.46,55.7610143803934,-111.791267418998,55.7700188065149,-111.919388631515,2012-01-05,"12-01-01","Lakeland County","Lakeland County"
"30","A2DM","Exshaw Oil Corp.",44757,"Grande Prairie","05 Jan 2012",56,"04-28-077-07W6","16-29-077-07W6",1.46,55.7610143803934,-111.791267418998,55.7700188065149,-111.919388631515,2012-01-05,"12-01-01","Lakeland County","Lakeland County"
"31","0Z0H","Harvest Operations Corp.",10860,"Wainwright","05 Jan 2012",317,"07-11-048-09W4","02-11-048-09W4",0.22,53.1976488507953,-111.16754973724,53.1937499484639,-111.197496322373,2012-01-05,"12-01-01","Minburn County No. 27","Minburn County No. 27"
"32","0Z0H","Harvest Operations Corp.",53068,"Grande Prairie","04 Jan 2012",4,"01-14-065-24W5","10-13-065-24W5",1.88,54.6339291842517,-113.953777233777,54.6401643774631,-113.985620075106,2012-01-04,"12-01-01","Lesser Slave River No.124","Lesser Slave River No.124"
"33","0Z0H","Harvest Operations Corp.",53068,"Grande Prairie","04 Jan 2012",5,"01-08-066-24W5","13-33-065-24W5",2.37,54.7182868423539,-113.564667072001,54.7167680607517,-112.881921890656,2012-01-04,"12-01-01","South Baptiste","Athabasca County No. 12"
"34","0Z0H","Harvest Operations Corp.",53534,"Grande Prairie","04 Jan 2012",1,"02-20-064-23W5","02-21-064-23W5",1.79,54.5845172189123,-113.112694429787,54.5851206205088,-113.088008461179,2012-01-04,"12-01-01","Athabasca County No. 12","Athabasca County No. 12"
"35","0R46","Husky Oil Operations Limited",23719,"Wainwright","14 Dec 2011",23,"08-19-048-04W4","01-19-048-04W4",0.3,53.235118207568,-110.317450747849,53.2279947745686,-110.275300361122,2011-12-14,"11-12-01","Vermilion River County No. 24","Vermilion River County No. 24"
"36","0R46","Husky Oil Operations Limited",23719,"Wainwright","14 Dec 2011",24,"01-19-048-04W4","16-18-048-04W4",0.5,53.2279947745686,-110.275300361122,53.2421365986897,-110.389574747026,2011-12-14,"11-12-01","Vermilion River County No. 24","Vermilion River County No. 24"
"37","0R46","Husky Oil Operations Limited",23719,"Wainwright","14 Dec 2011",25,"09-24-048-05W4","13-19-048-04W4",0.5,53.2424891192633,-111.354703467078,53.2389503834847,-110.215213483082,2011-12-14,"11-12-01","Minburn County No. 27","Vermilion River County No. 24"
"38","0R46","Husky Oil Operations Limited",23719,"Wainwright","14 Dec 2011",26,"09-24-048-05W4","05-19-048-04W4",0.75,53.2424891192633,-111.354703467078,53.2316330850355,-110.263294095359,2011-12-14,"11-12-01","Minburn County No. 27","Vermilion River County No. 24"
"39","0R46","Husky Oil Operations Limited",23719,"Wainwright","14 Dec 2011",27,"05-19-048-04W4","01-24-048-05W4",0.37,53.2316330850355,-110.263294095359,53.2357835275241,-111.306366808067,2011-12-14,"11-12-01","Vermilion River County No. 24","Minburn County No. 27"
"40","0R46","Husky Oil Operations Limited",23719,"Wainwright","14 Dec 2011",28,"09-19-048-04W4","16-19-048-04W4",0.5,53.2351026334829,-110.32346571631,53.2422096409791,-110.365630793756,2011-12-14,"11-12-01","Vermilion River County No. 24","Vermilion River County No. 24"
"41","0R46","Husky Oil Operations Limited",23719,"Wainwright","14 Dec 2011",29,"16-19-048-04W4","01-30-048-04W4",0.4,53.2422096409791,-110.365630793756,53.2570539041333,-110.012006152785,2011-12-14,"11-12-01","Vermilion River County No. 24","Lloydminster (Part)"
"42","0R46","Husky Oil Operations Limited",23719,"Wainwright","14 Dec 2011",30,"01-24-048-05W4","16-18-048-04W4",2.1,53.2357835275241,-111.306366808067,53.2421365986897,-110.389574747026,2011-12-14,"11-12-01","Minburn County No. 27","Vermilion River County No. 24"
"43","0R46","Husky Oil Operations Limited",23719,"Wainwright","14 Dec 2011",31,"09-19-048-04W4","08-19-048-04W4",0.26,53.2351026334829,-110.32346571631,53.235118207568,-110.317450747849,2011-12-14,"11-12-01","Vermilion River County No. 24","Vermilion River County No. 24"
"44","0R46","Husky Oil Operations Limited",23719,"Wainwright","14 Dec 2011",32,"16-18-048-04W4","06-17-048-04W4",1.1,53.2421365986897,-110.389574747026,53.2136940323611,-110.975062392519,2011-12-14,"11-12-01","Vermilion River County No. 24","Vermilion River County No. 24"
"45","0R46","Husky Oil Operations Limited",53521,"Wainwright","14 Dec 2011",1,"08-19-048-04W4","01-19-048-04W4",0.38,53.235118207568,-110.317450747849,53.2279947745686,-110.275300361122,2011-12-14,"11-12-01","Vermilion River County No. 24","Vermilion River County No. 24"
"46","0R46","Husky Oil Operations Limited",53521,"Wainwright","14 Dec 2011",2,"01-19-048-04W4","16-18-048-04W4",0.62,53.2279947745686,-110.275300361122,53.2421365986897,-110.389574747026,2011-12-14,"11-12-01","Vermilion River County No. 24","Vermilion River County No. 24"
"47","0R46","Husky Oil Operations Limited",53521,"Wainwright","14 Dec 2011",3,"16-18-048-04W4","01-24-048-05W4",2.16,53.2421365986897,-110.389574747026,53.2357835275241,-111.306366808067,2011-12-14,"11-12-01","Vermilion River County No. 24","Minburn County No. 27"
"48","0R46","Husky Oil Operations Limited",53521,"Wainwright","14 Dec 2011",4,"01-24-048-05W4","04-19-048-04W4",0.28,53.2357835275241,-111.306366808067,53.231620143147,-110.269308602187,2011-12-14,"11-12-01","Minburn County No. 27","Vermilion River County No. 24"
"49","A5EB","Marquee Energy Ltd.",52745,"Red Deer","04 Jan 2012",8,"16-10-043-09W5","02-22-043-09W5",2.03,52.7713713980014,-111.293108009768,52.788998217798,-110.925829281419,2012-01-04,"12-01-01","Wainwright No. 61","Wainwright No. 61"
"50","A0A7","Nuvista Energy Ltd.",51026,"Grande Prairie","03 Jan 2012",2,"12-10-066-06W6","04-12-066-06W6",4.08,54.776818264937,-110.753747851936,54.7805382265095,-111.200949234446,2012-01-03,"12-01-01","Lakeland County","Lakeland County"
"51","A0A7","Nuvista Energy Ltd.",53831,"Grande Prairie","03 Jan 2012",1,"04-12-066-06W6","12-10-066-06W6",4.08,54.7805382265095,-111.200949234446,54.776818264937,-110.753747851936,2012-01-03,"12-01-01","Lakeland County","Lakeland County"
"52","0BP8","Penn West Petroleum Ltd.",53749,"Red Deer","04 Jan 2012",1,"15-08-041-06W5","15-08-041-06W5",0.08,52.5979622481543,-110.745960973967,52.5979622481543,-110.745960973967,2012-01-04,"12-01-01","Provost No. 52","Provost No. 52"
"53","A5EL","Petrobakken Energy Ltd.",13907,"Drayton Valley","04 Jan 2012",62,"13-19-049-13W5","04-19-049-13W5",1.4,53.3169220971181,-111.524405381088,53.3090210503509,-111.57836815896,2012-01-04,"12-01-01","Minburn County No. 27","Minburn County No. 27"
"54","0G30","ARC Resources Ltd.",16406,"Drayton Valley","05 Jan 2012",31,"03-25-049-07W5","02-26-049-07W5",1.44,53.3190427017201,-111.635802506412,53.3188044097799,-111.653757833352,2012-01-05,"12-01-01","Minburn County No. 27","Minburn County No. 27"
"55","0G30","ARC Resources Ltd.",16406,"Drayton Valley","05 Jan 2012",32,"03-25-049-07W5","02-26-049-07W5",1.44,53.3190427017201,-111.635802506412,53.3188044097799,-111.653757833352,2012-01-05,"12-01-01","Minburn County No. 27","Minburn County No. 27"
"56","0G30","ARC Resources Ltd.",53586,"Grande Prairie","07 Jan 2012",3,"09-01-066-24W5","08-01-066-24W5",1.52,54.7076091653941,-113.688059830468,54.7077894394735,-113.681841523559,2012-01-07,"12-01-01","Athabasca County No. 12","Athabasca County No. 12"
"57","A28L","Athabasca Oil Sands Corp.",53852,"St. Albert","04 Jan 2012",1,"07-14-063-20W5","05-32-062-20W5",7.13,54.4813782838462,-113.31612475432,54.4591296516935,-112.340631534189,2012-01-04,"12-01-01","Athabasca County No. 12","Smoky Lake County"
"58","A28L","Athabasca Oil Sands Corp.",53852,"St. Albert","04 Jan 2012",2,"05-32-062-20W5","14-31-062-21W5",11.18,54.4591296516935,-112.340631534189,54.4641062142505,-112.459262910345,2012-01-04,"12-01-01","Smoky Lake County","Smoky Lake County"
"59","A28L","Athabasca Oil Sands Corp.",53852,"St. Albert","04 Jan 2012",3,"14-31-062-21W5","03-05-063-22W5",9.93,54.4641062142505,-112.459262910345,54.4460229239939,-113.4275348612,2012-01-04,"12-01-01","Smoky Lake County","Athabasca County No. 12"
"60","A28L","Athabasca Oil Sands Corp.",53852,"St. Albert","04 Jan 2012",4,"03-05-063-22W5","03-04-063-23W5",8.39,54.4460229239939,-113.4275348612,54.4425870622874,-113.552059318351,2012-01-04,"12-01-01","Athabasca County No. 12","Athabasca County No. 12"
"61","A28L","Athabasca Oil Sands Corp.",53852,"St. Albert","04 Jan 2012",5,"03-04-063-23W5","04-31-062-24W5",12.19,54.4425870622874,-113.552059318351,54.4459622085315,-112.968324618251,2012-01-04,"12-01-01","Athabasca County No. 12","Thorhild County No. 7"
"62","A28L","Athabasca Oil Sands Corp.",53852,"St. Albert","04 Jan 2012",6,"04-31-062-24W5","15-33-062-25W5",6.22,54.4459622085315,-112.968324618251,54.4524238276593,-113.000797308965,2012-01-04,"12-01-01","Thorhild County No. 7","Thorhild County No. 7"
"63","A28L","Athabasca Oil Sands Corp.",53852,"St. Albert","04 Jan 2012",7,"15-33-062-25W5","05-05-063-25W5",5.12,54.4524238276593,-113.000797308965,54.4374693604552,-113.850425363807,2012-01-04,"12-01-01","Thorhild County No. 7","Westlock County"
"64","A12R","Birchcliff Energy Ltd.",36665,"Grande Prairie","03 Jan 2012",33,"04-25-077-12W6","07-25-077-12W6",1.13,55.7495825090623,-112.485368831388,55.7499477567885,-112.466219108824,2012-01-03,"12-01-01","Lakeland County","Lakeland County"
"65","A12R","Birchcliff Energy Ltd.",51793,"Grande Prairie","03 Jan 2012",22,"13-34-077-12W6","06-03-078-12W6",1.46,55.7904601870343,-111.081236689435,55.7888973163187,-111.914946624049,2012-01-03,"12-01-01","Wood Buffalo","Lakeland County"
"66","A5RX","Bonavista Energy Corporation",12402,"Red Deer","06 Jan 2012",39,"10-04-034-05W5","09-33-033-05W5",1.5,51.9689983357012,-110.856960797274,51.9566839196302,-110.129669805432,2012-01-06,"12-01-01","Special Area No. 4","Special Area No. 4"
"67","A5RX","Bonavista Energy Corporation",12402,"Red Deer","06 Jan 2012",40,"09-33-033-05W5","05-34-033-05W5",0.56,51.9566839196302,-110.129669805432,51.9531309449654,-110.047949931078,2012-01-06,"12-01-01","Special Area No. 4","Special Area No. 4"
"68","A5RX","Bonavista Energy Corporation",38135,"Red Deer","06 Jan 2012",6,"06-28-042-05W5","08-28-042-05W5",1.13,52.7156837601762,-111.367862816487,52.7186179274962,-111.427413433055,2012-01-06,"12-01-01","Flagstaff County","Flagstaff County"
"69","0Z2Z","Celtic Exploration Ltd.",47788,"St. Albert","05 Jan 2012",36,"15-21-060-19W5","16-21-060-19W5",0.23,54.2623283112321,-112.389205364002,54.262677703242,-112.555655970815,2012-01-05,"12-01-01","Smoky Lake County","Smoky Lake County"
"70","0K29","Devon Canada Corporation",53728,"Wainwright","06 Jan 2012",1,"05-15-046-01W4","07-15-046-01W4",0.74,53.0422175114437,-110.496046758864,53.0422651003479,-110.484069764125,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"71","0K29","Devon Canada Corporation",53728,"Wainwright","06 Jan 2012",2,"07-15-046-01W4","05-14-046-01W4",0.76,53.0422651003479,-110.484069764125,53.0423110699876,-110.472211918249,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"72","0K29","Devon Canada Corporation",53728,"Wainwright","06 Jan 2012",3,"05-14-046-01W4","02-14-046-01W4",0.96,53.0423110699876,-110.472211918249,53.0386287943713,-110.490137194375,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"73","0K29","Devon Canada Corporation",53728,"Wainwright","06 Jan 2012",4,"02-14-046-01W4","08-14-046-01W4",0.77,53.0386287943713,-110.490137194375,53.0457051089793,-110.526151505637,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"74","0K29","Devon Canada Corporation",53728,"Wainwright","06 Jan 2012",5,"15-14-046-01W4","16-14-046-01W4",0.28,53.0497502279573,-110.412394182499,53.0527157088146,-110.574157166682,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"75","0K29","Devon Canada Corporation",53728,"Wainwright","06 Jan 2012",6,"16-14-046-01W4","08-14-046-01W4",0.77,53.0527157088146,-110.574157166682,53.0457051089793,-110.526151505637,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"76","0K29","Devon Canada Corporation",53748,"Wainwright","06 Jan 2012",1,"14-10-046-01W4","11-10-046-01W4",0.27,53.0360618817833,-109.989275602059,53.0323964321973,-110.115009633837,2012-01-06,"12-01-01",NA,"Vermilion River County No. 24"
"77","0K29","Devon Canada Corporation",53748,"Wainwright","06 Jan 2012",2,"09-10-046-01W4","10-10-046-01W4",0.41,53.0324070187869,-110.10303506533,53.0324018708404,-110.109022350303,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"78","0K29","Devon Canada Corporation",53748,"Wainwright","06 Jan 2012",3,"10-10-046-01W4","11-10-046-01W4",0.32,53.0324018708404,-110.109022350303,53.0323964321973,-110.115009633837,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"79","0K29","Devon Canada Corporation",53748,"Wainwright","06 Jan 2012",4,"11-10-046-01W4","03-10-046-01W4",0.71,53.0323964321973,-110.115009633837,53.0252072297808,-110.06710031428,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"80","0K29","Devon Canada Corporation",53748,"Wainwright","06 Jan 2012",5,"05-12-046-01W4","02-11-046-01W4",0.73,53.0424843689833,-110.424541945383,53.0252198496585,-110.037287887055,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"81","0K29","Devon Canada Corporation",53748,"Wainwright","06 Jan 2012",6,"02-11-046-01W4","03-11-046-01W4",0.45,53.0252198496585,-110.037287887055,53.0252178939846,-110.043274199909,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"82","0K29","Devon Canada Corporation",53748,"Wainwright","06 Jan 2012",7,"03-11-046-01W4","04-11-046-01W4",0.36,53.0252178939846,-110.043274199909,53.0288351777722,-110.025317337658,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"83","0K29","Devon Canada Corporation",53748,"Wainwright","06 Jan 2012",8,"04-11-046-01W4","01-10-046-01W4",0.35,53.0288351777722,-110.025317337658,53.0252131640386,-110.055127693251,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"84","0K29","Devon Canada Corporation",53748,"Wainwright","06 Jan 2012",9,"01-10-046-01W4","03-10-046-01W4",0.74,53.0252131640386,-110.055127693251,53.0252072297808,-110.06710031428,2012-01-06,"12-01-01","Vermilion River County No. 24","Vermilion River County No. 24"
"85","0026","EnCana Corporation",50987,"Red Deer","05 Jan 2012",82,"09-09-035-21W4","09-09-035-21W4",0.1,52.037666806133,-112.950680527398,52.037666806133,-112.950680527398,2012-01-05,"12-01-01","Stettler County No. 6","Stettler County No. 6"
"86","0026","EnCana Corporation",50987,"Red Deer","05 Jan 2012",96,"10-25-035-22W4","16-25-035-22W4",0.66,52.0586387498794,-113.752944361446,52.0647601615666,-113.788650829213,2012-01-05,"12-01-01","Red Deer County","Red Deer County"
"87","0026","EnCana Corporation",50987,"Red Deer","05 Jan 2012",102,"11-31-035-21W4","14-31-035-21W4",0.32,52.1063088452336,-112.453039463032,52.112346653753,-112.330132478464,2012-01-05,"12-01-01","Stettler County No. 6","Stettler County No. 6"
"88","A5RD","Enerplus Corporation",5989,"Drayton Valley","05 Jan 2012",51,"14-21-046-07W5","08-21-046-07W5",1.14,53.0633850856017,-110.594388072641,53.0592063557272,-110.702172693625,2012-01-05,"12-01-01","Wainwright No. 61","Wainwright No. 61"
"89","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",141,"02-27-040-10W4","15-22-040-10W4",0.45,52.5277230136158,-112.076600397364,52.5378429376842,-110.986524156125,2012-01-05,"12-01-01","Flagstaff County","Provost No. 52"
"90","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",142,"02-27-040-10W4","15-22-040-10W4",0.45,52.5277230136158,-112.076600397364,52.5378429376842,-110.986524156125,2012-01-05,"12-01-01","Flagstaff County","Provost No. 52"
"91","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",145,"10-22-040-10W4","10-22-040-10W4",0.22,52.5331641765122,-111.11075964189,52.5331641765122,-111.11075964189,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"92","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",146,"11-22-040-10W4","10-22-040-10W4",0.22,52.5331102341727,-111.116679260834,52.5331641765122,-111.11075964189,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"93","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",147,"10-22-040-10W4","10-22-040-10W4",0.08,52.5331641765122,-111.11075964189,52.5331641765122,-111.11075964189,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"94","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",148,"16-22-040-10W4","15-22-040-10W4",0.26,52.5400603395738,-111.146462339084,52.5378429376842,-110.986524156125,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"95","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",149,"16-22-040-10W4","15-22-040-10W4",0.26,52.5400603395738,-111.146462339084,52.5378429376842,-110.986524156125,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"96","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",150,"16-22-040-10W4","16-22-040-10W4",0.05,52.5400603395738,-111.146462339084,52.5400603395738,-111.146462339084,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"97","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",151,"15-22-040-10W4","16-22-040-10W4",0.08,52.5378429376842,-110.986524156125,52.5400603395738,-111.146462339084,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"98","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",152,"09-22-040-10W4","16-22-040-10W4",0.21,52.5332178321735,-111.104840008707,52.5400603395738,-111.146462339084,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"99","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",153,"09-22-040-10W4","16-22-040-10W4",0.3,52.5332178321735,-111.104840008707,52.5400603395738,-111.146462339084,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"100","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",154,"10-22-040-10W4","16-22-040-10W4",0.69,52.5331641765122,-111.11075964189,52.5400603395738,-111.146462339084,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"101","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",155,"14-22-040-10W4","03-27-040-10W4",0.43,52.5377950111404,-110.992444536236,52.5276223034817,-112.082517623783,2012-01-05,"12-01-01","Provost No. 52","Flagstaff County"
"102","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",156,"15-22-040-10W4","14-22-040-10W4",0.51,52.5378429376842,-110.986524156125,52.5377950111404,-110.992444536236,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"103","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",157,"14-22-040-10W4","15-22-040-10W4",0.51,52.5377950111404,-110.992444536236,52.5378429376842,-110.986524156125,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
"104","0R46","Husky Oil Operations Limited",24255,"Wainwright","05 Jan 2012",160,"13-22-040-10W4","14-22-040-10W4",0.53,52.5377467978665,-110.998364903619,52.5377950111404,-110.992444536236,2012-01-05,"12-01-01","Provost No. 52","Provost No. 52"
