timestamp, sensor, data_name, data_display, data_raw
"2017-03-20T23:40:33Z", Altimeter (Barometer), Relative Altitude, -0.199462890625 Meters, -0.199462890625
"2017-03-20T23:40:33Z", Altimeter (Barometer), Pressure, 101.088714599609 kPa, 101.0887145996094
"2017-03-20T23:40:34Z", Acceleration (via Gravity), x, 0.07299345731735229, 0.0729934573173523
"2017-03-20T23:40:34Z", Acceleration (via Gravity), y, 0.9962345361709595, 0.996234536170959
"2017-03-20T23:40:34Z", Acceleration (via Gravity), z, 0.04678332060575485, 0.0467833206057549
"2017-03-20T23:40:34Z", Acceleration (via User), x, 0.1018722653388977, 0.101872265338898
"2017-03-20T23:40:34Z", Acceleration (via User), y, -0.06116069480776787, -0.0611606948077679
"2017-03-20T23:40:34Z", Acceleration (via User), z, 0.04479993134737015, 0.0447999313473701
"2017-03-20T23:40:34Z", Altimeter (Barometer), Relative Altitude, -0.29969596862793 Meters, -0.2996959686279297
"2017-03-20T23:40:34Z", Altimeter (Barometer), Pressure, 101.089912414551 kPa, 101.0899124145508
"2017-03-20T23:40:35Z", Altimeter (Barometer), Relative Altitude, -0.801351547241211 Meters, -0.8013515472412109
"2017-03-20T23:40:35Z", Altimeter (Barometer), Pressure, 101.095932006836 kPa, 101.0959320068359
"2017-03-20T23:40:35Z", Magnetometer (raw), x, 25.3807373046875, 25.3807373046875
"2017-03-20T23:40:35Z", Magnetometer (raw), y, 30.74710083007812, 30.7471008300781
"2017-03-20T23:40:35Z", Magnetometer (raw), z, -386.609375, -386.609375
"2017-03-20T23:40:36Z", Gyrometer (raw), x, -0.3669369928938426, -0.366936992893843
"2017-03-20T23:40:36Z", Gyrometer (raw), y, 0.21661486516432, 0.21661486516432
"2017-03-20T23:40:36Z", Gyrometer (raw), z, -1.516016434752512, -1.51601643475251
"2017-03-20T23:40:36Z", Microphone, Left Channel Level, -8.899612 dB, -8.89961
"2017-03-20T23:40:36Z", Microphone, Right Channel Level, -8.899612 dB, -8.89961
"2017-03-20T23:40:36Z", GPS, Enabled, Yes, true
"2017-03-20T23:40:36Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2017-03-20T23:40:36Z", GPS, Latitude, 40.75288757983491, 40.7528875798349
"2017-03-20T23:40:36Z", GPS, Longitude, -73.99286739399889, -73.9928673939989
"2017-03-20T23:40:36Z", GPS, Altitude, 18.39690399169922 Meters, 18.3969039916992
"2017-03-20T23:40:36Z", GPS, Floor, No Data, NULL
"2017-03-20T23:40:36Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2017-03-20T23:40:36Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2017-03-20T23:40:36Z", Altimeter (Barometer), Relative Altitude, -0.83660888671875 Meters, -0.83660888671875
"2017-03-20T23:40:36Z", Altimeter (Barometer), Pressure, 101.096351623535 kPa, 101.0963516235352
"2017-03-20T23:40:37Z", Altimeter (Barometer), Relative Altitude, -0.83660888671875 Meters, -0.83660888671875
"2017-03-20T23:40:37Z", Altimeter (Barometer), Pressure, 101.096351623535 kPa, 101.0963516235352
"2017-03-20T23:40:38Z", Acceleration (via Gravity), x, 0.1741343289613724, 0.174134328961372
"2017-03-20T23:40:38Z", Acceleration (via Gravity), y, 0.9842506647109985, 0.984250664710999
"2017-03-20T23:40:38Z", Acceleration (via Gravity), z, -0.03046038933098316, -0.0304603893309832
"2017-03-20T23:40:38Z", Acceleration (via User), x, -0.03944500163197517, -0.0394450016319752
"2017-03-20T23:40:38Z", Acceleration (via User), y, 0.01886211335659027, 0.0188621133565903
"2017-03-20T23:40:38Z", Acceleration (via User), z, -0.02293011359870434, -0.0229301135987043
"2017-03-20T23:40:38Z", Altimeter (Barometer), Relative Altitude, -0.464399337768555 Meters, -0.4643993377685547
"2017-03-20T23:40:38Z", Altimeter (Barometer), Pressure, 101.091888427734 kPa, 101.0918884277344
"2017-03-20T23:40:39Z", Altimeter (Barometer), Relative Altitude, -0.443748474121094 Meters, -0.4437484741210938
"2017-03-20T23:40:39Z", Altimeter (Barometer), Pressure, 101.091644287109 kPa, 101.0916442871094
"2017-03-20T23:40:40Z", Altimeter (Barometer), Relative Altitude, -0.336969375610352 Meters, -0.3369693756103516
"2017-03-20T23:40:40Z", Altimeter (Barometer), Pressure, 101.090362548828 kPa, 101.0903625488281
"2017-03-20T23:40:40Z", Magnetometer (raw), x, 29.05586242675781, 29.0558624267578
"2017-03-20T23:40:40Z", Magnetometer (raw), y, 30.8662109375, 30.8662109375
"2017-03-20T23:40:40Z", Magnetometer (raw), z, -401.3049011230469, -401.304901123047
"2017-03-20T23:40:41Z", Gyrometer (raw), x, 0.9651016158532701, 0.96510161585327
"2017-03-20T23:40:41Z", Gyrometer (raw), y, -0.1007460524571525, -0.100746052457153
"2017-03-20T23:40:41Z", Gyrometer (raw), z, 0.9321769552966205, 0.93217695529662
"2017-03-20T23:40:41Z", Microphone, Left Channel Level, -5.525158 dB, -5.52516
"2017-03-20T23:40:41Z", Microphone, Right Channel Level, -5.525158 dB, -5.52516
"2017-03-20T23:40:41Z", Altimeter (Barometer), Relative Altitude, -0.336969375610352 Meters, -0.3369693756103516
"2017-03-20T23:40:41Z", Altimeter (Barometer), Pressure, 101.090362548828 kPa, 101.0903625488281
"2017-03-20T23:40:42Z", Altimeter (Barometer), Relative Altitude, -0.513256072998047 Meters, -0.5132560729980469
"2017-03-20T23:40:42Z", Altimeter (Barometer), Pressure, 101.092475891113 kPa, 101.0924758911133
"2017-03-20T23:40:42Z", GPS, Enabled, Yes, true
"2017-03-20T23:40:42Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2017-03-20T23:40:42Z", GPS, Latitude, 40.75279504220671, 40.7527950422067
"2017-03-20T23:40:42Z", GPS, Longitude, -73.99293293790073, -73.9929329379007
"2017-03-20T23:40:42Z", GPS, Altitude, 18.87123870849609 Meters, 18.8712387084961
"2017-03-20T23:40:42Z", GPS, Floor, No Data, NULL
"2017-03-20T23:40:42Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2017-03-20T23:40:42Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2017-03-20T23:40:43Z", Acceleration (via Gravity), x, 0.3620968759059906, 0.362096875905991
"2017-03-20T23:40:43Z", Acceleration (via Gravity), y, 0.8937585353851318, 0.893758535385132
"2017-03-20T23:40:43Z", Acceleration (via Gravity), z, 0.2647290825843811, 0.264729082584381
"2017-03-20T23:40:43Z", Acceleration (via User), x, 0.2094515860080719, 0.209451586008072
"2017-03-20T23:40:43Z", Acceleration (via User), y, 0.1647436320781708, 0.164743632078171
"2017-03-20T23:40:43Z", Acceleration (via User), z, 0.0938219279050827, 0.0938219279050827
"2017-03-20T23:40:43Z", Altimeter (Barometer), Relative Altitude, -0.567651748657227 Meters, -0.5676517486572266
"2017-03-20T23:40:43Z", Altimeter (Barometer), Pressure, 101.093124389648 kPa, 101.0931243896484
"2017-03-20T23:40:44Z", Altimeter (Barometer), Relative Altitude, -0.625574111938477 Meters, -0.6255741119384766
"2017-03-20T23:40:44Z", Altimeter (Barometer), Pressure, 101.093818664551 kPa, 101.0938186645508
"2017-03-20T23:40:45Z", Altimeter (Barometer), Relative Altitude, -0.684000015258789 Meters, -0.6840000152587891
"2017-03-20T23:40:45Z", Altimeter (Barometer), Pressure, 101.094520568848 kPa, 101.0945205688477
"2017-03-20T23:40:45Z", Magnetometer (raw), x, 31.61676025390625, 31.6167602539062
"2017-03-20T23:40:45Z", Magnetometer (raw), y, 41.75909423828125, 41.7590942382812
"2017-03-20T23:40:45Z", Magnetometer (raw), z, -385.85107421875, -385.85107421875
"2017-03-20T23:40:46Z", Gyrometer (raw), x, 1.256363821108075, 1.25636382110808
"2017-03-20T23:40:46Z", Gyrometer (raw), y, 1.242160117750247, 1.24216011775025
"2017-03-20T23:40:46Z", Gyrometer (raw), z, 0.2297506409250269, 0.229750640925027
"2017-03-20T23:40:46Z", Microphone, Left Channel Level, -3.968803 dB, -3.9688
"2017-03-20T23:40:46Z", Microphone, Right Channel Level, -3.968803 dB, -3.9688
"2017-03-20T23:40:46Z", Altimeter (Barometer), Relative Altitude, -0.684000015258789 Meters, -0.6840000152587891
"2017-03-20T23:40:46Z", Altimeter (Barometer), Pressure, 101.094520568848 kPa, 101.0945205688477
"2017-03-20T23:40:47Z", Altimeter (Barometer), Relative Altitude, -0.0755558013916016 Meters, -0.07555580139160156
"2017-03-20T23:40:47Z", Altimeter (Barometer), Pressure, 101.087226867676 kPa, 101.0872268676758
"2017-03-20T23:40:47Z", Acceleration (via Gravity), x, 0.2995127141475677, 0.299512714147568
"2017-03-20T23:40:47Z", Acceleration (via Gravity), y, 0.93691486120224, 0.93691486120224
"2017-03-20T23:40:47Z", Acceleration (via Gravity), z, -0.1802294254302979, -0.180229425430298
"2017-03-20T23:40:47Z", Acceleration (via User), x, -0.1594828069210052, -0.159482806921005
"2017-03-20T23:40:47Z", Acceleration (via User), y, -0.04133077338337898, -0.041330773383379
"2017-03-20T23:40:47Z", Acceleration (via User), z, 0.1012804433703423, 0.101280443370342
"2017-03-20T23:40:48Z", Altimeter (Barometer), Relative Altitude, -0.0755558013916016 Meters, -0.07555580139160156
"2017-03-20T23:40:48Z", Altimeter (Barometer), Pressure, 101.087226867676 kPa, 101.0872268676758
"2017-03-20T23:40:48Z", Altimeter (Barometer), Relative Altitude, -0.35711669921875 Meters, -0.35711669921875
"2017-03-20T23:40:48Z", Altimeter (Barometer), Pressure, 101.090599060059 kPa, 101.0905990600586
"2017-03-20T23:40:49Z", GPS, Enabled, Yes, true
"2017-03-20T23:40:49Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2017-03-20T23:40:49Z", GPS, Latitude, 40.75287981619141, 40.7528798161914
"2017-03-20T23:40:49Z", GPS, Longitude, -73.99283336822266, -73.9928333682227
"2017-03-20T23:40:49Z", GPS, Altitude, 19.12644004821777 Meters, 19.1264400482178
"2017-03-20T23:40:49Z", GPS, Floor, No Data, NULL
"2017-03-20T23:40:49Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2017-03-20T23:40:49Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2017-03-20T23:40:49Z", Altimeter (Barometer), Relative Altitude, -0.35711669921875 Meters, -0.35711669921875
"2017-03-20T23:40:49Z", Altimeter (Barometer), Pressure, 101.090599060059 kPa, 101.0905990600586
"2017-03-20T23:40:50Z", Altimeter (Barometer), Relative Altitude, -0.342004776000977 Meters, -0.3420047760009766
"2017-03-20T23:40:50Z", Altimeter (Barometer), Pressure, 101.090423583984 kPa, 101.0904235839844
"2017-03-20T23:40:50Z", Magnetometer (raw), x, 46.29867553710938, 46.2986755371094
"2017-03-20T23:40:50Z", Magnetometer (raw), y, 23.67987060546875, 23.6798706054688
"2017-03-20T23:40:50Z", Magnetometer (raw), z, -383.7879333496094, -383.787933349609
"2017-03-20T23:40:51Z", Gyrometer (raw), x, 0.3523428701202084, 0.352342870120208
"2017-03-20T23:40:51Z", Gyrometer (raw), y, 0.6104958577548214, 0.610495857754821
"2017-03-20T23:40:51Z", Gyrometer (raw), z, 0.4494822035130666, 0.449482203513067
"2017-03-20T23:40:51Z", Microphone, Left Channel Level, -4.183673 dB, -4.18367
"2017-03-20T23:40:51Z", Microphone, Right Channel Level, -4.183673 dB, -4.18367
"2017-03-20T23:40:51Z", Altimeter (Barometer), Relative Altitude, -0.282571792602539 Meters, -0.2825717926025391
"2017-03-20T23:40:51Z", Altimeter (Barometer), Pressure, 101.089714050293 kPa, 101.089714050293
"2017-03-20T23:40:52Z", Acceleration (via Gravity), x, 0.1986629813909531, 0.198662981390953
"2017-03-20T23:40:52Z", Acceleration (via Gravity), y, 0.9738385677337646, 0.973838567733765
"2017-03-20T23:40:52Z", Acceleration (via Gravity), z, 0.1103243827819824, 0.110324382781982
"2017-03-20T23:40:52Z", Acceleration (via User), x, 0.03369786217808723, 0.0336978621780872
"2017-03-20T23:40:52Z", Acceleration (via User), y, -0.007438418921083212, -0.00743841892108321
"2017-03-20T23:40:52Z", Acceleration (via User), z, 0.009838581085205078, 0.00983858108520508
