"","X","Geography","Median.Household.Income","Income.Bucket","Color"
"860",860,"Census Tract 226, New York County, New York",33794,"Second-Lowest Quintile","#ECECEC"
"861",861,"Census Tract 1022, Kings County, New York",51827,"Middle Quintile","#DEDEDE"
"862",862,"Census Tract 55.01, New York County, New York",111654,"Highest Quintile","#9C9C9C"
"863",863,"Census Tract 208, New York County, New York",35466,"Second-Lowest Quintile","#EBEBEB"
"864",864,"Census Tract 77, Bronx County, New York",38472,"Second-Lowest Quintile","#E9E9E9"
"865",865,"Census Tract 75, Bronx County, New York",24291,"Lowest Quintile","#F2F2F2"
"866",866,"Census Tract 73, Bronx County, New York",26364,"Lowest Quintile","#F1F1F1"
"867",867,"Census Tract 79, Bronx County, New York",16161,"Lowest Quintile","#F7F7F7"
"868",868,"Census Tract 132, Queens County, New York",56071,"Second-Highest Quintile","#DBDBDB"
"869",869,"Census Tract 356.01, Kings County, New York",48478,"Middle Quintile","#E1E1E1"
"870",870,"Census Tract 616, Kings County, New York",70847,"Second-Highest Quintile","#CDCDCD"
"871",871,"Census Tract 375.04, Bronx County, New York",19500,"Lowest Quintile","#F5F5F5"
"872",872,"Census Tract 537, Kings County, New York",30938,"Lowest Quintile","#EFEFEF"
"873",873,"Census Tract 265, Bronx County, New York",23968,"Lowest Quintile","#F3F3F3"
"874",874,"Census Tract 422, Kings County, New York",46190,"Middle Quintile","#E2E2E2"
"875",875,"Census Tract 438, Kings County, New York",45594,"Middle Quintile","#E3E3E3"
"876",876,"Census Tract 1502, Kings County, New York",83875,"Highest Quintile","#C0C0C0"
"877",877,"Census Tract 382, Bronx County, New York",48068,"Middle Quintile","#E1E1E1"
"878",878,"Census Tract 494, Kings County, New York",43596,"Second-Lowest Quintile","#E4E4E4"
"879",879,"Census Tract 75, Queens County, New York",34386,"Second-Lowest Quintile","#ECECEC"
"880",880,"Census Tract 77, Queens County, New York",64732,"Second-Highest Quintile","#D3D3D3"
"881",881,"Census Tract 332.02, Bronx County, New York",22625,"Lowest Quintile","#F3F3F3"
"882",882,"Census Tract 455, Queens County, New York",49281,"Middle Quintile","#E0E0E0"
"883",883,"Census Tract 562, Queens County, New York",62260,"Second-Highest Quintile","#D5D5D5"
"884",884,"Census Tract 564, Queens County, New York",66823,"Second-Highest Quintile","#D1D1D1"
"885",885,"Census Tract 630, Queens County, New York",85078,"Highest Quintile","#BFBFBF"
"886",886,"Census Tract 309.04, Queens County, New York",54611,"Middle Quintile","#DCDCDC"
"887",887,"Census Tract 492, Queens County, New York",49816,"Middle Quintile","#E0E0E0"
"888",888,"Census Tract 122, Queens County, New York",46025,"Middle Quintile","#E3E3E3"
"889",889,"Census Tract 144, Queens County, New York",54291,"Middle Quintile","#DCDCDC"
"890",890,"Census Tract 150, Queens County, New York",69135,"Second-Highest Quintile","#CECECE"
"891",891,"Census Tract 385, Kings County, New York",28702,"Lowest Quintile","#F0F0F0"
"892",892,"Census Tract 301, Kings County, New York",41646,"Second-Lowest Quintile","#E6E6E6"
"893",893,"Census Tract 120, Queens County, New York",64102,"Second-Highest Quintile","#D3D3D3"
"894",894,"Census Tract 148, Queens County, New York",55822,"Middle Quintile","#DBDBDB"
"895",895,"Census Tract 31, Bronx County, New York",33603,"Second-Lowest Quintile","#ECECEC"
"896",896,"Census Tract 83, Bronx County, New York",25172,"Lowest Quintile","#F2F2F2"
"897",897,"Census Tract 52, Bronx County, New York",33750,"Second-Lowest Quintile","#ECECEC"
"898",898,"Census Tract 929, Queens County, New York",76797,"Highest Quintile","#C7C7C7"
"899",899,"Census Tract 134, New York County, New York",100653,"Highest Quintile","#ABABAB"
"900",900,"Census Tract 131, Kings County, New York",91667,"Highest Quintile","#B7B7B7"
"901",901,"Census Tract 141, Kings County, New York",78674,"Highest Quintile","#C5C5C5"
"902",902,"Census Tract 149, Kings County, New York",90175,"Highest Quintile","#B9B9B9"
"903",903,"Census Tract 145, Kings County, New York",49842,"Middle Quintile","#E0E0E0"
"904",904,"Census Tract 147, Kings County, New York",60184,"Second-Highest Quintile","#D7D7D7"
"905",905,"Census Tract 92, New York County, New York",104023,"Highest Quintile","#A6A6A6"
"906",906,"Census Tract 114.01, New York County, New York",116576,"Highest Quintile","#969696"
"907",907,"Census Tract 1463, Queens County, New York",69427,"Second-Highest Quintile","#CECECE"
"908",908,"Census Tract 253, Kings County, New York",44084,"Middle Quintile","#E4E4E4"
"909",909,"Census Tract 1467, Queens County, New York",56781,"Second-Highest Quintile","#DADADA"
"910",910,"Census Tract 206, Kings County, New York",63173,"Second-Highest Quintile","#D4D4D4"
"911",911,"Census Tract 1008.01, Queens County, New York",68581,"Second-Highest Quintile","#CFCFCF"
"912",912,"Census Tract 1, Bronx County, New York",0,"Lowest Quintile","#FFFFFF"
"913",913,"Census Tract 1, New York County, New York",0,"Lowest Quintile","#FFFFFF"
"914",914,"Census Tract 448, Kings County, New York",44866,"Middle Quintile","#E3E3E3"
"915",915,"Census Tract 450, Kings County, New York",38643,"Second-Lowest Quintile","#E8E8E8"
"916",916,"Census Tract 802, Kings County, New York",41042,"Second-Lowest Quintile","#E7E7E7"
"917",917,"Census Tract 758, Kings County, New York",93676,"Highest Quintile","#B4B4B4"
"918",918,"Census Tract 1151, Queens County, New York",92614,"Highest Quintile","#B6B6B6"
"919",919,"Census Tract 1171, Queens County, New York",53404,"Middle Quintile","#DDDDDD"
"920",920,"Census Tract 405, Queens County, New York",51853,"Middle Quintile","#DEDEDE"
"921",921,"Census Tract 407, Queens County, New York",47094,"Middle Quintile","#E2E2E2"
"922",922,"Census Tract 409, Queens County, New York",29129,"Lowest Quintile","#F0F0F0"
"923",923,"Census Tract 131, New York County, New York",101799,"Highest Quintile","#A9A9A9"
"924",924,"Census Tract 137, New York County, New York",117242,"Highest Quintile","#959595"
"925",925,"Census Tract 628, Kings County, New York",71797,"Second-Highest Quintile","#CCCCCC"
"926",926,"Census Tract 717.01, Queens County, New York",52608,"Middle Quintile","#DDDDDD"
"927",927,"Census Tract 717.02, Queens County, New York",50664,"Middle Quintile","#DFDFDF"
"928",928,"Census Tract 255, Queens County, New York",56354,"Second-Highest Quintile","#DADADA"
"929",929,"Census Tract 257, Queens County, New York",64940,"Second-Highest Quintile","#D2D2D2"
"930",930,"Census Tract 263, Queens County, New York",47791,"Middle Quintile","#E1E1E1"
"931",931,"Census Tract 265, Queens County, New York",42528,"Second-Lowest Quintile","#E5E5E5"
"932",932,"Census Tract 291, Queens County, New York",50413,"Middle Quintile","#DFDFDF"
"933",933,"Census Tract 293, Queens County, New York",72750,"Second-Highest Quintile","#CBCBCB"
"934",934,"Census Tract 309.02, Queens County, New York",48936,"Middle Quintile","#E0E0E0"
"935",935,"Census Tract 513, Queens County, New York",51094,"Middle Quintile","#DFDFDF"
"936",936,"Census Tract 177, New York County, New York",52727,"Middle Quintile","#DDDDDD"
"937",937,"Census Tract 185, New York County, New York",78966,"Highest Quintile","#C5C5C5"
"938",938,"Census Tract 210.02, Bronx County, New York",47280,"Middle Quintile","#E2E2E2"
"939",939,"Census Tract 212, Bronx County, New York",50578,"Middle Quintile","#DFDFDF"
"940",940,"Census Tract 388, Bronx County, New York",36816,"Second-Lowest Quintile","#EAEAEA"
"941",941,"Census Tract 390, Bronx County, New York",35729,"Second-Lowest Quintile","#EBEBEB"
"942",942,"Census Tract 386, Bronx County, New York",41885,"Second-Lowest Quintile","#E6E6E6"
"943",943,"Census Tract 283, Kings County, New York",16118,"Lowest Quintile","#F7F7F7"
"944",944,"Census Tract 65, New York County, New York",66079,"Second-Highest Quintile","#D1D1D1"
"945",945,"Census Tract 377, Kings County, New York",46584,"Middle Quintile","#E2E2E2"
"946",946,"Census Tract 373, Kings County, New York",27263,"Lowest Quintile","#F1F1F1"
"947",947,"Census Tract 375, Kings County, New York",40323,"Second-Lowest Quintile","#E7E7E7"
"948",948,"Census Tract 294, Queens County, New York",65986,"Second-Highest Quintile","#D1D1D1"
"949",949,"Census Tract 227.01, Bronx County, New York",32436,"Second-Lowest Quintile","#EDEDED"
"950",950,"Census Tract 229.01, Bronx County, New York",27908,"Lowest Quintile","#F1F1F1"
"951",951,"Census Tract 458, Queens County, New York",66875,"Second-Highest Quintile","#D1D1D1"
"952",952,"Census Tract 466, Queens County, New York",60943,"Second-Highest Quintile","#D6D6D6"
"953",953,"Census Tract 245.01, Bronx County, New York",26168,"Lowest Quintile","#F2F2F2"
"954",954,"Census Tract 232, New York County, New York",22955,"Lowest Quintile","#F3F3F3"
"955",955,"Census Tract 683, Queens County, New York",49167,"Middle Quintile","#E0E0E0"
"956",956,"Census Tract 198, New York County, New York",51042,"Middle Quintile","#DFDFDF"
"957",957,"Census Tract 200, New York County, New York",47530,"Middle Quintile","#E1E1E1"
"958",958,"Census Tract 75, Kings County, New York",82250,"Highest Quintile","#C2C2C2"
"959",959,"Census Tract 145, New York County, New York",126406,"Highest Quintile","#8A8A8A"
"960",960,"Census Tract 149, New York County, New York",127672,"Highest Quintile","#888888"
"961",961,"Census Tract 169, Queens County, New York",61346,"Second-Highest Quintile","#D6D6D6"
"962",962,"Census Tract 46, Bronx County, New York",22146,"Lowest Quintile","#F4F4F4"
"963",963,"Census Tract 343, Kings County, New York",19452,"Lowest Quintile","#F5F5F5"
"964",964,"Census Tract 345, Kings County, New York",42095,"Second-Lowest Quintile","#E6E6E6"
"965",965,"Census Tract 112, Kings County, New York",24819,"Lowest Quintile","#F2F2F2"
"966",966,"Census Tract 310, Bronx County, New York",90461,"Highest Quintile","#B9B9B9"
"967",967,"Census Tract 71, Kings County, New York",37878,"Second-Lowest Quintile","#E9E9E9"
"968",968,"Census Tract 127, Kings County, New York",24656,"Lowest Quintile","#F2F2F2"
"969",969,"Census Tract 286, Kings County, New York",36518,"Second-Lowest Quintile","#EAEAEA"
"970",970,"Census Tract 160, Bronx County, New York",73325,"Highest Quintile","#CACACA"
"971",971,"Census Tract 274.02, Bronx County, New York",67206,"Second-Highest Quintile","#D0D0D0"
"972",972,"Census Tract 508.03, Kings County, New York",47183,"Middle Quintile","#E2E2E2"
"973",973,"Census Tract 508.04, Kings County, New York",40188,"Second-Lowest Quintile","#E7E7E7"
"974",974,"Census Tract 394, Kings County, New York",48510,"Middle Quintile","#E1E1E1"
"975",975,"Census Tract 414.02, Kings County, New York",41188,"Second-Lowest Quintile","#E6E6E6"
"976",976,"Census Tract 416, Kings County, New York",41776,"Second-Lowest Quintile","#E6E6E6"
"977",977,"Census Tract 934, Kings County, New York",66250,"Second-Highest Quintile","#D1D1D1"
"978",978,"Census Tract 946, Kings County, New York",56840,"Second-Highest Quintile","#DADADA"
"979",979,"Census Tract 482, Queens County, New York",92692,"Highest Quintile","#B6B6B6"
"980",980,"Census Tract 285.02, Kings County, New York",16161,"Lowest Quintile","#F7F7F7"
"981",981,"Census Tract 61, Queens County, New York",52234,"Middle Quintile","#DEDEDE"
"982",982,"Census Tract 63, Queens County, New York",47817,"Middle Quintile","#E1E1E1"
"983",983,"Census Tract 1385.01, Queens County, New York",78611,"Highest Quintile","#C5C5C5"
"984",984,"Census Tract 696.01, Kings County, New York",68529,"Second-Highest Quintile","#CFCFCF"
"985",985,"Census Tract 720, Kings County, New York",69185,"Second-Highest Quintile","#CECECE"
"986",986,"Census Tract 722, Kings County, New York",81919,"Highest Quintile","#C2C2C2"
"987",987,"Census Tract 227, New York County, New York",36250,"Second-Lowest Quintile","#EAEAEA"
"988",988,"Census Tract 259, New York County, New York",51536,"Middle Quintile","#DEDEDE"
"989",989,"Census Tract 330, Queens County, New York",70019,"Second-Highest Quintile","#CECECE"
"990",990,"Census Tract 838, Queens County, New York",62526,"Second-Highest Quintile","#D5D5D5"
"991",991,"Census Tract 174.02, New York County, New York",25938,"Lowest Quintile","#F2F2F2"
"992",992,"Census Tract 237.02, Bronx County, New York",19490,"Lowest Quintile","#F5F5F5"
"993",993,"Census Tract 429.01, Bronx County, New York",27324,"Lowest Quintile","#F1F1F1"
"994",994,"Census Tract 215, New York County, New York",26750,"Lowest Quintile","#F1F1F1"
"995",995,"Census Tract 217.03, New York County, New York",0,"Lowest Quintile","#FFFFFF"
"996",996,"Census Tract 80, New York County, New York",114706,"Highest Quintile","#989898"
"997",997,"Census Tract 464, Queens County, New York",66281,"Second-Highest Quintile","#D1D1D1"
"998",998,"Census Tract 1277, Queens County, New York",93106,"Highest Quintile","#B5B5B5"
"999",999,"Census Tract 243, Kings County, New York",26778,"Lowest Quintile","#F1F1F1"
"1000",1000,"Census Tract 85, Queens County, New York",51413,"Middle Quintile","#DEDEDE"
"1001",1001,"Census Tract 43, Queens County, New York",16638,"Lowest Quintile","#F6F6F6"
"1002",1002,"Census Tract 251, Kings County, New York",34821,"Second-Lowest Quintile","#EBEBEB"
"1003",1003,"Census Tract 265, Kings County, New York",43250,"Second-Lowest Quintile","#E5E5E5"
"1004",1004,"Census Tract 373, Bronx County, New York",27724,"Lowest Quintile","#F1F1F1"
"1005",1005,"Census Tract 391, Bronx County, New York",22081,"Lowest Quintile","#F4F4F4"
"1006",1006,"Census Tract 1093, Queens County, New York",84583,"Highest Quintile","#C0C0C0"
"1007",1007,"Census Tract 1097, Queens County, New York",80500,"Highest Quintile","#C3C3C3"
"1008",1008,"Census Tract 88, New York County, New York",92403,"Highest Quintile","#B6B6B6"
"1009",1009,"Census Tract 90, New York County, New York",117614,"Highest Quintile","#949494"
"1010",1010,"Census Tract 15.01, New York County, New York",48359,"Middle Quintile","#E1E1E1"
"1011",1011,"Census Tract 29, New York County, New York",30962,"Lowest Quintile","#EFEFEF"
"1012",1012,"Census Tract 181, Kings County, New York",75658,"Highest Quintile","#C8C8C8"
"1013",1013,"Census Tract 78, New York County, New York",92418,"Highest Quintile","#B6B6B6"
"1014",1014,"Census Tract 846.01, Queens County, New York",82188,"Highest Quintile","#C2C2C2"
"1015",1015,"Census Tract 71, New York County, New York",106176,"Highest Quintile","#A3A3A3"
"1016",1016,"Census Tract 1291.02, Queens County, New York",103792,"Highest Quintile","#A7A7A7"
"1017",1017,"Census Tract 749, Queens County, New York",110750,"Highest Quintile","#9D9D9D"
"1018",1018,"Census Tract 769.01, Queens County, New York",68026,"Second-Highest Quintile","#CFCFCF"
"1019",1019,"Census Tract 426, Bronx County, New York",68026,"Second-Highest Quintile","#CFCFCF"
"1020",1020,"Census Tract 93, Bronx County, New York",31000,"Lowest Quintile","#EEEEEE"
"1021",1021,"Census Tract 117, Bronx County, New York",11250,"Lowest Quintile","#F9F9F9"
"1022",1022,"Census Tract 334.02, Queens County, New York",45596,"Middle Quintile","#E3E3E3"
"1023",1023,"Census Tract 945, Queens County, New York",74420,"Highest Quintile","#C9C9C9"
"1024",1024,"Census Tract 545, Kings County, New York",21707,"Lowest Quintile","#F4F4F4"
"1025",1025,"Census Tract 59, Kings County, New York",53826,"Middle Quintile","#DCDCDC"
"1026",1026,"Census Tract 213.03, New York County, New York",40512,"Second-Lowest Quintile","#E7E7E7"
"1027",1027,"Census Tract 998, Kings County, New York",53208,"Middle Quintile","#DDDDDD"
"1028",1028,"Census Tract 37, Kings County, New York",75260,"Highest Quintile","#C8C8C8"
"1029",1029,"Census Tract 39, Kings County, New York",55972,"Second-Highest Quintile","#DBDBDB"
"1030",1030,"Census Tract 174, Kings County, New York",51080,"Middle Quintile","#DFDFDF"
"1031",1031,"Census Tract 176, Kings County, New York",36875,"Second-Lowest Quintile","#EAEAEA"
"1032",1032,"Census Tract 43, New York County, New York",65824,"Second-Highest Quintile","#D2D2D2"
"1033",1033,"Census Tract 55.02, New York County, New York",111814,"Highest Quintile","#9C9C9C"
"1034",1034,"Census Tract 57, New York County, New York",119643,"Highest Quintile","#929292"
"1035",1035,"Census Tract 36.01, New York County, New York",38298,"Second-Lowest Quintile","#E9E9E9"
"1036",1036,"Census Tract 36.02, New York County, New York",60089,"Second-Highest Quintile","#D7D7D7"
"1037",1037,"Census Tract 86.02, New York County, New York",0,"Lowest Quintile","#FFFFFF"
"1038",1038,"Census Tract 1399, Queens County, New York",75167,"Highest Quintile","#C9C9C9"
"1039",1039,"Census Tract 1441, Queens County, New York",62750,"Second-Highest Quintile","#D5D5D5"
"1040",1040,"Census Tract 334.01, Queens County, New York",65038,"Second-Highest Quintile","#D2D2D2"
