"Data Source","World Development Indicators",

"Last Updated Date","2017-01-03",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Aruba","ABW","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17342.4719395745","16441.3812596351","16586.1922970903","17927.4120263906","19081.570288414","19356.4208651472","20619.5658496388","20671.545738502","20433.6541088167","20834.9397101237","22566.6821576324","23302.8319880055","24015.4206122701","25921.5382341406","27549.8894224976","24640.4212441218","24289.1415161326","25353.7875446441","","","","","",
"Andorra","AND","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","3238.15668211608","3498.03679026923","4217.17358114253","5342.35779102408","6321.02379478227","7168.86753002057","7151.47492592244","7751.84330741357","9127.27130828674","11820.5098986083","12378.7845111338","10371.6796784955","9610.75773121963","8023.63645799608","7729.26867034193","7774.91680550151","10362.2615078121","12615.38650805","14305.2078910105","15166.1486853199","18877.8133198897","19531.5062086017","20542.1304474591","16507.8070750726","16227.0420261276","18459.9084034353","19037.5846794547","18404.5594139597","18969.6405869197","19324.4541876733","21432.976460892","21897.8588917179","24174.273191138","31744.2168037792","37233.8319037435","39991.3250691924","42419.4018912335","47255.9552101728","46734.2682819437","42704.0194268188","39641.746008498","41627.4629979063","39666.043036198","42804.2026352761","","","",
"Afghanistan","AFG","GDP per capita (current US$)","NY.GDP.PCAP.CD","59.7876806182323","59.8900370439272","58.5059949855131","78.8025868928114","82.2313944485018","101.321627039285","137.946782954494","161.384701674071","129.562318372974","129.857378095621","157.258460703612","160.443151707287","136.175611318523","144.173944355103","175.027097668921","188.085136094081","199.16480930329","226.196426605461","249.57370988274","278.390630025236","275.649818656436","267.662423566787","","","","","","","","","","","","","","","","","","","","119.899018754608","192.153653041771","203.650833206291","224.914869067855","257.175694454209","280.245644106914","380.400955186598","384.131681276838","458.955781585831","569.940728793286","622.379654358451","690.842629014956","653.347488111011","633.947864294639","594.323081219966","",
"Angola","AGO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","686.384787714901","667.314785029714","650.316012221841","634.331351968907","927.220426376206","901.650074637241","","","","490.33548133796","374.101867998898","560.675516594828","554.252232901028","454.296549518868","421.376777333568","606.272292244341","574.19416113737","775.765518459716","850.075694129697","1135.60456355085","1576.16280066689","2253.83885003865","3151.02243105289","4242.36306234092","3678.94765447179","3886.47935432524","4744.98762949589","5086.8484258086","5327.14889219232","5232.76230029543","4101.47215182964","",
"Albania","ALB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","662.520052309054","662.914792567128","719.157295703914","699.384292086697","676.566732520011","723.409610237851","639.463899289892","348.711317786982","218.492165902633","380.527371084275","619.065163447139","760.559375774093","1046.35851058923","749.584648972451","865.302161845067","1098.42546338936","1175.78898073398","1326.97033929337","1453.64277660853","1890.68155743544","2416.5882350701","2709.14293056201","3005.0129033756","3603.01368536638","4370.53964653148","4114.13654490945","4094.35883191918","4437.8119990258","4247.83985201907","4412.34557813421","4568.56882650826","3945.21758150914","",
"Arab World","ARB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","222.815014804963","239.177906560327","256.859953950521","290.250288086903","336.133806618318","415.656641306116","772.492433936767","829.885768363449","1001.60406341258","1120.08726125573","1188.97811619544","1558.56368562059","2052.63393215637","2050.40746969021","1849.86922206749","1682.17180063762","1654.71834106591","1585.58793716092","1464.91773332494","1540.65900463395","1473.77156806207","1503.68016029826","2007.89203906376","1923.34915689062","2023.71401484948","1993.31227164707","1987.15986647917","2069.89190570418","2233.82523744928","2317.83727964857","2188.61396625345","2334.25375404416","2608.72487486394","2513.49392045016","2481.05934676466","2741.84881792172","3145.88152033912","3779.65769700473","4375.42353665188","4980.96119269116","6167.53939627766","5203.42016847153","5957.98900867645","6917.11141495296","7412.93024243405","7518.6929844613","7521.04367321527","6545.21775260574","",
"United Arab Emirates","ARE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","27708.718824881","30886.5715046718","34407.9817010251","28735.8039621103","33673.4198182883","42878.8553466332","45131.3357281376","40244.8374937825","35135.8686752241","32655.3719082129","30067.1341943988","23727.6988222675","23953.3405689773","22476.9714947199","24218.5527705875","27989.3012966889","26945.6591464759","26864.1881075461","26141.3306464453","26495.8215612079","27973.7428158486","29813.3723096431","30378.5453428093","27681.310528386","29278.7686208249","34207.5389498903","32105.6478664635","32355.4095972427","34294.8939976005","37179.6818919642","40298.5242178562","42950.1005841305","42913.7840342254","45720.0178979792","32905.0538494054","34341.9112921486","39901.2209155518","41712.3979484395","42986.6646116366","44238.5997740128","40438.7629344394","",
"Argentina","ARG","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","683.177288255708","1121.19018591411","1875.57500689713","2542.18593714326","1860.81237667585","1932.59065442572","2112.50100334069","2129.31373621545","2501.48116201128","2738.28455988911","2756.39670700863","2907.75734818349","3530.13168143981","2643.36906631874","2909.51672811972","3595.08618574675","3546.71879200031","3969.32769234334","2375.33925275226","4318.77456784047","5715.50405220247","6798.02716671068","6940.35137539023","7449.48060533628","7373.42740288005","7683.57384790824","8172.66523534306","8248.76471990265","7736.37257792733","7669.27370858434","7170.68969819358","2579.18819898884","3330.42866006847","4251.5653466058","5096.25833247505","5904.67813228342","7226.27029452745","8992.58961919674","8198.56611136286","10332.0323662966","12800.2018563295","13040.306395228","13027.2048221392","12324.9387857728","13431.8783398577","",
"Armenia","ARM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","636.680689996499","589.002948223927","368.916836793393","356.507351442189","399.751202522265","455.550276086151","503.231969620213","522.522072040184","608.336648730809","596.505996304047","621.424826318947","692.301630888896","779.829626131555","924.464009817761","1181.9684454224","1625.40776912682","2126.61866107184","3080.97095943572","3919.97547381061","2915.5839059087","3124.78401786195","3417.17183599915","3565.5175749254","3716.82892254464","3861.91557044458","3489.12768956995","",
"American Samoa","ASM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
