match_id,start_time,duration,tower_status_radiant,tower_status_dire,barracks_status_dire,barracks_status_radiant,first_blood_time,game_mode,radiant_win,negative_votes,positive_votes,cluster
0,1446750112,2375,1982,4,3,63,1,22,TRUE,0,1,155
1,1446753078,2582,0,1846,63,0,221,22,FALSE,0,2,154
2,1446764586,2716,256,1972,63,48,190,22,FALSE,0,0,132
3,1446765723,3085,4,1924,51,3,40,22,FALSE,0,0,191
4,1446796385,1887,2047,0,0,63,58,22,TRUE,0,0,156
5,1446798766,1574,2047,4,3,63,113,22,TRUE,0,0,155
6,1446800938,2124,1972,0,3,63,4,22,TRUE,0,0,151
7,1446804030,2328,2046,0,0,63,255,22,TRUE,0,0,138
8,1446819063,2002,0,1982,63,0,4,22,FALSE,0,0,182
9,1446837251,2961,0,1972,63,0,85,22,FALSE,0,0,133
10,1446839926,1562,1983,262,51,63,143,22,TRUE,0,0,133
11,1446850598,3280,0,1974,63,0,76,22,FALSE,0,0,122
12,1446853394,3995,0,1796,59,0,3,22,FALSE,0,0,138
13,1446855028,2452,1956,6,3,63,120,22,TRUE,0,0,123
14,1446855096,1728,2047,256,48,63,27,22,TRUE,0,0,182
15,1446858132,3122,0,1540,19,0,101,22,FALSE,0,0,121
16,1446860653,3318,0,1312,60,0,252,22,FALSE,0,0,121
17,1446861016,3798,1543,0,0,3,4,22,TRUE,0,2,123
18,1446862325,2820,4,1572,63,3,168,22,FALSE,0,1,133
19,1446870404,2234,1974,0,0,63,112,22,TRUE,0,0,184
20,1446874022,2284,1974,0,0,63,208,22,TRUE,0,0,112
21,1446876812,2019,1974,0,2,63,49,22,TRUE,0,0,111
22,1446887066,2754,1852,256,48,63,4,22,TRUE,0,0,191
23,1446890850,2742,1958,0,0,63,4,22,TRUE,0,0,132
24,1446892093,2986,0,1956,63,0,79,22,FALSE,0,0,132
25,1446893288,2430,1974,0,0,63,5,22,TRUE,0,0,153
26,1446894280,1499,2046,0,0,63,108,22,TRUE,0,0,191
27,1446896551,2116,0,1846,63,0,111,22,FALSE,0,0,192
28,1446899255,2201,2047,0,0,63,9,22,TRUE,0,0,138
29,1446910512,3388,4,1796,63,51,80,22,FALSE,0,0,155
30,1446910754,2420,1983,0,0,63,2,22,TRUE,0,1,133
31,1446914603,1707,384,1983,63,48,6,22,FALSE,0,0,188
32,1446917368,1749,2047,4,3,63,4,22,TRUE,0,0,155
33,1446917577,3429,0,1824,60,0,138,22,FALSE,0,0,191
34,1446919403,1953,1974,0,0,63,47,22,TRUE,0,0,155
35,1446921455,2033,0,1982,63,0,208,22,FALSE,0,2,132
36,1446924653,1745,2047,0,0,63,12,22,TRUE,0,0,133
37,1446925487,3174,1958,0,0,63,68,22,TRUE,0,0,132
38,1446928243,2886,4,1956,63,3,115,22,FALSE,0,0,132
39,1446929775,3291,4,1024,0,3,85,22,FALSE,0,0,132
40,1446931616,2946,0,1958,63,0,268,22,FALSE,0,0,138
41,1446931713,2461,1846,0,0,63,74,22,TRUE,0,0,133
42,1446932517,2798,1982,256,48,63,102,22,TRUE,0,0,191
43,1446938392,1934,0,2046,63,0,95,22,FALSE,0,0,121
44,1446945281,4348,263,0,0,51,210,22,TRUE,0,0,121
45,1446947079,3098,1796,260,51,63,228,22,TRUE,0,0,112
46,1446948050,2599,0,1982,63,0,274,22,FALSE,0,1,121
47,1446948700,1568,2032,0,0,62,21,22,TRUE,0,0,123
48,1446951365,2872,1982,6,3,63,76,22,TRUE,0,0,123
49,1446966971,2424,1852,0,0,63,252,22,TRUE,0,0,132
50,1446969868,2248,4,2039,63,3,110,22,FALSE,0,0,122
51,1446970036,3454,0,1824,60,0,106,22,FALSE,0,0,133
52,1446971786,3355,6,1572,15,3,17,22,FALSE,0,0,121
53,1446974421,1741,4,1983,63,3,72,22,FALSE,0,0,133
54,1446976897,2723,1824,0,0,61,245,22,TRUE,0,2,132
55,1446984016,2162,2038,0,0,63,206,22,TRUE,0,0,133
56,1446986273,3514,0,454,51,3,5,22,TRUE,0,0,133
57,1446986904,1848,0,2046,63,0,82,22,FALSE,0,0,133
58,1446988300,2983,0,1830,63,0,44,22,FALSE,0,0,156
59,1446989862,3296,0,1828,63,0,19,22,FALSE,0,0,151
60,1446992227,2906,0,1974,63,0,22,22,FALSE,0,0,156
61,1446992342,2200,1974,256,51,63,0,22,TRUE,0,0,133
62,1446993255,2272,1983,0,16,63,56,22,TRUE,0,0,138
