,category,rating,name,app,tp,review,date,brand,ratingNum,lenReview,dateindex,Nbrand,sentiment,neg,neu,pos
467,Personalization,Rated 2 stars out of five stars,Nicholas Spaur,ZEDGE™ Ringtones & Wallpapers,Top Free in Android Apps,I'm a long time user of ZEDGE before advertising was implemented. The app is used to be bright in its day and age. It's now over ran with video advertising (takes data)  to watch. I will be uninstalling. Way to ruin an app.,"2,10,2017",Zedge,2,223,667,3,-0.2263,0.083,0,0.063
471,Arcade,Rated 5 stars out of five stars,Marah Jenna Fernandez,Piano Tiles 2™,Top Free in Android Apps,I LOVED IT!!!! just a little problem with myself. Usually my finger gets sweaty and It accidentally presses the wrong tile.... But still a really fun game! Kind of a stress relief game kinda thing for me!,"2,8,2017",Cheetah Games,5,204,665,0,0.5841,0.218,0,0.254
472,Arcade,Rated 5 stars out of five stars,Brent Hall,Piano Tiles 2™,Top Free in Android Apps,I love this game so much my sister told me to get it and I got it cause I love music also you should the game music.ly I love music it's so cool but ya thanks for making this game the games cool and and I like playing it in the car and when I have no internet so it's fun it free and not bad for little kids.😈,"2,10,2017",Cheetah Games,5,312,667,2,0.9865,0.031,0,0.402
473,Arcade,Rated 5 stars out of five stars,Ross Jaret,Piano Tiles 2™,Top Free in Android Apps,"Literall nothing wrong with this game. I never run outof hearts or diamonds because this game implements a skill reward. You get 3 crowns on a song, you get like 2 or 3 hearts. Good stuff.","2,8,2017",Cheetah Games,5,188,665,0,0.8923,0.0,0,0.31
474,Arcade,Rated 5 stars out of five stars,anonymous,Piano Tiles 2™,Top Free in Android Apps,I am very addicted to this game.. I have been playing it for 3 years now and it only gets better and better. Recommended for sure. My hand eye coordination has improved dramatically.,"2,10,2017",Cheetah Games,5,182,667,0,0.9432,0.0,0,0.439
475,Arcade,Rated 3 stars out of five stars,Jasmin Patel,Piano Tiles 2™,Top Free in Android Apps,Hangs up during high speed tiles (Approximate 1000 to 1500 score). In my oneplus 3t . Please solve the issue .. Then I'll give 5 star,"2,9,2017",Cheetah Games,3,133,666,0,0.4767,0.0,0,0.157
476,Arcade,Rated 5 stars out of five stars,Jasmine Cardona,Piano Tiles 2™,Top Free in Android Apps,Calming  This game is really calming and challenging It has different levels and different types of tiles also different songs. You can even get songs by just unlocking them with is really good for me and probably others too because you don't have to spend ages trying to unlock something,"2,9,2017",Cheetah Games,5,288,666,0,0.8674,0.0,0,0.189
477,Arcade,Rated 4 stars out of five stars,Absolutely Zefy,Piano Tiles 2™,Top Free in Android Apps,"I play all the time since it was first out! Totally addictive, competitive and fun! I currently have over 1000+crowns and keep going! I love this game so much but until you finally add a side bar and a song search option... It'll get 4 stars from me c:","2,9,2017",Cheetah Games,4,252,666,0,0.7792,0.0,0,0.184
478,Arcade,Rated 5 stars out of five stars,Anthony Thibeault,Piano Tiles 2™,Top Free in Android Apps,"I love this game! Way to go Cheetah Games :)  Here's my suggestion for an additional feature:   What if the player could upload a song, enter the tempo (BPM), and the game would generate random notes for it? (Perhaps it would also be good to consider a feature for the player to create their own note layout for the uploaded song, then possibly share for others to play.)","2,9,2017",Cheetah Games,5,371,666,4,0.9286,0.0,0,0.197
479,Arcade,Rated 5 stars out of five stars,Sven Krsnik,Piano Tiles 2™,Top Free in Android Apps,"I think that what you create for us is the best game ever not just a best of 2015, I have been working on the game lvl  It's perfect and I like it so much!😀🙌😎😀😁😂","2,10,2017",Cheetah Games,5,179,667,0,0.9516,0.0,0,0.395
481,Action,Rated 3 stars out of five stars,Katie Boatwright,slither.io,Top Free in Android Apps,"This game is lots of fun. I upgraded to the ad-free version thinking that it might help with the lag, but it didnt. There is way too much lag time when you play against online players - its not possible to play online because of the huge lag time. I can only play against the computer. Needs to be fixed but the game is fun.","12,29,2016",Lowtech Studios,3,324,624,0,0.9153,0.098,0,0.257
482,Action,Rated 2 stars out of five stars,Carla Butler,slither.io,Top Free in Android Apps,"Its fun, simple, addictive and endlessly replayable. Unfortunately it is completely ruined by lag and dodgy controls. In a game which relies on skills and timing, constant lag spikes, and controls which occasionally don't register your input makes this a hot steaming mess that does nothing but frustrate. Until they fix this the game is fundamentally broken.","1,8,2017",Lowtech Studios,2,359,634,0,-0.7608,0.225,0,0.081
483,Action,Rated 4 stars out of five stars,Dawn O,slither.io,Top Free in Android Apps,"After the most recent update on my galaxy tab it lags for me so much more. Especially when there is more people playing.  Also I wish that it would run that same version on my kids Kindle Fire tablets as it does on my Galaxy tab, or at least give the option for A.I. play on the Kindle Fire tablets.","10,12,2016",Lowtech Studios,4,299,547,0,-0.0314,0.108,0,0.106
484,Action,Rated 4 stars out of five stars,he mod in gaming TM,slither.io,Top Free in Android Apps,It were you play and kinda like kill people online or not real people kinda thing you can get skins and you can kill people by getting in front of then if they get hit is really how you kill or eat people yeah and other people can kill you if you hit them or they get and front of you and kill you so yeah and how you get bigger is you get these colours on the ground and keep going up to it you eat it or you can kill people and eat there colour point things,"12,5,2016",Lowtech Studios,4,459,600,0,-0.9703,0.213,0,0.072
485,Action,Rated 3 stars out of five stars,Fiona Hamilton,slither.io,Top Free in Android Apps,Thank you for fixing the lag! I'm having a very frustrating issue though. I think it's overly sensitive and slowing down takes longer now. Which is sooooo frustrating! I also find on multiple occasions a snake will crash into me but I'll be the one to die! I used to be on the leader board all of the time now it's so difficult to have a good game. My average game used to be 3-5 minutes now it's about 30 seconds.,"12,10,2016",Lowtech Studios,3,414,605,0,-0.9141,0.202,0,0.062
486,Action,Rated 4 stars out of five stars,Peter John Dela Cruz,slither.io,Top Free in Android Apps,"I love it! I always play it since I'm Pythor P. Chumsworth, KILLER BOSS KING, THE GREAT DEVOURER ,and BE MY STUDENTS. I can sround 50 snakes at ones! My online game is not working so can you fix that?I also want to talk to another snakes so can you add that to? Thanks for the game. From Belle","1,7,2017",Lowtech Studios,4,293,633,0,0.8896,0.07,0,0.231
487,Action,Rated 1 stars out of five stars,Ray Wells,slither.io,Top Free in Android Apps,"Great game ruined by terrible performance. I'd happily pay it if it wasn't for the lag. Mobile (N6), tablet (Tab S2), 4G, WIFI - makes no difference. When something is done about the poor performance, I'll certainly rate higher but as it stands right now, it's borderline on unplayable. Poor effort on the developers behalf.","12,30,2016",Lowtech Studios,1,324,625,0,-0.6164,0.201,0,0.124
488,Action,Rated 5 stars out of five stars,anonymous,slither.io,Top Free in Android Apps,I love this game. Firstly my sisters friends taught me how to play the game and its really fun. My only problem is that the arrow has to follow you around and I am getting annoyed.If you take away the arrow it would be the best game ever!😅😀😊😊😊☺ 💪💕💕❤💙💚💛💜💓👅💋,"10,7,2016",Lowtech Studios,5,305,542,0,0.944,0.044,0,0.289
489,Action,Rated 5 stars out of five stars,anonymous,slither.io,Top Free in Android Apps,"It's great. I play it all the time and it's really addictive and it's so fun. This game is so good! Definitely Download!!!!! Though it kinda lags when I play online it really doesn't matter! But there is one thing, theres too many ads, as soon as I finish a game there is an ad after every single game that I finish. Please try to fix that. Thanks...","12,31,2016",Lowtech Studios,5,350,626,0,0.9673,0.044,0,0.288
502,Word,Rated 1 stars out of five stars,Tyler Scheib,Wheel of Fortune Free Play,Top Free in Android Apps,One spin per turn?! Only one puzzle per show?! Some puzzles make absolutely no sense. Barely any rewards. Way too much punishment. Did I mention one spin per turn?! That's no good!,"1,6,2017",Scopely,1,180,632,0,-0.6337,0.238,0,0.137
503,Word,Rated 2 stars out of five stars,Alysia Cowan,Wheel of Fortune Free Play,Top Free in Android Apps,"I would give it 5 stars but I'll spend a ticket or get to the bonus round and then it will shut off on me.  So I loose my ticket and I lose out on a bonus round, Which you need to win in order to advance.  It's almost to the point that I'm just going to uninstall it. UPDATE: I'm deleting.  I lost almost 20 tickets in 2 days cause it keeps crashing.  I really love this game,  but it just needs more work.","1,3,2017",Scopely,2,406,629,0,0.9331,0.099,0,0.21
504,Word,Rated 5 stars out of five stars,Joanna Busick,Wheel of Fortune Free Play,Top Free in Android Apps,Obviously if you love the game show on television you'll definitely dig this game.   Helpful tip: if you are at the gold/diamond gift box and lose the puzzle exit the game and force the app closed before it saves your progress and you can essentially always keep those gifts rolling. 🤗 just saying.,"1,22,2017",Scopely,5,301,648,0,0.9136,0.041,0,0.237
505,Word,Rated 1 stars out of five stars,Melinda Ellington,Wheel of Fortune Free Play,Top Free in Android Apps,I can't even play the game!!! I downloaded it and removed it and re-download it still won't work I get the opening demonstration game with the 'Wheel of Fortune' as the puzzle then it goes to load and I get an error code and something telling me to check my Internet connection. My phone IS connected to the internet and still nothing... wth,"1,4,2017",Scopely,1,341,630,0,-0.823,0.138,0,0.021
506,Word,Rated 4 stars out of five stars,Scott Sultar,Wheel of Fortune Free Play,Top Free in Android Apps,"Great fun game , good graphics and challenging puzzles. Way too many ads. I would pay $2-$3 for an ad free version, but I don't think Scopely has one. If they do let me know","2,4,2017",Scopely,4,173,661,3,0.7845,0.032,0,0.271
507,Word,Rated 4 stars out of five stars,kelia tucker,Wheel of Fortune Free Play,Top Free in Android Apps,I love it but I hate the fact that every other update I have a problem. Right now after the last update the main page on the world tour does not load completely. All I see are clouds. The other icons show up for everything I just can't see my spot or others on the tour screen. Need a new update or can I delete and reinstall it without loosing my progress???,"1,11,2017",Scopely,4,359,637,0,-0.8895,0.162,0,0.035
508,Word,Rated 5 stars out of five stars,Burned Frozen,Wheel of Fortune Free Play,Top Free in Android Apps,"Best puzzle game EVER!  Hope to see you soon. :)  OK Been playing through the game for almost a week and have one complaint.  Why are we capped at 100 friends?  I have nearly 2,000 friends on my Facebook account alone not counting new people I meet on a daily basis.","1,10,2017",Scopely,5,266,636,0,0.9526,0.066,0,0.336
509,Word,Rated 4 stars out of five stars,John Duke,Wheel of Fortune Free Play,Top Free in Android Apps,My only complaint would be that head to head seems slightly flawed. When the early solve bonus goes away I'll just blow through all the letters I know aren't in the puzzle until I get the multiply bonus and usually end up winning...Other than that pretty good app :p,"1,16,2017",Scopely,4,266,642,0,0.9337,0.037,0,0.291
510,Word,Rated 3 stars out of five stars,Marisa Pignaloso,Wheel of Fortune Free Play,Top Free in Android Apps,"I really liked it in the beginning & couldn't put it down, even got 3 friends to download it... but then the app got slow & the adds got outta control & make it less enjoyable... do something both the adds & the slowness & I'd give it 10☆s!","1,7,2017",Scopely,3,242,633,0,0.5249,0.0,0,0.099
511,Shopping,Rated 2 stars out of five stars,shaineshia randle,Amazon Shopping,Top Free in Android Apps,"Now that ive updated the app I can't even use it! Just keeps saying ""there's something wrong with this page we're trying to fix it"" This is ridiculous! Used to be my favorite go-to app now I may need to delete it or downgrade 👎","1,26,2017",Amazon Mobile LLC,2,230,652,0,-0.4912,0.126,0,0.061
512,Shopping,Rated 4 stars out of five stars,leigh olson,Amazon Shopping,Top Free in Android Apps,A decent app. Pretty powerful overall. Some petty gripes are some of the features you need access to are buried in obscure unexpected corners. Also a note on permissions. It wants access to your camera for the search by appearance function. It barely works as it isn't fleshed out but it does work. Take a picture of a toy plane and it will search toy planes for you.  Its on the right of the search bar. Camera icon.,"2,3,2017",Amazon Mobile LLC,4,417,660,0,0.3818,0.018,0,0.052
513,Shopping,Rated 1 stars out of five stars,Brad Bottcher,Amazon Shopping,Top Free in Android Apps,Everytime i order from the same day shipping it never cames same day. Or it does and the driver doesn't come to my condo front door and leave it in the front room and i have to wait days later to get the product. Same day shipping isnt always free either. Its frustrating.,"2,2,2017",Amazon Mobile LLC,1,272,659,0,-0.7005,0.124,0,0.0
514,Shopping,Rated 4 stars out of five stars,Alex Obuhovs,Amazon Shopping,Top Free in Android Apps,Super fast delivery and best quality . Only hate that rating system is gliching cant normaly writ the rewiev of item I get .... Changed rating because I need to enter every time my adress over and over . It was there saved now its deleted an need to retype it every single time . And the it shows me sorry cant be delivered to Ireland .mess.  Amazon is the best but rightnow this app sucks,"1,27,2017",Amazon Mobile LLC,4,389,653,2,0.4854,0.084,0,0.135
515,Shopping,Rated 1 stars out of five stars,Jennifer B,Amazon Shopping,Top Free in Android Apps,"Why did you remove the clearly visible bar for adding a product to a list and replace it with tiny text mixed in with other tiny text??? I use my lists constantly and it's bad enough clicking to add to a list doesn't ""take"" half the time and I have to keep hitting it, but now I have to look around for where to click to start with! Changing this makes absolutely no sense.","2,1,2017",Amazon Mobile LLC,1,373,658,0,-0.6675,0.086,0,0.025
516,Shopping,Rated 1 stars out of five stars,anonymous,Amazon Shopping,Top Free in Android Apps,The Amazon App used to be awesome...key word; Used. I never had a real problem until they kept updating the App. Now I can't even veiw the home page because it keeps saying it can't reload the page! I loved using this App and really pisses me off that I had to uninstall it. I now have to go to my web browser on my phone to get in to log in on my Amazon account. I shouldn't have  do that. Couldn't be worse timing for friday shopping Fix this sh**!,"1,31,2017",Amazon Mobile LLC,1,450,657,4,0.8403,0.029,0,0.136
517,Shopping,Rated 3 stars out of five stars,Jenn Dixon,Amazon Shopping,Top Free in Android Apps,"Good app, but why is there no smile option?  I always try to make sure my purchase is through the Amazon Smile site but I haven't found an option for donating on the app. Unfortunately, for me that means while I will shop the app, I'm still signing on the Internet to purchase. The app is fast, reliable, convenient, and easy to use, add a Smile option and I will give it 5 stars without hesitation.","2,1,2017",Amazon Mobile LLC,3,399,658,2,0.942,0.067,0,0.257
518,Shopping,Rated 5 stars out of five stars,Cheyenne Beyers,Amazon Shopping,Top Free in Android Apps,Amazon has lots of great things to offer for such low prices..  Half the time I don't go to the store for gift or anything I want for myself I just get it off of here but my absolutely love spending money to here XD,"2,2,2017",Amazon Mobile LLC,5,215,659,2,0.9583,0.028,0,0.348
519,Shopping,Rated 5 stars out of five stars,Keni L.,Amazon Shopping,Top Free in Android Apps,"What did I do before? For a person who personally abhors the hustle and bustle of all things shopping, I.e. the crowds, the lines, the parking ugh!, Amazon has become my saving grace! Which is why I'm a prime member & make frequent purchased here. Thank you to the Amazon genius!","2,4,2017",Amazon Mobile LLC,5,279,661,4,0.5684,0.07,0,0.173
520,Arcade,Rated 4 stars out of five stars,Kiritoxic,Paper.io,Top Free in Android Apps,"The controls are garbage, so unresponsive. The game is also pretty unoptimized, after half an hour the game starts to lag... please try to make it less heavy. (for example having the option to turn down the texture resolution/qaulity in general)","2,9,2017",VOODOO,4,245,666,0,0.6705,0.0,0,0.124
521,Arcade,Rated 2 stars out of five stars,Sabrina Carson,Paper.io,Top Free in Android Apps,Love the game and even paid for no ads but after this update I'm disappointed. Rotate is broken it doesn't go both ways and my phone is uncomfortable to hold the only way it does. Fix and Ill change to 5 stars,"2,9,2017",VOODOO,2,209,666,0,-0.9371,0.311,0,0.048
522,Arcade,Rated 2 stars out of five stars,Jimmy Moz,Paper.io,Top Free in Android Apps,"You broke it!  Used to be a great game. Now they've broken the rotation so you can only play it with the phone on one side, not the other, the controls lag.","2,10,2017",VOODOO,2,156,667,0,-0.2714,0.209,0,0.158
523,Arcade,Rated 4 stars out of five stars,shadow shonka,Paper.io,Top Free in Android Apps,"A great concept, but they need to make it multiplayer and fix the arrows that move your person. They are hard to hit and don't seem to be as accurate accuratecausing me to crash into things and die.","2,9,2017",VOODOO,4,198,666,0,-0.8381,0.228,0,0.055
524,Arcade,Rated 3 stars out of five stars,Bryant McCracken,Paper.io,Top Free in Android Apps,"Seems very unoptimized. I have a Samsung Galaxy S7 Active. Yet somehow After a bit of play, this rather simple Game manages to stutter and glitch like I'm playing on a 10 yr old phone.","2,10,2017",VOODOO,3,184,667,0,0.7506,0.053,0,0.251
525,Arcade,Rated 3 stars out of five stars,Karli,Paper.io,Top Free in Android Apps,"After the recent update, I am unable to open the app successfully. ): I tried uninstalling(even though I had good progress because I really enjoy the game) and installing again but it still does not work.","2,9,2017",VOODOO,3,204,666,0,0.6482,0.051,0,0.221
531,Music & Audio,Rated 4 stars out of five stars,Wilson Ralpho,SoundCloud - Music & Audio,Top Free in Android Apps,I don't think,"2,10,2017",SoundCloud,4,13,667,0,0.0,0.0,0,0.0
532,Music & Audio,Rated 5 stars out of five stars,John Sawyer,SoundCloud - Music & Audio,Top Free in Android Apps,Need a lil improvement,"2,10,2017",SoundCloud,5,22,667,0,0.4588,0.0,0,0.6
533,Social,Rated 1 stars out of five stars,Makaila Youmans,musical.ly,Top Free in Android Apps,"I had to sign out of my account and when I logged back in it said that I was INCORRECT! When I tried to sign in t ok find my account, it led me to a different/ new account. I don't know own how to long back into my old account? Please help me! I want all of my old and new musicly's back and I want to go back to all the people that I use to follow. Help me go back to my old account please!😭😭😭😠😠😠😠🙏🙏🙏","2,9,2017",musical.ly,1,431,666,0,0.8854,0.0,0,0.157
534,Social,Rated 2 stars out of five stars,ILoveTNT// The Awesome Exploders,musical.ly,Top Free in Android Apps,"I really wanted Musically, but it does not work at all. I can only use Android Tablet, so of course it doesn't work because you need a phone although Tablets have Camera. So I would really appreciate it if you could make it work for Android Tablet. 😲😔😭","2,4,2017",musical.ly,2,261,661,0,0.6581,0.0,0,0.093
535,Social,Rated 1 stars out of five stars,NightcoreWorld,musical.ly,Top Free in Android Apps,"I still use it but android users get nothing!! We don't get face filters, time edits and a few other things! And, the app took over 4 GB OF MEMORY!!!","2,5,2017",musical.ly,1,149,662,0,0.0,0.0,0,0.0
536,Social,Rated 4 stars out of five stars,anonymous,musical.ly,Top Free in Android Apps,"Really good app. I love it bc u can lipsink and stuff, and I use it to show my drawing to people, and how I make them. The only thing I don't like is some if the bad language on there.... Other than that, its a GREAT app. I highly recommend downloading it👍👍👍","2,8,2017",musical.ly,4,267,665,0,0.8927,0.092,0,0.251
537,Social,Rated 5 stars out of five stars,anonymous,musical.ly,Top Free in Android Apps,I think it is great. It  just takes a long time to log in. it also cusses sometimes and l am to young to listen to songs that are bad or cuss.,"2,6,2017",musical.ly,5,142,663,0,0.1531,0.101,0,0.118
538,Strategy,Rated 1 stars out of five stars,Arland Moon,Clash Royale,Top Free in Android Apps,"As other reviewers have mentioned that it is sometimes hard to tell if an opponent is real or not as I have just lost 6 in a row where it was a combo of cards not coming up or opponents where I could not beat them with the card deck I was using. The card deck I use has no legendary cards although I have them. Players who use legendary cards should be matched with others who do. Also some cards have too much power sparky, furnaces etc","12,15,2016",Supercell,1,437,610,0,-0.5994,0.071,0,0.0
539,Strategy,Rated 3 stars out of five stars,Nikhil vh,Clash Royale,Top Free in Android Apps,CLASH ROYALE.! Nice game. Vry impressed fr d grt wrk by supercell.. Hatz off to u guyz. 3 strz coz afta d 4 slots r full dn itz noo use to battle.. Nd shd wait for 3 hrz fr silvr chest to open.. Nd gold 8 hrz.. I would rate it 5 if d tym iz reducd o ol d chest open at same tym..,"1,17,2017",Supercell,3,279,643,3,0.7345,0.0,0,0.11
540,Strategy,Rated 5 stars out of five stars,clever koala,Clash Royale,Top Free in Android Apps,This game is fun well balance cards and every thing. Even when it looks like they have good card like legendary cards its nothing if you know what you don't know what your doing. The game kinda help out on my finnal yea sounds like Im makeing things up but thats why Im rating this game so high its the type of game that test the mind under a short amount of time.,"12,24,2016",Supercell,5,364,619,0,0.8226,0.0,0,0.162
541,Strategy,Rated 5 stars out of five stars,Adnan Issadeen,Clash Royale,Top Free in Android Apps,I have to admit. When I first read about supercell's games I thought it would be some scammy thing. Turns out it's just plain addictive with simple mechanisms and fair level of play even if you don't pay. I think buying cards is fine (we did that with pokemon didn't we?). And there aren't any other major advantages or imbalances available to any paying players. Bravo I say. Bravo.,"12,28,2016",Supercell,5,383,623,0,0.8441,0.0,0,0.173
542,Strategy,Rated 4 stars out of five stars,anonymous,Clash Royale,Top Free in Android Apps,"When I first got it I thought ""this game is OK"" then when I continued to play it I got addicted to it. Now a lot of stuff I watch on YouTube are based on this and it's just really intense when you have a good battle. Supercede has done a BRILLIANT job on this that I don't think that anybody could make a better version. It's 4 stars because there could be some tweaks to certain characters to make them either less op or more powerful","12,26,2016",Supercell,4,435,621,0,0.9575,0.028,0,0.244
543,News & Magazines,Rated 5 stars out of five stars,Luisa Roman,TopBuzz:Top Video.GIFs.TV.News,Top Free in Android Apps,"Topbuzz is great news,","2,10,2017",TopBuzz,5,22,667,2,0.6249,0.0,0,0.577
544,News & Magazines,Rated 5 stars out of five stars,Yasin Faykov,TopBuzz:Top Video.GIFs.TV.News,Top Free in Android Apps,I love this app,"2,11,2017",TopBuzz,5,15,668,0,0.6369,0.0,0,0.677
545,News & Magazines,Rated 1 stars out of five stars,anonymous,TopBuzz:Top Video.GIFs.TV.News,Top Free in Android Apps,This app is full of fake news. It is entirely democratic and the reporters are just trash thrown from a real news source. They are not skilled in writing or finding news stories. Most of the headlines are lies and they real video or story is entirely different. Do not get this app if you are a Republican because you will be angered over its radical left ideas and opinions.,"2,9,2017",TopBuzz,1,375,666,0,-0.8481,0.124,0,0.0
546,News & Magazines,Rated 5 stars out of five stars,John E. Pizzini,TopBuzz:Top Video.GIFs.TV.News,Top Free in Android Apps,"I like your coverage of Trump. I think it keeps him somewhat in check. And you come up with quite a few good stories, like the one about that extraordinary flight attendant that saved that young girl from a living hell. So far I have to say Top Buzz is a top notch news organization!","2,6,2017",TopBuzz,5,283,663,3,0.8058,0.075,0,0.242
547,News & Magazines,Rated 5 stars out of five stars,Nickolas.,TopBuzz:Top Video.GIFs.TV.News,Top Free in Android Apps,"Love this app, I've downloaded this to every phone I've had. I can't seem to remember if it's free or if I paid for it so I wasn't sure about the ""free cancellation"" question. Overall great for all types of news and lots of wackey interesting articles. I also like chatting with people in the comment section. So great job!","2,8,2017",TopBuzz,5,323,665,0,0.9728,0.03,0,0.328
548,Sports,Rated 1 stars out of five stars,Joshua Schlichtmann,FOX Sports GO,Top Free in Android Apps,"Completely useless. They claimed we'd be able to stream the superbowl free on everything this year, but turns out it was a lie, can't be streamed to any cell phone anywhere with this app.","2,5,2017",FOX Sports Interactive,1,187,662,0,0.0267,0.058,0,0.061
549,Sports,Rated 2 stars out of five stars,Nicole Phillips,FOX Sports GO,Top Free in Android Apps,"4th quarter it just dropped out. Nothing. Then found Spanish stream works perfectly, so what is the deal? Extreme failure on Fox to drop out on 4th quarter of the Super Bowl though.","2,5,2017",FOX Sports Interactive,2,181,662,1,0.5719,0.127,0,0.191
550,Sports,Rated 5 stars out of five stars,TeamUSA,FOX Sports GO,Top Free in Android Apps,". Try resetting router and modem. Stop giving bad reviews. Clean your phone, reset modem, if your having issues it's your IP or your phone NOT the app. Good luck😆","2,9,2017",FOX Sports Interactive,5,165,666,0,0.3182,0.151,0,0.212
551,Sports,Rated 1 stars out of five stars,Michael McGee,FOX Sports GO,Top Free in Android Apps,"Doesn't work. Stays on screen that says warming up then doesn't do anything else. Plus sounds like it's a scam anyway from reading other reviews -- if you can't watch stuff on your phone, the app has no purpose. Plus it demands you change all your phone's privacy settings but even when you do, the app still doesn't work. UNINSTALL!","2,5,2017",FOX Sports Interactive,1,333,662,0,-0.2942,0.068,0,0.049
552,Sports,Rated 2 stars out of five stars,Chris Russell,FOX Sports GO,Top Free in Android Apps,Trying to watch an event and it constantly jumps back and forth through the broadcast. Back back back 3 minutes forward. Back back back...Etc. impossible to enjoy the event. Tried restarting  Chromecast and my phone as well as just watching on my phone and it didn't change anything. Disappointed.,"2,4,2017",FOX Sports Interactive,2,297,661,0,0.7817,0.0,0,0.149
553,Casual,Rated 1 stars out of five stars,Dragan Gelev,Dumb Ways to Die Original,Top Free in Android Apps,"Ads are wery annoying. Appearing every new game, and I can't close it... Must wait, open the ad, then close Play Store, then the same with the second ad and then we can play again. The game is nice. I have play it before, but now i can't waste my time by closing ads.","1,27,2017",Metro Trains,1,267,653,0,0.7309,0.033,0,0.176
554,Casual,Rated 5 stars out of five stars,dashuri llagami,Dumb Ways to Die Original,Top Free in Android Apps,That game help you to be careful around the trains. It's easy when you believe in yourself. I love that game and play it every day in the week. I'm sad because there's no settings for helping you with the games. But again it is super!  ;-)  :-),"1,13,2017",Metro Trains,5,244,639,2,0.9531,0.081,0,0.372
555,Casual,Rated 5 stars out of five stars,Shelli Arbuckle,Dumb Ways to Die Original,Top Free in Android Apps,"I had this game on an old phone and totally forgot about it for a few years. I recently was stuck in bed sick and came across it again. If there's a silver lining to being sick, this would be it!  ;-)","1,12,2017",Metro Trains,5,200,638,0,-0.784,0.198,0,0.045
556,Casual,Rated 3 stars out of five stars,Rahul achari,Dumb Ways to Die Original,Top Free in Android Apps,It is a quite addictive game!? It teaches us how little dumbness can lead to death. But d only problem is there r sum things which I don't know how to control it. Rest all others r OK.,"1,26,2017",Metro Trains,3,184,652,0,-0.7626,0.229,0,0.071
557,Casual,Rated 4 stars out of five stars,Create Inc.,Dumb Ways to Die Original,Top Free in Android Apps,"This app is an exellent time killer. The app gradually gets boring after 10-20 minutes, but I wouldn't say this app is terrible. By the way you can find the official Dumb Ways to Die song on YouTube and remember don't press the red button!","12,31,2016",Metro Trains,4,239,626,0,-0.9615,0.322,0,0.0
558,Arcade,Rated 4 stars out of five stars,Wesley Chan,Tap Tap Dash,Top Free in Android Apps,"The new update of world C requires me 5000 gems and I had got 10000+ before the update. I thought I could play world C but it tells me it is locked as I have 0 gems. Please fix this bug. Other than this, I don't find any thing worse.","1,25,2017",Cheetah Games,4,233,651,0,-0.128,0.087,0,0.097
559,Arcade,Rated 5 stars out of five stars,anonymous,Tap Tap Dash,Top Free in Android Apps,I love how whenever you jump it makes the sound of the animal you are playing as. It 's so darn cute!!!!! I also like how the levels aren't super duper long like other games. I also like how as you get farther it gets to be twist after twist.,"1,26,2017",Cheetah Games,5,242,652,2,0.8891,0.053,0,0.249
560,Arcade,Rated 5 stars out of five stars,Michael S,Tap Tap Dash,Top Free in Android Apps,"Really fun little game, controls are so easy and the gameplay so addictive- love all the cute characters! This game has gotta go into my top 10; and I've played alot of games. Bravo, cm, well played","1,31,2017",Cheetah Games,5,198,657,2,0.9713,0.0,0,0.451
561,Arcade,Rated 3 stars out of five stars,Keri Jackson,Tap Tap Dash,Top Free in Android Apps,"It can be fun when u are getting it but there well be a time when you now you maid it but it says you didn't which is why sometimes u just don't like it. But it can get better , it is still not my favorite app.","1,28,2017",Cheetah Games,3,210,654,0,0.4147,0.11,0,0.162
562,Arcade,Rated 4 stars out of five stars,Chris Green,Tap Tap Dash,Top Free in Android Apps,"Yea this a fun game. simple to control,just tap the screen but it can get kinda tricky which timing becomes everything with each tap. I'm only on level 21 and so far I like this game.","2,5,2017",Cheetah Games,4,183,662,0,0.655,0.038,0,0.152
563,Arcade,Rated 5 stars out of five stars,anonymous,Tap Tap Dash,Top Free in Android Apps,"I think this game is good because when you are bored you can just go on your phone and play tap tap dash. Also most other games take ages to load, but not with tap tap dash. I love this game.","2,1,2017",Cheetah Games,5,191,658,2,0.836,0.034,0,0.205
564,Personalization,Rated 5 stars out of five stars,Nicole Snider,ZEDGE™ Ringtones & Wallpapers,Top Free in Android Apps,"This is most definitely my go to app. Can't find everything I look for, but it is fantastic regardless.","2,5,2017",Zedge,5,103,662,0,0.7843,0.0,0,0.301
565,Personalization,Rated 4 stars out of five stars,anonymous,ZEDGE™ Ringtones & Wallpapers,Top Free in Android Apps,"It's great app for ringtones and everything else. I deducted 1 star because some of the ads are annoying,","2,7,2017",Zedge,4,105,664,0,0.34,0.124,0,0.188
566,Personalization,Rated 3 stars out of five stars,Jason Kidd,ZEDGE™ Ringtones & Wallpapers,Top Free in Android Apps,"Good content but adds pop up all over the place getting in the way trying to get you to accidentally click them or showing videos. Shame, spoils the app.","2,7,2017",Zedge,3,153,664,0,-0.743,0.206,0,0.055
567,Personalization,Rated 2 stars out of five stars,Geoffrey Adler,ZEDGE™ Ringtones & Wallpapers,Top Free in Android Apps,"Started out working fine, despite an oversized, oversimplified UI. As soon as I set a tone to a contact's notification, the file browser stopped working. It could be good, but I won't use it as is.","2,7,2017",Zedge,2,197,664,0,0.2263,0.043,0,0.099
