Timestamp, Data Source, Data, Display Value, Raw Value
"2017-03-20T20:05:54Z", GPS, Enabled, Yes, true
"2017-03-20T20:05:54Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2017-03-20T20:05:54Z", GPS, Latitude, 40.75291498771815, 40.7529149877181
"2017-03-20T20:05:54Z", GPS, Longitude, -73.99272632002412, -73.9927263200241
"2017-03-20T20:05:54Z", GPS, Altitude, 18.5060920715332 Meters, 18.5060920715332
"2017-03-20T20:05:54Z", GPS, Floor, No Data, NULL
"2017-03-20T20:05:54Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2017-03-20T20:05:54Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2017-03-20T20:05:55Z", Gyrometer (raw), x, 0.1680864774647871, 0.168086477464787
"2017-03-20T20:05:55Z", Gyrometer (raw), y, -1.770070817469493, -1.77007081746949
"2017-03-20T20:05:55Z", Gyrometer (raw), z, 2.208123798848375, 2.20812379884838
"2017-03-20T20:05:55Z", Acceleration (via Gravity), x, -0.1504876613616943, -0.150487661361694
"2017-03-20T20:05:55Z", Acceleration (via Gravity), y, -0.555839478969574, -0.555839478969574
"2017-03-20T20:05:55Z", Acceleration (via Gravity), z, -0.8175548315048218, -0.817554831504822
"2017-03-20T20:05:55Z", Acceleration (via User), x, -0.05436157435178757, -0.0543615743517876
"2017-03-20T20:05:55Z", Acceleration (via User), y, -0.3344040513038635, -0.334404051303864
"2017-03-20T20:05:55Z", Acceleration (via User), z, 0.1695598661899567, 0.169559866189957
"2017-03-20T20:05:55Z", Magnetometer (raw), x, -70.22126770019531, -70.2212677001953
"2017-03-20T20:05:55Z", Magnetometer (raw), y, 132.0297241210938, 132.029724121094
"2017-03-20T20:05:55Z", Magnetometer (raw), z, -429.4791259765625, -429.479125976562
"2017-03-20T20:05:55Z", GPS, Enabled, Yes, true
"2017-03-20T20:05:55Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2017-03-20T20:05:55Z", GPS, Latitude, 40.75297004321186, 40.7529700432119
"2017-03-20T20:05:55Z", GPS, Longitude, -73.99295123007684, -73.9929512300768
"2017-03-20T20:05:55Z", GPS, Altitude, 18.5060920715332 Meters, 18.5060920715332
"2017-03-20T20:05:55Z", GPS, Floor, No Data, NULL
"2017-03-20T20:05:55Z", GPS, Horizontal Accuracy, 219.5445563457477 Meters, 219.544556345748
"2017-03-20T20:05:55Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2017-03-20T20:05:55Z", Altimeter (Barometer), Relative Altitude, 0 Meters, 0
"2017-03-20T20:05:55Z", Altimeter (Barometer), Pressure, 100.879959106445 kPa, 100.8799591064453
"2017-03-20T20:05:55Z", GPS, Enabled, Yes, true
"2017-03-20T20:05:55Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2017-03-20T20:05:55Z", GPS, Latitude, 40.7527925200094, 40.7527925200094
"2017-03-20T20:05:55Z", GPS, Longitude, -73.9929627384841, -73.9929627384841
"2017-03-20T20:05:55Z", GPS, Altitude, 19.23430061340332 Meters, 19.2343006134033
"2017-03-20T20:05:55Z", GPS, Floor, No Data, NULL
"2017-03-20T20:05:55Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2017-03-20T20:05:55Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2017-03-20T20:05:55Z", GPS, Enabled, Yes, true
"2017-03-20T20:05:55Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2017-03-20T20:05:55Z", GPS, Latitude, 40.75286700272904, 40.752867002729
"2017-03-20T20:05:55Z", GPS, Longitude, -73.99289653106938, -73.9928965310694
"2017-03-20T20:05:55Z", GPS, Altitude, 19.15985679626465 Meters, 19.1598567962646
"2017-03-20T20:05:55Z", GPS, Floor, No Data, NULL
"2017-03-20T20:05:55Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2017-03-20T20:05:55Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2017-03-20T20:05:56Z", Altimeter (Barometer), Relative Altitude, -0.0111007690429688 Meters, -0.01110076904296875
"2017-03-20T20:05:56Z", Altimeter (Barometer), Pressure, 100.880096435547 kPa, 100.8800964355469
"2017-03-20T20:05:57Z", Altimeter (Barometer), Relative Altitude, -0.022705078125 Meters, -0.022705078125
"2017-03-20T20:05:57Z", Altimeter (Barometer), Pressure, 100.880233764648 kPa, 100.8802337646484
"2017-03-20T20:05:58Z", Altimeter (Barometer), Relative Altitude, -0.0575180053710938 Meters, -0.05751800537109375
"2017-03-20T20:05:58Z", Altimeter (Barometer), Pressure, 100.880645751953 kPa, 100.8806457519531
"2017-03-20T20:05:59Z", Altimeter (Barometer), Relative Altitude, -0.0575180053710938 Meters, -0.05751800537109375
"2017-03-20T20:05:59Z", Altimeter (Barometer), Pressure, 100.880645751953 kPa, 100.8806457519531
"2017-03-20T20:05:59Z", Acceleration (via Gravity), x, 0.09528256952762604, 0.095282569527626
"2017-03-20T20:05:59Z", Acceleration (via Gravity), y, -0.3302680850028992, -0.330268085002899
"2017-03-20T20:05:59Z", Acceleration (via Gravity), z, -0.9390656352043152, -0.939065635204315
"2017-03-20T20:05:59Z", Acceleration (via User), x, -0.236762061715126, -0.236762061715126
"2017-03-20T20:05:59Z", Acceleration (via User), y, 0.2131568789482117, 0.213156878948212
"2017-03-20T20:05:59Z", Acceleration (via User), z, 0.09920660406351089, 0.0992066040635109
"2017-03-20T20:05:59Z", Gyrometer (raw), x, -0.06193607220753681, -0.0619360722075368
"2017-03-20T20:05:59Z", Gyrometer (raw), y, 0.5857566891246393, 0.585756689124639
"2017-03-20T20:05:59Z", Gyrometer (raw), z, -0.5136193783615539, -0.513619378361554
"2017-03-20T20:06:00Z", Magnetometer (raw), x, -63.35366821289062, -63.3536682128906
"2017-03-20T20:06:00Z", Magnetometer (raw), y, 141.6443786621094, 141.644378662109
"2017-03-20T20:06:00Z", Magnetometer (raw), z, -430.4600524902344, -430.460052490234
"2017-03-20T20:06:00Z", Microphone, Left Channel Level, -1.211998 dB, -1.212
"2017-03-20T20:06:00Z", Microphone, Right Channel Level, -1.211998 dB, -1.212
"2017-03-20T20:06:00Z", Altimeter (Barometer), Relative Altitude, 0.00403594970703125 Meters, 0.00403594970703125
"2017-03-20T20:06:00Z", Altimeter (Barometer), Pressure, 100.879913330078 kPa, 100.8799133300781
"2017-03-20T20:06:01Z", Altimeter (Barometer), Relative Altitude, 0.00403594970703125 Meters, 0.00403594970703125
"2017-03-20T20:06:01Z", Altimeter (Barometer), Pressure, 100.879913330078 kPa, 100.8799133300781
"2017-03-20T20:06:02Z", Altimeter (Barometer), Relative Altitude, 0.00252151489257812 Meters, 0.002521514892578125
"2017-03-20T20:06:02Z", Altimeter (Barometer), Pressure, 100.879928588867 kPa, 100.8799285888672
"2017-03-20T20:06:03Z", Altimeter (Barometer), Relative Altitude, -0.128654479980469 Meters, -0.1286544799804688
"2017-03-20T20:06:03Z", Altimeter (Barometer), Pressure, 100.881500244141 kPa, 100.8815002441406
"2017-03-20T20:06:03Z", Acceleration (via Gravity), x, 0.09271673858165741, 0.0927167385816574
"2017-03-20T20:06:03Z", Acceleration (via Gravity), y, -0.6927026510238647, -0.692702651023865
"2017-03-20T20:06:03Z", Acceleration (via Gravity), z, -0.7152388691902161, -0.715238869190216
"2017-03-20T20:06:03Z", Acceleration (via User), x, -0.02757696993649006, -0.0275769699364901
"2017-03-20T20:06:03Z", Acceleration (via User), y, 0.03211917728185654, 0.0321191772818565
"2017-03-20T20:06:03Z", Acceleration (via User), z, -0.1893326789140701, -0.18933267891407
"2017-03-20T20:06:04Z", Altimeter (Barometer), Relative Altitude, -0.139755249023438 Meters, -0.1397552490234375
"2017-03-20T20:06:04Z", Altimeter (Barometer), Pressure, 100.881629943848 kPa, 100.8816299438477
"2017-03-20T20:06:04Z", GPS, Enabled, Yes, true
"2017-03-20T20:06:04Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2017-03-20T20:06:04Z", GPS, Latitude, 40.75307960488153, 40.7530796048815
"2017-03-20T20:06:04Z", GPS, Longitude, -73.99286265344954, -73.9928626534495
"2017-03-20T20:06:04Z", GPS, Altitude, 19.15985679626465 Meters, 19.1598567962646
"2017-03-20T20:06:04Z", GPS, Floor, No Data, NULL
"2017-03-20T20:06:04Z", GPS, Horizontal Accuracy, 218.3978422739147 Meters, 218.397842273915
"2017-03-20T20:06:04Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2017-03-20T20:06:04Z", Gyrometer (raw), x, -0.0642748602768444, -0.0642748602768444
"2017-03-20T20:06:04Z", Gyrometer (raw), y, 0.069370020074384, 0.069370020074384
"2017-03-20T20:06:04Z", Gyrometer (raw), z, 0.2089633370364134, 0.208963337036413
"2017-03-20T20:06:05Z", Magnetometer (raw), x, -70.56465148925781, -70.5646514892578
"2017-03-20T20:06:05Z", Magnetometer (raw), y, 139.5840911865234, 139.584091186523
"2017-03-20T20:06:05Z", Magnetometer (raw), z, -431.7679443359375, -431.767944335938
"2017-03-20T20:06:05Z", Microphone, Left Channel Level, -13.87874 dB, -13.8787
"2017-03-20T20:06:05Z", Microphone, Right Channel Level, -13.87874 dB, -13.8787
"2017-03-20T20:06:05Z", Altimeter (Barometer), Relative Altitude, -0.139755249023438 Meters, -0.1397552490234375
"2017-03-20T20:06:05Z", Altimeter (Barometer), Pressure, 100.881629943848 kPa, 100.8816299438477
"2017-03-20T20:06:06Z", Altimeter (Barometer), Relative Altitude, -0.0277481079101562 Meters, -0.02774810791015625
"2017-03-20T20:06:06Z", Altimeter (Barometer), Pressure, 100.88028717041 kPa, 100.8802871704102
