Timestamp, Data Source, Data, Display Value, Raw Value
"2017-03-24T09:03:33Z", GPS, Enabled, Yes, 1
"2017-03-24T09:03:33Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2017-03-24T09:03:33Z", GPS, Latitude, 40.69186276528904, 40.69186276528904
"2017-03-24T09:03:33Z", GPS, Longitude, -73.98693632533039, -73.98693632533039
"2017-03-24T09:03:33Z", GPS, Altitude, 51.035400390625 Meters, 51.035400390625
"2017-03-24T09:03:33Z", GPS, Floor, No Data, nil
"2017-03-24T09:03:33Z", GPS, Horizontal Accuracy, 624.8641467605112 Meters, 624.8641467605112
"2017-03-24T09:03:33Z", GPS, Vertical Accuracy, 20.05750400216525 Meters, 20.05750400216525
"2017-03-24T09:03:33Z", Magnetometer (raw), x, 41.84223937988281, 41.84223937988281
"2017-03-24T09:03:33Z", Magnetometer (raw), y, -7.750946044921875, -7.750946044921875
"2017-03-24T09:03:33Z", Magnetometer (raw), z, -461.262451171875, -461.262451171875
"2017-03-24T09:03:33Z", GPS, Enabled, Yes, 1
"2017-03-24T09:03:33Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2017-03-24T09:03:33Z", GPS, Latitude, 40.69163240580294, 40.69163240580294
"2017-03-24T09:03:33Z", GPS, Longitude, -73.98705726756677, -73.98705726756677
"2017-03-24T09:03:33Z", GPS, Altitude, 51.035400390625 Meters, 51.035400390625
"2017-03-24T09:03:33Z", GPS, Floor, No Data, nil
"2017-03-24T09:03:33Z", GPS, Horizontal Accuracy, 1,414 Meters, 1414
"2017-03-24T09:03:33Z", GPS, Vertical Accuracy, 20.05750400216525 Meters, 20.05750400216525
"2017-03-24T09:03:33Z", Acceleration (via Gravity), x, -0.05990165844559669, -0.05990165844559669
"2017-03-24T09:03:33Z", Acceleration (via Gravity), y, -0.2612736225128174, -0.2612736225128174
"2017-03-24T09:03:33Z", Acceleration (via Gravity), z, -0.9634042978286743, -0.9634042978286743
"2017-03-24T09:03:33Z", Acceleration (via User), x, 0.06220573559403419, 0.06220573559403419
"2017-03-24T09:03:33Z", Acceleration (via User), y, 0.06063580140471458, 0.06063580140471458
"2017-03-24T09:03:33Z", Acceleration (via User), z, -0.06796775013208389, -0.06796775013208389
"2017-03-24T09:03:33Z", Gyrometer (raw), x, 0.04101481131609233, 0.04101481131609233
"2017-03-24T09:03:33Z", Gyrometer (raw), y, -0.5576456922383078, -0.5576456922383078
"2017-03-24T09:03:33Z", Gyrometer (raw), z, -0.242156710547052, -0.242156710547052
"2017-03-24T09:03:34Z", Altimeter (Barometer), Relative Altitude, 0 Meters, 0
"2017-03-24T09:03:34Z", Altimeter (Barometer), Pressure, 102.495552062988 kPa, 102.4955520629883
"2017-03-24T09:03:34Z", Magnetometer (raw), x, 9.528823852539062, 9.528823852539062
"2017-03-24T09:03:34Z", Magnetometer (raw), y, 3.836151123046875, 3.836151123046875
"2017-03-24T09:03:34Z", Magnetometer (raw), z, -431.7386169433594, -431.7386169433594
"2017-03-24T09:03:34Z", Acceleration (via Gravity), x, -0.3515662252902985, -0.3515662252902985
"2017-03-24T09:03:34Z", Acceleration (via Gravity), y, -0.1335657238960266, -0.1335657238960266
"2017-03-24T09:03:34Z", Acceleration (via Gravity), z, -0.926585853099823, -0.926585853099823
"2017-03-24T09:03:34Z", Acceleration (via User), x, -0.6907463669776917, -0.6907463669776917
"2017-03-24T09:03:34Z", Acceleration (via User), y, -0.1236974596977234, -0.1236974596977234
"2017-03-24T09:03:34Z", Acceleration (via User), z, -0.09253338724374771, -0.09253338724374771
"2017-03-24T09:03:34Z", Microphone, Left Channel Level, -10.68724 dB, -10.68724
"2017-03-24T09:03:34Z", Microphone, Right Channel Level, -10.68724 dB, -10.68724
"2017-03-24T09:03:34Z", Gyrometer (raw), x, 1.688046787475597, 1.688046787475597
"2017-03-24T09:03:34Z", Gyrometer (raw), y, -1.327069682785243, -1.327069682785243
"2017-03-24T09:03:34Z", Gyrometer (raw), z, -0.9741790004288052, -0.9741790004288052
"2017-03-24T09:03:35Z", Altimeter (Barometer), Relative Altitude, -0.421363830566406 Meters, -0.4213638305664062
"2017-03-24T09:03:35Z", Altimeter (Barometer), Pressure, 102.50065612793 kPa, 102.5006561279297
"2017-03-24T09:03:35Z", Acceleration (via Gravity), x, -0.7917394042015076, -0.7917394042015076
"2017-03-24T09:03:35Z", Acceleration (via Gravity), y, 0.6097189784049988, 0.6097189784049988
"2017-03-24T09:03:35Z", Acceleration (via Gravity), z, 0.03730206191539764, 0.03730206191539764
"2017-03-24T09:03:35Z", Acceleration (via User), x, -0.2902002930641174, -0.2902002930641174
"2017-03-24T09:03:35Z", Acceleration (via User), y, 0.03197412192821503, 0.03197412192821503
"2017-03-24T09:03:35Z", Acceleration (via User), z, -0.06031231582164764, -0.06031231582164764
"2017-03-24T09:03:35Z", Magnetometer (raw), x, -11.15744018554688, -11.15744018554688
"2017-03-24T09:03:35Z", Magnetometer (raw), y, 17.56005859375, 17.56005859375
"2017-03-24T09:03:35Z", Magnetometer (raw), z, -393.2632751464844, -393.2632751464844
"2017-03-24T09:03:35Z", Microphone, Left Channel Level, -0.09999989 dB, -0.09999988999999999
"2017-03-24T09:03:35Z", Microphone, Right Channel Level, -0.09999989 dB, -0.09999988999999999
"2017-03-24T09:03:35Z", Gyrometer (raw), x, 0.05084613679622885, 0.05084613679622885
"2017-03-24T09:03:35Z", Gyrometer (raw), y, -1.323767363033545, -1.323767363033545
"2017-03-24T09:03:35Z", Gyrometer (raw), z, 0.0868605968495884, 0.0868605968495884
"2017-03-24T09:03:36Z", Altimeter (Barometer), Relative Altitude, -0.528945922851562 Meters, -0.5289459228515625
"2017-03-24T09:03:36Z", Altimeter (Barometer), Pressure, 102.501968383789 kPa, 102.5019683837891
"2017-03-24T09:03:36Z", Acceleration (via Gravity), x, -0.7714791893959045, -0.7714791893959045
"2017-03-24T09:03:36Z", Acceleration (via Gravity), y, 0.6362376809120178, 0.6362376809120178
"2017-03-24T09:03:36Z", Acceleration (via Gravity), z, -0.004632378928363323, -0.004632378928363323
"2017-03-24T09:03:36Z", Acceleration (via User), x, 0.585978090763092, 0.585978090763092
"2017-03-24T09:03:36Z", Acceleration (via User), y, -0.8607249855995178, -0.8607249855995178
"2017-03-24T09:03:36Z", Acceleration (via User), z, 0.6140683889389038, 0.6140683889389038
"2017-03-24T09:03:36Z", Microphone, Left Channel Level, -10.44649 dB, -10.44649
"2017-03-24T09:03:36Z", Microphone, Right Channel Level, -10.44649 dB, -10.44649
"2017-03-24T09:03:36Z", Magnetometer (raw), x, -4.400100708007812, -4.400100708007812
"2017-03-24T09:03:36Z", Magnetometer (raw), y, 24.8994140625, 24.8994140625
"2017-03-24T09:03:36Z", Magnetometer (raw), z, -386.8301086425781, -386.8301086425781
"2017-03-24T09:03:36Z", Gyrometer (raw), x, -0.2584797575003657, -0.2584797575003657
"2017-03-24T09:03:36Z", Gyrometer (raw), y, -0.5494024097161856, -0.5494024097161856
"2017-03-24T09:03:36Z", Gyrometer (raw), z, 1.200547959401649, 1.200547959401649
"2017-03-24T09:03:37Z", Acceleration (via Gravity), x, 0.07904127985239029, 0.07904127985239029
"2017-03-24T09:03:37Z", Acceleration (via Gravity), y, 0.9824514985084534, 0.9824514985084534
"2017-03-24T09:03:37Z", Acceleration (via Gravity), z, -0.1689422428607941, -0.1689422428607941
