Date,Song,Artist,Genre,Length ,Group,GroupID
10/18/08,Live Your Life,T.I. Featuring Rihanna,Rap,7,2000,5
10/25/08,Womanizer,Britney Spears,Pop,7,2000,5
11/1/08,Whatever You Like,T.I.,Rap,14,2000,5
11/15/08,Live Your Life,T.I. Featuring Rihanna,Rap,28,2000,5
12/13/08,Single Ladies (Put A Ring On It),Beyonce,Pop,7,2000,5
12/20/08,Live Your Life,T.I. Featuring Rihanna,Rap,7,2000,5
12/27/08,Single Ladies (Put A Ring On It),Beyonce,Pop,7,2000,5
1/17/09,Just Dance,Lady Gaga,Pop,21,2000,5
2/7/09,My Life Would Suck Without You,Kelly Clarkson,Pop,14,2000,5
2/21/09,Crack A Bottle,Eminem,Rap,7,2000,5
2/28/09,Right Round,FloRida,Rap,42,2000,5
4/11/09,Poker Face,Lady Gaga,Pop,7,2000,5
4/18/09,Boom Boom Pow ,The Black Eyed Peas,Pop,84,2000,5
7/11/09,I Gotta Feeling,The Black Eyed Peas,Pop,98,2000,5
10/17/09,Down,Jay Sean,Pop,7,2000,5
10/24/09,3,Britney Spears,Pop,7,2000,5
10/31/09,Down,Jay Sean,Pop,7,2000,5
11/7/09,Fireflies,Owl City,Pop,7,2000,5
11/14/09,Whatcha Say,Jason DeRulo,R&B,7,2000,5
11/21/09,Fireflies,Owl City,Pop,7,2000,5
11/28/09,Empire State of Mind,Jay Z + Alicia Keys,Rap,35,2000,5
