,GPS Horizontal Accuracy,GPS Longitude,GPS Vertical Accuracy,Magnetometer z,Altimeter (Barometer) Pressure,GPS Latitude,GPS Altitude,Magnetometer y,Magnetometer x,Altimeter (Barometer) Relative Altitude,Microphone Left Channel Level,Microphone Right Channel Level,Gyrometer y,Gyrometer z,Gyrometer x,Gravity z,Gravity y,Gravity x,Acceleration z,Acceleration x,Acceleration y,classification
2017-03-20 07:34:59,10.0,-73.7536726613,4.0,-449.09753418,101.306930542,40.7366589038,47.7153625488,128.939300537,-79.4925384521,-2.16481733322,-1.21145,-1.21145,-0.292672881684,-1.46319236821,-1.5021352402,-0.973450601101,-0.175528168678,0.146914348006,-0.257475942373,0.112927563488,-0.0807584524155,D
2017-03-20 07:35:03,10.0,-73.7536859047,3.0,-453.348175049,101.306373596,40.7366564731,47.1885070801,160.873672485,-70.5646514893,-2.11855888367,-31.8573,-31.8573,0.0986197846428,0.0761203344894,0.128882349374,0.634161293507,-0.0920801237226,0.767698347569,0.0415131486952,-0.0128307659179,-0.031287189573,D
2017-03-20 07:35:08,10.0,-73.7536859047,3.0,-450.895874023,101.300048828,40.7366564731,47.1479797363,158.985092163,-95.1163482666,-1.59159946442,-2.32775,-2.32775,0.107263073961,0.0229276864567,0.0937294219331,-0.876477479935,-0.446825861931,0.179259359837,-0.0164363551885,0.0256966929883,-0.0263186823577,D
2017-03-20 07:35:12,10.0,-73.7536859047,4.0,-454.656066895,101.298950195,40.7366564731,47.0202941895,151.945785522,-77.7756347656,-1.50058579445,-2.32775,-2.32775,0.107263073961,0.0229276864567,0.0937294219331,-0.856315374374,-0.498260468245,0.135869473219,-0.0910723283887,-0.0357718132436,0.0160522013903,D
2017-03-20 07:35:17,10.0,-73.7536859047,3.0,-428.171234131,101.303062439,40.7366564731,47.036529541,179.416213989,-61.2933807373,-1.8430147171,-27.466,-27.466,0.0986168551656,0.0309488613439,-0.073725087405,-0.923049151897,0.18644683063,-0.336478561163,-0.00415115291253,-0.000115073831694,-0.00773589964956,D
2017-03-20 07:35:21,10.0,-73.7536859047,3.0,-404.95614624,101.307350159,40.7366564731,46.8566589355,145.078186035,-37.6001434326,-2.20001411438,-26.2914,-26.2914,0.00743501313128,-0.00211881096327,-0.00853809445479,-0.92392796278,0.181470245123,-0.336787194014,-0.00260094064288,0.000697115377989,-0.00204214220867,D
2017-03-20 07:35:26,10.0,-73.7536859047,3.0,-412.313049316,101.311218262,40.7366564731,46.7037658691,151.774093628,-32.9645080566,-2.52180576324,-1.21165,-1.21165,0.167154637399,0.123984796129,1.10149860687,-0.640097022057,-0.683762669563,-0.350348979235,-0.0158173106611,-0.0194782875478,-0.0146168190986,D
2017-03-20 07:35:30,10.0,-73.7537211925,3.0,-412.14956665,101.309234619,40.7366540004,47.2369689941,151.259033203,-33.1361999512,-2.35688877106,-15.0321,-15.0321,0.00211534885385,3.3822145844e-05,-0.0117346867112,-0.653336465359,-0.662714660168,-0.366006433964,-0.000243230795604,-0.00693362671882,-0.00464373081923,D
2017-03-20 07:35:35,10.0,-73.7537110504,3.0,-383.702880859,101.314460754,40.7366622566,44.7575378418,157.783248901,-48.244934082,-2.79180145264,-10.2765,-10.2765,-0.130833381188,0.0925432499836,0.136562639642,-0.855535984039,-0.390420019627,0.340044647455,-0.0064482553862,0.0103124128655,-0.00919239874929,D
2017-03-20 07:35:39,10.0,-73.7536980585,3.0,-383.702880859,101.311897278,40.7366729435,45.7106628418,157.783248901,-48.244934082,-2.57862091064,-8.81485,-8.81485,-0.0044496095493,0.0639286493351,0.0084731133242,-0.844059050083,-0.415684610605,0.338778197765,-0.00259014545009,0.00539905298501,-0.00446614203975,D
2017-03-20 07:35:44,10.0,-73.7536980585,3.0,-388.444030762,101.313690186,40.7366729435,45.9267272949,156.581420898,-46.356338501,-2.72744560242,-4.11128,-4.11128,-0.00533857272117,0.0137933102338,0.0223899942326,-0.838608086109,-0.39088127017,0.379405260086,-0.00173922849353,0.00604700809345,-0.00909736938775,D
2017-03-20 07:35:48,10.0,-73.7536980585,3.0,-383.866394043,101.313812256,40.7366729435,45.7093811035,155.894668579,-48.4166259766,-2.73800373077,-7.0288,-7.0288,0.0106356001293,-0.0116446718664,-0.0309302192163,-0.832992374897,-0.40952694416,0.372036784887,-0.0033418412786,-0.00195010530297,-0.0037115777377,D
2017-03-20 07:35:53,10.0,-73.7536957954,3.0,-382.885467529,101.313911438,40.7366798586,45.9515075684,155.55128479,-49.446762085,-2.74604845047,-9.57229,-9.57229,0.00212546886599,-0.00211162042832,-0.00746617211604,-0.840216815472,-0.350867390633,0.41343408823,-0.0110252229497,0.0152615970001,-0.00440300628543,D
2017-03-20 07:35:57,10.0,-73.7536957954,3.0,-385.82824707,101.313491821,40.7366798586,46.3491516113,155.894668579,-48.0732421875,-2.71135640144,-9.57229,-9.57229,0.00212546886599,-0.00211162042832,-0.00746617211604,-0.844160497189,-0.375851780176,0.382267564535,-0.00320583884604,-0.00136241840664,-0.000140034971992,D
2017-03-20 07:36:02,10.0,-73.7536957954,3.0,-387.79006958,101.313270569,40.7366798586,46.2492980957,154.864517212,-47.7298583984,-2.69275331497,-2.84063,-2.84063,0.0149137021044,-0.0191380082255,-0.0234608513069,-0.84706223011,-0.387358367443,0.36392185092,0.00897321570665,-0.00772068835795,-0.00610477291048,D
2017-03-20 07:36:06,10.0,-73.7537032553,3.0,-438.634399414,101.309455872,40.7366601611,46.2647399902,148.168609619,-67.8176116943,-2.37498950958,-1.2092,-1.2092,0.25025964448,-3.18144259825,-0.133585225543,-0.646857857704,-0.288647741079,-0.70587348938,0.0455394797027,-0.130903214216,-0.0535306148231,D
2017-03-20 07:36:11,10.0,-73.7537216116,3.0,-436.836029053,101.306091309,40.7366526593,46.0097961426,168.599731445,-93.3994445801,-2.09542942047,-1.21344,-1.21344,-1.84280014894,0.337022769633,-1.55891197043,-0.919519901276,0.191734224558,-0.343105196953,-0.22136451304,-0.234836697578,0.0179062839597,D
2017-03-20 07:36:15,10.0,-73.7537067757,4.0,-456.290924072,101.306892395,40.7366585266,46.3111877441,170.488327026,-44.1243591309,-2.16129779816,-3.5015,-3.5015,-0.574250235319,2.42038466195,1.01781329699,-0.66349697113,-0.569750189781,0.484929382801,-0.502167701721,0.320658385754,-0.176892891526,D
2017-03-20 07:36:20,10.0,-73.7537004054,4.0,-383.048950195,101.303779602,40.7366444869,46.652130127,168.428039551,-42.0640869141,-1.90285074711,-7.68001,-7.68001,-0.286556133293,-0.174733727546,-0.496569288431,0.984397172928,0.121971078217,0.126827821136,-0.087256655097,0.0484651476145,0.0264359023422,D
2017-03-20 07:36:24,10.0,-73.7537004054,3.0,-383.048950195,101.309288025,40.7366444869,46.2893981934,168.428039551,-42.0640869141,-2.36141395569,-18.08,-18.08,0.480100832882,-1.89537068254,1.79756129782,0.945114672184,-0.210413232446,0.249968960881,0.0188287850469,0.00286917388439,-0.00783322565258,D
2017-03-20 07:36:29,10.0,-73.7537154929,3.0,-411.822570801,101.321876526,40.7366591553,45.7905578613,147.138458252,-33.4795684814,-3.40919518471,-15.6627,-15.6627,-0.0363052772444,-0.301057844376,-0.150051284247,-0.761816978455,-0.538051605225,-0.360742777586,0.0912389680743,-0.143163487315,-0.054950684309,D
2017-03-20 07:36:33,10.0,-73.7537154929,4.0,-447.953125,101.32408905,40.7366591553,45.9639587402,114.34564209,-48.0732421875,-3.59319972992,-1.21158,-1.21158,-0.0195353518602,0.0186629002871,-0.484232460997,-0.50810110569,-0.847369492054,-0.154266685247,-0.128419309855,-0.0264431610703,-0.0402037315071,D
2017-03-20 07:36:38,10.0,-73.753715409,3.0,-444.356414795,101.321372986,40.7366589876,45.8899841309,123.273529053,-42.2357788086,-3.36746692657,-5.88177,-5.88177,0.00318141223821,-0.00313800271244,-0.020265324315,-0.934208095074,-0.0026532325428,-0.356718629599,0.0108835175633,0.00498828431591,-0.0045641749166,D
2017-03-20 07:36:42,10.0,-73.753715409,3.0,-410.841674805,101.32283783,40.7366589876,45.8894958496,79.4925384521,-59.5764770508,-3.48913192749,-5.88177,-5.88177,0.00318141223821,-0.00313800271244,-0.020265324315,-0.938445866108,-0.00180614017881,-0.34542170167,-0.0304720085114,0.00875177234411,-0.000650524860248,D
2017-03-20 07:36:47,10.0,-73.753692275,3.0,-412.803527832,101.324737549,40.7366452832,45.9323425293,82.2395782471,-57.8595733643,-3.64699268341,-10.9421,-10.9421,0.00743874155681,-0.00108417287977,0.00106020442996,-0.949801266193,0.0224304310977,-0.312048703432,-0.0196048449725,0.00632361508906,0.0242309458554,D
2017-03-20 07:36:51,10.0,-73.753688084,3.0,-414.765350342,101.326904297,40.7366289385,46.0085754395,83.2697296143,-53.7390136719,-3.82797670364,-25.0957,-25.0957,0.0266228224692,-0.0287328450009,-0.0298625579353,-0.953422963619,0.0137176588178,-0.301324486732,0.00821728818119,0.0385681502521,-0.0151214674115,D
2017-03-20 07:36:56,10.0,-73.7536786125,3.0,-415.25579834,101.329833984,40.7365895016,46.4071350098,80.0076141357,-51.5070495605,-4.07129430771,-21.1743,-21.1743,0.0699252891617,0.0552427494398,0.0116068549789,-0.963504135609,0.0333663150668,-0.265605777502,0.0610993690789,-0.0421487241983,0.0602463558316,D
2017-03-20 07:37:00,10.0,-73.7536636089,3.0,-412.476531982,101.328720093,40.7365646074,46.6492614746,68.1609954834,-55.1125335693,-3.9787940979,-23.6852,-23.6852,-0.02926814038,0.189665539145,0.0318370255675,-0.936844110489,-0.0121589964256,-0.349535793066,0.0358583927155,-0.0404483377934,-0.0264762565494,D
2017-03-20 07:37:05,10.0,-73.7538552192,3.0,-409.533782959,101.327682495,40.7365330076,47.5210876465,63.6970367432,-73.6550750732,-3.89232563972,-18.7188,-18.7188,0.0274081886747,0.0712387602113,0.0350985989545,-0.930814027786,-0.00405025715008,-0.365470767021,-0.0313441939652,0.0306624062359,0.0540075339377,D
2017-03-20 07:37:09,10.0,-73.7541653572,3.0,-409.533782959,101.331718445,40.7364236729,48.230682373,63.6970367432,-73.6550750732,-4.22814083099,-22.4559,-22.4559,0.000998152776562,0.0191891409185,-0.00215343205744,-0.955996096134,0.0109866568819,-0.293173581362,0.00145203329157,0.0159824192524,0.0347134172916,D
2017-03-20 07:37:14,10.0,-73.7546153709,3.0,-410.351196289,101.340370178,40.7363258176,48.8563537598,64.5554962158,-72.7966156006,-4.94799613953,-12.959,-12.959,0.00325544811651,-0.0118651816046,0.041605766762,-0.950795769691,0.00596355460584,-0.309760928154,0.0431877449155,0.0127333262935,0.0199153516442,D
2017-03-20 07:37:18,10.0,-73.7550210052,3.0,-412.476531982,101.347488403,40.7362381819,48.6826477051,67.8176116943,-70.5646514893,-5.54113483429,-19.9237,-19.9237,-0.0351398779514,0.0120260365345,-0.071438497293,-0.962980091572,-0.0254148319364,-0.268371790648,0.0037973606959,0.00796528812498,0.0503171756864,D
2017-03-20 07:37:23,10.0,-73.7554868173,3.0,-407.081481934,101.355789185,40.7361436234,48.8114929199,64.2121124268,-72.7966156006,-6.23174762726,-15.4035,-15.4035,-0.0367462967209,-0.122613268168,0.0374906502456,-0.980423927307,0.0206735227257,-0.195809826255,-0.0350484661758,0.0862212106586,0.0194723512977,D
2017-03-20 07:37:27,10.0,-73.7558295315,3.0,-414.928833008,101.365005493,40.7360770888,48.2803649902,67.3025360107,-68.3326721191,-6.99870634079,-15.4035,-15.4035,-0.0367462967209,-0.122613268168,0.0374906502456,-0.978809893131,0.0316233597696,-0.202314451337,-0.0565294511616,-0.0272387769073,0.145485401154,D
2017-03-20 07:37:32,10.0,-73.7560893095,3.0,-418.362060547,101.36869812,40.7363014398,47.3805847168,79.4925384521,-53.0522460938,-7.30527305603,-16.8868,-16.8868,-0.0157091883221,-0.409034645509,-0.0603698671705,-0.90452092886,0.0582728981972,-0.422428905964,-0.0334978885949,-0.00545804388821,-0.00285297771916,D
2017-03-20 07:37:36,10.0,-73.7562415862,3.0,-415.25579834,101.369132996,40.7366345399,46.4660949707,81.3811340332,-53.5673217773,-7.34246253967,-22.5021,-22.5021,0.0137847881184,0.00532206112241,-0.00641875085931,-0.982791304588,-0.000617577461526,-0.184718355536,-0.106960892677,0.0540268309414,-0.000282691122266,D
2017-03-20 07:37:41,10.0,-73.7563544479,3.0,-418.035095215,101.388450623,40.7368726587,45.5367126465,80.8660583496,-51.6787261963,-8.94952201843,-23.2443,-23.2443,0.00956500937113,-0.00635163919984,-0.0192019240917,-0.995935916901,0.010641682893,-0.0894339829683,-0.0237784553319,-0.0913368910551,-0.0175081379712,D
2017-03-20 07:37:45,10.0,-73.7563614912,3.0,-417.544616699,101.394058228,40.736887304,44.9460144043,81.3811340332,-50.8202819824,-9.41581535339,-27.7245,-27.7245,-0.00212413728545,-0.00314812272458,-0.0138604218933,-0.963141322136,0.0122097823769,-0.268718719482,-0.0136500801891,-0.0241279527545,0.0177127029747,D
2017-03-20 07:37:50,10.0,-73.7563612178,3.0,-418.525543213,101.389862061,40.7368867354,43.3587036133,81.3811340332,-49.790145874,-9.06710243225,-21.3829,-21.3829,0.0106268116977,-0.0021494373158,-0.00107511813206,-0.959329783916,0.010450524278,-0.282094150782,0.000147069004015,-0.00182614510413,-0.00716988416389,D
2017-03-20 07:37:54,10.0,-73.7563852369,3.0,-418.525543213,101.388130188,40.7369366786,43.7983093262,81.3811340332,-49.790145874,-8.92339324951,-22.7595,-22.7595,0.00105487810778,-0.00312335532644,-0.0234629818358,-0.902807831764,0.0138243837282,-0.429821908474,-0.0178311932832,0.0100984089077,0.0120392637327,D
2017-03-20 07:37:59,10.0,-73.7565164443,3.0,-416.236724854,101.38368988,40.7372101178,42.6329345703,82.7546539307,-52.880569458,-8.55355930328,-19.9183,-19.9183,0.00430872832764,-0.0149816127122,0.016009592893,-0.933841824532,-0.00183013058268,-0.35768160224,0.171299085021,0.0246585458517,0.0107565224171,D
2017-03-20 07:38:03,10.0,-73.7566825507,3.0,-417.708099365,101.390060425,40.7375574525,40.1533203125,79.4925384521,-54.0823974609,-9.08318138123,-23.6495,-23.6495,-0.00737216252956,-0.0160170497441,0.0138891840331,-0.955186605453,0.00913696456701,-0.295863211155,0.0317247062922,0.0397139154375,0.0151245100424,D
2017-03-20 07:38:08,10.0,-73.7569048292,4.0,-416.563690186,101.410896301,40.7380236438,38.717590332,82.0678863525,-51.5070495605,-10.816576004,-23.1163,-23.1163,0.0255626180392,-0.0234848197568,-0.00426851459518,-0.967905521393,0.00804335810244,-0.251185655594,0.0259651970118,-0.0170791037381,0.000867775001097,D
2017-03-20 07:38:12,10.0,-73.7570831622,4.0,-416.236724854,101.428436279,40.7383991684,36.7545166016,81.3811340332,-52.5371856689,-12.276424408,-23.1163,-23.1163,0.0255626180392,-0.0234848197568,-0.00426851459518,-0.96290397644,0.00966373737901,-0.269671291113,-0.041765242815,-0.0135928811505,0.0354717597365,D
2017-03-20 07:38:17,10.0,-73.7573091503,4.0,-418.852508545,101.449874878,40.7388749001,34.3799743652,81.3811340332,-51.8504180908,-14.0585069656,-23.9176,-23.9176,-0.0148473893933,-0.00952080089703,-0.0127746511169,-0.964188814163,-0.0038258053828,-0.26518920064,0.171128511429,0.0440435558558,-0.0613597407937,D
2017-03-20 07:38:21,10.0,-73.7574855223,4.0,-416.890686035,101.458442688,40.7392467901,36.128692627,83.44140625,-51.5070495605,-14.7716560364,-22.3237,-22.3237,0.00109935289798,-0.0148748199525,-0.0149184957944,-0.966074049473,0.0176624245942,-0.257660508156,-0.0257624834776,-0.011321422644,-0.00634040264413,D
2017-03-20 07:38:26,10.0,-73.7576952167,4.0,-416.727172852,101.468780518,40.7396899227,34.8692321777,82.2395782471,-51.335357666,-15.6313886642,-24.3675,-24.3675,0.0127986195667,-0.00761424387265,0.0394587262912,-0.967885017395,0.0371482297778,-0.248633474112,-0.0277662314475,-8.48700801725e-06,0.0244362428784,D
2017-03-20 07:38:30,10.0,-73.7578397319,3.0,-418.035095215,101.48538208,40.7399989144,33.7624816895,81.2094421387,-53.0522460938,-17.0112304688,-25.0352,-25.0352,0.0138361871274,-0.00225623007552,0.0298529705554,-0.990497946739,-0.0183542501181,-0.13629733026,-0.0221363417804,-0.000238313237787,-0.0173665750772,D
2017-03-20 07:38:35,10.0,-73.757901079,3.0,-416.563690186,101.506607056,40.7401302899,32.5916442871,83.44140625,-52.1938018799,-18.7754364014,-22.7877,-22.7877,0.00741850153252,0.00320671226856,-0.0074768247604,-0.981753051281,-0.00591759290546,-0.190068081021,-0.00547531526536,-0.00303189409897,-0.017550425604,D
2017-03-20 07:38:39,10.0,-73.757902059,3.0,-416.563690186,101.505752563,40.7401323886,32.9575805664,83.44140625,-52.1938018799,-18.7041511536,-25.9432,-25.9432,0.00212626781432,-0.00211508253774,-0.00639957609946,-0.959127545357,-0.00401752814651,-0.282945513725,-0.0131777273491,-0.00451481575146,0.0177351795137,D
2017-03-20 07:38:44,10.0,-73.7579018867,3.0,-417.381134033,101.505722046,40.7401320197,33.070526123,81.5528259277,-52.3654937744,-18.7021427155,-26.1991,-26.1991,0.0127522805637,-0.0011086739618,0.00532126217409,-0.959001660347,-0.003871739842,-0.28337392211,0.00392356049269,-0.00112620578147,-0.0100595345721,D
2017-03-20 07:38:48,10.0,-73.7579018907,3.0,-416.727172852,101.504364014,40.7401320282,33.080291748,82.2395782471,-52.0221099854,-18.5896911621,-26.7165,-26.7165,0.00531407163914,-0.00212839834319,-0.00426957985962,-0.959084749222,-0.00451967911795,-0.283083021641,-0.0212008822709,-0.00033373455517,0.00529787736014,D
2017-03-20 07:38:53,10.0,-73.7579018957,3.0,-416.563690186,101.504821777,40.7401320389,33.0231323242,82.7546539307,-51.5070495605,-18.6268405914,-28.2892,-28.2892,-2.13052887206e-06,-0.00104156230233,-0.0074651068516,-0.959113180637,-0.0040214122273,-0.282994270325,-0.00913329236209,0.000691418536007,0.000450855586678,D
2017-03-20 07:38:57,10.0,-73.7579017875,3.0,-417.544616699,101.506866455,40.7401318073,33.1566467285,81.7245178223,-51.5070495605,-18.7975234985,-28.2892,-28.2892,-2.13052887206e-06,-0.00104156230233,-0.0074651068516,-0.958994448185,-0.00556757487357,-0.28337007761,-0.0169118978083,-0.00213712546974,0.0122356656939,D
2017-03-20 07:39:02,10.0,-73.7579090674,3.0,-417.054138184,101.505859375,40.7401473971,33.1095275879,83.2697296143,-51.335357666,-18.7131881714,-23.5241,-23.5241,-1.33158054504e-06,-0.00419740819407,-0.0202610632572,-0.91151034832,-0.0101469727233,-0.411151885986,0.0385245382786,-0.0866508483887,0.011047241278,D
2017-03-20 07:39:06,10.0,-73.7579847884,3.0,-415.25579834,101.501312256,40.7403095547,33.3498840332,81.0377502441,-51.5070495605,-18.3356685638,-25.4133,-25.4133,0.00748561319199,-0.0191507913988,-0.0149206263233,-0.948733270168,-0.0205321982503,-0.315410226583,-0.0526094995439,0.0491748675704,-0.0267700478435,D
2017-03-20 07:39:11,10.0,-73.7581599199,3.0,-413.130493164,101.503097534,40.7406846011,33.5820922852,84.986618042,-53.3956298828,-18.4832649231,-16.2096,-16.2096,-0.0095375788119,-0.00112278871558,0.023475765009,-0.952517032623,0.00761916395277,-0.304390013218,0.0167107451707,0.032829336822,0.0311839375645,D
2017-03-20 07:39:15,10.0,-73.7583255482,3.0,-415.582763672,101.50579071,40.7410374369,33.6558837891,81.0377502441,-53.2239379883,-18.7071628571,-12.5903,-12.5903,0.0646999007868,0.0254630158145,-0.00435693154337,-0.94979685545,-0.020870923996,-0.312170356512,-0.056123547256,-0.0154663734138,-0.0160095691681,D
2017-03-20 07:39:20,10.0,-73.7585594537,3.0,-416.890686035,101.506088257,40.7415321038,32.766998291,80.0076141357,-52.1938018799,-18.7322635651,-27.2308,-27.2308,0.0158892180117,0.0138095555165,0.0042365566621,-0.951630830765,-0.0367402024567,-0.305039197206,0.0432140864432,0.0265357736498,0.0393799729645,D
2017-03-20 07:39:24,10.0,-73.7587595341,4.0,-416.890686035,101.507003784,40.7419552539,28.8335266113,80.0076141357,-52.1938018799,-18.8085689545,-24.1543,-24.1543,-0.0307571137454,-0.00853037128763,0.0203047390991,-0.95280277729,-0.0150895835832,-0.303214818239,-0.0532549917698,0.0118482448161,2.91587602987e-05,D
2017-03-20 07:39:29,10.0,-73.7589800501,3.0,-416.073242188,101.51071167,40.7424266295,31.716796875,78.4624023438,-51.335357666,-19.1167964935,-25.7048,-25.7048,0.0148852062808,-0.00430340200546,0.00318913540537,-0.957698762417,-0.027418140322,-0.286463409662,0.156581833959,0.0738932192326,0.0127086667344,D
2017-03-20 07:39:33,10.0,-73.7591714305,3.0,-416.890686035,101.510871887,40.7428322092,31.196105957,82.0678863525,-52.880569458,-19.1298484802,-18.4359,-18.4359,-0.0116566560913,-0.00849601650957,-0.00211295200887,-0.956475913525,-0.0186907015741,-0.291212141514,0.109933540225,0.0357800237834,-0.00641000736505,D
