0,PLAYER,GAME_DATE,POSITION:1,POSITION:2,POSITION:3,POSITION:4,POSITION:5,DK Sal,minmult,DKPmult,predadjust
18.1956520081,Noah Vonleh,2017-03-26,0,0,0,1,1,4100.0,1.0,1.0,18.1956520081
12.2411565781,Quincy Acy,2017-03-26,0,0,0,1,1,3700.0,1.0,1.0,12.2411565781
15.0884742737,Justin Anderson,2017-03-26,0,0,1,1,0,3300.0,1.5,1.0,22.6327114105
7.33808994293,Okaro White,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,7.33808994293
11.0622777939,Patrick McCaw,2017-03-26,0,0,1,0,0,3300.0,1.0,1.0,11.0622777939
12.0192613602,Corey Brewer,2017-03-26,0,0,1,0,0,3000.0,1.0,1.0,12.0192613602
7.1895866394,Denzel Valentine,2017-03-26,0,1,1,0,0,4200.0,1.0,1.0,7.1895866394
10.2400255203,Mike Dunleavy,2017-03-26,0,0,1,0,0,3000.0,0.750546332498,1.0,7.68561359897
9.40000629425,Jonas Jerebko,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,9.40000629425
10.3132019043,Alex Abrines,2017-03-26,0,1,0,0,0,3000.0,1.0,1.0,10.3132019043
3.53254628181,Isaiah Canaan,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,3.53254628181
23.4690093994,Alan Williams,2017-03-26,0,0,0,0,1,5400.0,1.0,1.0,23.4690093994
9.65367507935,Kris Humphries,2017-03-26,0,0,0,1,0,3000.0,0.750546332498,1.0,7.24553042593
8.32386779785,Donatas Motiejunas,2017-03-26,0,0,0,1,0,3000.0,1.02232790525,1.0,8.50972232934
6.58065509796,Archie Goodwin,2017-03-26,0,1,0,0,0,3000.0,1.0,1.0,6.58065509796
11.3470897675,Brandan Wright,2017-03-26,0,0,0,1,1,3000.0,0.972796299759,1.0,11.0384069388
29.0312728882,Taurean Prince,2017-03-26,0,0,1,0,0,4100.0,0.750546332498,1.0,21.789315394
9.7823638916,Darrell Arthur,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,9.7823638916
6.31759786606,Paul Zipser,2017-03-26,0,1,1,0,0,4000.0,1.0,1.0,6.31759786606
9.47224140167,Jerian Grant,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,9.47224140167
9.56004905701,Jason Terry,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,9.56004905701
15.292974472,Skal Labissiere,2017-03-26,0,0,0,1,0,4900.0,1.5,1.0,22.9394617081
10.0650892258,David Nwaba,2017-03-26,0,1,0,0,0,3000.0,1.0,1.0,10.0650892258
5.25003290176,Roy Hibbert,2017-03-26,0,0,0,0,1,3000.0,1.0,1.16265255409,6.10396416229
8.02786254883,Anthony Morrow,2017-03-26,0,1,0,0,0,3000.0,1.0,1.0,8.02786254883
10.0955314636,Semaj Christon,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,10.0955314636
14.1901397705,Juan Hernangomez,2017-03-26,0,0,0,1,0,3900.0,1.0,1.0,14.1901397705
12.6300840378,Joffrey Lauvergne,2017-03-26,0,0,0,1,1,3400.0,1.5,1.0,18.9451260567
10.5591163635,Aaron Brooks,2017-03-26,1,0,0,0,0,3000.0,0.754345092909,1.0,7.96521761428
25.3424224854,Bobby Portis,2017-03-26,0,0,0,1,0,4600.0,1.5,1.0,38.013633728
12.3088312149,David West,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,12.3088312149
9.39321899414,Spencer Hawes,2017-03-26,0,0,0,0,1,3000.0,0.911807035613,1.0,8.56480316591
6.45466279984,Jarell Martin,2017-03-26,0,0,0,1,0,3000.0,0.972796299759,1.16265255409,7.30037920028
26.4372615814,Tyler Ulis,2017-03-26,1,0,0,0,0,6700.0,1.5,1.0,39.6558923721
13.2065992355,Mirza Teletovic,2017-03-26,0,0,0,1,0,3200.0,0.911807035613,1.0,12.0418700995
8.12707710266,Cameron Payne,2017-03-26,1,0,0,0,0,3000.0,1.0,1.16265255409,9.44896695069
4.07687568665,Troy Williams,2017-03-26,0,1,0,0,0,3000.0,0.972796299759,1.16265255409,4.61104466459
9.44125747681,Jose Calderon,2017-03-26,1,0,0,0,0,3000.0,1.5,1.0,14.1618862152
16.9081745148,Al Jefferson,2017-03-26,0,0,0,0,1,3000.0,1.0,1.0,16.9081745148
6.75828933716,Wesley Johnson,2017-03-26,0,0,1,0,0,3000.0,1.0,1.0,6.75828933716
10.0260467529,Luke Babbitt,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,10.0260467529
13.355014801,Lavoy Allen,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,13.355014801
8.08428764343,Kevin Seraphin,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,8.08428764343
13.5558834076,Willie Reed,2017-03-26,0,0,0,0,1,4700.0,1.0,1.0,13.5558834076
11.4821624756,Thomas Robinson,2017-03-26,0,0,0,1,0,3000.0,0.866765807689,1.0,9.95234583216
12.8812303543,Ian Clark,2017-03-26,1,1,0,0,0,3500.0,1.0,1.0,12.8812303543
10.6154432297,Brandon Bass,2017-03-26,0,0,0,1,0,3200.0,1.0,1.0,10.6154432297
10.0477371216,Gerald Green,2017-03-26,0,0,1,0,0,3000.0,1.27221631672,1.0,12.7828951122
11.1304111481,Paul Pierce,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,11.1304111481
7.81973552704,Alexis Ajinca,2017-03-26,0,0,0,0,1,3000.0,1.02232790525,1.0,7.99433384095
9.32626342773,Shaun Livingston,2017-03-26,1,0,0,0,0,3200.0,1.0,1.0,9.32626342773
10.5949926376,Tarik Black,2017-03-26,0,0,0,0,1,3000.0,0.866765807689,1.0,9.18337735101
7.68003225327,Malcolm Delaney,2017-03-26,1,0,0,0,0,3000.0,1.5,1.0,11.5200483799
12.0822191238,Meyers Leonard,2017-03-26,0,0,0,1,1,3000.0,1.0,1.0,12.0822191238
11.6147184372,Jaylen Brown,2017-03-26,0,1,1,0,0,4100.0,1.0,1.0,11.6147184372
28.0027313232,DeAndre Jordan,2017-03-26,0,0,0,0,1,6600.0,1.0,1.0,28.0027313232
45.1145706177,Nikola Jokic,2017-03-26,0,0,0,0,1,9800.0,1.0,1.0,45.1145706177
38.5572052002,Draymond Green,2017-03-26,0,0,0,1,1,7800.0,1.0,1.0,38.5572052002
37.0830001831,Myles Turner,2017-03-26,0,0,0,0,1,6400.0,1.0,1.0,37.0830001831
38.6358261108,Hassan Whiteside,2017-03-26,0,0,0,0,1,8200.0,1.0,1.0,38.6358261108
39.4639701843,Dwight Howard,2017-03-26,0,0,0,0,1,7600.0,1.0,1.0,39.4639701843
6.37208509445,Quinn Cook,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,6.37208509445
14.3521308899,Georgios Papagiannis,2017-03-26,0,0,0,0,1,3700.0,1.5,1.0,21.5281963348
3.23789739609,Bobby Brown,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,3.23789739609
8.35741233826,Tyler Ennis,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,8.35741233826
3.65123510361,Kyle Wiltjer,2017-03-26,0,0,0,1,0,3000.0,1.20953518116,1.0,4.41629731249
4.0504360199,Brian Roberts,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,4.0504360199
4.17946910858,Kevon Looney,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,4.17946910858
3.45081067085,Jordan Mickey,2017-03-26,0,0,0,1,0,3000.0,1.0,1.19316567796,4.11738885361
3.96296620369,Pat Connaughton,2017-03-26,0,0,1,0,0,3000.0,1.0,1.0,3.96296620369
5.28094625473,Briante Weber,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,5.28094625473
10.3302183151,Tyler Zeller,2017-03-26,0,0,0,0,1,3000.0,1.0,1.0,10.3302183151
7.3335442543,Andrew Nicholson,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,7.3335442543
4.68828439713,Thon Maker,2017-03-26,0,0,0,0,1,3000.0,0.911807035613,1.0,4.27481069825
9.88053321838,JaVale McGee,2017-03-26,0,0,0,0,1,3000.0,1.0,1.0,9.88053321838
5.13927078247,Udonis Haslem,2017-03-26,0,0,0,1,0,3000.0,1.0,1.19316567796,6.1320015074
4.23659610748,Georges Niang,2017-03-26,0,0,0,1,0,3000.0,1.0,1.19316567796,5.05496106684
2.4647705555,Ryan Kelly,2017-03-26,0,0,1,0,0,3000.0,0.750546332498,1.0,1.84992450088
16.33644104,Shawn Long,2017-03-26,0,0,0,0,1,3800.0,1.5,1.0,24.5046615601
6.14962720871,Nick Collison,2017-03-26,0,0,0,0,1,3000.0,1.0,1.0,6.14962720871
6.59214019775,Jake Layman,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,6.59214019775
3.21079611778,Damian Jones,2017-03-26,0,0,0,0,1,3000.0,1.0,1.19316567796,3.83101172667
15.6749258041,KJ McDaniels,2017-03-26,0,0,1,0,0,3200.0,1.0,1.0,15.6749258041
7.74389123917,Norris Cole,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,7.74389123917
3.95960497856,Deyonta Davis,2017-03-26,0,0,0,1,0,3000.0,0.972796299759,1.0,3.85188907165
3.02543902397,Miles Plumlee,2017-03-26,0,0,0,0,1,3000.0,1.0,1.19316567796,3.60985000417
3.3932557106,DeAndre' Bembry,2017-03-26,0,0,1,0,0,3000.0,0.750546332498,1.0,2.54679562882
4.82106971741,Christian Wood,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,4.82106971741
4.83935928345,Rakeem Christmas,2017-03-26,0,0,0,0,1,3000.0,1.0,1.0,4.83935928345
6.71400356293,James Michael McAdoo,2017-03-26,0,0,0,1,0,3000.0,1.0,1.0,6.71400356293
0.599499225616,Metta World Peace,2017-03-26,0,0,1,0,0,3000.0,0.866765807689,1.19316567796,0.619999229069
3.53866243362,Mike Miller,2017-03-26,0,1,0,0,0,3000.0,1.0,1.19316567796,4.2222105617
6.09331846237,Rashad Vaughn,2017-03-26,0,1,0,0,0,3000.0,1.0,1.0,6.09331846237
3.26746535301,Malik Beasley,2017-03-26,1,0,0,0,0,3000.0,1.0,1.19316567796,3.89862751315
2.23349714279,Treveon Graham,2017-03-26,0,0,1,0,0,3000.0,1.0,1.0,2.23349714279
5.00204372406,Cheick Diallo,2017-03-26,0,0,0,1,0,3000.0,1.02232790525,1.0,5.11372888238
3.77452969551,James Young,2017-03-26,0,1,0,0,0,3000.0,1.27221631672,1.19316567796,5.72960338063
6.03425216675,Kyle Singler,2017-03-26,0,0,1,0,0,3000.0,1.0,1.19316567796,7.19986257753
6.17143058777,Tim Quarterman,2017-03-26,1,0,0,0,0,3000.0,1.0,1.19316567796,7.36353916125
7.40188312531,Shabazz Napier,2017-03-26,1,0,0,0,0,3000.0,1.0,1.0,7.40188312531
5.19593858719,Alan Anderson,2017-03-26,0,1,0,0,0,3000.0,1.23376163729,1.0,6.41054969859
3.04727458954,Joe Young,2017-03-26,0,1,0,0,0,3000.0,0.754345092909,1.19316567796,2.74272592698
37.8067779541,CJ McCollum,2017-03-26,1,1,0,0,0,7400.0,1.0,1.0,37.8067779541
35.5844573975,Goran Dragic,2017-03-26,1,0,0,0,0,8000.0,1.0,1.0,35.5844573975
41.2843322754,Dennis Schroder,2017-03-26,1,0,0,0,0,7100.0,1.0,1.0,41.2843322754
32.821434021,Brook Lopez,2017-03-26,0,0,0,0,1,6400.0,1.0,1.0,32.821434021
31.441400528,Danilo Gallinari,2017-03-26,0,0,1,0,0,6100.0,1.0,1.0,31.441400528
32.8142623901,Devin Booker,2017-03-26,0,1,0,0,0,7700.0,1.0,1.0,32.8142623901
38.7847976685,Mike Conley,2017-03-26,1,0,0,0,0,7700.0,1.0,1.0,38.7847976685
10.6065607071,Rodney Stuckey,2017-03-26,1,1,0,0,0,3000.0,0.754345092909,1.0,8.00100702204
19.1855316162,Rondae Hollis-Jefferson,2017-03-26,0,0,0,1,0,4800.0,1.0,1.0,19.1855316162
11.4956102371,Jeremy Lamb,2017-03-26,0,1,0,0,0,3700.0,1.0,1.0,11.4956102371
16.1426048279,Alex Len,2017-03-26,0,0,0,0,1,4800.0,1.0,1.0,16.1426048279
16.4495544434,Domantas Sabonis,2017-03-26,0,0,0,1,1,3000.0,1.0,1.0,16.4495544434
18.0468635559,Spencer Dinwiddie,2017-03-26,1,0,0,0,0,4500.0,1.0,1.0,18.0468635559
16.8582458496,Montrezl Harrell,2017-03-26,0,0,0,0,1,3000.0,1.20953518116,1.0,20.3906414477
8.26655578613,Luc Mbah a Moute,2017-03-26,0,0,1,0,0,3000.0,1.0,1.0,8.26655578613
10.5101146698,Randy Foye,2017-03-26,0,1,0,0,0,3600.0,1.0,1.0,10.5101146698
15.5322322845,Langston Galloway,2017-03-26,0,1,0,0,0,3000.0,0.371816543373,1.0,5.77514091891
10.9025659561,Timofey Mozgov,2017-03-26,0,0,0,0,1,3000.0,0.866765807689,0.895043923619,8.45813946816
19.8459968567,Jared Dudley,2017-03-26,0,0,0,1,0,3700.0,1.0,1.0,19.8459968567
24.4725246429,Richaun Holmes,2017-03-26,0,0,0,0,1,5900.0,1.5,1.0,36.7087869644
16.6227302551,Zaza Pachulia,2017-03-26,0,0,0,0,1,4000.0,1.0,1.0,16.6227302551
12.3013477325,Tyreke Evans,2017-03-26,0,1,1,0,0,4500.0,0.371816543373,1.0,4.57384459274
16.7691936493,Michael Carter-Williams,2017-03-26,1,0,0,0,0,3300.0,1.0,1.0,16.7691936493
15.490023613,Justin Hamilton,2017-03-26,0,0,0,0,1,3300.0,1.0,1.0,15.490023613
12.5200777054,Ben McLemore,2017-03-26,0,1,0,0,0,3000.0,0.371816543373,1.0,4.65517201518
9.77821445465,Anthony Tolliver,2017-03-26,0,0,0,1,0,3000.0,1.5,1.0,14.667321682
10.171289444,Jerami Grant,2017-03-26,0,0,1,1,0,3000.0,1.0,1.0,10.171289444
17.4499206543,Amir Johnson,2017-03-26,0,0,0,1,0,3900.0,1.0,1.0,17.4499206543
10.619767189,Sam Dekker,2017-03-26,0,0,1,1,0,3500.0,1.20953518116,1.0,12.8449820308
14.5235824585,Terry Rozier,2017-03-26,1,0,0,0,0,3000.0,1.27221631672,1.0,18.4771385809
20.9351520538,Nene,2017-03-26,0,0,0,0,1,4000.0,1.20953518116,1.0,25.321802932
24.2161865234,Ivica Zubac,2017-03-26,0,0,0,0,1,5300.0,0.866765807689,1.0,20.9897624711
13.102845192,Raymond Felton,2017-03-26,1,0,1,0,0,3400.0,1.23376163729,1.0,16.1657877372
16.9328022003,Caris LeVert,2017-03-26,0,0,1,0,0,4000.0,1.0,1.0,16.9328022003
11.918009758,Andrew Harrison,2017-03-26,1,0,0,0,0,3500.0,1.0,1.0,11.918009758
19.4768562317,Kelly Olynyk,2017-03-26,0,0,0,1,1,4200.0,1.0,1.0,19.4768562317
18.6584949493,Marreese Speights,2017-03-26,0,0,0,1,1,3600.0,1.0,1.0,18.6584949493
8.92026138306,Mike Muscala,2017-03-26,0,0,0,1,0,3000.0,0.750546332498,1.0,6.69506946598
21.9213085175,Marquese Chriss,2017-03-26,0,0,0,1,1,6000.0,1.0,1.0,21.9213085175
12.3426265717,Troy Daniels,2017-03-26,0,1,0,0,0,3000.0,1.0,1.0,12.3426265717
15.3232984543,Isaiah Whitehead,2017-03-26,1,1,0,0,0,3500.0,1.0,1.0,15.3232984543
18.8076877594,Willie Cauley-Stein,2017-03-26,0,0,0,1,1,5800.0,1.5,1.0,28.2115316391
21.4645595551,Josh Richardson,2017-03-26,0,1,1,0,0,5000.0,1.0,1.0,21.4645595551
21.4012184143,Jamal Crawford,2017-03-26,0,1,0,0,0,3600.0,1.0,1.0,21.4012184143
28.5788955688,James Johnson,2017-03-26,0,0,0,1,1,6800.0,1.0,1.0,28.5788955688
17.4599266052,Nick Young,2017-03-26,0,1,0,0,0,3700.0,1.0,1.0,17.4599266052
10.152132988,Emmanuel Mudiay,2017-03-26,1,0,0,0,0,3300.0,1.0,1.0,10.152132988
18.8364162445,Evan Turner,2017-03-26,0,1,1,0,0,3900.0,1.0,1.0,18.8364162445
18.7918376923,Allen Crabbe,2017-03-26,0,1,1,0,0,4300.0,1.0,1.0,18.7918376923
15.1930494308,Austin Rivers,2017-03-26,1,1,0,0,0,3500.0,1.0,1.0,15.1930494308
36.9135627747,Julius Randle,2017-03-26,0,0,0,1,1,7100.0,1.0,1.0,36.9135627747
27.2522354126,Ersan Ilyasova,2017-03-26,0,0,0,1,1,5700.0,1.0,1.0,27.2522354126
32.323135376,TJ Warren,2017-03-26,0,0,1,1,0,7000.0,1.0,1.0,32.323135376
24.0843830109,Frank Kaminsky,2017-03-26,0,0,0,1,1,5500.0,1.0,1.0,24.0843830109
20.2806587219,Maurice Harkless,2017-03-26,0,0,1,0,0,4200.0,1.0,1.0,20.2806587219
32.141166687,Jeremy Lin,2017-03-26,1,0,0,0,0,5400.0,1.0,1.0,32.141166687
30.4564590454,Jordan Clarkson,2017-03-26,1,0,0,0,0,6400.0,1.0,1.0,30.4564590454
31.3726654053,D'Angelo Russell,2017-03-26,1,1,0,0,0,7000.0,1.0,1.0,31.3726654053
32.606338501,Dario Saric,2017-03-26,0,0,0,1,0,7500.0,1.0,1.0,32.606338501
24.8218154907,Will Barton,2017-03-26,0,1,1,0,0,5800.0,1.0,1.0,24.8218154907
16.803812027,Darren Collison,2017-03-26,1,0,0,0,0,4900.0,1.0,1.0,16.803812027
12.9034061432,Lou Williams,2017-03-26,1,1,0,0,0,4800.0,1.0,1.0,12.9034061432
27.7750358582,Tim Hardaway Jr.,2017-03-26,0,1,0,0,0,6300.0,1.0,1.0,27.7750358582
34.6623420715,Jrue Holiday,2017-03-26,1,1,0,0,0,7200.0,1.0,1.0,34.6623420715
34.5308189392,Nicolas Batum,2017-03-26,0,1,1,0,0,7100.0,1.0,1.0,34.5308189392
29.0784931183,Chris Paul,2017-03-26,1,0,0,0,0,8100.0,1.0,1.0,29.0784931183
23.9129505157,Victor Oladipo,2017-03-26,0,1,0,0,0,6400.0,1.0,1.0,23.9129505157
32.1858215332,Robert Covington,2017-03-26,0,0,1,1,0,6500.0,1.0,1.0,32.1858215332
29.9869251251,Tyler Johnson,2017-03-26,1,0,0,0,0,5900.0,1.0,1.0,29.9869251251
22.2898349762,Patrick Beverley,2017-03-26,1,1,0,0,0,5100.0,1.0,1.0,22.2898349762
19.1394290924,Trevor Ariza,2017-03-26,0,0,1,1,0,5000.0,1.0,1.0,19.1394290924
29.2613830566,Wilson Chandler,2017-03-26,0,0,1,1,0,6400.0,1.0,1.0,29.2613830566
36.2429428101,Al Horford,2017-03-26,0,0,0,0,1,6900.0,1.0,1.0,36.2429428101
24.0310192108,Marcus Smart,2017-03-26,1,1,0,0,0,5100.0,1.0,1.0,24.0310192108
19.6354751587,Eric Gordon,2017-03-26,0,1,0,0,0,4800.0,1.0,1.0,19.6354751587
20.0911102295,Khris Middleton,2017-03-26,0,0,1,0,0,6200.0,1.0,1.0,20.0911102295
29.197599411,Jae Crowder,2017-03-26,0,0,1,0,0,5900.0,1.0,1.0,29.197599411
28.9783859253,Marvin Williams,2017-03-26,0,0,0,1,0,6000.0,1.0,1.0,28.9783859253
25.8587474823,Gary Harris,2017-03-26,0,1,0,0,0,6000.0,1.0,1.0,25.8587474823
38.4610214233,Jeff Teague,2017-03-26,1,0,0,0,0,7000.0,1.0,1.0,38.4610214233
58.4395675659,James Harden,2017-03-26,1,1,0,0,0,12500.0,1.0,1.0,58.4395675659
39.6458854675,Blake Griffin,2017-03-26,0,0,0,1,1,7900.0,1.0,1.0,39.6458854675
42.6095352173,Stephen Curry,2017-03-26,1,0,0,0,0,9100.0,1.0,1.0,42.6095352173
64.0071182251,Anthony Davis,2017-03-26,0,0,0,1,1,10000.0,1.0,1.0,64.0071182251
59.1989021301,Russell Westbrook,2017-03-26,1,0,0,0,0,13000.0,1.0,1.0,59.1989021301
39.0261764526,Jimmy Butler,2017-03-26,0,1,1,0,0,9700.0,1.0,1.0,39.0261764526
43.0884819031,Kemba Walker,2017-03-26,1,0,0,0,0,8300.0,1.0,1.0,43.0884819031
45.4350166321,Damian Lillard,2017-03-26,1,0,0,0,0,9500.0,1.0,1.0,45.4350166321
48.7249412537,Giannis Antetokounmpo,2017-03-26,1,0,1,0,0,9900.0,1.0,1.0,48.7249412537
30.6028766632,Klay Thompson,2017-03-26,0,1,0,0,0,7200.0,1.0,1.0,30.6028766632
44.4575462341,Isaiah Thomas,2017-03-26,1,0,0,0,0,8400.0,1.0,1.0,44.4575462341
42.683883667,Paul George,2017-03-26,0,0,1,1,0,8700.0,1.0,1.0,42.683883667
16.7962799072,Robin Lopez,2017-03-26,0,0,0,0,1,4800.0,1.0,1.0,16.7962799072
19.8176822662,Clint Capela,2017-03-26,0,0,0,0,1,5200.0,1.20953518116,1.0,23.97018391
23.8368148804,Al-Farouq Aminu,2017-03-26,0,0,0,1,0,4100.0,1.0,1.0,23.8368148804
16.8535747528,Taj Gibson,2017-03-26,0,0,0,1,0,4000.0,1.0,1.0,16.8535747528
28.5118465424,Zach Randolph,2017-03-26,0,0,0,1,1,4800.0,0.972796299759,1.0,27.7362188157
21.1525001526,JaMychal Green,2017-03-26,0,0,0,1,0,3900.0,1.0,1.0,21.1525001526
26.6226940155,Cody Zeller,2017-03-26,0,0,0,0,1,5100.0,1.0,1.0,26.6226940155
16.4130077362,Andre Roberson,2017-03-26,0,0,1,0,0,3900.0,1.0,1.0,16.4130077362
23.9297065735,Tony Allen,2017-03-26,0,1,1,0,0,3800.0,1.0,1.0,23.9297065735
32.4609069824,Jusuf Nurkic,2017-03-26,0,0,0,0,1,7700.0,1.0,1.0,32.4609069824
22.0782737732,Terrence Jones,2017-03-26,0,0,0,1,0,3000.0,0.911807035613,1.0,20.1311253606
17.7547950745,Steven Adams,2017-03-26,0,0,0,0,1,5000.0,1.0,1.0,17.7547950745
21.1716747284,Trevor Booker,2017-03-26,0,0,0,1,0,4600.0,1.0,1.0,21.1716747284
22.2253913879,Thaddeus Young,2017-03-26,0,0,0,1,0,4600.0,1.0,1.0,22.2253913879
21.9759712219,Greg Monroe,2017-03-26,0,0,0,0,1,5300.0,0.911807035613,1.0,20.0378451746
27.0122184753,Mason Plumlee,2017-03-26,0,0,0,1,1,5000.0,1.0,1.0,27.0122184753
21.6717128754,Kenneth Faried,2017-03-26,0,0,0,1,0,4300.0,1.0,1.0,21.6717128754
24.1631336212,Michael Kidd-Gilchrist,2017-03-26,0,0,1,0,0,4600.0,1.0,1.0,24.1631336212
25.6366786957,Enes Kanter,2017-03-26,0,0,0,0,1,5500.0,1.0,1.0,25.6366786957
