,0,PLAYER,GAME_DATE,DK Sal,POSITION:1,POSITION:2,POSITION:3,POSITION:4,POSITION:5
0,27.9286365509,CJ McCollum,2017-03-18,7200.0,1,1,0,0,0
1,31.3233966827,LaMarcus Aldridge,2017-03-18,6200.0,0,0,0,1,0
2,29.9834079742,Dennis Schroder,2017-03-18,6800.0,1,0,0,0,0
3,41.1317863464,Kevin Love,2017-03-18,7600.0,0,0,0,1,1
4,28.8069572449,Marc Gasol,2017-03-18,7000.0,0,0,0,0,1
5,35.4507293701,Mike Conley,2017-03-18,7100.0,1,0,0,0,0
6,7.82136154175,Tomas Satoransky,2017-03-18,3400.0,1,0,0,0,0
7,6.21579456329,DeAndre Liggins,2017-03-18,3000.0,0,1,0,0,0
8,11.0405902863,Noah Vonleh,2017-03-18,3100.0,0,0,0,1,1
9,11.1309099197,Patrick McCaw,2017-03-18,3300.0,0,0,1,0,0
10,9.28111076355,Kris Humphries,2017-03-18,3000.0,0,0,0,1,0
11,10.4356994629,Kyle Anderson,2017-03-18,3600.0,0,1,0,0,0
12,10.0202989578,Brandan Wright,2017-03-18,3000.0,0,0,0,1,1
13,11.7796621323,Taurean Prince,2017-03-18,3200.0,0,0,1,0,0
14,8.5863609314,JaVale McGee,2017-03-18,3000.0,0,0,0,0,1
15,18.7128200531,Skal Labissiere,2017-03-18,4500.0,0,0,0,1,0
16,16.1491394043,Jason Smith,2017-03-18,3000.0,0,0,0,1,1
17,5.78256559372,Roy Hibbert,2017-03-18,3000.0,0,0,0,0,1
18,8.05860710144,Semaj Christon,2017-03-18,3000.0,1,0,0,0,0
19,17.8915786743,Juan Hernangomez,2017-03-18,4400.0,0,0,0,1,0
20,7.27212429047,Joffrey Lauvergne,2017-03-18,3000.0,0,0,0,1,1
21,10.9626836777,Bobby Portis,2017-03-18,3500.0,0,0,0,1,0
22,15.0287399292,David West,2017-03-18,3100.0,0,0,0,1,0
23,3.82302761078,Kay Felder,2017-03-18,3000.0,1,0,0,0,0
24,6.0405626297,Jarell Martin,2017-03-18,3000.0,0,0,0,1,0
25,8.336810112,Jose Calderon,2017-03-18,3000.0,1,0,0,0,0
26,7.92559432983,Wesley Johnson,2017-03-18,3000.0,0,0,1,0,0
27,9.03040599823,Davis Bertans,2017-03-18,3000.0,0,0,1,1,0
28,12.8910770416,Ian Clark,2017-03-18,3500.0,1,1,0,0,0
29,10.0107002258,Brandon Bass,2017-03-18,3200.0,0,0,0,1,0
30,8.26910209656,Rashad Vaughn,2017-03-18,3000.0,0,1,0,0,0
31,10.5444908142,Paul Pierce,2017-03-18,3000.0,0,0,1,0,0
32,7.19178533554,Alan Anderson,2017-03-18,3000.0,0,1,0,0,0
33,19.7585544586,Robin Lopez,2017-03-18,3600.0,0,0,0,0,1
34,27.0404987335,Clint Capela,2017-03-18,5400.0,0,0,0,0,1
35,12.9894828796,Al-Farouq Aminu,2017-03-18,4900.0,0,0,0,1,0
36,31.4568500519,DeAndre Jordan,2017-03-18,6500.0,0,0,0,0,1
37,35.5111885071,Rudy Gobert,2017-03-18,7200.0,0,0,0,0,1
38,19.4572696686,Taj Gibson,2017-03-18,4400.0,0,0,0,1,0
39,36.9774894714,Nikola Jokic,2017-03-18,10700.0,0,0,0,0,1
40,26.2329521179,Zach Randolph,2017-03-18,4900.0,0,0,0,1,1
41,24.2981338501,JaMychal Green,2017-03-18,4200.0,0,0,0,1,0
42,27.3771305084,Cody Zeller,2017-03-18,4900.0,0,0,0,0,1
43,22.5122375488,Marcin Gortat,2017-03-18,5000.0,0,0,0,0,1
44,21.2919769287,Tristan Thompson,2017-03-18,4400.0,0,0,0,0,1
45,26.0543212891,Pau Gasol,2017-03-18,5000.0,0,0,0,0,1
46,28.8526992798,Dwight Howard,2017-03-18,6500.0,0,0,0,0,1
47,28.6866436005,Steven Adams,2017-03-18,4500.0,0,0,0,0,1
48,17.1944313049,Greg Monroe,2017-03-18,5700.0,0,0,0,0,1
49,34.9470481873,Mason Plumlee,2017-03-18,6000.0,0,0,0,0,1
50,21.3200454712,Michael Kidd-Gilchrist,2017-03-18,5200.0,0,0,1,0,0
51,23.7870426178,Enes Kanter,2017-03-18,5000.0,0,0,0,0,1
52,13.6397981644,Vince Carter,2017-03-18,3800.0,0,0,1,0,0
53,19.9153957367,Ty Lawson,2017-03-18,4500.0,1,0,0,0,0
54,14.7748413086,Thabo Sefolosha,2017-03-18,3800.0,0,1,1,0,0
55,25.1950645447,Rajon Rondo,2017-03-18,5800.0,1,0,0,0,0
56,23.8585395813,Joe Ingles,2017-03-18,4400.0,0,1,1,0,0
57,15.5646266937,Doug McDermott,2017-03-18,3100.0,0,1,1,0,0
58,21.4483070374,Jameer Nelson,2017-03-18,4300.0,1,0,0,0,0
59,19.853427887,Danny Green,2017-03-18,3700.0,0,1,0,0,0
60,19.5449447632,Andre Iguodala,2017-03-18,4400.0,0,1,0,0,0
61,20.3550643921,Matt Barnes,2017-03-18,4100.0,0,0,1,1,0
62,16.9090633392,Tony Parker,2017-03-18,4000.0,1,0,0,0,0
63,19.5912456512,Brandon Jennings,2017-03-18,4000.0,1,0,0,0,0
64,18.7719039917,Garrett Temple,2017-03-18,4000.0,0,1,1,0,0
65,20.1527900696,Andre Roberson,2017-03-18,3900.0,0,0,1,0,0
66,19.7837104797,Tony Allen,2017-03-18,3800.0,0,1,1,0,0
67,25.3704071045,Malcolm Brogdon,2017-03-18,5000.0,1,1,0,0,0
68,18.1563606262,JR Smith,2017-03-18,4200.0,0,1,0,0,0
69,19.1231040955,Patty Mills,2017-03-18,5500.0,1,0,0,0,0
70,20.0966835022,Marco Belinelli,2017-03-18,3700.0,0,1,1,0,0
71,17.67029953,Tony Snell,2017-03-18,4000.0,0,1,1,0,0
72,15.7549295425,Nikola Mirotic,2017-03-18,4400.0,0,0,0,1,0
73,20.4522228241,Matthew Dellavedova,2017-03-18,3900.0,1,1,0,0,0
74,17.7810573578,Joe Johnson,2017-03-18,4000.0,0,0,1,0,0
75,13.6720571518,Cristiano Felicio,2017-03-18,3000.0,0,0,0,0,1
76,12.3166837692,Denzel Valentine,2017-03-18,4200.0,0,1,1,0,0
77,6.70709848404,Alex Abrines,2017-03-18,3000.0,0,1,0,0,0
78,12.9348707199,Richard Jefferson,2017-03-18,3300.0,0,0,1,1,0
79,4.40639305115,Isaiah Canaan,2017-03-18,3000.0,1,0,0,0,0
80,10.4166040421,Trey Lyles,2017-03-18,3000.0,0,0,0,1,0
81,15.4977321625,Montrezl Harrell,2017-03-18,3000.0,0,0,0,0,1
82,10.9257040024,Boris Diaw,2017-03-18,3000.0,0,0,0,1,1
83,13.2259969711,Luc Mbah a Moute,2017-03-18,3000.0,0,0,1,1,0
84,12.1512899399,Jonathon Simmons,2017-03-18,3800.0,0,1,1,0,0
85,9.89338302612,Paul Zipser,2017-03-18,3000.0,0,1,1,0,0
86,10.4262914658,Jerian Grant,2017-03-18,3400.0,1,0,0,0,0
87,20.2803459167,David Lee,2017-03-18,5100.0,0,0,0,1,1
88,19.3273200989,Zaza Pachulia,2017-03-18,4000.0,0,0,0,0,1
89,10.0940408707,Jason Terry,2017-03-18,3000.0,1,0,0,0,0
