,0,PLAYER,GAME_DATE,DK Sal,POSITION:1,POSITION:2,POSITION:3,POSITION:4,POSITION:5
90,3.7534134388,Anthony Morrow,2017-03-18,3000.0,0,1,0,0,0
91,18.570318222,Manu Ginobili,2017-03-18,3700.0,0,1,0,0,0
92,16.4275169373,Ian Mahinmi,2017-03-18,3400.0,0,0,0,0,1
93,6.20295763016,Jerami Grant,2017-03-18,3000.0,0,0,1,1,0
94,6.18248748779,Spencer Hawes,2017-03-18,3000.0,0,0,0,0,1
95,12.6574459076,Mirza Teletovic,2017-03-18,3000.0,0,0,0,1,0
96,6.08260822296,Troy Williams,2017-03-18,3000.0,0,1,0,0,0
97,19.1595954895,Nene,2017-03-18,3900.0,0,0,0,0,1
98,15.1078338623,Alec Burks,2017-03-18,3200.0,1,1,0,0,0
99,9.9263048172,Andrew Harrison,2017-03-18,3500.0,1,0,0,0,0
100,13.9686670303,Marreese Speights,2017-03-18,4000.0,0,0,0,1,1
101,3.50186514854,Mike Muscala,2017-03-18,3000.0,0,0,0,1,0
102,7.90022134781,Shaun Livingston,2017-03-18,3400.0,1,0,0,0,0
103,9.1525182724,Malcolm Delaney,2017-03-18,3000.0,1,0,0,0,0
104,13.2000741959,Dante Exum,2017-03-18,3000.0,1,0,0,0,0
105,13.2397680283,Meyers Leonard,2017-03-18,3000.0,0,0,0,1,1
106,7.88574790955,Toney Douglas,2017-03-18,3000.0,1,0,0,0,0
107,16.4032707214,Dewayne Dedmon,2017-03-18,3400.0,0,0,0,0,1
108,11.2715129852,Troy Daniels,2017-03-18,3000.0,0,1,0,0,0
109,20.1498622894,Willie Cauley-Stein,2017-03-18,6100.0,0,0,0,1,1
110,63.7514152527,James Harden,2017-03-18,12400.0,1,1,0,0,0
111,47.6554679871,LeBron James,2017-03-18,11000.0,0,0,1,0,0
112,44.5468788147,John Wall,2017-03-18,9300.0,1,0,0,0,0
113,35.6018295288,Gordon Hayward,2017-03-18,7100.0,0,0,1,0,0
114,38.157951355,Blake Griffin,2017-03-18,8000.0,0,0,0,1,1
115,45.3096427917,Stephen Curry,2017-03-18,9500.0,1,0,0,0,0
116,63.5774154663,Russell Westbrook,2017-03-18,13600.0,1,0,0,0,0
117,36.9511222839,Jimmy Butler,2017-03-18,8000.0,0,1,1,0,0
118,32.3195762634,Bradley Beal,2017-03-18,8100.0,0,1,0,0,0
119,44.5125579834,Kawhi Leonard,2017-03-18,10000.0,0,0,1,0,0
120,34.8336486816,Kemba Walker,2017-03-18,8000.0,1,0,0,0,0
121,40.0254821777,Damian Lillard,2017-03-18,9100.0,1,0,0,0,0
122,44.5969352722,Giannis Antetokounmpo,2017-03-18,9700.0,1,0,1,0,0
123,34.0307197571,Klay Thompson,2017-03-18,7200.0,0,1,0,0,0
124,11.2192707062,Georgios Papagiannis,2017-03-18,3000.0,0,0,0,0,1
125,2.14667129517,Bobby Brown,2017-03-18,3000.0,1,0,0,0,0
126,3.85206890106,Joel Anthony,2017-03-18,3000.0,0,0,0,1,0
127,4.22030162811,Kyle Wiltjer,2017-03-18,3000.0,0,0,0,1,0
128,5.24573850632,Brian Roberts,2017-03-18,3000.0,1,0,0,0,0
129,5.81028652191,Kevon Looney,2017-03-18,3000.0,0,0,0,1,0
130,6.33035802841,Pat Connaughton,2017-03-18,3000.0,0,0,1,0,0
131,6.16759490967,Briante Weber,2017-03-18,3000.0,1,0,0,0,0
132,4.73892354965,James Jones,2017-03-18,3000.0,0,1,0,0,0
133,2.27809858322,Bryn Forbes,2017-03-18,3000.0,1,0,0,0,0
134,5.73761701584,Raul Neto,2017-03-18,3000.0,1,0,0,0,0
135,7.51452255249,Thon Maker,2017-03-18,3000.0,0,0,0,0,1
136,3.46256327629,Ryan Kelly,2017-03-18,3000.0,0,0,1,0,0
137,4.30606985092,Nick Collison,2017-03-18,3000.0,0,0,0,0,1
138,7.32283735275,Jake Layman,2017-03-18,3000.0,0,0,0,1,0
139,3.6695458889,Chris McCullough,2017-03-18,3000.0,0,0,0,1,0
140,1.6787866354,Sheldon McClellan,2017-03-18,3000.0,0,1,0,0,0
141,2.32884025574,Daniel Ochefu,2017-03-18,3000.0,0,0,0,0,1
142,6.40302276611,Damian Jones,2017-03-18,3000.0,0,0,0,0,1
143,3.30952835083,Deyonta Davis,2017-03-18,3000.0,0,0,0,1,0
144,2.14141964912,DeAndre' Bembry,2017-03-18,3000.0,0,0,1,0,0
145,5.02684497833,Christian Wood,2017-03-18,3000.0,0,0,0,1,0
146,9.0590467453,James Michael McAdoo,2017-03-18,3000.0,0,0,0,1,0
147,4.51996517181,Mike Miller,2017-03-18,3000.0,0,1,0,0,0
148,5.05367946625,Joel Bolomboy,2017-03-18,3000.0,0,0,0,1,0
149,6.8719701767,Malik Beasley,2017-03-18,3000.0,1,0,0,0,0
150,3.62107610703,Treveon Graham,2017-03-18,3000.0,0,0,1,0,0
151,3.08330726624,Kyle Singler,2017-03-18,3000.0,0,0,1,0,0
152,4.59731626511,Tim Quarterman,2017-03-18,3000.0,1,0,0,0,0
153,6.42524909973,Jeff Withey,2017-03-18,3600.0,0,0,0,0,1
154,6.90135002136,Shabazz Napier,2017-03-18,3000.0,1,0,0,0,0
155,32.9336471558,Nicolas Batum,2017-03-18,7000.0,0,1,1,0,0
156,44.1424942017,Chris Paul,2017-03-18,8200.0,1,0,0,0,0
157,28.5005702972,Victor Oladipo,2017-03-18,6600.0,0,1,0,0,0
158,26.3452663422,George Hill,2017-03-18,5900.0,1,0,0,0,0
159,24.4091205597,Ryan Anderson,2017-03-18,4500.0,0,0,0,1,0
160,30.5185470581,Patrick Beverley,2017-03-18,5600.0,1,1,0,0,0
161,30.3299541473,Trevor Ariza,2017-03-18,5300.0,0,0,1,1,0
162,39.0626678467,Draymond Green,2017-03-18,8000.0,0,0,0,1,1
163,27.7982406616,Eric Gordon,2017-03-18,5000.0,0,1,0,0,0
164,26.4245605469,Khris Middleton,2017-03-18,6500.0,0,0,1,0,0
165,25.213760376,JJ Redick,2017-03-18,4500.0,0,1,0,0,0
166,30.1863422394,Gary Harris,2017-03-18,5900.0,0,1,0,0,0
167,26.1250171661,Lou Williams,2017-03-18,5800.0,1,1,0,0,0
168,28.9273338318,Tim Hardaway Jr.,2017-03-18,5500.0,0,1,0,0,0
169,19.768705368,Kent Bazemore,2017-03-18,4100.0,0,1,1,0,0
170,21.0801849365,Jamal Crawford,2017-03-18,4000.0,0,1,0,0,0
171,22.0693340302,Bojan Bogdanovic,2017-03-18,4500.0,0,1,1,0,0
172,13.3565273285,Emmanuel Mudiay,2017-03-18,3300.0,1,0,0,0,0
173,19.8413066864,Evan Turner,2017-03-18,4300.0,0,1,1,0,0
174,16.8964881897,Allen Crabbe,2017-03-18,4000.0,0,1,1,0,0
175,23.1689491272,Austin Rivers,2017-03-18,4100.0,1,1,0,0,0
176,14.7912607193,Ersan Ilyasova,2017-03-18,4200.0,0,0,0,1,1
177,27.672170639,Frank Kaminsky,2017-03-18,5500.0,0,0,0,1,1
178,18.8281402588,Maurice Harkless,2017-03-18,4400.0,0,0,1,0,0
179,15.988948822,Terrence Jones,2017-03-18,3000.0,0,0,0,1,0
180,14.2665042877,Deron Williams,2017-03-18,4400.0,1,0,0,0,0
181,29.0025615692,Will Barton,2017-03-18,6900.0,0,1,1,0,0
182,31.442237854,Marvin Williams,2017-03-18,6500.0,0,0,0,1,0
183,20.5657653809,Darren Collison,2017-03-18,5700.0,1,0,0,0,0
184,13.2591772079,Jeremy Lamb,2017-03-18,5900.0,0,1,0,0,0
185,12.1293115616,Domantas Sabonis,2017-03-18,3000.0,0,0,0,1,1
186,16.495470047,Channing Frye,2017-03-18,3400.0,0,0,0,1,0
187,21.6810665131,Kosta Koufos,2017-03-18,4000.0,0,0,0,0,1
188,12.4437675476,Langston Galloway,2017-03-18,3000.0,0,1,0,0,0
189,14.489979744,John Henson,2017-03-18,3100.0,0,0,0,0,1
190,20.5634918213,Jamal Murray,2017-03-18,4900.0,1,1,0,0,0
191,13.2249574661,Buddy Hield,2017-03-18,4800.0,0,1,0,0,0
192,15.5445261002,Michael Carter-Williams,2017-03-18,3800.0,1,0,0,0,0
193,14.9230012894,Anthony Tolliver,2017-03-18,3400.0,0,0,0,1,0
194,19.0574207306,Jusuf Nurkic,2017-03-18,6700.0,0,0,0,0,1
195,15.8726539612,Raymond Felton,2017-03-18,3400.0,1,0,1,0,0
196,24.5297164917,Kenneth Faried,2017-03-18,4300.0,0,0,0,1,0
