time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.069,-18.75496,-8.34747,-24.84184
0.152,-18.75496,-7.97247,-26.46684
0.228,-18.75496,-7.22247,-25.65434
0.315,-19.87996,-7.97247,-24.40434
0.388,-20.25496,-9.47247,-25.65434
0.465,-21.75496,-9.47247,-22.77934
0.546,-25.06746,-10.22247,-20.34184
0.625,-25.06746,-9.84747,-20.77934
0.705,-22.12996,-10.59747,-22.40434
0.783,-26.19246,-11.65997,-18.71684
0.869,-23.94246,-11.34747,-18.27934
0.946,-24.69246,-11.65997,-21.15434
1.023,-24.31746,-11.65997,-19.15434
1.106,-24.31746,-11.34747,-20.34184
1.181,-23.19246,-12.78497,-19.96684
1.266,-23.94246,-12.40997,-18.71684
1.340,-23.56746,-12.40997,-18.71684
1.423,-23.94246,-13.15997,-19.09184
1.498,-23.19246,-12.78497,-19.15434
1.582,-23.19246,-14.65997,-20.34184
1.662,-23.56746,-13.53497,-18.34184
1.755,-23.19246,-14.65997,-19.52934
1.817,-22.87996,-15.03497,-19.09184
1.909,-22.87996,-14.28497,-20.71684
1.978,-22.50496,-15.03497,-19.90434
2.054,-22.12996,-14.65997,-19.09184
2.134,-22.87996,-14.65997,-19.09184
2.217,-22.50496,-15.78497,-18.27934
2.302,-22.87996,-16.53497,-19.90434
2.383,-22.50496,-16.15997,-19.52934
2.455,-21.75496,-16.15997,-19.52934
2.539,-22.50496,-16.15997,-19.90434
2.609,-21.00496,-16.15997,-19.52934
2.696,-21.75496,-16.53497,-19.52934
2.768,-20.62996,-17.28497,-20.34184
2.853,-19.87996,-16.15997,-19.90434
2.927,-20.62996,-15.78497,-21.15434
3.009,-20.25496,-16.53497,-20.71684
3.091,-21.37996,-16.15997,-20.71684
3.175,-21.37996,-15.78497,-20.34184
3.251,-21.75496,-17.65997,-20.71684
3.326,-22.50496,-16.90997,-20.71684
3.405,-23.56746,-18.03497,-16.65434
3.487,-25.44246,-18.40997,-11.34184
3.562,-29.19246,-16.53497,-4.84184
3.651,-30.31746,-15.78497,2.09566
3.722,-29.19246,-16.90997,5.78316
3.819,-30.31746,-14.28497,7.84566
3.880,-31.00496,-12.78497,7.03316
3.965,-28.06746,-21.72247,-0.77934
4.039,-24.31746,-25.84747,-9.27934
4.124,-21.37996,-26.90997,-12.59184
4.200,-22.12996,-25.09747,-14.15434
4.281,-22.50496,-25.47247,-13.02934
4.356,-21.00496,-25.84747,-12.96684
4.441,-21.00496,-26.53497,-12.15434
4.515,-19.12996,-28.03497,-12.96684
4.600,-16.50496,-28.40997,-11.77934
4.679,-16.87996,-28.78497,-12.96684
4.762,-16.50496,-29.15997,-14.59184
4.833,-15.06746,-30.65997,-13.77934
4.916,-13.56746,-29.90997,-13.40434
4.999,-13.56746,-29.90997,-15.02934
5.082,-13.56746,-29.15997,-15.84184
5.152,-13.19246,-29.15997,-16.65434
5.234,-11.69246,-29.90997,-16.21684
5.316,-10.19246,-28.78497,-17.46684
5.393,-11.69246,-28.40997,-18.27934
5.471,-10.94246,-26.90997,-20.27934
5.556,-10.94246,-26.90997,-20.27934
5.632,-10.19246,-26.53497,-20.71684
5.715,-10.94246,-26.22247,-19.90434
5.791,-10.19246,-26.22247,-21.52934
5.873,-10.56746,-26.22247,-21.09184
5.951,-10.94246,-26.22247,-20.71684
6.033,-10.19246,-26.53497,-21.90434
6.103,-9.81746,-25.84747,-21.52934
6.190,-10.19246,-27.65997,-20.71684
