"company","position","salary","worklife","compensation","jobsecurity","management","culture"
"Nestlé Waters North America","Material Handler",13.7,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Production Technician",17.04,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Warehouse Worker",15.76,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Forklift Operator",13.91,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Delivery Driver",45979,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Production Operator",15.12,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Driver Assistant",13.26,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Operator",15.04,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Field Technician",17.69,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Direct Sales Representative",45440,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Route Sales Representative",40212,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Quality Assurance Technician",20.32,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Diesel Mechanic",23.26,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Truck Driver",21.87,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Account Manager",76980,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Yard Driver",19.32,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Account Representative",41421,"3.3","3.7","3.1","3.0","3.3"
"Nestlé Waters North America","Driver",37527,"3.3","3.7","3.1","3.0","3.3"
"Net ESolutions Corporation (NETE)",NA,NA,"3.0","2.7","3.7","3.7","3.3"
"Netflix","Technical Support",15.74,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Business Intelligence Developer",189579,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Senior Engineer",188596,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Customer Service Representative",13.65,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Senior Customer Service Representative",15.76,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Sales Support Representative",40639,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Data Scientist",182190,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Senior Research Engineer",247816,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Customer Support Representative",13.54,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Customer Service Manager",17.03,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Software Test Engineer",194469,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Director",231966,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Supervisor",51932,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Operations Manager",73187,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Team Leader",12.06,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Engineer",167766,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Software Developer",195273,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Operations Supervisor",17.68,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Operator",11.12,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Quality Control Inspector",9.95,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Senior Machine Operator",14.04,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Front End Developer",206987,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Machine Operator",12.27,"3.5","3.9","3.1","3.4","3.7"
"Netflix","Senior Software Engineer",222724,"3.5","3.9","3.1","3.4","3.7"
"New Directions","Support Staff",14,"3.9","3.3","3.0","3.5","3.6"
"New York Institute of Technology",NA,NA,"3.7","3.3","3.2","3.2","3.5"
"New York Power Authority","Senior Purchasing Specialist",110000,"4.1","4.2","3.8","3.6","3.6"
"New York Power Authority","Technical Engineer",79294,"4.1","4.2","3.8","3.6","3.6"
"New York Power Authority","Research Engineer",91190,"4.1","4.2","3.8","3.6","3.6"
"New York Power Authority","Planning Engineer",90840,"4.1","4.2","3.8","3.6","3.6"
"New York Power Authority","Electrical Engineer",82521,"4.1","4.2","3.8","3.6","3.6"
"NICE Systems",NA,NA,"3.8","3.8","3.3","3.3","3.7"
"NinthDecimal","Platform Engineer",137715,"4.0","4.0","4.0","4.0","4.0"
"Noble Energy","Landman",96298,"4.0","3.9","3.1","3.3","3.7"
"Noble Energy","Senior Developer",131247,"4.0","3.9","3.1","3.3","3.7"
"Noble Energy","Contract Analyst",71585,"4.0","3.9","3.1","3.3","3.7"
"Noble Energy","Leasing Agent",71316,"4.0","3.9","3.1","3.3","3.7"
"Noble Energy","Author",49472,"4.0","3.9","3.1","3.3","3.7"
"Noble Energy","Geologist",119489,"4.0","3.9","3.1","3.3","3.7"
"Norfolk Southern Corp","Electrician",57578,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Operations Associate",58037,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Mechanic",51254,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Training Assistant",71215,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Journeyman",58470,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Dispatcher",58582,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Repair Technician",70715,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Supervisor",68333,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Senior Business Analyst",91944,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Transport Manager",68090,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Trainee Manager",62244,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Data Analyst",50808,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Intern",2906,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Engineer",79392,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Clerk",56634,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Operations Manager",62695,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Conductor",58583,"2.9","4.2","3.3","3.0","3.2"
"Norfolk Southern Corp","Mechanical Supervisor",66295,"2.9","4.2","3.3","3.0","3.2"
"Northeastern University","Teaching Assistant",32819,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Special Assistant",116145,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Postdoctoral Researcher",50049,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Associate Professor",115408,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Assistant Professor",104891,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Lecturer",67620,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Administrative Assistant",44818,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Staff Management",40000,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","High School Teacher",114145,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","IT Support",10.91,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Research Associate",50158,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Research Scientist",65694,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Post-doctoral Fellow",51345,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Office Assistant",11.04,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Senior Research Scientist",67452,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Information Technology Specialist",36.34,"4.2","3.7","3.7","3.9","4.1"
"Northeastern University","Research Assistant",18.44,"4.2","3.7","3.7","3.9","4.1"
"Northrop Grumman","Liaison",34,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Senior System Engineer",105468,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Electronics Technician",54881,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Mechanic",47351,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Software Engineer",83200,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Engineer",102056,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Quality Control Inspector",62559,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Software Test Engineer",94082,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Team Leader",62428,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Technician",43201,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Senior Software Engineer",90758,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Systems Administrator",73972,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Aircraft Mechanic",56417,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Manager",95547,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Fitter",30920,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","System Engineer",90626,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Operations Manager",106901,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Senior Contract Administrator",88013,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Test Engineer",73570,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Senior Systems Administrator",87361,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Supervisor",61720,"3.9","4.0","3.4","3.5","3.7"
"Northrop Grumman","Training Instructor",63827,"3.9","4.0","3.4","3.5","3.7"
"Northwell Health","Surgeon",235155,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Director",145846,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Manager",85508,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Physician",105604,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Hospitalist",171518,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Chief Information Officer",132212,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Financial Analyst",49573,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Registered Nurse",77012,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Supervisor",62031,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Nursing Assistant",31192,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Accounts Receivable Clerk",39007,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Physician Assistant",97810,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Executive Assistant",64754,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Medical Secretary",44715,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Secretary",36056,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Psychiatrist",181737,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Billing Analyst",46117,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Administrative Assistant",42032,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Office Assistant",15.84,"3.8","3.9","3.6","3.5","3.8"
"Northwell Health","Senior Accountant",71054,"3.8","3.9","3.6","3.5","3.8"
"Northwestern University","Program Assistant",16.21,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Study Manager",19.43,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Office Assistant",12.77,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Senior Researcher",142302,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Administrative Assistant",16.46,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Finance Assistant",17.04,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Researcher",132722,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Receptionist",14.34,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Program Instructor",869,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Senior Program Assistant",15.02,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Research Associate",68185,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","High School Teacher",175,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Finance Coordinator",19.37,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Post-doctoral Fellow",45470,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Residential Assistant",3218,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Residential Advisor",375,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Research Assistant",35725,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Assistant Professor",89553,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Teaching Assistant",12.27,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Financial Analyst",47691,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Lecturer",49853,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Program Coordinator",15.12,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Accounting Specialist",16.14,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Accounting Assistant",15.3,"4.1","3.9","3.6","3.8","4.0"
"Northwestern University","Mathematics Teacher",46.43,"4.1","3.9","3.6","3.8","4.0"
"Novetta","Software Architect",165967,"3.4","3.8","2.1","2.5","2.3"
"Novetta","Senior Account Executive",151164,"3.4","3.8","2.1","2.5","2.3"
"Novetta","Analyst",94455,"3.4","3.8","2.1","2.5","2.3"
"Novetta","Unix Administrator",125000,"3.4","3.8","2.1","2.5","2.3"
"Novetta","IT Security Specialist",84853,"3.4","3.8","2.1","2.5","2.3"
"Novetta","Senior Quality Assurance Engineer",97635,"3.4","3.8","2.1","2.5","2.3"
"NVIDIA","Business Systems Analyst",134163,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Designer",97001,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Senior Engineer",132650,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Senior Designer",124563,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Hardware Engineer",121816,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Senior Systems Analyst",149119,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Software Engineer",123692,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Senior Research Scientist",171065,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Architect",121246,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Systems Analyst",133190,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Engineer",109788,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Electronics Engineer",114887,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Senior System Engineer",154134,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","System Engineer",119359,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Research Scientist",122837,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Software Developer",120794,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Software Engineering Manager",193729,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Senior Architect",146919,"3.8","4.0","3.8","3.7","4.1"
"NVIDIA","Senior Developer",108819,"3.8","4.0","3.8","3.7","4.1"
"NYU Langone Medical Center","Senior Assistant",41728,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Analyst",66031,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Administrative Assistant",41087,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Administrative Coordinator",52472,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Office Assistant",39607,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Admitting Representative",37150,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Respiratory Therapist",78000,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Medical Assistant",32564,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Registered Nurse",85176,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Housekeeper",16.07,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Finance Associate",48034,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Office Manager",54278,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Surgical Coordinator",40693,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Intern",13.58,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Post-doctoral Fellow",57339,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Financial Analyst",55641,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Facilitator",26563,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Associate",39090,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Senior Finance Associate",48892,"3.9","4.0","3.6","3.5","3.9"
"NYU Langone Medical Center","Senior Financial Analyst",70862,"3.9","4.0","3.6","3.5","3.9"
"OGSystems",NA,NA,"3.0","4.0","2.7","3.0","4.0"
"Ohio State University","Teacher",28,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Educator",40980,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Academic Advisor",37077,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Office Administrator",17.74,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Assistant Professor",83070,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Program Coordinator",39379,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Staff Associate",16.23,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Research Scientist",62336,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Senior Research Associate",51777,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Post-doctoral Fellow",43071,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Administrative Associate",18.27,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Program Assistant",13.85,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Research Assistant",28469,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Lecturer",42119,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Program Specialist",43684,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Senior Research Assistant",30927,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Admission Counselor",32579,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Associate Director",71439,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Office Assistant",13.83,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Development Director",67521,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Manager",46317,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Senior Manager",84352,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Research Associate",39882,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Resident Director",38025,"4.1","3.9","3.7","3.8","4.1"
"Ohio State University","Director",92174,"4.1","3.9","3.7","3.8","4.1"
"Oliver James Associates","Assistant Vice President",140752,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Data Analyst",94629,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Underwriter",101711,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Developer",108959,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Executive Recruiter",46853,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Underwriting Manager",132032,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Actuary",126042,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Predictive Modeling Manager",142352,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Senior Business Analyst",109399,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Assistant Underwriter",66231,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Business Analyst",94392,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Senior Developer",100830,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Recruiter",45796,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Recruiting Consultant",44908,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Business Systems Analyst",135976,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Senior Vice President",173241,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Software Engineering Manager",134852,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Vice President",168833,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Senior Consultant",113781,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Data Scientist",145061,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Senior Underwriter",125077,"2.5","3.5","2.5","2.0","2.0"
"Oliver James Associates","Claims Examiner",66199,"2.5","3.5","2.5","2.0","2.0"
"On-Board Services","Machine Operator",12.87,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Quality Engineer",34.52,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Engineering Technician",18.94,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Accounts Payable Clerk",15.62,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Executive Assistant",21.8,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Test Engineer",28.8,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Engineer",35.48,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Operator",14.29,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Production Operator",12.56,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Technician",20.4,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","R&D Engineer",30.59,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Administrative Associate",17.84,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Accountant",27.08,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Senior Production Operator",12.62,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Administrative Assistant",16.19,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Data Entry Clerk",14.73,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Clerk",13.9,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Chemical Operator",13.71,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Production Technician",16.97,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Assembler",11.57,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Production Associate",10.98,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Financial Analyst",28.68,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","HVAC Technician",24.06,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Auditor",21.06,"3.0","3.3","2.4","3.0","3.2"
"On-Board Services","Accounts Receivable Clerk",16.75,"3.0","3.3","2.4","3.0","3.2"
"OnDeck",NA,NA,"3.5","3.0","4.0","3.5","4.0"
"one","Retail Sales Associate",24000,"3.8","3.6","3.2","3.4","3.8"
"one","Inside Sales Representative",5477,"3.8","3.6","3.2","3.4","3.8"
"ONE Campaign",NA,NA,"3.0","4.0","3.0","3.0","4.0"
"Open Systems Technologies, Inc.","Java Developer",97592,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Network Engineer",53.71,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","IT Security Specialist",55.64,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Senior Software Engineer",120274,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Risk Analyst",83753,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Front End Developer",116221,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Technical Support",26.41,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Forklift Operator",12.94,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Warehouse Worker",11.83,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Senior System Engineer",76.36,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Clerk",9,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Senior Business Analyst",51.85,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Referee",29,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Software Developer",103460,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Material Handler",10.99,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Data Entry Clerk",12.6,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Systems Analyst",48.73,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Finance Intern",13.5,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Service Coordinator",29.5,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Picker/Packer",10,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Business Analyst",47.85,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Software Architect",61.03,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Office Specialist",23.21,"3.9","3.8","3.0","3.9","3.7"
"Open Systems Technologies, Inc.","Database Administrator",64.37,"3.9","3.8","3.0","3.9","3.7"
"Opinion Dynamics",NA,NA,"2.3","2.3","2.0","2.0","1.7"
"Oracle",NA,NA,"3.9","3.7","3.4","3.4","3.6"
"ORAU/ORISE","Database Developer",23.93,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Computer Programmer",19.55,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Software Developer",26.01,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Biologist",58562,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Research Assistant",23.89,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Post-doctoral Fellow",57424,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Management Associate",23.26,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Postdoctoral Researcher",58284,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Communication Specialist",20.18,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Communications Associate",21.46,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Model",24.59,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Outreach Coordinator",27.18,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Research Associate",51953,"4.1","3.5","2.9","3.2","3.5"
"ORAU/ORISE","Researcher",48581,"4.1","3.5","2.9","3.2","3.5"
"OUTFRONT media","Senior Account Executive",90336,"3.5","3.6","2.9","3.0","3.3"
"OUTFRONT media","Real Estate Manager",40435,"3.5","3.6","2.9","3.0","3.3"
"OUTFRONT media","Account Executive",54398,"3.5","3.6","2.9","3.0","3.3"
"OUTFRONT media","Sales Assistant",37103,"3.5","3.6","2.9","3.0","3.3"
"Pacific Life","Senior Sales Manager",62288,NA,NA,NA,NA,NA
"Pacific Life","Senior Systems Analyst",98373,NA,NA,NA,NA,NA
"Pacific Life","Regional Vice President",139784,NA,NA,NA,NA,NA
"Pacific Life","Actuary",93286,NA,NA,NA,NA,NA
"Pacific Life","Associate",85855,NA,NA,NA,NA,NA
