DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.3,3.4,39.1,100%,43.9,-4.8
3 Pointers,0.5,1.5,35.7,43.8%,32.7,3.0
2 Pointers,0.8,1.9,41.7,56.3%,48.9,-7.2
Less Than 6 Ft,0.2,0.6,33.3,18.8%,55.5,-22.2
Less Than 10 Ft,0.4,1.0,42.1,29.7%,51.6,-9.5
Greater Than 15 Ft,0.8,2.1,40.0,62.5%,34.9,5.1
