DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.2,6.2,51.7,100%,48.3,3.4
3 Pointers,0.4,0.7,64.3,10.5%,37.7,26.6
2 Pointers,2.8,5.6,50.2,89.5%,51.2,-1.0
Less Than 6 Ft,1.9,3.5,54.3,56.6%,60.9,-6.6
Less Than 10 Ft,2.1,4.3,49.7,69.3%,55.5,-5.8
Greater Than 15 Ft,1.0,1.6,62.7,25.1%,40.1,22.5
