DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.7,8.9,41.3,100%,44.8,-3.4
3 Pointers,1.4,4.0,33.7,44.7%,35.3,-1.7
2 Pointers,2.4,4.9,47.5,55.3%,49.6,-2.0
Less Than 6 Ft,1.1,1.8,58.9,20.5%,61.6,-2.7
Less Than 10 Ft,1.4,2.6,54.8,28.8%,55.7,-1.0
Greater Than 15 Ft,2.0,5.7,35.4,63.2%,37.4,-2.0
