DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.2,12.4,42.0,100%,46.1,-4.1
3 Pointers,1.1,3.0,35.5,24.3%,34.8,0.7
2 Pointers,4.1,9.4,44.1,75.7%,50.3,-6.2
Less Than 6 Ft,2.0,4.0,49.5,32.3%,60.0,-10.6
Less Than 10 Ft,2.6,5.8,45.1,46.7%,55.6,-10.5
Greater Than 15 Ft,2.1,5.4,39.6,43.9%,37.3,2.3
