DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.8,5.8,47.9,100%,44.4,3.5
3 Pointers,0.4,1.4,29.4,23.9%,35.3,-5.9
2 Pointers,2.4,4.4,53.7,76.1%,49.2,4.5
Less Than 6 Ft,1.5,2.5,59.1,43.7%,58.9,0.2
Less Than 10 Ft,2.0,3.2,62.4,54.9%,54.5,7.9
Greater Than 15 Ft,0.7,2.3,31.0,39.4%,36.1,-5.1
