DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.9,6.3,45.5,100%,44.9,0.6
3 Pointers,1.1,2.5,43.9,40.2%,35.5,8.4
2 Pointers,1.8,3.8,46.5,59.8%,50.6,-4.0
Less Than 6 Ft,1.1,1.9,58.0,30.5%,60.7,-2.7
Less Than 10 Ft,1.4,2.4,55.9,38.3%,55.6,0.2
Greater Than 15 Ft,1.4,3.5,39.5,55.3%,37.2,2.3
