DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,7.0,14.9,47.0,100%,47.2,-0.2
3 Pointers,1.3,3.6,35.4,24.1%,36.5,-1.1
2 Pointers,5.8,11.3,50.7,75.9%,51.1,-0.4
Less Than 6 Ft,3.4,5.6,59.8,37.5%,60.8,-1.0
Less Than 10 Ft,4.0,7.3,55.1,48.8%,56.1,-1.0
Greater Than 15 Ft,2.4,6.3,38.5,42.1%,38.0,0.5
