DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.6,11.2,49.7,100%,47.5,2.2
3 Pointers,0.8,1.8,42.4,15.8%,35.7,6.7
2 Pointers,4.8,9.4,51.1,84.2%,50.8,0.3
Less Than 6 Ft,3.0,5.1,58.3,45.4%,61.1,-2.8
Less Than 10 Ft,3.8,6.9,55.3,62.0%,55.8,-0.5
Greater Than 15 Ft,1.4,3.4,42.0,30.3%,38.0,4.0
