DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.7,5.5,49.5,100%,44.4,5.1
3 Pointers,0.6,1.9,28.6,35.4%,35.0,-6.4
2 Pointers,2.2,3.6,60.9,64.6%,49.7,11.3
Less Than 6 Ft,1.2,1.7,71.0,31.3%,60.5,10.4
Less Than 10 Ft,1.6,2.4,65.1,43.4%,54.8,10.3
Greater Than 15 Ft,1.0,2.7,37.5,48.5%,36.3,1.2
