DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.1,6.2,49.8,100%,44.9,4.9
3 Pointers,0.7,2.0,32.9,32.6%,35.9,-3.0
2 Pointers,2.4,4.2,58.0,67.4%,49.4,8.6
Less Than 6 Ft,1.4,2.3,62.1,36.4%,60.5,1.6
Less Than 10 Ft,1.9,3.0,62.7,48.3%,54.9,7.8
Greater Than 15 Ft,1.1,2.9,38.5,46.7%,37.1,1.5
