DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.1,7.1,43.9,100%,43.4,0.4
3 Pointers,1.1,3.1,33.7,44.4%,35.6,-1.9
2 Pointers,2.0,3.9,52.0,55.6%,48.7,3.3
Less Than 6 Ft,1.2,1.7,71.3,23.7%,60.9,10.4
Less Than 10 Ft,1.4,2.4,59.2,34.1%,55.5,3.7
Greater Than 15 Ft,1.5,4.2,36.4,59.9%,36.9,-0.6
