DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,0.9,2.3,39.3,100%,51.2,-11.9
3 Pointers,0.1,0.6,14.3,25.0%,33.3,-19.0
2 Pointers,0.8,1.8,47.6,75.0%,55.5,-7.8
Less Than 6 Ft,0.5,1.3,40.0,53.6%,65.5,-25.5
Less Than 10 Ft,0.6,1.4,41.2,60.7%,61.1,-19.9
Greater Than 15 Ft,0.3,0.8,30.0,35.7%,38.0,-8.0
