DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.4,11.4,47.8,100%,44.9,2.9
3 Pointers,1.6,3.9,39.7,34.5%,35.5,4.3
2 Pointers,3.9,7.5,52.1,65.5%,49.6,2.4
Less Than 6 Ft,2.3,3.4,67.0,29.7%,60.3,6.8
Less Than 10 Ft,2.6,4.7,56.0,41.0%,55.3,0.7
Greater Than 15 Ft,2.6,6.1,42.9,53.5%,37.0,5.9
