DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.0,5.8,51.3,100%,47.6,3.7
3 Pointers,0.3,0.6,50.0,10.5%,33.8,16.2
2 Pointers,2.7,5.2,51.5,89.5%,51.2,0.3
Less Than 6 Ft,1.7,2.1,78.6,36.8%,62.8,15.8
Less Than 10 Ft,2.1,3.4,61.4,57.9%,56.5,4.9
Greater Than 15 Ft,0.7,1.8,39.1,30.3%,38.8,0.4
