DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,9.7,49.1,100%,47.2,1.9
3 Pointers,1.0,2.6,38.1,27.2%,35.8,2.2
2 Pointers,3.8,7.0,53.2,72.8%,51.5,1.7
Less Than 6 Ft,2.6,4.1,63.0,42.8%,60.9,2.1
Less Than 10 Ft,3.0,5.3,57.0,54.8%,56.4,0.7
Greater Than 15 Ft,1.5,3.9,38.6,40.0%,37.7,0.9
