DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.3,10.7,49.5,100%,45.9,3.7
3 Pointers,0.9,2.3,40.2,21.1%,35.5,4.7
2 Pointers,4.4,8.4,52.1,78.9%,50.0,2.1
Less Than 6 Ft,2.7,4.1,66.8,38.0%,61.8,5.0
Less Than 10 Ft,3.4,5.6,59.4,52.8%,55.7,3.7
Greater Than 15 Ft,1.7,4.4,39.6,40.9%,37.4,2.2
