DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,0.8,1.3,60.0,100%,30.5,29.5
3 Pointers,-,-,-,-%,-,-
2 Pointers,0.8,1.3,60.0,100%,35.4,24.6
Less Than 6 Ft,0.8,1.3,60.0,100%,43.4,16.6
Less Than 10 Ft,0.8,1.3,60.0,100%,40.1,19.9
Greater Than 15 Ft,-,-,-,-%,-,-
