DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.7,6.0,44.9,100%,44.2,0.7
3 Pointers,0.7,2.2,31.9,37.0%,35.3,-3.5
2 Pointers,2.0,3.8,52.6,63.0%,49.3,3.3
Less Than 6 Ft,0.9,1.2,73.0,20.7%,61.1,11.9
Less Than 10 Ft,1.1,1.8,59.1,30.5%,55.3,3.8
Greater Than 15 Ft,1.4,3.5,38.3,59.0%,36.9,1.4
