,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
0,"FEB 08, 2017 - ATL vs. DEN",W,240,117,47,93,50.5,8,27,29.6,15,18,83.3,12,36,48,31,6,4,10,18,2017-02-08 00:00:00,DEN,HOME
1,"FEB 06, 2017 - ATL vs. UTA",L,240,95,33,74,44.6,6,17,35.3,23,32,71.9,7,23,30,16,6,3,12,18,2017-02-06 00:00:00,UTA,HOME
2,"FEB 04, 2017 - ATL vs. ORL",W,240,113,41,78,52.6,10,28,35.7,21,27,77.8,10,38,48,28,8,2,15,20,2017-02-04 00:00:00,ORL,HOME
3,"FEB 02, 2017 - ATL @ HOU",W,240,113,44,85,51.8,8,30,26.7,17,23,73.9,8,48,56,26,8,5,20,20,2017-02-02 00:00:00,HOU,AWAY
4,"FEB 01, 2017 - ATL @ MIA",L,240,93,34,86,39.5,7,26,26.9,18,21,85.7,9,34,43,13,10,6,15,14,2017-02-01 00:00:00,MIA,AWAY
5,"JAN 29, 2017 - ATL vs. NYK",W,340,142,52,119,43.7,10,31,32.3,28,40,70.0,17,47,64,36,4,2,14,24,2017-01-29 00:00:00,NYK,HOME
6,"JAN 27, 2017 - ATL vs. WAS",L,240,86,30,83,36.1,9,31,29.0,17,25,68.0,8,33,41,18,9,8,19,16,2017-01-27 00:00:00,WAS,HOME
7,"JAN 25, 2017 - ATL @ CHI",W,240,119,43,83,51.8,17,30,56.7,16,19,84.2,6,33,39,29,5,5,13,20,2017-01-25 00:00:00,CHI,AWAY
8,"JAN 23, 2017 - ATL vs. LAC",L,240,105,37,88,42.0,9,29,31.0,22,26,84.6,8,32,40,28,8,2,8,17,2017-01-23 00:00:00,LAC,HOME
9,"JAN 21, 2017 - ATL vs. PHI",W,240,110,45,91,49.5,7,20,35.0,13,23,56.5,11,36,47,24,8,5,13,18,2017-01-21 00:00:00,PHI,HOME
10,"JAN 20, 2017 - ATL vs. CHI",W,240,102,39,82,47.6,9,22,40.9,15,19,78.9,10,30,40,23,16,3,19,19,2017-01-20 00:00:00,CHI,HOME
11,"JAN 18, 2017 - ATL @ DET",L,240,95,30,78,38.5,6,25,24.0,29,37,78.4,8,24,32,22,1,4,12,21,2017-01-18 00:00:00,DET,AWAY
12,"JAN 16, 2017 - ATL @ NYK",W,240,108,40,87,46.0,12,32,37.5,16,23,69.6,8,28,36,26,11,3,10,15,2017-01-16 00:00:00,NYK,AWAY
13,"JAN 15, 2017 - ATL vs. MIL",W,240,111,42,80,52.5,13,26,50.0,14,18,77.8,14,23,37,29,9,4,19,20,2017-01-15 00:00:00,MIL,HOME
14,"JAN 13, 2017 - ATL vs. BOS",L,240,101,36,84,42.9,11,30,36.7,18,21,85.7,12,31,43,22,5,5,12,17,2017-01-13 00:00:00,BOS,HOME
15,"JAN 10, 2017 - ATL @ BKN",W,240,117,44,92,47.8,7,23,30.4,22,38,57.9,15,38,53,25,11,12,12,17,2017-01-10 00:00:00,BKN,AWAY
16,"JAN 07, 2017 - ATL @ DAL",W,240,97,30,74,40.5,11,22,50.0,26,32,81.3,6,41,47,19,8,1,10,15,2017-01-07 00:00:00,DAL,AWAY
17,"JAN 05, 2017 - ATL @ NOP",W,240,99,38,90,42.2,9,23,39.1,14,17,82.4,12,43,55,23,9,6,14,14,2017-01-05 00:00:00,NOP,AWAY
18,"JAN 04, 2017 - ATL @ ORL",W,240,111,44,81,54.3,10,19,52.6,13,18,72.2,3,36,39,27,12,3,12,12,2017-01-04 00:00:00,ORL,AWAY
19,"JAN 01, 2017 - ATL vs. SAS",W,265,114,42,92,45.7,14,28,50.0,16,27,59.3,11,35,46,25,6,6,11,21,2017-01-01 00:00:00,SAS,HOME
20,"DEC 30, 2016 - ATL vs. DET",W,240,105,39,88,44.3,8,26,30.8,19,25,76.0,12,32,44,29,10,2,15,21,2016-12-30 00:00:00,DET,HOME
21,"DEC 28, 2016 - ATL vs. NYK",W,265,102,37,101,36.6,7,27,25.9,21,27,77.8,17,38,55,19,8,3,13,19,2016-12-28 00:00:00,NYK,HOME
22,"DEC 26, 2016 - ATL @ MIN",L,240,90,35,83,42.2,8,32,25.0,12,17,70.6,17,29,46,20,8,7,19,19,2016-12-26 00:00:00,MIN,AWAY
23,"DEC 23, 2016 - ATL @ DEN",W,240,109,37,86,43.0,8,25,32.0,27,33,81.8,9,31,40,26,10,4,8,25,2016-12-23 00:00:00,DEN,AWAY
24,"DEC 21, 2016 - ATL vs. MIN",L,240,84,34,82,41.5,7,26,26.9,9,13,69.2,8,27,35,19,9,8,10,15,2016-12-21 00:00:00,MIN,HOME
25,"DEC 19, 2016 - ATL @ OKC",W,240,110,41,75,54.7,9,23,39.1,19,24,79.2,5,30,35,24,5,2,15,20,2016-12-19 00:00:00,OKC,AWAY
26,"DEC 17, 2016 - ATL vs. CHA",L,240,99,40,86,46.5,10,26,38.5,9,16,56.3,9,38,47,26,4,2,12,18,2016-12-17 00:00:00,CHA,HOME
27,"DEC 16, 2016 - ATL @ TOR",W,240,125,46,86,53.5,11,25,44.0,22,32,68.8,15,29,44,26,6,6,14,22,2016-12-16 00:00:00,TOR,AWAY
28,"DEC 13, 2016 - ATL vs. ORL",L,240,120,45,89,50.6,11,28,39.3,19,21,90.5,13,32,45,29,6,4,15,16,2016-12-13 00:00:00,ORL,HOME
29,"DEC 09, 2016 - ATL @ MIL",W,240,114,40,84,47.6,12,34,35.3,22,29,75.9,9,37,46,32,7,8,17,11,2016-12-09 00:00:00,MIL,AWAY
30,"DEC 07, 2016 - ATL vs. MIA",W,240,103,43,88,48.9,4,19,21.1,13,15,86.7,14,33,47,27,9,9,14,20,2016-12-07 00:00:00,MIA,HOME
31,"DEC 05, 2016 - ATL vs. OKC",L,240,99,34,77,44.2,7,22,31.8,24,32,75.0,7,29,36,26,13,3,18,24,2016-12-05 00:00:00,OKC,HOME
32,"DEC 03, 2016 - ATL @ TOR",L,240,84,35,88,39.8,7,28,25.0,7,14,50.0,13,25,38,21,7,5,18,13,2016-12-03 00:00:00,TOR,AWAY
33,"DEC 02, 2016 - ATL vs. DET",L,240,85,32,88,36.4,6,24,25.0,15,20,75.0,6,26,32,22,6,2,7,12,2016-12-02 00:00:00,DET,HOME
34,"NOV 30, 2016 - ATL @ PHX",L,240,107,45,89,50.6,9,25,36.0,8,10,80.0,7,33,40,20,9,6,20,22,2016-11-30 00:00:00,PHX,AWAY
35,"NOV 28, 2016 - ATL @ GSW",L,240,100,36,86,41.9,7,29,24.1,21,30,70.0,14,37,51,20,11,4,18,22,2016-11-28 00:00:00,GSW,AWAY
36,"NOV 27, 2016 - ATL @ LAL",L,240,94,39,88,44.3,12,35,34.3,4,10,40.0,7,31,38,25,5,6,12,19,2016-11-27 00:00:00,LAL,AWAY
37,"NOV 25, 2016 - ATL @ UTA",L,240,68,26,83,31.3,8,25,32.0,8,12,66.7,6,34,40,11,8,4,14,16,2016-11-25 00:00:00,UTA,AWAY
38,"NOV 23, 2016 - ATL @ IND",W,240,96,36,85,42.4,5,20,25.0,19,22,86.4,17,39,56,17,11,7,21,18,2016-11-23 00:00:00,IND,AWAY
39,"NOV 22, 2016 - ATL vs. NOP",L,240,94,39,85,45.9,10,29,34.5,6,10,60.0,6,34,40,22,5,6,15,15,2016-11-22 00:00:00,NOP,HOME
40,"NOV 20, 2016 - ATL @ NYK",L,240,94,34,85,40.0,6,21,28.6,20,29,69.0,14,34,48,17,7,6,13,15,2016-11-20 00:00:00,NYK,AWAY
41,"NOV 18, 2016 - ATL @ CHA",L,240,96,39,84,46.4,7,28,25.0,11,17,64.7,8,41,49,25,9,6,16,18,2016-11-18 00:00:00,CHA,AWAY
42,"NOV 16, 2016 - ATL vs. MIL",W,240,107,35,72,48.6,10,32,31.3,27,31,87.1,3,36,39,29,6,8,16,17,2016-11-16 00:00:00,MIL,HOME
43,"NOV 15, 2016 - ATL @ MIA",W,240,93,37,80,46.3,6,17,35.3,13,19,68.4,6,29,35,18,14,4,19,13,2016-11-15 00:00:00,MIA,AWAY
44,"NOV 12, 2016 - ATL vs. PHI",W,240,117,48,95,50.5,13,32,40.6,8,14,57.1,15,37,52,31,10,6,16,14,2016-11-12 00:00:00,PHI,HOME
45,"NOV 09, 2016 - ATL vs. CHI",W,240,115,42,83,50.6,9,20,45.0,22,27,81.5,13,35,48,24,8,7,21,20,2016-11-09 00:00:00,CHI,HOME
46,"NOV 08, 2016 - ATL @ CLE",W,240,110,41,81,50.6,11,29,37.9,17,24,70.8,11,39,50,22,1,4,19,21,2016-11-08 00:00:00,CLE,AWAY
47,"NOV 05, 2016 - ATL vs. HOU",W,240,112,45,85,52.9,8,20,40.0,14,24,58.3,13,31,44,29,17,6,19,13,2016-11-05 00:00:00,HOU,HOME
48,"NOV 04, 2016 - ATL @ WAS",L,240,92,32,83,38.6,5,25,20.0,23,36,63.9,10,37,47,22,12,3,18,24,2016-11-04 00:00:00,WAS,AWAY
49,"NOV 02, 2016 - ATL vs. LAL",L,240,116,41,85,48.2,11,32,34.4,23,29,79.3,10,27,37,30,10,1,18,19,2016-11-02 00:00:00,LAL,HOME
50,"OCT 31, 2016 - ATL vs. SAC",W,240,106,33,79,41.8,11,30,36.7,29,47,61.7,17,26,43,24,11,6,13,20,2016-10-31 00:00:00,SAC,HOME
51,"OCT 29, 2016 - ATL @ PHI",W,240,104,42,85,49.4,5,20,25.0,15,23,65.2,6,41,47,31,11,7,12,14,2016-10-29 00:00:00,PHI,AWAY
52,"OCT 27, 2016 - ATL vs. WAS",W,240,114,44,88,50.0,12,26,46.2,14,18,77.8,14,38,52,28,13,7,21,19,2016-10-27 00:00:00,WAS,HOME
