BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,41,23.0,7.1,2.4,5.3,45.4,1.3,3.4,39.0,1.0,1.2,80.4,1.0,2.7,3.7,0.9,0.8,0.6,0.2,1.7,1,0,-1.0
Home,21,23.8,7.3,2.4,5.2,46.4,1.3,3.2,39.7,1.2,1.3,89.3,1.0,2.6,3.6,1.0,0.9,0.7,0.1,1.9,0,0,0.3
Road,20,22.3,6.9,2.4,5.3,44.3,1.4,3.7,38.4,0.8,1.2,69.6,1.0,2.9,3.8,0.9,0.7,0.5,0.4,1.5,1,0,-2.4
Wins,17,23.8,7.3,2.5,5.1,48.8,1.5,3.5,42.4,0.9,0.9,93.8,0.8,2.4,3.2,1.2,0.4,0.5,0.2,1.7,0,0,4.2
Losses,24,22.5,7.0,2.3,5.4,43.1,1.3,3.4,36.6,1.1,1.5,74.3,1.1,2.9,4.0,0.8,1.0,0.7,0.3,1.6,1,0,-4.7
October,4,14.2,2.8,1.0,3.0,33.3,0.3,2.3,11.1,0.5,0.5,100,0.8,1.3,2.0,1.3,0.8,0.0,0.0,1.0,0,0,-9.8
November,4,9.9,2.8,0.8,1.8,42.9,0.5,1.3,40.0,0.8,0.8,100,0.8,1.3,2.0,0.0,0.3,0.3,0.0,1.3,0,0,1.5
December,13,23.6,7.4,2.4,5.2,45.6,1.6,3.8,42.0,1.0,1.1,92.9,1.1,3.2,4.3,1.0,0.5,0.3,0.4,1.8,1,0,-1.5
January,16,25.7,8.7,2.9,6.2,46.5,1.6,3.8,42.6,1.3,1.8,75.0,0.8,2.9,3.7,1.0,0.9,0.9,0.2,1.9,0,0,-1.9
February,4,32.3,8.8,3.5,7.5,46.7,1.3,4.0,31.3,0.5,1.0,50.0,1.8,3.3,5.0,1.0,1.8,1.0,0.5,1.3,0,0,10.5
Pre All-Star,41,23.0,7.1,2.4,5.3,45.4,1.3,3.4,39.0,1.0,1.2,80.4,1.0,2.7,3.7,0.9,0.8,0.6,0.2,1.7,1,0,-1.0
Starters,6,34.3,12.2,4.3,10.2,42.6,1.8,5.7,32.4,1.7,2.0,83.3,1.5,4.2,5.7,0.8,1.0,2.0,0.5,1.7,1,0,-3.2
Bench,35,21.1,6.3,2.1,4.4,46.5,1.3,3.1,41.1,0.9,1.1,79.5,0.9,2.5,3.3,0.9,0.7,0.3,0.2,1.7,0,0,-0.6
0 Days Rest,9,22.7,7.6,2.6,4.3,59.0,1.7,3.1,53.6,0.8,1.1,70.0,0.6,3.1,3.7,0.8,0.8,0.6,0.3,1.2,0,0,1.6
1 Days Rest,22,24.7,7.5,2.5,6.0,42.7,1.4,3.8,36.1,1.0,1.3,82.1,1.1,2.6,3.7,1.1,0.8,0.7,0.3,1.8,1,0,-1.4
2 Days Rest,6,26.5,7.8,2.5,6.0,41.7,1.5,3.8,39.1,1.3,1.7,80.0,1.2,3.5,4.7,0.7,1.2,0.5,0.2,2.3,0,0,-3.5
6+ Days Rest,4,9.6,3.0,1.0,2.5,40.0,0.3,1.8,14.3,0.8,0.8,100,1.0,1.0,2.0,0.8,0.0,0.3,0.0,0.8,0,0,-0.8
