,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
0,"FEB 08, 2017 - LAC @ NYK",W,240,119,45,92,48.9,10,25,40.0,19,28,67.9,14,33,47,22,8,3,11,20,2017-02-08 00:00:00,NYK,AWAY
1,"FEB 06, 2017 - LAC @ TOR",L,240,109,42,90,46.7,13,35,37.1,12,18,66.7,9,30,39,24,7,5,9,19,2017-02-06 00:00:00,TOR,AWAY
2,"FEB 05, 2017 - LAC @ BOS",L,240,102,35,84,41.7,10,29,34.5,22,28,78.6,8,38,46,22,4,0,13,13,2017-02-05 00:00:00,BOS,AWAY
3,"FEB 02, 2017 - LAC vs. GSW",L,240,120,40,80,50.0,10,25,40.0,30,39,76.9,9,28,37,24,7,7,15,18,2017-02-02 00:00:00,GSW,HOME
4,"FEB 01, 2017 - LAC @ PHX",W,240,124,44,85,51.8,5,19,26.3,31,38,81.6,8,38,46,20,9,8,10,28,2017-02-01 00:00:00,PHX,AWAY
5,"JAN 28, 2017 - LAC @ GSW",L,240,98,36,82,43.9,12,28,42.9,14,22,63.6,8,24,32,24,7,2,14,18,2017-01-28 00:00:00,GSW,AWAY
6,"JAN 24, 2017 - LAC @ PHI",L,240,110,33,71,46.5,18,34,52.9,26,41,63.4,11,35,46,17,4,1,17,22,2017-01-24 00:00:00,PHI,AWAY
7,"JAN 23, 2017 - LAC @ ATL",W,240,115,42,84,50.0,14,24,58.3,17,22,77.3,10,36,46,23,4,8,11,19,2017-01-23 00:00:00,ATL,AWAY
8,"JAN 21, 2017 - LAC @ DEN",L,240,98,40,96,41.7,10,32,31.3,8,8,100.0,10,25,35,23,5,2,7,23,2017-01-21 00:00:00,DEN,AWAY
9,"JAN 19, 2017 - LAC vs. MIN",L,240,101,42,87,48.3,4,22,18.2,13,24,54.2,14,27,41,24,9,6,11,21,2017-01-19 00:00:00,MIN,HOME
10,"JAN 16, 2017 - LAC vs. OKC",W,240,120,45,82,54.9,12,28,42.9,18,22,81.8,10,37,47,27,9,5,15,15,2017-01-16 00:00:00,OKC,HOME
11,"JAN 14, 2017 - LAC vs. LAL",W,240,113,48,92,52.2,10,28,35.7,7,8,87.5,7,35,42,28,6,6,7,24,2017-01-14 00:00:00,LAL,HOME
12,"JAN 11, 2017 - LAC vs. ORL",W,240,105,39,76,51.3,9,26,34.6,18,26,69.2,9,40,49,23,11,5,21,20,2017-01-11 00:00:00,ORL,HOME
13,"JAN 08, 2017 - LAC vs. MIA",W,240,98,36,86,41.9,9,30,30.0,17,25,68.0,9,42,51,27,8,3,11,20,2017-01-08 00:00:00,MIA,HOME
14,"JAN 06, 2017 - LAC @ SAC",W,240,106,39,84,46.4,13,31,41.9,15,21,71.4,8,37,45,28,6,5,8,13,2017-01-06 00:00:00,SAC,AWAY
15,"JAN 04, 2017 - LAC vs. MEM",W,240,115,37,73,50.7,9,23,39.1,32,45,71.1,8,37,45,23,5,5,13,23,2017-01-04 00:00:00,MEM,HOME
16,"JAN 02, 2017 - LAC vs. PHX",W,240,109,37,80,46.3,7,16,43.8,28,38,73.7,12,39,51,17,1,11,19,21,2017-01-02 00:00:00,PHX,HOME
17,"DEC 31, 2016 - LAC @ OKC",L,240,88,31,75,41.3,8,30,26.7,18,21,85.7,7,31,38,14,4,4,15,25,2016-12-31 00:00:00,OKC,AWAY
18,"DEC 30, 2016 - LAC @ HOU",L,240,116,45,96,46.9,13,33,39.4,13,16,81.3,11,27,38,22,8,4,15,25,2016-12-30 00:00:00,HOU,AWAY
19,"DEC 28, 2016 - LAC @ NOP",L,240,98,37,94,39.4,11,37,29.7,13,18,72.2,16,42,58,15,6,4,11,20,2016-12-28 00:00:00,NOP,AWAY
20,"DEC 26, 2016 - LAC vs. DEN",L,240,102,39,84,46.4,9,25,36.0,15,20,75.0,4,34,38,22,6,6,11,19,2016-12-26 00:00:00,DEN,HOME
21,"DEC 25, 2016 - LAC @ LAL",L,240,102,37,85,43.5,10,29,34.5,18,22,81.8,10,32,42,24,9,5,15,20,2016-12-25 00:00:00,LAL,AWAY
22,"DEC 23, 2016 - LAC vs. DAL",L,240,88,34,74,45.9,13,29,44.8,7,11,63.6,6,35,41,17,9,4,20,16,2016-12-23 00:00:00,DAL,HOME
23,"DEC 22, 2016 - LAC vs. SAS",W,240,106,39,83,47.0,11,28,39.3,17,22,77.3,6,34,40,18,8,6,12,22,2016-12-22 00:00:00,SAS,HOME
24,"DEC 20, 2016 - LAC vs. DEN",W,240,119,47,86,54.7,16,36,44.4,9,13,69.2,5,32,37,32,7,2,12,13,2016-12-20 00:00:00,DEN,HOME
25,"DEC 18, 2016 - LAC @ WAS",L,240,110,43,87,49.4,7,24,29.2,17,24,70.8,12,28,40,28,7,1,15,23,2016-12-18 00:00:00,WAS,AWAY
26,"DEC 16, 2016 - LAC @ MIA",W,240,102,36,83,43.4,7,25,28.0,23,29,79.3,7,43,50,17,1,3,10,20,2016-12-16 00:00:00,MIA,AWAY
27,"DEC 14, 2016 - LAC @ ORL",W,240,113,37,74,50.0,13,25,52.0,26,37,70.3,7,35,42,21,6,5,11,20,2016-12-14 00:00:00,ORL,AWAY
28,"DEC 12, 2016 - LAC vs. POR",W,240,121,42,89,47.2,11,23,47.8,26,28,92.9,13,25,38,26,9,8,12,20,2016-12-12 00:00:00,POR,HOME
29,"DEC 10, 2016 - LAC vs. NOP",W,240,133,54,94,57.4,17,36,47.2,8,9,88.9,9,31,40,34,10,2,10,22,2016-12-10 00:00:00,NOP,HOME
30,"DEC 07, 2016 - LAC vs. GSW",L,240,98,36,91,39.6,8,26,30.8,18,24,75.0,17,29,46,15,4,2,14,24,2016-12-07 00:00:00,GSW,HOME
31,"DEC 04, 2016 - LAC vs. IND",L,240,102,36,81,44.4,10,30,33.3,20,28,71.4,16,35,51,19,5,7,20,24,2016-12-04 00:00:00,IND,HOME
