,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
32,"DEC 02, 2016 - LAC @ NOP",W,240,114,45,88,51.1,10,24,41.7,14,16,87.5,12,35,47,27,6,7,9,18,2016-12-02 00:00:00,NOP,AWAY
33,"DEC 01, 2016 - LAC @ CLE",W,240,113,42,89,47.2,13,31,41.9,16,24,66.7,14,33,47,33,7,3,11,32,2016-12-01 00:00:00,CLE,AWAY
34,"NOV 29, 2016 - LAC @ BKN",L,290,122,46,109,42.2,13,40,32.5,17,22,77.3,11,46,57,21,10,3,15,29,2016-11-29 00:00:00,BKN,AWAY
35,"NOV 27, 2016 - LAC @ IND",L,240,70,22,70,31.4,4,24,16.7,22,27,81.5,6,34,40,11,9,4,20,13,2016-11-27 00:00:00,IND,AWAY
36,"NOV 25, 2016 - LAC @ DET",L,240,97,35,73,47.9,7,21,33.3,20,26,76.9,6,26,32,26,4,6,14,16,2016-11-25 00:00:00,DET,AWAY
37,"NOV 23, 2016 - LAC @ DAL",W,240,124,43,85,50.6,15,32,46.9,23,31,74.2,6,37,43,26,11,4,9,17,2016-11-23 00:00:00,DAL,AWAY
38,"NOV 21, 2016 - LAC vs. TOR",W,240,123,39,74,52.7,10,25,40.0,35,42,83.3,6,36,42,23,5,4,14,24,2016-11-21 00:00:00,TOR,HOME
39,"NOV 19, 2016 - LAC vs. CHI",W,240,102,36,77,46.8,11,27,40.7,19,23,82.6,12,27,39,20,6,2,14,20,2016-11-19 00:00:00,CHI,HOME
40,"NOV 18, 2016 - LAC @ SAC",W,240,121,40,76,52.6,13,29,44.8,28,34,82.4,5,32,37,27,7,6,14,24,2016-11-18 00:00:00,SAC,AWAY
41,"NOV 16, 2016 - LAC vs. MEM",L,240,107,37,81,45.7,9,25,36.0,24,34,70.6,8,27,35,15,13,7,8,19,2016-11-16 00:00:00,MEM,HOME
42,"NOV 14, 2016 - LAC vs. BKN",W,240,127,48,90,53.3,14,25,56.0,17,21,81.0,9,34,43,32,17,6,11,22,2016-11-14 00:00:00,BKN,HOME
43,"NOV 12, 2016 - LAC @ MIN",W,240,119,40,76,52.6,11,24,45.8,28,37,75.7,9,33,42,25,7,4,14,19,2016-11-12 00:00:00,MIN,AWAY
44,"NOV 11, 2016 - LAC @ OKC",W,240,110,39,86,45.3,11,27,40.7,21,35,60.0,11,34,45,18,9,3,10,20,2016-11-11 00:00:00,OKC,AWAY
45,"NOV 09, 2016 - LAC vs. POR",W,240,111,38,87,43.7,11,32,34.4,24,33,72.7,14,41,55,24,9,7,7,15,2016-11-09 00:00:00,POR,HOME
46,"NOV 07, 2016 - LAC vs. DET",W,240,114,41,76,53.9,13,25,52.0,19,22,86.4,2,44,46,28,8,7,10,20,2016-11-07 00:00:00,DET,HOME
47,"NOV 05, 2016 - LAC @ SAS",W,240,116,47,91,51.6,9,23,39.1,13,14,92.9,7,34,41,24,8,6,8,19,2016-11-05 00:00:00,SAS,AWAY
48,"NOV 04, 2016 - LAC @ MEM",W,240,99,32,85,37.6,8,27,29.6,27,33,81.8,11,36,47,19,17,6,11,23,2016-11-04 00:00:00,MEM,AWAY
49,"NOV 02, 2016 - LAC vs. OKC",L,240,83,34,87,39.1,7,22,31.8,8,18,44.4,8,33,41,22,13,5,17,19,2016-11-02 00:00:00,OKC,HOME
50,"OCT 31, 2016 - LAC vs. PHX",W,240,116,40,80,50.0,6,16,37.5,30,38,78.9,5,39,44,21,8,4,16,23,2016-10-31 00:00:00,PHX,HOME
51,"OCT 30, 2016 - LAC vs. UTA",W,240,88,34,83,41.0,6,27,22.2,14,20,70.0,14,35,49,17,8,4,13,14,2016-10-30 00:00:00,UTA,HOME
52,"OCT 27, 2016 - LAC @ POR",W,240,114,37,91,40.7,8,29,27.6,32,46,69.6,15,33,48,12,10,4,7,25,2016-10-27 00:00:00,POR,AWAY
