DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.1,8.8,45.9,100%,44.8,1.1
3 Pointers,1.3,3.5,38.5,39.2%,35.6,2.9
2 Pointers,2.7,5.4,50.7,60.8%,49.6,1.1
Less Than 6 Ft,1.6,2.3,71.2,26.2%,62.5,8.7
Less Than 10 Ft,2.0,3.1,64.1,35.0%,56.9,7.2
Greater Than 15 Ft,1.9,5.1,37.0,57.2%,37.2,-0.3
