DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.6,5.7,45.1,100%,43.6,1.5
3 Pointers,1.0,2.6,38.9,46.6%,36.1,2.8
2 Pointers,1.5,3.0,50.5,53.4%,48.5,2.0
Less Than 6 Ft,0.6,1.1,57.5,19.6%,61.0,-3.5
Less Than 10 Ft,1.0,1.6,59.3,28.9%,55.3,4.0
Greater Than 15 Ft,1.3,3.6,36.9,63.7%,37.4,-0.5
