DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,7.3,47.7,100%,43.8,3.9
3 Pointers,1.0,2.8,36.4,37.5%,35.7,0.7
2 Pointers,2.5,4.6,54.5,62.5%,48.0,6.5
Less Than 6 Ft,1.2,1.6,71.8,22.2%,61.1,10.6
Less Than 10 Ft,1.6,2.5,64.4,33.5%,55.4,9.0
Greater Than 15 Ft,1.6,4.3,38.2,58.0%,36.8,1.4
