DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.5,9.3,48.7,100%,46.0,2.8
3 Pointers,1.1,2.8,39.7,29.6%,35.6,4.2
2 Pointers,3.5,6.6,52.5,70.4%,50.6,2.0
Less Than 6 Ft,2.0,2.8,72.9,29.4%,60.9,11.9
Less Than 10 Ft,2.5,4.0,61.5,43.1%,56.1,5.4
Greater Than 15 Ft,1.6,4.4,37.7,46.8%,37.2,0.5
