DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.9,8.9,43.8,100%,45.3,-1.5
3 Pointers,0.9,3.1,30.6,34.5%,34.8,-4.2
2 Pointers,3.0,5.8,50.7,65.5%,49.9,0.7
Less Than 6 Ft,1.9,2.7,70.0,30.2%,61.0,9.0
Less Than 10 Ft,2.3,3.7,60.9,41.4%,55.5,5.5
Greater Than 15 Ft,1.5,4.7,30.9,53.0%,36.7,-5.8
