DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,12.0,39.9,100%,46.0,-6.1
3 Pointers,1.1,3.5,32.3,29.5%,35.8,-3.6
2 Pointers,3.7,8.5,43.1,70.5%,50.0,-6.9
Less Than 6 Ft,2.0,4.0,50.4,33.5%,59.8,-9.4
Less Than 10 Ft,2.6,5.3,48.7,44.4%,55.2,-6.6
Greater Than 15 Ft,1.9,5.5,33.7,45.8%,38.2,-4.6
