BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,36,16.8,6.0,1.8,4.9,37.3,0.9,2.6,32.6,1.5,1.8,85.7,0.2,1.8,2.0,1.8,0.7,0.6,0.1,1.6,0,0,0.3
Home,20,17.8,7.9,2.4,5.6,42.3,1.2,3.3,36.9,2.0,2.3,87.0,0.2,2.4,2.6,2.0,0.7,0.7,0.0,1.7,0,0,4.2
Road,16,15.4,3.7,1.2,4.1,28.8,0.4,1.9,23.3,0.9,1.1,82.4,0.3,1.1,1.3,1.6,0.7,0.6,0.2,1.6,0,0,-4.4
Wins,17,18.1,7.8,2.4,6.1,39.8,1.1,2.9,36.0,1.9,2.2,86.5,0.4,2.0,2.4,2.1,0.9,0.7,0.2,1.6,0,0,3.1
Losses,19,15.6,4.5,1.3,3.9,33.8,0.7,2.4,28.9,1.2,1.4,84.6,0.1,1.6,1.7,1.5,0.5,0.5,0.0,1.6,0,0,-2.1
November,1,10.6,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,-6.0
December,17,15.3,4.4,1.5,3.9,38.8,0.8,2.4,31.7,0.5,0.6,81.8,0.2,1.6,1.9,1.5,0.8,0.5,0.1,1.2,0,0,-3.1
January,14,17.3,7.4,2.1,5.6,36.7,0.9,3.0,31.0,2.4,2.6,89.2,0.2,1.6,1.9,1.9,0.7,0.7,0.1,1.8,0,0,2.0
February,4,22.9,9.8,2.8,7.0,39.3,1.3,2.5,50.0,3.0,3.8,80.0,0.3,3.3,3.5,3.0,0.3,0.8,0.0,3.0,0,0,10.8
Pre All-Star,36,16.8,6.0,1.8,4.9,37.3,0.9,2.6,32.6,1.5,1.8,85.7,0.2,1.8,2.0,1.8,0.7,0.6,0.1,1.6,0,0,0.3
Bench,36,16.8,6.0,1.8,4.9,37.3,0.9,2.6,32.6,1.5,1.8,85.7,0.2,1.8,2.0,1.8,0.7,0.6,0.1,1.6,0,0,0.3
0 Days Rest,9,15.1,4.2,1.2,3.8,32.4,0.8,2.7,29.2,1.0,1.3,75.0,0.1,1.6,1.7,1.8,0.8,0.7,0.0,2.2,0,0,0.2
1 Days Rest,19,17.5,6.9,2.2,5.3,41.0,0.9,2.6,34.7,1.7,1.8,94.1,0.3,1.8,2.1,1.7,0.8,0.7,0.2,1.4,0,0,0.1
2 Days Rest,5,18.2,6.2,1.6,5.0,32.0,0.6,2.4,25.0,2.4,3.2,75.0,0.2,2.2,2.4,1.8,0.4,0.4,0.0,1.2,0,0,-1.6
3 Days Rest,1,17.0,17.0,6.0,11.0,54.5,4.0,7.0,57.1,1.0,1.0,100,0.0,4.0,4.0,1.0,0.0,1.0,0.0,2.0,0,0,19.0
4 Days Rest,1,17.4,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0,0,4.0
6+ Days Rest,1,10.6,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,-6.0
