DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,4.3,46.2,100%,43.3,2.9
3 Pointers,0.8,2.2,37.5,50.3%,35.8,1.7
2 Pointers,1.2,2.1,54.9,49.7%,49.2,5.7
Less Than 6 Ft,0.5,0.7,69.6,16.1%,61.5,8.0
Less Than 10 Ft,0.7,1.1,65.7,24.5%,55.9,9.8
Greater Than 15 Ft,1.2,3.0,41.4,69.2%,37.2,4.2
