DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.7,5.3,50.0,100%,45.5,4.5
3 Pointers,0.5,1.5,32.0,28.4%,34.8,-2.8
2 Pointers,2.2,3.8,57.1,71.6%,50.7,6.4
Less Than 6 Ft,1.3,2.0,67.7,36.9%,60.1,7.6
Less Than 10 Ft,1.7,2.9,58.9,54.0%,55.1,3.9
Greater Than 15 Ft,0.8,2.3,37.3,42.6%,37.2,0.2
