DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.7,8.2,44.9,100%,44.0,0.8
3 Pointers,1.3,3.8,33.3,46.2%,36.6,-3.3
2 Pointers,2.4,4.4,54.8,53.8%,48.6,6.2
Less Than 6 Ft,0.8,1.2,73.1,14.1%,59.6,13.5
Less Than 10 Ft,1.4,2.2,63.4,27.3%,54.2,9.2
Greater Than 15 Ft,1.8,5.2,34.8,63.0%,38.2,-3.4
