,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 11, 2017 - HOU vs. PHX",W,18,8,2,6,33.3,0,0,0.0,4,5,80.0,2,2,4,2,0,0,1,1,5,2017-02-11 00:00:00,PHX,HOME
1,"FEB 09, 2017 - HOU @ CHA",W,22,15,7,10,70.0,0,0,0.0,1,1,100.0,2,2,4,1,1,0,2,3,12,2017-02-09 00:00:00,CHA,AWAY
2,"FEB 03, 2017 - HOU vs. CHI",W,21,8,3,7,42.9,0,0,0.0,2,2,100.0,3,2,5,1,0,0,0,1,5,2017-02-03 00:00:00,CHI,HOME
3,"JAN 31, 2017 - HOU vs. SAC",W,15,7,3,3,100.0,0,0,0.0,1,2,50.0,1,2,3,3,0,0,0,3,-2,2017-01-31 00:00:00,SAC,HOME
4,"JAN 29, 2017 - HOU @ IND",L,26,10,5,9,55.6,0,0,0.0,0,0,0.0,6,1,7,1,0,1,1,4,-1,2017-01-29 00:00:00,IND,AWAY
5,"JAN 25, 2017 - HOU @ BOS",L,25,11,5,6,83.3,0,0,0.0,1,2,50.0,0,2,2,3,1,0,0,0,8,2017-01-25 00:00:00,BOS,AWAY
6,"JAN 23, 2017 - HOU @ MIL",L,4,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,-14,2017-01-23 00:00:00,MIL,AWAY
7,"JAN 21, 2017 - HOU @ MEM",W,16,6,3,6,50.0,0,1,0.0,0,0,0.0,2,0,2,2,0,0,2,1,-4,2017-01-21 00:00:00,MEM,AWAY
8,"JAN 20, 2017 - HOU vs. GSW",L,27,8,4,7,57.1,0,0,0.0,0,0,0.0,1,2,3,1,1,1,1,4,-3,2017-01-20 00:00:00,GSW,HOME
9,"JAN 18, 2017 - HOU vs. MIL",W,27,12,5,8,62.5,0,0,0.0,2,3,66.7,4,4,8,4,0,5,2,2,19,2017-01-18 00:00:00,MIL,HOME
10,"JAN 17, 2017 - HOU @ MIA",L,16,13,5,6,83.3,0,0,0.0,3,5,60.0,1,0,1,0,0,0,0,4,-5,2017-01-17 00:00:00,MIA,AWAY
11,"JAN 15, 2017 - HOU @ BKN",W,34,16,6,9,66.7,0,0,0.0,4,6,66.7,2,6,8,1,1,2,1,0,29,2017-01-15 00:00:00,BKN,AWAY
12,"JAN 13, 2017 - HOU vs. MEM",L,24,10,5,9,55.6,0,0,0.0,0,0,0.0,1,4,5,2,2,0,0,2,4,2017-01-13 00:00:00,MEM,HOME
13,"JAN 11, 2017 - HOU @ MIN",L,20,9,2,4,50.0,0,0,0.0,5,5,100.0,1,4,5,2,1,0,1,4,-13,2017-01-11 00:00:00,MIN,AWAY
14,"JAN 10, 2017 - HOU vs. CHA",W,29,14,5,5,100.0,0,0,0.0,4,6,66.7,1,2,3,2,2,3,0,1,-7,2017-01-10 00:00:00,CHA,HOME
15,"JAN 08, 2017 - HOU @ TOR",W,26,28,12,13,92.3,0,0,0.0,4,6,66.7,3,2,5,0,0,1,1,2,9,2017-01-08 00:00:00,TOR,AWAY
16,"JAN 06, 2017 - HOU @ ORL",W,22,9,3,6,50.0,0,0,0.0,3,6,50.0,1,3,4,1,1,1,2,2,-7,2017-01-06 00:00:00,ORL,AWAY
17,"JAN 05, 2017 - HOU vs. OKC",W,29,8,4,7,57.1,0,0,0.0,0,3,0.0,2,6,8,3,0,0,1,4,-4,2017-01-05 00:00:00,OKC,HOME
18,"JAN 02, 2017 - HOU vs. WAS",W,33,14,6,11,54.5,0,0,0.0,2,3,66.7,3,6,9,1,0,2,2,1,5,2017-01-02 00:00:00,WAS,HOME
19,"DEC 31, 2016 - HOU vs. NYK",W,33,13,6,7,85.7,0,0,0.0,1,1,100.0,0,4,4,4,0,0,0,4,7,2016-12-31 00:00:00,NYK,HOME
20,"DEC 30, 2016 - HOU vs. LAC",W,30,29,10,14,71.4,0,0,0.0,9,11,81.8,2,0,2,3,1,1,0,4,39,2016-12-30 00:00:00,LAC,HOME
21,"DEC 27, 2016 - HOU @ DAL",W,26,7,3,7,42.9,0,0,0.0,1,2,50.0,2,0,2,1,0,1,0,2,-8,2016-12-27 00:00:00,DAL,AWAY
22,"DEC 26, 2016 - HOU vs. PHX",W,23,14,5,6,83.3,0,0,0.0,4,6,66.7,1,2,3,1,0,2,2,3,20,2016-12-26 00:00:00,PHX,HOME
23,"DEC 23, 2016 - HOU @ MEM",L,28,16,7,11,63.6,0,0,0.0,2,2,100.0,2,6,8,1,0,0,0,4,12,2016-12-23 00:00:00,MEM,AWAY
24,"DEC 21, 2016 - HOU @ PHX",W,28,17,8,11,72.7,0,0,0.0,1,2,50.0,0,3,3,3,0,3,3,2,11,2016-12-21 00:00:00,PHX,AWAY
25,"DEC 20, 2016 - HOU vs. SAS",L,22,9,4,7,57.1,0,0,0.0,1,3,33.3,2,3,5,2,1,0,1,2,-5,2016-12-20 00:00:00,SAS,HOME
26,"DEC 17, 2016 - HOU @ MIN",W,14,4,2,4,50.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,-11,2016-12-17 00:00:00,MIN,AWAY
27,"DEC 16, 2016 - HOU vs. NOP",W,16,6,3,4,75.0,0,1,0.0,0,0,0.0,1,7,8,1,0,0,0,2,6,2016-12-16 00:00:00,NOP,HOME
28,"DEC 14, 2016 - HOU vs. SAC",W,16,9,4,6,66.7,0,0,0.0,1,2,50.0,0,4,4,1,1,2,0,0,21,2016-12-14 00:00:00,SAC,HOME
29,"DEC 12, 2016 - HOU vs. BKN",W,4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,2,2016-12-12 00:00:00,BKN,HOME
30,"DEC 10, 2016 - HOU vs. DAL",W,19,12,5,6,83.3,1,1,100.0,1,1,100.0,2,0,2,1,1,0,0,1,9,2016-12-10 00:00:00,DAL,HOME
31,"DEC 09, 2016 - HOU @ OKC",W,13,7,3,4,75.0,0,0,0.0,1,3,33.3,1,1,2,0,1,0,1,4,8,2016-12-09 00:00:00,OKC,AWAY
32,"DEC 07, 2016 - HOU vs. LAL",W,9,8,4,6,66.7,0,0,0.0,0,0,0.0,1,0,1,0,1,0,1,1,-3,2016-12-07 00:00:00,LAL,HOME
33,"DEC 05, 2016 - HOU vs. BOS",W,19,7,3,5,60.0,0,0,0.0,1,1,100.0,1,1,2,0,0,1,1,2,13,2016-12-05 00:00:00,BOS,HOME
34,"DEC 02, 2016 - HOU @ DEN",W,20,8,4,6,66.7,0,0,0.0,0,0,0.0,0,3,3,0,0,2,1,1,10,2016-12-02 00:00:00,DEN,AWAY
35,"DEC 01, 2016 - HOU @ GSW",W,25,13,6,10,60.0,0,0,0.0,1,1,100.0,5,5,10,1,0,1,0,3,4,2016-12-01 00:00:00,GSW,AWAY
36,"NOV 29, 2016 - HOU @ UTA",L,7,2,1,3,33.3,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,2016-11-29 00:00:00,UTA,AWAY
37,"NOV 25, 2016 - HOU @ SAC",W,3,2,1,1,100.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,1,0,-3,2016-11-25 00:00:00,SAC,AWAY
