DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.6,5.4,48.0,100%,46.6,1.5
3 Pointers,0.2,0.8,32.1,14.0%,33.9,-1.8
2 Pointers,2.4,4.7,50.6,86.0%,50.0,0.6
Less Than 6 Ft,1.4,2.4,59.8,43.5%,59.7,0.0
Less Than 10 Ft,1.9,3.4,55.2,62.5%,54.9,0.3
Greater Than 15 Ft,0.6,1.5,40.4,28.5%,38.0,2.3
