BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,54,19.8,7.4,2.6,6.3,41.8,1.2,3.3,35.2,1.0,1.2,84.4,0.4,2.6,2.9,1.1,0.8,0.9,0.4,1.5,0,0,0.5
Home,27,18.3,7.1,2.6,5.9,44.4,1.0,2.9,35.9,0.8,0.9,88.0,0.3,2.4,2.7,1.0,0.9,0.6,0.3,1.5,0,0,1.0
Road,27,21.3,7.7,2.6,6.7,39.4,1.3,3.7,34.7,1.2,1.4,82.1,0.4,2.7,3.1,1.3,0.7,1.1,0.4,1.6,0,0,0.0
Wins,22,19.5,7.4,2.6,5.9,45.0,1.2,3.0,38.8,1.0,1.0,91.3,0.3,2.7,3.0,1.0,0.5,1.0,0.4,1.5,0,0,4.0
Losses,32,20.0,7.4,2.6,6.6,39.8,1.2,3.5,33.0,1.0,1.3,80.5,0.4,2.5,2.9,1.2,1.0,0.8,0.3,1.5,0,0,-1.9
October,2,22.9,8.0,3.0,7.0,42.9,1.0,2.5,40.0,1.0,1.0,100,0.5,2.5,3.0,1.5,0.0,0.5,0.5,1.5,0,0,-6.5
November,16,17.6,5.8,2.2,5.4,40.2,0.9,2.3,37.8,0.5,0.6,80.0,0.4,2.4,2.8,0.9,0.8,0.5,0.4,1.4,0,0,-2.0
December,15,22.2,8.7,3.0,6.9,43.3,1.3,3.7,35.7,1.4,1.6,87.5,0.5,2.9,3.5,1.5,1.0,1.5,0.3,2.1,0,0,0.5
January,17,18.5,7.8,2.7,6.5,41.4,1.3,3.8,34.4,1.1,1.3,86.4,0.3,2.5,2.8,0.8,0.8,0.5,0.2,1.2,0,0,2.2
February,4,23.8,7.3,2.5,6.0,41.7,1.3,4.3,29.4,1.0,1.5,66.7,0.0,2.5,2.5,1.8,1.0,1.5,0.8,1.5,0,0,6.3
Pre All-Star,54,19.8,7.4,2.6,6.3,41.8,1.2,3.3,35.2,1.0,1.2,84.4,0.4,2.6,2.9,1.1,0.8,0.9,0.4,1.5,0,0,0.5
Starters,2,26.9,9.0,2.5,8.0,31.3,1.5,5.0,30.0,2.5,2.5,100,1.5,5.5,7.0,1.0,1.5,3.0,0.5,3.0,0,0,6.5
Bench,52,19.6,7.4,2.6,6.2,42.3,1.2,3.3,35.5,0.9,1.1,83.1,0.3,2.5,2.8,1.1,0.8,0.8,0.3,1.5,0,0,0.3
0 Days Rest,11,19.6,7.1,2.6,6.1,43.3,1.1,3.1,35.3,0.7,0.9,80.0,0.3,2.5,2.7,1.4,0.9,1.1,0.2,1.8,0,0,-0.1
1 Days Rest,32,20.0,7.6,2.7,6.5,41.3,1.2,3.5,34.8,1.0,1.2,84.6,0.5,2.8,3.3,1.0,0.8,0.8,0.4,1.6,0,0,0.9
2 Days Rest,9,18.8,7.0,2.3,5.7,41.2,1.1,3.1,35.7,1.2,1.4,84.6,0.1,1.9,2.0,1.3,1.1,0.8,0.2,1.1,0,0,1.3
3 Days Rest,1,19.4,8.0,4.0,7.0,57.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0,0,1.0
4 Days Rest,1,26.5,8.0,2.0,7.0,28.6,2.0,3.0,66.7,2.0,2.0,100,1.0,5.0,6.0,2.0,0.0,1.0,0.0,0.0,0,0,-14.0
