DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.0,6.9,43.2,100%,44.6,-1.3
3 Pointers,0.8,2.9,26.1,41.4%,36.9,-10.8
2 Pointers,2.3,4.1,55.4,58.6%,49.0,6.4
Less Than 6 Ft,0.9,1.6,57.7,23.4%,55.9,1.8
Less Than 10 Ft,1.2,2.1,55.9,30.6%,53.3,2.6
Greater Than 15 Ft,1.4,3.9,34.9,56.8%,39.3,-4.4
