BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,53,37.7,23.0,7.2,15.5,46.4,3.3,7.8,41.6,5.3,6.4,82.6,0.9,3.8,4.7,7.0,2.8,1.5,0.3,2.8,9,1,6.0
Home,27,37.5,22.5,7.0,14.5,48.1,3.3,7.0,47.1,5.3,6.6,79.8,0.8,3.5,4.3,7.1,2.9,1.4,0.4,2.6,3,0,10.1
Road,26,37.9,23.5,7.5,16.6,44.9,3.2,8.7,37.0,5.3,6.2,85.7,1.0,4.2,5.2,6.9,2.8,1.6,0.2,3.1,6,1,1.7
Wins,31,37.0,22.9,7.4,14.4,51.0,3.5,7.4,47.4,4.7,5.5,84.8,0.8,4.2,5.1,7.5,2.7,1.4,0.4,2.5,6,1,12.4
Losses,22,38.7,23.1,7.0,17.1,41.0,3.0,8.5,34.6,6.1,7.6,80.4,1.0,3.3,4.3,6.4,3.0,1.6,0.3,3.4,3,0,-3.1
October,3,37.6,18.7,6.0,16.3,36.7,1.0,5.0,20.0,5.7,6.7,85.0,0.3,3.7,4.0,6.3,3.7,1.3,0.0,3.3,0,0,0.0
November,15,38.0,20.7,6.8,15.8,43.0,3.1,7.4,41.4,4.1,4.8,84.7,1.3,4.0,5.3,7.5,2.9,1.7,0.4,2.9,3,0,6.6
December,14,36.1,24.4,7.7,14.3,54.0,4.2,8.4,50.4,4.8,5.7,83.8,0.6,3.7,4.4,7.1,2.9,1.4,0.2,2.7,3,0,12.7
January,16,38.4,24.9,7.5,15.7,47.8,3.1,7.8,40.0,6.8,8.6,79.6,0.9,3.8,4.7,6.4,2.7,1.6,0.4,2.7,2,0,3.0
February,5,38.9,21.8,6.8,17.2,39.5,3.0,9.6,31.3,5.2,6.0,86.7,0.6,4.2,4.8,7.2,2.4,0.8,0.2,3.2,1,1,-1.8
Pre All-Star,53,37.7,23.0,7.2,15.5,46.4,3.3,7.8,41.6,5.3,6.4,82.6,0.9,3.8,4.7,7.0,2.8,1.5,0.3,2.8,9,1,6.0
Starters,53,37.7,23.0,7.2,15.5,46.4,3.3,7.8,41.6,5.3,6.4,82.6,0.9,3.8,4.7,7.0,2.8,1.5,0.3,2.8,9,1,6.0
0 Days Rest,10,38.1,23.9,7.4,15.4,48.1,3.0,7.2,41.7,6.1,7.3,83.6,0.9,4.3,5.2,6.0,2.4,1.5,0.3,3.1,0,0,4.2
1 Days Rest,31,37.7,21.8,6.8,15.5,43.8,3.1,8.1,38.1,5.2,6.3,82.6,0.8,3.6,4.4,7.2,2.8,1.3,0.4,2.8,7,1,4.5
2 Days Rest,11,37.3,26.5,8.6,16.0,54.0,4.2,7.9,52.9,5.0,6.2,80.9,1.2,4.0,5.2,7.4,3.5,1.9,0.3,2.8,2,0,12.1
4 Days Rest,1,37.8,10.0,3.0,13.0,23.1,1.0,5.0,20.0,3.0,3.0,100,1.0,4.0,5.0,8.0,2.0,1.0,0.0,2.0,0,0,2.0
