bsr,num_reviews,dimensions,reviews_url,pctg_3star,pctg_2star,pctg_4star,product_title,shipping,description,pctg_1star,url,num_questions,list_price,pctg_5star,sale_price,shipping_wt,category,avg_rating,asin,in_stock
,,,,,,,,,,,https://www.amazon.com/Lineon-Colors-Adult-Coloring-Markers/dp/B01M0F4U2S?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Clover-806-Shiro-Tape-Measure/dp/B000YZAO2K?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/CCbetter-Temperature-Melting-Flexible-Projects/dp/B01178RVI2?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Cricut-Cutting-Standard-12x12-Inch-2-Pack/dp/B00BSK750Y?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Pro-18-Piece-Sketch-Draw-Pencil/dp/B000HTBBO8?_encoding=UTF8&psc=1,,,,,,,,,
,"2,392",,https://www.amazon.com/MAGNASONIC-Professional-Ultrasonic-Eyeglass-MGUC500/product-reviews/B007Q2M17K/ref=cm_cr_dp_qt_see_all_top/163-0826651-6809312?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,,,MAGNASONIC Professional Ultrasonic Jewelry and Eyeglass Cleaner With Digital Timer MGUC500,"Fast, FREE Shipping",,,https://www.amazon.com/MAGNASONIC-Professional-Ultrasonic-Eyeglass-MGUC500/dp/B007Q2M17K?_encoding=UTF8&psc=1,,,,,,"Clothing, Shoes & Jewelry",4.5 out of 5 stars,2.8 pounds (),In Stock.
,,,,,,,,,,,https://www.amazon.com/Resealable-Cellophane-Bakery-Candle-UNIQUEPACKING/dp/B018HFT6TK?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Chemical-Guys-WAC-808-Optical-Detailer/dp/B004UPZXI0?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Heartybay-10Pieces-Round-Pointed-Nylon/dp/B00V4EG6D6?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Mothers-155900-Carpet-Upholstery-Brush/dp/B001GJ3E5C?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Strathmore-400-Sketch-Pads-12/dp/B0027A39PY?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Hopkins-532-Mallory-Brush-Colors/dp/B000BPLNXC?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Bosch-26A-ICON-Wiper-Blade/dp/B005JU5W54?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Elmers-Glue-All-Multi-Purpose-Liquid-Strong/dp/B0038DZZJC?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Best-Microfiber-Cleaning-Cloth-Pack/dp/B01DV2OJYG?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Sakura-30062-6-Piece-Pigma-Micron/dp/B0008G8G8Y?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Chemical-Guys-WAC-303-Wheel-Sealant/dp/B001THV9D0?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/VELCRO-Brand-Sticky-Strips-Black/dp/B000TGSPV6?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Hopkins-2610XM-Subzero-Extender-Snowbroom/dp/B0016GRTVU?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Sargent-Art-Coloring-Assorted-22-7251/dp/B0027PA1AU?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Cricut-Tools-Craft-Basic-Set/dp/B00EZUCUUE?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Battery-Tender-021-0123-Junior-Charger/dp/B000CITK8S?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/AmazonBasics-Microfiber-Cleaning-Cloth-Pack/dp/B009FUF6DM?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/BAFX-Products-34t5-Bluetooth-Android/dp/B005NLQAHS?_encoding=UTF8&psc=1,,,,,,,,,
,,,,,,,,,,,https://www.amazon.com/Outee-Choker-Necklaces-Stretch-Necklace/dp/B01K55SI80?_encoding=UTF8&psc=1,,,,,,,,,
