url,bsr,pctg_2star,reviews_url,num_reviews,pctg_1star,product_title,pctg_4star,list_price,num_questions,category,shipping_wt,pctg_3star,avg_rating,asin,pctg_5star,description,in_stock,sale_price,shipping,dimensions
https://www.amazon.com/Avalon-Limited-Cleaning-Cooler-Dispenser/dp/B01J1W7S34?_encoding=UTF8&psc=1,,,https://www.amazon.com/Avalon-Limited-Cleaning-Cooler-Dispenser/product-reviews/B01J1W7S34/ref=cm_cr_dp_qt_see_all_top/157-6041317-5880303?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,41,,"Avalon Limited Edition Self Cleaning Water Cooler Water Dispenser - 3 Temperature Settings - Hot, Cold & Room Water, Durable Stainless Steel Construction, Bottom Loading - UL/Energy Star Approved",,,,Tools & Home Improvement,,,4.5 out of 5 stars,,,"        .. THREE TEMPERATURES: Three temperature settings allow you to customize your drinking experience. This dispenser features a crisp cold, room temperature, or piping hot output. SELF CLEANING FEATURE: The self cleaning ozone feature sanitizes & purifies the dispenser, which prevents the accumulation of harmful germs & bacteria for your safety. LIGHT THE WAY: Our built-in nightlight makes the water spouts clearly visible at night & has an empty-bottle indicator that lights up when the bottle needs to be replaced. BOTTOM LOADING: Our water cooler is bottom loading to eliminate the strain of lifting, reduce spills and is suitable for 3-5 gallon water bottles (BOTTLE NOT INCLUDED). CHILD SAFE: This product is UL/Energy Star Approved and features a child safety lock on the hot water spout so the entire family can use it worry free.",In Stock.,$299.99,FREE ShippingFREE Shipping,
https://www.amazon.com/Kitchen-Bath-Collection-STL75-LED-Wall-Mounted/dp/B00E8KC36M?_encoding=UTF8&psc=1,,,https://www.amazon.com/Kitchen-Bath-Collection-STL75-LED-Wall-Mounted/product-reviews/B00E8KC36M/ref=cm_cr_dp_qt_see_all_top/164-7519732-8623245?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,191,,"Kitchen Bath Collection STL75-LED Stainless Steel Wall-Mounted Kitchen Range Hood with High-End LED Lights, 30""",,,,Appliances,,,4.2 out of 5 stars,,,        .. High-end LED lights are 3x the brightness of most competing models!. Touch screen control panel. 3 speed settings. Two-piece adjustable chimney has no visible welded seams on any of the 3 sides. Capable of ventless installation with no additional kit!.,May take an extra 1-2 days to ship.,$199.99,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/Whirlpool-WMC20005YW-White-Countertop-Microwave/dp/B005GSZB9Q?_encoding=UTF8&psc=1,,,https://www.amazon.com/Whirlpool-WMC20005YW-White-Countertop-Microwave/product-reviews/B005GSZB9Q/ref=cm_cr_dp_qt_see_all_top/161-6679535-3988321?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,248,,Whirlpool WMC20005YW 0.5 Cu. Ft. White Countertop Microwave,,,,Home & Kitchen,,,3.9 out of 5 stars,,,        .. 750 Watts Cooking Power. 10 Power Levels. Add 30 Seconds Option. Quick Touch Popcorn Button. Tap Touch Controls.,Available from these sellers.,,,
https://www.amazon.com/WHS-87LB1-Compact-Reversible-Refrigerator-Freezer/dp/B00MVVI1B6?_encoding=UTF8&psc=1,,,https://www.amazon.com/WHS-87LB1-Compact-Reversible-Refrigerator-Freezer/product-reviews/B00MVVI1B6/ref=cm_cr_dp_qt_see_all_top/151-9205692-5642919?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,897,,"Midea WHS-87LB1 Compact Single Reversible Door Refrigerator and Freezer, 2.4 Cubic Feet, Black",,,,Home & Kitchen,,,4.1 out of 5 stars,,,        .. Mechanical control with adjustable thermostat. Adjustable leg; Reversible door. Energy saving; Low noise. Separate chiller compartment. Full 1-Year / Compressor 2-Year Warranty.,In Stock.,$102.36,FREE ShippingFREE Shipping,
https://www.amazon.com/Legend-Zelda-Complete-Official-Collectors/dp/1911015222?_encoding=UTF8&psc=1,,,,,,"The Legend of Zelda: Breath of the Wild: The Complete Official Guide Collector's EditionHardcover– March 3, 2017",,,,Books,,,,"Piggyback (March 3, 2017)",,,"This title will be released on March 3, 2017.",,,
https://www.amazon.com/Pete-Cat-Valentines-Day-Cool/dp/0062198653?_encoding=UTF8&psc=1,,,https://www.amazon.com/Pete-Cat-Valentines-Day-Cool/product-reviews/0062198653/ref=cm_cr_dp_qt_see_all_top/152-9104439-4201904?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,445,,"Pete the Cat: Valentine's Day Is CoolHardcover– November 26, 2013",,,,Books,,,4.6 out of 5 stars,Preschool - 3,,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/Llama-I-Love-You/dp/045146981X?_encoding=UTF8&psc=1,,,https://www.amazon.com/Llama-I-Love-You/product-reviews/045146981X/ref=cm_cr_dp_qt_see_all_top/166-4736390-2474014?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,293,,"Llama Llama I Love YouBoard book– December 26, 2014",,,,Books,,,4.6 out of 5 stars,Llama Llama,,,,,,
https://www.amazon.com/Lose-Your-Belly-Diet-Change/dp/1939457599?_encoding=UTF8&psc=1,,,https://www.amazon.com/Lose-Your-Belly-Diet-Change/product-reviews/1939457599/ref=cm_cr_dp_qt_see_all_top/152-9426775-3501123?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,498,,"The Lose Your Belly Diet: Change Your Gut, Change Your LifeHardcover– December 27, 2016",,,,Books,,,3.9 out of 5 stars,"Ghost Mountain Books; 1 edition (December 27, 2016)",,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/1984-Signet-Classics-George-Orwell/dp/0451524934?_encoding=UTF8&psc=1,,,https://www.amazon.com/1984-Signet-Classics-George-Orwell/product-reviews/0451524934/ref=cm_cr_dp_qt_see_all_top/167-6310130-4649519?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"4,987",,"1984 (Signet Classics)Mass Market Paperback– Unabridged, July 1, 1950",,,,Books,,,4.5 out of 5 stars,"Signet Classic (January 1, 1961)",,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/Norse-Mythology-Neil-Gaiman/dp/039360909X?_encoding=UTF8&psc=1,,,https://www.amazon.com/Norse-Mythology-Neil-Gaiman/product-reviews/039360909X/ref=cm_cr_dp_qt_see_all_top/151-0620813-6820616?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,53,,"Norse MythologyHardcover– February 7, 2017",,,,Books,,,4.3 out of 5 stars,"W. W. Norton & Company; 1St Edition edition (February 7, 2017)",,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/My-Fuzzy-Valentine-Sesame-Street/dp/0375833927?_encoding=UTF8&psc=1,,,https://www.amazon.com/My-Fuzzy-Valentine-Sesame-Street/product-reviews/0375833927/ref=cm_cr_dp_qt_see_all_top/160-8702870-4052301?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,148,,"My Fuzzy Valentine (Sesame Street)Board book– December 27, 2005",,,,Books,,,4.4 out of 5 stars,Preschool and up,,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/Hillbilly-Elegy-Memoir-Family-Culture/dp/0062300547?_encoding=UTF8&psc=1,,,https://www.amazon.com/Hillbilly-Elegy-Memoir-Family-Culture/product-reviews/0062300547/ref=cm_cr_dp_qt_see_all_top/166-7757348-4732207?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"4,870",,"Hillbilly Elegy: A Memoir of a Family and Culture in CrisisHardcover– June 28, 2016",,,,Books,,,4.4 out of 5 stars,"Harper; Reprint edition (June 28, 2016)",,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/Handmaids-Tale-Margaret-Atwood/dp/038549081X?_encoding=UTF8&psc=1,,,https://www.amazon.com/Handmaids-Tale-Margaret-Atwood/product-reviews/038549081X/ref=cm_cr_dp_qt_see_all_top/153-4632319-7723140?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"2,963",,"The Handmaid's TalePaperback– March 16, 1998",,,,Books,,,4.1 out of 5 stars,"Anchor; 1st Anchor Books edition (March 16, 1998)",,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/Shack-Where-Tragedy-Confronts-Eternity/dp/0964729237?_encoding=UTF8&psc=1,,,https://www.amazon.com/Shack-Where-Tragedy-Confronts-Eternity/product-reviews/0964729237/ref=cm_cr_dp_qt_see_all_top/165-5584148-4590140?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"11,884",,"The Shack: Where Tragedy Confronts EternityPaperback– July 1, 2007",,,,Books,,,4.6 out of 5 stars,"Windblown Media; 1st edition (July 1, 2007)",,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/Milk-Honey-Rupi-Kaur/dp/144947425X?_encoding=UTF8&psc=1,,,https://www.amazon.com/Milk-Honey-Rupi-Kaur/product-reviews/144947425X/ref=cm_cr_dp_qt_see_all_top/164-9298084-5637446?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,630",,"Milk and HoneyPaperback– October 6, 2015",,,,Books,,,4.7 out of 5 stars,"Andrews McMeel Publishing; Reprint edition (October 6, 2015)",,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/Love-Languages-Secret-that-Lasts/dp/080241270X?_encoding=UTF8&psc=1,,,https://www.amazon.com/Love-Languages-Secret-that-Lasts/product-reviews/080241270X/ref=cm_cr_dp_qt_see_all_top/159-0106819-9043661?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"10,684",,"The 5 Love Languages: The Secret to Love that LastsPaperback– January 1, 2015",,,,Books,,,4.8 out of 5 stars,"Northfield Publishing; 1St Edition edition (January 1, 2015)",,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/Happy-Valentines-Day-Mouse-Give/dp/0061804320?_encoding=UTF8&psc=1,,,https://www.amazon.com/Happy-Valentines-Day-Mouse-Give/product-reviews/0061804320/ref=cm_cr_dp_qt_see_all_top/161-6271472-8236423?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,188,,"Happy Valentine's Day, Mouse! (If You Give...)Board book– November 24, 2009",,,,Books,,,4.5 out of 5 stars,AD430L,,,"In stock on February 17, 2017.                                                                     Order it now.",,"Fast, FREE Shipping",
https://www.amazon.com/Four-Agreements-Practical-Personal-Freedom/dp/1878424319?_encoding=UTF8&psc=1,,,https://www.amazon.com/Four-Agreements-Practical-Personal-Freedom/product-reviews/1878424319/ref=cm_cr_dp_qt_see_all_top/161-3676189-9543233?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"6,071",,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)Paperback– November 7, 1997",,,,Books,,,4.6 out of 5 stars,160 pages,,,In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/NEW-Replacement-Part-Whirpool-Thermistat/dp/B00570RKTW?_encoding=UTF8&psc=1,,,https://www.amazon.com/NEW-Replacement-Part-Whirpool-Thermistat/product-reviews/B00570RKTW/ref=cm_cr_dp_qt_see_all_top/158-2487514-8741246?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,169,,1 X NEW Replacement Part - Whirpool Dryer Thermistat Kit Part# 3977393,,,,Appliances,,,4.3 out of 5 stars,,,"        .. If unsure, please ask the seller if it fits your model.",In stock.,$6.98,,
https://www.amazon.com/AKDY-Kitchen-Stainless-Control-AZ63175S/dp/B00AB51CUG?_encoding=UTF8&psc=1,,,https://www.amazon.com/AKDY-Kitchen-Stainless-Control-AZ63175S/product-reviews/B00AB51CUG/ref=cm_cr_dp_qt_see_all_top/162-6844807-1978402?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,145,,"AKDY 30"" Kitchen Wall Mount Stainless Steel Touch Panel Control Range Hood AZ63175S Stove Vents",,,,Appliances,,,3.8 out of 5 stars,,,"        .. Mounting: wall mount. Material: stainless steel. Air flow: 400CFM. Dimension: 18.9""D x 30-41.7""H x 30""W. New LED touch panel control.",In Stock.,$169.99,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/NewAir-AB-1200-126-Can-Beverage-Cooler/dp/B0083H1INK?_encoding=UTF8&psc=1,,,https://www.amazon.com/NewAir-AB-1200-126-Can-Beverage-Cooler/product-reviews/B0083H1INK/ref=cm_cr_dp_qt_see_all_top/167-3879506-8358262?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,356,,NewAir AB-1200 126-Can Beverage Cooler,,,,Home & Kitchen,,,3.5 out of 5 stars,,,        .. Holds up to 126 cans of beer or soda. 5 removable chrome racks plus a spacious storage bin. Cools down to 34 degrees for perfectly frosty drinks. Manual controls with 7 temperature settings. Black and stainless steel exterior complements home décor. Holds up to 126 cans of beer or soda. 5 removable chrome racks plus a spacious storage bin.,In Stock.,$269.99,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/Laundry-Alternative-Portable-Countertop-Dryer/dp/B002HT0958?_encoding=UTF8&psc=1,,,https://www.amazon.com/Laundry-Alternative-Portable-Countertop-Dryer/product-reviews/B002HT0958/ref=cm_cr_dp_qt_see_all_top/164-5629069-4452730?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,398,,The Laundry Alternative Mini Portable Countertop Spin Dryer,,,,Appliances,,,3.8 out of 5 stars,,,"        .. New, faster, portable, light, compact and very quiet. No hookup required. Important Directions: must unscrew motor locking brace from bottom of unit prior to use or it won't work. 1750 RPM spin cycle.",In Stock.,$70.35,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/WHD-113FSS1-Reversible-Refrigerator-Freezer-Stainless/dp/B00MWXSFM8?_encoding=UTF8&psc=1,,,https://www.amazon.com/WHD-113FSS1-Reversible-Refrigerator-Freezer-Stainless/product-reviews/B00MWXSFM8/ref=cm_cr_dp_qt_see_all_top/167-2932639-9237145?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,290,,"Midea WHD-113FSS1 Double Reversible Door Refrigerator and Freezer, 3.1 Cubic Feet, Stainless Steel",,,,Home & Kitchen,,,4.4 out of 5 stars,,,        .. Mechanical temperature control; Interior light. Adjustable legs; Reversible door. Interior light. Separate fruit and vegetable drawer. Full 1-Year / Compressor 2-Year Warranty.,In stock.,$159.99,,
https://www.amazon.com/mDesign-Kitchen-Refrigerator-Storage-Container/dp/B01ATUT5V0?_encoding=UTF8&psc=1,,,https://www.amazon.com/mDesign-Kitchen-Refrigerator-Storage-Container/product-reviews/B01ATUT5V0/ref=cm_cr_dp_qt_see_all_top/152-7584735-0442436?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,72,,"mDesign Kitchen, Pantry, Refrigerator Storage Container for Water Bottles - Clear",,,,Appliances,,,4.6 out of 5 stars,,,"        .. Water bottle holder stores bottled water, juice, and other drinks -- Holds up to 9 water bottles. Ideal for refrigerators, freezers, pantries and kitchen cabinets. Hand wash with mild detergent -- Do not clean in dishwasher. Made of BPA-free plastic. 9"" x 13.75"" x 4"".",In Stock.,$11.99,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/Broan-PM250-Power-Module-Silver/dp/B001ASD77O?_encoding=UTF8&psc=1,,,https://www.amazon.com/Broan-PM250-Power-Module-Silver/product-reviews/B001ASD77O/ref=cm_cr_dp_qt_see_all_top/154-1897508-2999334?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,58,,"Broan PM250 Power Module Range Hood, Silver",,,,Appliances,,,4.1 out of 5 stars,,,"        .. 7"" round duct or non-ducted discharge. Enclosed light. One-piece, washable aluminum mesh filter.. Recommended for use with Models LB30, LB36, LT30 and LT36 Liners. Two-speed motor, 6-5/8-Inch Fan, 250 CFM, 8.0 Sones, 7-Inch round duct or non-ducted discharge, Enclosed light. Accepts two incandescent maximum 40-watt candelabra bulbs-Bulbs not included. One-piece, washable aluminum mesh filter-optional, disposable charcoal filter kit- #B08999040. Durable, powder coated silver finish, Fully enclosed bottom.",In Stock.,$91.99,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/Whynter-CHC-120S-Stainless-Cooler-Humidor/dp/B00KO95RVO?_encoding=UTF8&psc=1,,,https://www.amazon.com/Whynter-CHC-120S-Stainless-Cooler-Humidor/product-reviews/B00KO95RVO/ref=cm_cr_dp_qt_see_all_top/166-3614763-1444321?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,224,,"Whynter CHC-120S Stainless Steel Cigar Cooler Humidor, 1.2 Cubic Feet",,,,Health & Household,,,4.1 out of 5 stars,,,        .. Freestanding setup. Vibration-free thermoelectric cooling. Removable Spanish cedar drawer and shelves. Equipped with a humidity tray and hygrometer for inside humidity level maintenance. Adjustable thermostat with temperature range from 50ºF - 66ºF.,In Stock.,$246.03,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/Kohzie-Stove-Counter-Gap-Cover/dp/B00XJ6Q86C?_encoding=UTF8&psc=1,,,https://www.amazon.com/Kohzie-Stove-Counter-Cover-Black/product-reviews/B00XUN0OHS/ref=cm_cr_dp_qt_see_all_top/159-1886487-1981166?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,696,,"Kohzie Stove Counter Gap Cover, Black (Set of 2)",,,,Appliances,,,4.4 out of 5 stars,,,"        .. ✅ NEW STOVE GAP COVER ANTI-STATIC DESIGN, Doesn't attract dust or dirt - MULTI-PURPOSE STOVE COUNTER GAP COVER; Bridges the gap between stove and counter, as well as other gaps on your kitchen, house or office.. HIGH-QUALITY SILICONE; the Kohzie Stove Counter Gap Cover has been designed with top-notch silicone, very durable, doesn't warp or melt, and can resist to high temperatures.. OVEN COUNTERTOP GUARD - Cover all of those irritating counter gaps in your kitchen, home and office. EASY TO CLEAN - This stove kitchen counter gap is made of high-quality food-grade silicone, the Kohzie Stove Counter Gap Cover can be cleaned in as little as 2 minutes with a damp cloth, hence saving you time and minimizing cleaning efforts.. DIMENSIONS: 21"" x .5"" x 2.25"" Are easy to cut to fit shorter surfaces..",In Stock.,$14.97,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/TONYMOLY-Real-Mask-Sheet-Pack/dp/B00SAT6GVK?_encoding=UTF8&psc=1,,,https://www.amazon.com/TONYMOLY-Real-Mask-Sheet-Pack/product-reviews/B00SAT6GVK/ref=cm_cr_dp_qt_see_all_top/167-3530864-8677640?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,901",,[TONYMOLY] I'm Real Mask Sheet Pack of 11,,,,Beauty & Personal Care,,,4.5 out of 5 stars,7.8 ounces (),,,,$10.99,FREE Shipping,
https://www.amazon.com/Philips-Norelco-Electric-S1560-81/dp/B01859QHJU?_encoding=UTF8&psc=1,,,https://www.amazon.com/Philips-Norelco-Electric-S1560-81/product-reviews/B01859QHJU/ref=cm_cr_dp_qt_see_all_top/161-4843088-4742163?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,343",,"Philips Norelco Electric Shaver 2100, S1560/81",,,,,,,4.3 out of 5 stars,1.8 pounds (),,,,$29.95,"Fast, FREE Shipping",
https://www.amazon.com/CeraVe-Moisturizing-Facial-Lotion-Ounce/dp/B00365DABC?_encoding=UTF8&psc=1,,,https://www.amazon.com/CeraVe-Moisturizing-Facial-Lotion-Ounce/product-reviews/B00365DABC/ref=cm_cr_dp_qt_see_all_top/156-1369448-5713358?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"3,015",,"CeraVe Moisturizing Facial Lotion PM, 3 Ounce",,,,Beauty & Personal Care,,,4.6 out of 5 stars,2.1 ounces (),,,,$7.19,FREE Shipping,
https://www.amazon.com/Radha-Beauty-Rosehip-Oil-Certified/dp/B00LNOV8JO?_encoding=UTF8&psc=1,,,https://www.amazon.com/Radha-Beauty-Rosehip-Oil-Certified/product-reviews/B00LNOV8JO/ref=cm_cr_dp_qt_see_all_top/167-1902788-4364519?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"3,839",,Radha Beauty Rosehip Oil 4 oz - 100% Pure Cold Pressed Certified Organic,,,,Beauty & Personal Care,,,4.4 out of 5 stars,8.8 ounces (),,,,$13.95,"Fast, FREE Shipping",
https://www.amazon.com/Wahl-Color-Complete-Cutting-79300-400T/dp/B000JNQSIQ?_encoding=UTF8&psc=1,,,https://www.amazon.com/Wahl-Color-Complete-Cutting-79300-400T/product-reviews/B000JNQSIQ/ref=cm_cr_dp_qt_see_all_top/168-8527709-6214549?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"8,427",,Wahl Color Pro Complete Hair Cutting Kit #79300-400T,,,,,,,4.3 out of 5 stars,1.9 pounds (),,,,$20.18,"Fast, FREE Shipping",
https://www.amazon.com/Colgate-Portable-Mini-Brush-Fresh-Peppermint/dp/B00HXAIN90?_encoding=UTF8&psc=1,,,https://www.amazon.com/Colgate-Portable-Mini-Brush-Fresh-Peppermint/product-reviews/B00HXAIN90/ref=cm_cr_dp_qt_see_all_top/166-5697613-1225860?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,827,,"Colgate Wisp Portable Mini-Brush Max Fresh, Peppermint, 24 Count",,,,Beauty & Personal Care,,,4.6 out of 5 stars,0.6 ounces (),,,,$3.59,"Fast, FREE Shipping",
https://www.amazon.com/CeraVe-Foaming-Facial-Cleanser-Ounce/dp/B003YMJJSK?_encoding=UTF8&psc=1,,,https://www.amazon.com/CeraVe-Foaming-Facial-Cleanser-Ounce/product-reviews/B003YMJJSK/ref=cm_cr_dp_qt_see_all_top/151-6759711-3573411?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"3,238",,"CeraVe Foaming Facial Cleanser, 12 Ounce",,,,Beauty & Personal Care,,,4.5 out of 5 stars,14.7 ounces (),,,,$10.39,"Fast, FREE Shipping",
https://www.amazon.com/NYX-Cosmetics-Setting-Finish-Lasting/dp/B00B4YVU4G?_encoding=UTF8&psc=1,,,https://www.amazon.com/NYX-Cosmetics-Setting-Finish-Lasting/product-reviews/B00B4YVU4G/ref=cm_cr_dp_qt_see_all_top/152-9947886-0375238?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,696",,"NYX Cosmetics Make Up Setting Spray, Matte Finish/Long Lasting, 2.03 Ounce",,,,Beauty & Personal Care,,,4.2 out of 5 stars,4 ounces (),,,,$5.99,FREE Shipping,
https://www.amazon.com/PURA-DOR-Anti-Hair-Premium-Organic/dp/B00FH692PQ?_encoding=UTF8&psc=1,,,https://www.amazon.com/PURA-DOR-Anti-Hair-Premium-Organic/product-reviews/B00FH692PQ/ref=cm_cr_dp_qt_see_all_top/164-2509883-8768147?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"9,025",,"PURA D'OR Anti-Hair Loss Premium Organic Argan Oil Shampoo (Gold Label), 16 Fluid Ounce",,,,Beauty & Personal Care,,,4.1 out of 5 stars,1.1 pounds (),,,,$36.94,"Fast, FREE Shipping",
https://www.amazon.com/Radha-Beauty-Aromatherapy-peppermint-frankincense/dp/B01KK90ZH8?_encoding=UTF8&psc=1,,,https://www.amazon.com/Radha-Beauty-Aromatherapy-peppermint-frankincense/product-reviews/B01KK90ZH8/ref=cm_cr_dp_qt_see_all_top/152-1556463-6575345?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,472,,"Radha Beauty Aromatherapy 16 Essential Oils Lavender, teatree, peppermint, lemongrass, orange, eucalyptus, rosemary, frankincense, bergamot, ylang, patchouli, geranium, grapefruit, cinnamon, sage",,,,Beauty & Personal Care,,,4.6 out of 5 stars,B01KK90ZH8,,,,$29.95,"Fast, FREE Shipping",
https://www.amazon.com/Majestic-Pure-Lavender-Essential-Therapeutic/dp/B00TSTZQEY?_encoding=UTF8&psc=1,,,https://www.amazon.com/Majestic-Pure-Lavender-Essential-Therapeutic/product-reviews/B00TSTZQEY/ref=cm_cr_dp_qt_see_all_top/165-5119916-2882617?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"4,173",,"Majestic Pure Lavender Essential Oil, Therapeutic Grade, 4 fl. Oz",,,,Beauty & Personal Care,,,4.3 out of 5 stars,4 ounces (),,,,$13.95,"Fast, FREE Shipping",
https://www.amazon.com/Cleaning-MakeUp-Washing-Scrubber-Cosmetic/dp/B00SY7UYTS?_encoding=UTF8&psc=1,,,https://www.amazon.com/Cleaning-MakeUp-Washing-Scrubber-Cosmetic/product-reviews/B00SY7UYTS/ref=cm_cr_dp_qt_see_all_top/161-7519258-6192759?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,826,,Cleaning MakeUp Washing Brush Silica Glove Scrubber Board Cosmetic Clean Tools (Pink),,,,Beauty & Personal Care,,,4.5 out of 5 stars,,," Imported. This is the makeup brush cleaner, will help thoroughly clean through all the bristles and make cleaning your brushes.. Very useful tool to cleaning various of your makeup brushes. Compact in size and very cute,will fit easily in your makeup case.. Grand new,made of high quality silicone,will not damage your brushes. Smaller knobs on the top used for foaming and lathering, The grooves in the bottom of the egg are used to agitate the bristles.",In Stock.,$1.99,,
https://www.amazon.com/Unique-Home-Cosmetic-Organizer-Eyeshadow/dp/B01BCOFYF8?_encoding=UTF8&psc=1,,,https://www.amazon.com/Unique-Home-Cosmetic-Organizer-Eyeshadow/product-reviews/B01BCOFYF8/ref=cm_cr_dp_qt_see_all_top/152-1986296-1141157?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,011",,"Unique Home Makeup Cosmetic Organizer Conceal/Lipstick/Eyeshadow/Brushes in One place Storage Drawers, Clear, Medium, 2 Piece Set",,,,Home & Kitchen,,,4.5 out of 5 stars,,,"        .. Clear acrylic makeup organizer matches any decor. Two pieces set organizes all jewelry and cosmetics in one place. Removable black mesh padding keeps jewelry protected and in place. Approximate cosmetic organizer set dimensions: 9 3/8""w x 5 3/8""d x 7 1/4""h. 2 Year warranty only charge postage $5.75-15 Vary by customer.",In Stock.,$14.99,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/Retainer-Brite-Tablets-Months-Supply/dp/B005GRGARE?_encoding=UTF8&psc=1,,,https://www.amazon.com/Retainer-Brite-Tablets-Months-Supply/product-reviews/B005GRGARE/ref=cm_cr_dp_qt_see_all_top/153-6914311-4266853?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,893",,Retainer Brite 96 Tablets (3 Months Supply),,,,Beauty & Personal Care,,,4.6 out of 5 stars,9.1 ounces (),,,,$11.90,"Fast, FREE Shipping",
https://www.amazon.com/Burts-Bees-Natural-Moisturizing-Beeswax/dp/B0054LHI5A?_encoding=UTF8&psc=1,,,https://www.amazon.com/Burts-Bees-Natural-Moisturizing-Beeswax/product-reviews/B0054LHI5A/ref=cm_cr_dp_qt_see_all_top/164-6432935-5116708?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"2,636",,"Burt's Bees 100% Natural Moisturizing Lip Balm, Beeswax, 4 Tubes in Blister Box",,,,Beauty & Personal Care,,,4.7 out of 5 stars,1.6 ounces (),,,,$9.99,"Fast, FREE Shipping",
